effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh_dlc03_spell_wild_savage_dominion_enable	wh_dlc03_effect_magic_wild_enable_savage_dominion	force_to_general_own	1	start_turn_completed
wh_dlc03_spell_wild_traitor_kin_disable	wh_dlc03_effect_magic_wild_disable_traitor_kin	force_to_general_own	1	start_turn_completed
wh_dlc03_spell_wild_traitor_kin_enable	wh_dlc03_effect_magic_wild_enable_traitor_kin	force_to_general_own	1	start_turn_completed
wh_dlc03_spell_wild_viletide_disable	wh_dlc03_effect_magic_wild_disable_viletide	force_to_general_own	1	start_turn_completed
wh_dlc03_spell_wild_viletide_enable	wh_dlc03_effect_magic_wild_enable_viletide	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_death_doom_and_darkness_strigoi_disable	wh_dlc04_effect_magic_death_disable_doom_and_darkness_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_death_doom_and_darkness_strigoi_enable	wh_dlc04_effect_magic_death_enable_doom_and_darkness_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_death_soulblight_strigoi_disable	wh_dlc04_effect_magic_death_disable_soulblight_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_death_soulblight_strigoi_enable	wh_dlc04_effect_magic_death_enable_soulblight_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_death_spirit_leech_strigoi_disable	wh_dlc04_effect_magic_death_disable_spirit_leech_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_death_spirit_leech_strigoi_enable	wh_dlc04_effect_magic_death_enable_spirit_leech_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_vampires_gaze_of_nagash_strigoi_disable	wh_dlc04_effect_magic_vampires_disable_gaze_of_nagash_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_vampires_gaze_of_nagash_strigoi_enable	wh_dlc04_effect_magic_vampires_enable_gaze_of_nagash_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_vampires_invocation_of_nehek_strigoi_disable	wh_dlc04_effect_magic_vampires_disable_invocation_of_nehek_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_vampires_invocation_of_nehek_strigoi_enable	wh_dlc04_effect_magic_vampires_enable_invocation_of_nehek_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_vampires_raise_dead_helman_disable	wh_dlc04_effect_magic_vampires_disable_raise_dead_helman	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_vampires_raise_dead_helman_enable	wh_dlc04_effect_magic_vampires_enable_raise_dead_helman	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_vampires_raise_dead_strigoi_disable	wh_dlc04_effect_magic_vampires_disable_raise_dead_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc04_spell_vampires_raise_dead_strigoi_enable	wh_dlc04_effect_magic_vampires_enable_raise_dead_strigoi	force_to_general_own	1	start_turn_completed
wh_dlc05_lore_passive_life_bloom_disable	wh_dlc05_effect_magic_ability_disable_life_bloom	force_to_general_own	1	start_turn_completed
wh_dlc05_lore_passive_life_bloom_enable	wh_dlc05_effect_magic_ability_enable_life_bloom	force_to_general_own	1	start_turn_completed
wh_dlc05_lore_passive_smoke_and_mirrors_disable	wh_dlc05_effect_magic_ability_disable_smoke_and_mirrors	force_to_general_own	1	start_turn_completed
wh_dlc05_lore_passive_smoke_and_mirrors_enable	wh_dlc05_effect_magic_ability_enable_smoke_and_mirrors	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_awakening_of_the_wood_disable	wh_dlc05_effect_magic_life_disable_awakening_of_the_wood	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_awakening_of_the_wood_enable	wh_dlc05_effect_magic_life_enable_awakening_of_the_wood	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_awakening_the_wood_branchwraith_disable	wh_dlc05_effect_magic_life_disable_awakening_of_the_wood_branchwraith	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_awakening_the_wood_branchwraith_enable	wh_dlc05_effect_magic_life_enable_awakening_of_the_wood_branchwraith	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_earth_blood_disable	wh_dlc05_effect_magic_life_disable_earth_blood	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_earth_blood_enable	wh_dlc05_effect_magic_life_enable_earth_blood	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_earth_blood_branchwraith_disable	wh_dlc05_effect_magic_life_disable_earth_blood_branchwraith	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_earth_blood_branchwraith_enable	wh_dlc05_effect_magic_life_enable_earth_blood_branchwraith	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_flesh_to_stone_disable	wh_dlc05_effect_magic_life_disable_flesh_to_stone	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_flesh_to_stone_enable	wh_dlc05_effect_magic_life_enable_flesh_to_stone	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_regrowth_disable	wh_dlc05_effect_magic_life_disable_regrowth	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_regrowth_enable	wh_dlc05_effect_magic_life_enable_regrowth	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_shield_of_thorns_disable	wh_dlc05_effect_magic_life_disable_shield_of_thorns	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_shield_of_thorns_enable	wh_dlc05_effect_magic_life_enable_shield_of_thorns	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_shield_of_thorns_branchwraith_disable	wh_dlc05_effect_magic_life_disable_shield_of_thorns_branchwraith	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_shield_of_thorns_branchwraith_enable	wh_dlc05_effect_magic_life_enable_shield_of_thorns_branchwraith	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_the_dwellers_below_disable	wh_dlc05_effect_magic_life_disable_the_dwellers_below	force_to_general_own	1	start_turn_completed
wh_dlc05_spell_life_the_dwellers_below_enable	wh_dlc05_effect_magic_life_enable_the_dwellers_below	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_death_aspect_of_the_dreadknight_arzik_disable	wh_dlc08_effect_magic_death_disable_aspect_of_the_dreadknight_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_death_aspect_of_the_dreadknight_arzik_enable	wh_dlc08_effect_magic_death_enable_aspect_of_the_dreadknight_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_death_soulblight_arzik_disable	wh_dlc08_effect_magic_death_disable_soulblight_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_death_soulblight_arzik_enable	wh_dlc08_effect_magic_death_enable_soulblight_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_death_the_fate_of_bjuna_arzik_disable	wh_dlc08_effect_magic_death_disable_the_fate_of_bjuna_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_death_the_fate_of_bjuna_arzik_enable	wh_dlc08_effect_magic_death_enable_the_fate_of_bjuna_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_fire_fireball_kihar_disable	wh_dlc08_effect_magic_fire_disable_fireball_kihar	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_fire_fireball_kihar_enable	wh_dlc08_effect_magic_fire_enable_fireball_kihar	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_fire_flaming_sword_of_rhuin_kihar_disable	wh_dlc08_effect_magic_fire_disable_flaming_sword_of_rhuin_kihar	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_fire_flaming_sword_of_rhuin_kihar_enable	wh_dlc08_effect_magic_fire_enable_flaming_sword_of_rhuin_kihar	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_metal_final_transmutation_arzik_disable	wh_dlc08_effect_magic_metal_disable_final_transmutation_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_metal_final_transmutation_arzik_enable	wh_dlc08_effect_magic_metal_enable_final_transmutation_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_metal_gehennas_golden_hounds_arzik_disable	wh_dlc08_effect_magic_metal_disable_gehennas_golden_hounds_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_metal_gehennas_golden_hounds_arzik_enable	wh_dlc08_effect_magic_metal_enable_gehennas_golden_hounds_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_metal_plague_of_rust_kihar_disable	wh_dlc08_effect_magic_metal_disable_plague_of_rust_kihar	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_metal_plague_of_rust_kihar_enable	wh_dlc08_effect_magic_metal_enable_plague_of_rust_kihar	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_metal_searing_doom_arzik_disable	wh_dlc08_effect_magic_metal_disable_searing_doom_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_metal_searing_doom_arzik_enable	wh_dlc08_effect_magic_metal_enable_searing_doom_arzik	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_metal_transmutation_of_lead_kihar_disable	wh_dlc08_effect_magic_metal_disable_transmutation_of_lead_kihar	force_to_general_own	1	start_turn_completed
wh_dlc08_spell_metal_transmutation_of_lead_kihar_enable	wh_dlc08_effect_magic_metal_enable_transmutation_of_lead_kihar	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_brain_bursta_disable	wh_main_effect_magic_big_waaagh_disable_brain_bursta	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_brain_bursta_enable	wh_main_effect_magic_big_waaagh_enable_brain_bursta	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_eadbutt_disable	wh_main_effect_magic_big_waaagh_disable_eadbutt	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_eadbutt_enable	wh_main_effect_magic_big_waaagh_enable_eadbutt	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_ere_we_go_disable	wh_main_effect_magic_big_waaagh_disable_ere_we_go	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_ere_we_go_enable	wh_main_effect_magic_big_waaagh_enable_ere_we_go	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_fists_of_gork_disable	wh_main_effect_magic_big_waaagh_disable_fists_of_gork	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_fists_of_gork_enable	wh_main_effect_magic_big_waaagh_enable_fists_of_gork	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_foot_of_gork_disable	wh_main_effect_magic_big_waaagh_disable_foot_of_gork	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_foot_of_gork_enable	wh_main_effect_magic_big_waaagh_enable_foot_of_gork	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_gaze_of_mork_disable	wh_main_effect_magic_big_waaagh_disable_gaze_of_mork	force_to_general_own	1	start_turn_completed
wh_main_spell_big_waaagh_gaze_of_mork_enable	wh_main_effect_magic_big_waaagh_enable_gaze_of_mork	force_to_general_own	1	start_turn_completed
wh_main_spell_death_aspect_of_the_dreadknight_disable	wh_main_effect_magic_death_disable_aspect_of_the_dreadknight	force_to_general_own	1	start_turn_completed
wh_main_spell_death_aspect_of_the_dreadknight_enable	wh_main_effect_magic_death_enable_aspect_of_the_dreadknight	force_to_general_own	1	start_turn_completed
wh_main_spell_death_doom_and_darkness_disable	wh_main_effect_magic_death_disable_doom_and_darkness	force_to_general_own	1	start_turn_completed
wh_main_spell_death_doom_and_darkness_enable	wh_main_effect_magic_death_enable_doom_and_darkness	force_to_general_own	1	start_turn_completed
wh_main_spell_death_soulblight_disable	wh_main_effect_magic_death_disable_soulblight	force_to_general_own	1	start_turn_completed
wh_main_spell_death_soulblight_enable	wh_main_effect_magic_death_enable_soulblight	force_to_general_own	1	start_turn_completed
wh_main_spell_death_spirit_leech_disable	wh_main_effect_magic_death_disable_spirit_leech	force_to_general_own	1	start_turn_completed
wh_main_spell_death_spirit_leech_enable	wh_main_effect_magic_death_enable_spirit_leech	force_to_general_own	1	start_turn_completed
wh_main_spell_death_the_fate_of_bjuna_disable	wh_main_effect_magic_death_disable_the_fate_of_bjuna	force_to_general_own	1	start_turn_completed
wh_main_spell_death_the_fate_of_bjuna_enable	wh_main_effect_magic_death_enable_the_fate_of_bjuna	force_to_general_own	1	start_turn_completed
wh_main_spell_death_the_purple_sun_of_xereus_disable	wh_main_effect_magic_death_disable_the_purple_sun_of_xereus	force_to_general_own	1	start_turn_completed
wh_main_spell_death_the_purple_sun_of_xereus_enable	wh_main_effect_magic_death_enable_the_purple_sun_of_xereus	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_cascading_fire_cloak_disable	wh_main_effect_magic_fire_disable_cascading_fire_cloak	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_cascading_fire_cloak_enable	wh_main_effect_magic_fire_enable_cascading_fire_cloak	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_fireball_disable	wh_main_effect_magic_fire_disable_fireball	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_fireball_enable	wh_main_effect_magic_fire_enable_fireball	force_to_general_own	1	start_turn_completed
wh_main_spell_fire_flame_storm_disable	wh_main_effect_magic_fire_disable_flame_storm	force_to_general_own	1	start_turn_completed
