effects_tables	3
effect	icon	priority	icon_negative	category	is_positive_value_good
wh2_main_effect_magic_plague_disable_plague	spell_ability.png	3	spell_ability.png	battle	true
wh2_main_effect_magic_plague_disable_vermintide	spell_ability.png	3	spell_ability.png	battle	true
wh2_main_effect_magic_plague_disable_wither	spell_ability.png	3	spell_ability.png	battle	true
wh2_main_effect_magic_ruin_disable_cracks_call	spell_ability.png	3	spell_ability.png	battle	true
wh2_main_effect_magic_ruin_disable_death_frenzy	spell_ability.png	3	spell_ability.png	battle	true
wh2_main_effect_magic_ruin_disable_howling_warpgale	spell_ability.png	3	spell_ability.png	battle	true
wh2_main_effect_magic_ruin_disable_skaven_scorch	spell_ability.png	3	spell_ability.png	battle	true
wh2_main_effect_magic_ruin_disable_skitterleap	spell_ability.png	3	spell_ability.png	battle	true
wh2_main_effect_magic_ruin_disable_warp_lightning	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_beasts_disable_flock_of_doom	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_beasts_disable_panns_impenetrable_pelt	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_beasts_disable_the_amber_spear	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_beasts_disable_the_curse_of_anraheir	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_beasts_disable_transformation_of_kadon	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_beasts_disable_wyssans_wildform	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_wild_disable_bray_scream	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_wild_disable_devolve	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_wild_disable_mantle_of_ghorok	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_wild_disable_savage_dominion	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_wild_disable_traitor_kin	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc03_effect_magic_wild_disable_viletide	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc04_effect_magic_death_disable_doom_and_darkness_strigoi	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc04_effect_magic_death_disable_soulblight_strigoi	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc04_effect_magic_death_disable_spirit_leech_strigoi	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc04_effect_magic_vampires_disable_gaze_of_nagash_strigoi	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc04_effect_magic_vampires_disable_invocation_of_nehek_strigoi	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc04_effect_magic_vampires_disable_raise_dead_helman	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc04_effect_magic_vampires_disable_raise_dead_strigoi	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc05_effect_magic_ability_disable_life_bloom	general_ability.png	600	general_ability.png	battle	true
wh_dlc05_effect_magic_ability_disable_smoke_and_mirrors	general_ability.png	600	general_ability.png	battle	true
wh_dlc05_effect_magic_life_disable_awakening_of_the_wood	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc05_effect_magic_life_disable_awakening_of_the_wood_branchwraith	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc05_effect_magic_life_disable_earth_blood	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc05_effect_magic_life_disable_earth_blood_branchwraith	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc05_effect_magic_life_disable_flesh_to_stone	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc05_effect_magic_life_disable_regrowth	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc05_effect_magic_life_disable_shield_of_thorns	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc05_effect_magic_life_disable_shield_of_thorns_branchwraith	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc05_effect_magic_life_disable_the_dwellers_below	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc08_effect_magic_death_disable_aspect_of_the_dreadknight_arzik	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc08_effect_magic_death_disable_soulblight_arzik	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc08_effect_magic_death_disable_the_fate_of_bjuna_arzik	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc08_effect_magic_fire_disable_fireball_kihar	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc08_effect_magic_fire_disable_flaming_sword_of_rhuin_kihar	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc08_effect_magic_metal_disable_final_transmutation_arzik	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc08_effect_magic_metal_disable_gehennas_golden_hounds_arzik	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc08_effect_magic_metal_disable_plague_of_rust_kihar	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc08_effect_magic_metal_disable_searing_doom_arzik	spell_ability.png	3	spell_ability.png	battle	true
wh_dlc08_effect_magic_metal_disable_transmutation_of_lead_kihar	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_big_waaagh_disable_brain_bursta	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_big_waaagh_disable_eadbutt	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_big_waaagh_disable_ere_we_go	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_big_waaagh_disable_fists_of_gork	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_big_waaagh_disable_foot_of_gork	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_big_waaagh_disable_gaze_of_mork	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_death_disable_aspect_of_the_dreadknight	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_death_disable_doom_and_darkness	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_death_disable_soulblight	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_death_disable_spirit_leech	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_death_disable_the_fate_of_bjuna	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_death_disable_the_purple_sun_of_xereus	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_fire_disable_cascading_fire_cloak	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_fire_disable_fireball	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_fire_disable_flame_storm	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_fire_disable_flaming_sword_of_rhuin	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_fire_disable_piercing_bolts_of_burning	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_fire_disable_the_burning_head	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_heavens_disable_chain_lightning	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_heavens_disable_comet_of_casandora	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_heavens_disable_curse_of_the_midnight_wind	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_heavens_disable_harmonic_convergence	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_heavens_disable_urannons_thunderbolt	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_heavens_disable_wind_blast	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_light_disable_banishment	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_light_disable_bironas_timewarp	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_light_disable_light_of_battle	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_light_disable_net_of_amyntok	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_light_disable_phas_protection	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_light_disable_shems_burning_gaze	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_lil_waaagh_disable_curse_of_da_bad_moon	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_lil_waaagh_disable_gorkll_fix_it	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_lil_waaagh_disable_itchy_nuisance	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_lil_waaagh_disable_night_shroud	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_lil_waaagh_disable_sneaky_stabbin	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_lil_waaagh_disable_vindictive_glare	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_metal_disable_final_transmutation	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_metal_disable_gehennas_golden_hounds	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_metal_disable_glittering_robe	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_metal_disable_plague_of_rust	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_metal_disable_searing_doom	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_metal_disable_transmutation_of_lead	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_vampires_disable_curse_of_years	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_vampires_disable_gaze_of_nagash	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_vampires_disable_invocation_of_nehek	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_vampires_disable_raise_dead	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_vampires_disable_vanhels_danse_macabre	spell_ability.png	3	spell_ability.png	battle	true
wh_main_effect_magic_vampires_disable_wind_of_death	spell_ability.png	3	spell_ability.png	battle	true
wh2_dlc11_ability_disable_denizens_of_the_deep	spell_ability.png	3	spell_ability.png	battle	true
wh2_dlc11_ability_disable_fog_of_the_damned	spell_ability.png	3	spell_ability.png	battle	true
wh2_dlc11_ability_disable_ghost_ship	spell_ability.png	3	spell_ability.png	battle	true
wh2_dlc11_ability_disable_krakens_pull	spell_ability.png	3	spell_ability.png	battle	true
wh2_dlc11_ability_disable_spiteful_shot	spell_ability.png	3	spell_ability.png	battle	true
wh2_dlc11_ability_disable_tidecall	spell_ability.png	3	spell_ability.png	battle	true
