effect_bundles_tables	1
key	localised_description	localised_title	ui_icon	bundle_target
wh_dlc08_spell_death_the_fate_of_bjuna_arzik_enable				force
wh_dlc08_spell_fire_fireball_kihar_disable				force
wh_dlc08_spell_fire_fireball_kihar_enable				force
wh_dlc08_spell_fire_flaming_sword_of_rhuin_kihar_disable				force
wh_dlc08_spell_fire_flaming_sword_of_rhuin_kihar_enable				force
wh_dlc08_spell_metal_final_transmutation_arzik_disable				force
wh_dlc08_spell_metal_final_transmutation_arzik_enable				force
wh_dlc08_spell_metal_gehennas_golden_hounds_arzik_disable				force
wh_dlc08_spell_metal_gehennas_golden_hounds_arzik_enable				force
wh_dlc08_spell_metal_plague_of_rust_kihar_disable				force
wh_dlc08_spell_metal_plague_of_rust_kihar_enable				force
wh_dlc08_spell_metal_searing_doom_arzik_disable				force
wh_dlc08_spell_metal_searing_doom_arzik_enable				force
wh_dlc08_spell_metal_transmutation_of_lead_kihar_disable				force
wh_dlc08_spell_metal_transmutation_of_lead_kihar_enable				force
wh_main_spell_big_waaagh_brain_bursta_disable				force
wh_main_spell_big_waaagh_brain_bursta_enable				force
wh_main_spell_big_waaagh_eadbutt_disable				force
wh_main_spell_big_waaagh_eadbutt_enable				force
wh_main_spell_big_waaagh_ere_we_go_disable				force
wh_main_spell_big_waaagh_ere_we_go_enable				force
wh_main_spell_big_waaagh_fists_of_gork_disable				force
wh_main_spell_big_waaagh_fists_of_gork_enable				force
wh_main_spell_big_waaagh_foot_of_gork_disable				force
wh_main_spell_big_waaagh_foot_of_gork_enable				force
wh_main_spell_big_waaagh_gaze_of_mork_disable				force
wh_main_spell_big_waaagh_gaze_of_mork_enable				force
wh_main_spell_death_aspect_of_the_dreadknight_disable				force
wh_main_spell_death_aspect_of_the_dreadknight_enable				force
wh_main_spell_death_doom_and_darkness_disable				force
wh_main_spell_death_doom_and_darkness_enable				force
wh_main_spell_death_soulblight_disable				force
wh_main_spell_death_soulblight_enable				force
wh_main_spell_death_spirit_leech_disable				force
wh_main_spell_death_spirit_leech_enable				force
wh_main_spell_death_the_fate_of_bjuna_disable				force
wh_main_spell_death_the_fate_of_bjuna_enable				force
wh_main_spell_death_the_purple_sun_of_xereus_disable				force
wh_main_spell_death_the_purple_sun_of_xereus_enable				force
wh_main_spell_fire_cascading_fire_cloak_disable				force
wh_main_spell_fire_cascading_fire_cloak_enable				force
wh_main_spell_fire_fireball_disable				force
wh_main_spell_fire_fireball_enable				force
wh_main_spell_fire_flame_storm_disable				force
wh_main_spell_fire_flame_storm_enable				force
wh_main_spell_fire_flaming_sword_of_rhuin_disable				force
wh_main_spell_fire_flaming_sword_of_rhuin_enable				force
wh_main_spell_fire_piercing_bolts_of_burning_disable				force
wh_main_spell_fire_piercing_bolts_of_burning_enable				force
wh_main_spell_fire_the_burning_head_disable				force
wh_main_spell_fire_the_burning_head_enable				force
wh_main_spell_heavens_chain_lightning_disable				force
wh_main_spell_heavens_chain_lightning_enable				force
wh_main_spell_heavens_comet_of_casandora_disable				force
wh_main_spell_heavens_comet_of_casandora_enable				force
wh_main_spell_heavens_curse_of_the_midnight_wind_disable				force
wh_main_spell_heavens_curse_of_the_midnight_wind_enable				force
wh_main_spell_heavens_harmonic_convergence_disable				force
wh_main_spell_heavens_harmonic_convergence_enable				force
wh_main_spell_heavens_urannons_thunderbolt_disable				force
wh_main_spell_heavens_urannons_thunderbolt_enable				force
wh_main_spell_heavens_wind_blast_disable				force
wh_main_spell_heavens_wind_blast_enable				force
wh_main_spell_light_banishment_disable				force
wh_main_spell_light_banishment_enable				force
wh_main_spell_light_bironas_timewarp_disable				force
wh_main_spell_light_bironas_timewarp_enable				force
wh_main_spell_light_light_of_battle_disable				force
wh_main_spell_light_light_of_battle_enable				force
wh_main_spell_light_net_of_amyntok_disable				force
wh_main_spell_light_net_of_amyntok_enable				force
wh_main_spell_light_phas_protection_disable				force
wh_main_spell_light_phas_protection_enable				force
wh_main_spell_light_shems_burning_gaze_disable				force
wh_main_spell_light_shems_burning_gaze_enable				force
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_disable				force
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_enable				force
wh_main_spell_lil_waaagh_gorkll_fix_it_disable				force
wh_main_spell_lil_waaagh_gorkll_fix_it_enable				force
wh_main_spell_lil_waaagh_itchy_nuisance_disable				force
wh_main_spell_lil_waaagh_itchy_nuisance_enable				force
wh_main_spell_lil_waaagh_night_shroud_disable				force
wh_main_spell_lil_waaagh_night_shroud_enable				force
wh_main_spell_lil_waaagh_sneaky_stabbin_disable				force
wh_main_spell_lil_waaagh_sneaky_stabbin_enable				force
wh_main_spell_lil_waaagh_vindictive_glare_disable				force
wh_main_spell_lil_waaagh_vindictive_glare_enable				force
wh_main_spell_metal_final_transmutation_disable				force
wh_main_spell_metal_final_transmutation_enable				force
wh_main_spell_metal_gehennas_golden_hounds_disable				force
wh_main_spell_metal_gehennas_golden_hounds_enable				force
wh_main_spell_metal_glittering_robe_disable				force
wh_main_spell_metal_glittering_robe_enable				force
wh_main_spell_metal_plague_of_rust_disable				force
wh_main_spell_metal_plague_of_rust_enable				force
wh_main_spell_metal_searing_doom_disable				force
wh_main_spell_metal_searing_doom_enable				force
wh_main_spell_metal_transmutation_of_lead_disable				force
wh_main_spell_metal_transmutation_of_lead_enable				force
wh_main_spell_vampires_curse_of_years_disable				force
wh_main_spell_vampires_curse_of_years_enable				force
wh_main_spell_vampires_gaze_of_nagash_disable				force
wh_main_spell_vampires_gaze_of_nagash_enable				force
wh_main_spell_vampires_invocation_of_nehek_disable				force
wh_main_spell_vampires_invocation_of_nehek_enable				force
wh_main_spell_vampires_raise_dead_disable				force
wh_main_spell_vampires_raise_dead_enable				force
wh_main_spell_vampires_vanhels_danse_macabre_disable				force
wh_main_spell_vampires_vanhels_danse_macabre_enable				force
wh_main_spell_vampires_wind_of_death_disable				force
wh_main_spell_vampires_wind_of_death_enable				force
wh2_dlc11_spell_deep_denizens_of_the_deep_disable				force
wh2_dlc11_spell_deep_denizens_of_the_deep_enable				force
wh2_dlc11_spell_deep_fog_of_the_damned_disable				force
wh2_dlc11_spell_deep_fog_of_the_damned_enable				force
wh2_dlc11_spell_deep_ghost_ship_disable				force
wh2_dlc11_spell_deep_ghost_ship_enable				force
wh2_dlc11_spell_deep_krakens_pull_disable				force
wh2_dlc11_spell_deep_krakens_pull_enable				force
wh2_dlc11_spell_deep_spiteful_shot_disable				force
wh2_dlc11_spell_deep_spiteful_shot_enable				force
wh2_dlc11_spell_deep_tidecall_disable				force
wh2_dlc11_spell_deep_tidecall_enable				force
