Loc PackedFile
Key	Text	Tooltip
frontend_faction_leaders_localised_description_wh2_dlc09_political_party_vor_tmb_arkhan	In the Land of the Dead, no name is more hated than Nagash the Arch-Necromancer, architect of Nehekhara’s downfall. It was he that cast a great ritual and brought all the dead back to Unlife ahead of the promised Day of Awakening. Centuries before this epochal moment, he had ruled Khemri, stealing the kingship from his younger brother.
Unquestioningly, Kroq-Gar was blessed by the Old Ones during his spawning, for he was among the last survivors of Xhotl, a temple-city that suffered constant Daemonic attack during the Great Cataclysm. After the loss of his home temple-city, he continued to fight; master-less, he and his Saurus Warriors ranged far across the jungles seeking out foes and interlopers, of which there are many.

In recent centuries, Kroq-Gar has fallen under the sway of Lord Mazdamundi. The great second generation Mage-Priest recognised in him an eternal warrior spirit and gifted him the Hand of Gods, a relic of the Old Ones. Strategically positioned for the coming wars, Mazdamundi has sent Kroq-Gar and his loyal cohorts across the World Pond to the Southlands. The Last Defender has been tasked with re-establishing the failing Geomantic Web and bringing about the next stage of the Great Plan: the annihilation of the myriad enemies of Order.	true
frontend_faction_leaders_localised_description_wh2_dlc10_political_party_vor_def_hellebron	The Dark Elves were once Asur, the same race as the High Elves. What separates them is that the Druchii unleashed their minds from the iron discipline that all Elves require else they slip into depravity. The Druchii opened their hearts to the gods of the Cytharai, the Elven gods of the Underworld.

Of all the underworld gods it was Khaine, God of Murder, who rose to prominence, and especially in Har Ganeth - the City of Executioners. It is a cursed place. A madness overtook that city long ago, a thirst for blood and flesh that has just been kept in abeyance by some of the strictest laws in all Naggaroth. Only in Har Ganeth are acts such as murder, thievery, and public debauchery treated as crimes. The penalty for any infraction is, of course, death by execution. This is a heavy burden to bear for a folk with such a proclivity for violence and homicide; but that is the point, for the slightest leeway would lead to utter depravity and the madness taking hold again.

The release for all this pent-up, violent aggression comes on Death Night, an eve of bloody excess in Khaine's glorious name. As soon as the sun sets, so do the city's draconian laws, and all hell breaks loose as Witch Elves, nobles and even slaves take to the streets to revel in murder. Scores are settled and new ones created in a night of diabolical violence. And only as the dawn gong rings out across the city, and the sated survivors attempt to flee the street, does Har Ganeth’s ruler make an appearance. The gates to the palace swing open and Hellebron, accompanied by her elite guard, emerges to sweep the streets of those engorged and slow with the night’s excesses.

Hellebron is the Blood Queen, High Priestess of Khaine and most powerful of all Witch Elves. Her only true rival in power is Morathi, whom she despises. For the Witch King’s mother has withheld the secret of eternal youth from Hellebron. And so, while Morathi keeps her eldritch beauty, time leeches upon Hellebron. She becomes a withered crone, and only by bathing in Cauldrons of Blood can she temporarily restore her youthful aspect. But every year, the enchantment wears off quicker and more blood is required. It is this constant attainment to a lost and fleeting beauty that drives the Blood Queen ever onward...	true
frontend_faction_leaders_localised_description_wh_dlc06_political_party_belegar_ruler	Karak Eight Peaks was once a Greathold, second only to the majesty and strength of Everpeak in the Karaz Ankor. It was ruled by Clan Angrund, whose Royal line can trace its Ancestry back to Grungni and Valaya, which makes the loss of Eight Peaks the most bitter of grudges for all Dwarfs. None feel it more so than the descendants of King Lunn, the last Dwarf to sit on its throne. 

Since the fall of Karak Eight Peaks, Clan Angrund has scattered across the Karaz Ankor but retained significant sway simply because of its legacy. When Belegar Ironhammer, descended from King Lunn, rose to power he made great oaths - that he would not rest until the lost Hold had been reclaimed and he, its rightful heir, sat upon its throne. The High King, Thorgrim Grudgebearer, was initially sceptical – Ironhammer’s expedition would not be the first to attempt such a feat. Karak Eight Peaks has notoriously been riddled with foes of all kinds ever since its fall. Currently, a particularly sneaky and cunning Night Goblin 'Warlord' rules the upper levels of Eight Peaks, one who has easily thwarted such quests in the past.

Yet two things work to Belegar's advantage. Skarsnik has problems of his own right now - problems of the mutinous kind - and Belegar has a will of iron, as a great leader who excels at subterranean warfare. It should be noted, though, that this is his fourth attempt to recapture his Ancestral fortress, to the great shame of all Dawi, living or dead. However, the Ironhammer will not easily be stopped. Finally, after decades spent fostering the support of Guilds and allies, and with the full support of the High King, Belegar gathers Clan Angrund at Karak Izor. Once more a throng of vengeful Dwarfs will set off under Ironhammer’s command, to claim what is rightfully theirs!	true
frontend_faction_leaders_localised_action_points_wh2_main_political_party_vor_def_malekith	 	true
frontend_faction_leaders_localised_description_wh_main_political_party_dwarf_ruler	Thorgrim Grudgebearer is the current High King of the Dwarfs. He is a throwback to the High Kings of old - eager for new conquests, mighty in battle, and a merciless enemy. Yet upon his worn brow, there also sits great wisdom, and he is able to uphold the ancient traditions as well as to accept (if not embrace) needed changes, such as alliances and new technology. Thorgrim is forever brooding upon how to return his people to their former glory. As the ultimate ruler of the Dwarfs, the Great Book of Grudges is entrusted into his keeping. It is Thorgrim’s avowed wish to avenge every single entry contained in that voluminous tome. Such is his resolve that he has already rejuvenated the Karaz Ankor. Tales of his deeds, and the long list of grudges already struck out, fill his grim warriors with the feeling that the Dwarfs have long done without: hope. A new age of retribution has begun.	true
frontend_faction_leaders_localised_action_points_wh_dlc07_political_party_bretonnia_alberic	 	true
frontend_faction_leaders_localised_description_wh2_main_political_party_hef_tyrion	"Our beautiful land is besieged on all sides, but we resist like our fathers before us. We will emerge victorious and more intractable than ever to these turbulent times when our corrupt brothers come to ravage our shores. We are the Asur, the sons of Aenarion and Ulthuan shall never fall."

The ancient High Elves have long stood guard over the world, ensuring it remains in balance – Daemonic efforts of hordes of Chaos and the foolish meddling of younger, ‘lesser’ races notwithstanding. Known among their kind as the Asur, the High Elves are both conceited and detached, no doubt due to their immense longevity and the comparative isolation of their island kingdom of Ulthuan, which forces such a worldview to a great extent. Whereas in other races such traits could prove fatal, in the Asur’s case they are assets, for the Elves have used them to attain knowledge and skills in magic and war that far outstrip those of almost all their historical adversaries.

Now, there is one among the Asur – a warrior so great that he has yet to meet his match with a blade: Prince Tyrion, Heir of Aenarion and Defender of Ulthuan. So impressive are Tyrion’s martial talents, so perfectly does he combine skill-at-arms with speed of thought, that there are many among the Asur who consider him to be both the world’s greatest living warrior and the reincarnation of the first Phoenix King, Aenarion, said to be reborn and living again through the young prince.

Unswervingly loyal to the current Phoenix King, Finubar, and the Everqueen, Alarielle, Tyrion discharges his duty as Ulthuan’s defender with the utmost seriousness, spending much of his time building up and training the High Elves’ armies into a fighting force with few equals, if any. 

There are also many entries in the Asur’s Book of Days that stand testament to the prince’s personal bravery – during the cataclysmic Battle of Finuval Plain, against his arch enemy, the Witch King Malekith, and his Dark Elf forces, Prince Tyrion even rescued the Everqueen from the battlefield, and has remained her consort and closest advisor ever since.	true
frontend_faction_leaders_loading_screen_text_wh2_dlc11_political_party_def_lokhir_fellheart_ruler	 	true
frontend_faction_leaders_localised_action_points_wh2_dlc09_political_party_vor_skv_tretch_craventail	 	true
frontend_faction_leaders_loading_screen_text_wh_dlc06_political_party_wurrzag_ruler	 	true
frontend_faction_leaders_loading_screen_text_wh2_dlc10_political_party_def_hellebron	 	true
frontend_faction_leaders_localised_action_points_wh_main_political_party_dwarf_ungrim	 	true
frontend_faction_leaders_localised_action_points_wh_dlc05_political_party_wood_elves_durthu	 	true
frontend_faction_leaders_localised_action_points_wh2_dlc10_political_party_hef_alith_anar	 	true
frontend_faction_leaders_localised_description_wh2_main_political_party_hef_teclis	"With Moon Staff and Sword, I am master of magics and shaper of fates. Destiny beckons and I must heed the call."

The High Elves – or Asur as they call themselves – are among the oldest civilisations in the world; possibly, only the jungle-dwelling Lizardmen can lay claim to a longer existence. Although mortal, Elves lead incredibly long lives; so long, in fact, that the spans allotted to men seem to be as fleeting as those of mayflies. From their island fortress-paradise of Ulthuan near the centre of the world, the High Elves – although aloof and arrogant in their manner – have generally walked the path of Order, using their longevity to become warriors without peer and mages without equal.

As descendants of Aenarion, the first Phoenix King, the twin brothers Tyrion and Teclis were marked for greatness from the moment they were born, like all of his line. Whereas Tyrion is renowned for his martial excellence, Teclis, who could not hope to match his brother’s physical prowess, instead became a magic-user of no small note. Widely considered to be the most powerful sorcerer of the age and one of the greatest ever to walk the world, there are few, if any, capable of defeating him in a duel, not even the vengeance-obsessed Dark Elf Witch King, Malekith.

Unlike his brother, who considers the defence of the High Elf kingdom of Ulthuan his chief duty, Teclis has a care for the whole world and sees it as his duty to prevent it falling into the hands of the Ruinous Powers. It is this generosity of spirit that has seen the High Elves allied with such disparate races as the men of the Empire and the Lizardmen of Lustria, impacting the former to the extent that the Empire’s fabled Colleges of Magic would never have existed if it was not for Teclis’ wise counsel and tuition in magical matters. Such is his renown, Teclis – the Loremaster of Hoeth and Warden of the White Tower – casts a shadow so lengthy that his influence will be felt right across the world long after his death.	true
frontend_faction_leaders_localised_description_wh2_dlc09_political_party_vor_tmb_khatep	Even when they lived, the Tomb Kings of Nehekhara – or Priest Kings as they were – were obsessed with death. It infuriated them that the gods had seen fit to only grant them just a few short decades upon the world to make their mark and none rankled under that knowledge more than the Great King Settra.

Despite having conquered all Nehekhara and ensuring that much of Khemri was made in his image, Settra was obsessed with not just creating a legacy, but outliving it. And so he ordered the Mortuary Cult formed – its purpose to discover the ultimate secret: to cheat death. The Priesthood of the Mortuary Cult was led by Khatep, an extremely gifted and wise seer. It was Khatep who tended to Settra’s dying mortal form and promised the Great King that he would rise again on the Day of Awakening. As the years past, the hieratic cult’s quest for lore was partially successful. The priests themselves learnt how to sustain a form of Unlife, their spirits tethered to their desiccated bodies, yet the knowledge to bring back the kings as eternal demi-gods still lay beyond their grasp. However, they were undeterred and their search continued, all while serving their living kings as advisors and viziers. Thus, the Mortuary Cult spread across Nehekhara.

The arrival of the Arch-Necromancer changed everything. Following the casting of Nagash’s Great Ritual, civil war threatened Nehekhara and Khatep took it upon himself to restore order. He broke open the seals to Settra’s Grand Pyramid, which caused the Great King to rise, filled with an unquenchable wrath. However, Settra had not risen as a beatific sovereign but as a ravaged mummy – this was not the Day of Awakening promised by the Mortuary Cult! Settra raged and banished Khatep from Khemri.

To this day Khatep the Liche Lord remains the nominal head of the Mortuary Cult; since his exile he wanders the world, at first restricted to roaming Nehekhara's vast deserts, but of late he has travelled further afield, gathering followers and fellow exiles to seek out the lost lore he hopes will return the Lands of Nehek to glory and rehabilitate his reputation as their saviour!	true
frontend_faction_leaders_loading_screen_text_wh2_dlc11_political_party_cst_noctilus_ruler	 	true
frontend_faction_leaders_localised_action_points_wh2_dlc10_political_party_vor_hef_alarielle	 	true
frontend_faction_leaders_localised_action_points_wh2_dlc09_political_party_vor_tmb_settra	 	true
frontend_faction_leaders_loading_screen_text_wh2_main_political_party_def_morathi	 	true
frontend_faction_leaders_localised_action_points_wh2_dlc09_political_party_vor_tmb_arkhan	 	true
frontend_faction_leaders_loading_screen_text_wh2_main_political_party_lzd_lord_mazdamundi	 	true
frontend_faction_leaders_localised_action_points_wh2_dlc09_political_party_tmb_khalida	 	true
frontend_faction_leaders_localised_description_wh2_main_political_party_vor_skv_queek_headtaker	"Yes-yes, whereas Queek the Mighty here. We will win. Nothing else is important. We will destroy. Queek will show the whole world that Queek is the mightiest, the best, the most deadly! We will see what Gnawdwell says about orders then."

The Skaven are vile, malevolent ratmen that swarm beneath the surface of the world. Hidden in their sprawling underground lairs, they gnaw at the roots of civilisation, plotting and scheming for the day they will burst from their dark tunnels and drown the world above in a tide of mangy fur, rusty blades and plague-ridden filth.

The Skaven Under-Empire consists of countless clans. Each one – just like each individual Skaven – jostles for position, status and power. The four Greater Clans are unassailable in this never-ending race, but under them, the Warlord Clans are a thriving mass of betrayal and broken alliances. Clan Mors is currently the most powerful, their ascendancy in no small part due to their control of the City of Pillars – the lower levels of Karak Eight Peaks and an important nexus of the Under-Empire. While the grand ruler of Clan Mors, Warlord Gnawdwell, takes his seat on the Council of Thirteen in the ratmen capital of Skavenblight, the City of Pillars falls under Gnawdwell’s infamous ‘Right Claw’: Queek Headtaker.

The scarlet-armoured, fur-clad warrior of rage and ego is Queek Headtaker - scion of Clan Mors and one of the most accomplished and fierce fighters in all Skavendom. He is despised by Dwarfs for the sheer amounts of heads he has taken, with a record number of entries in the Great Book of Grudges, but he is also hated by Greenskins and Elves too. The only thing more renowned than Queek’s fighting prowess is his arrogance. The Headtaker is a power-hungry narcissist who carries the severed heads of his latest victims upon his trophy rack, advertising to enemies and followers just how truly great he is.

While Queek has carved quite the powerbase under Eight Peaks, Gnawdwell sends him wherever Clan Mors needs him to be. The Council of Thirteen - of which Gnawdwell is a part - see Headtaker as a powerful asset to enable their plans, whether Queek agrees with them or not!	true
frontend_faction_leaders_localised_description_wh2_main_political_party_def_malekith	"If they shall not bow to me, the rightful ruler of Ulthuan, then I shall see each tower crumble and every soul scourged in pain until they beg for my rule."

Long ago, the near-immortal Elves were a single race, united in outlook. Then came a great divide, when avarice, jealousy and malevolence boiled over and forever tore apart their civilisation. Denied the throne and then rejected by the god Asuryan’s purifying flames, Malekith, rightful son of Aenarion, has declared himself forever the enemy of Ulthuan and the Asur.

Although Malekith’s broken body was healed by his mother, the Hag Sorceress Morathi, using magical means, he remains scarred from the encounter and twisted by an inalienable desire to avenge himself upon those once considered kin. There are none among the Druchii – Malekith’s Elven supporters – who have seen his face, for his entire body lies encased within a suit of enchanted, black-metal armour said to be fused to his flesh. Many among the Druchii even mutter that Morathi’s Dark Magic has rendered her son immortal. Whether or not this is true, Malekith promises dire vengeance upon the Asur, vowing to wipe Ulthuan forever from the face of the world if he is denied the Phoenix Throne again.

Deep within the Dark Elves’ bleak kingdom of Naggaroth, plans are afoot to bring about the High Elves’ downfall. To this end, Malekith has spent centuries training to become the perfect warrior, a much-dreaded sorcerer, and an ‘inspirational’ leader, although fear of the ‘Witch King’, as he is now known is, in many cases, the galvanising element.

 Malekith’s forces have followed him across the world in pursuit of his dark goal, and have faced the High Elves on many occasions; in spite of this, Ulthuan still stands. Nothing if not persistent, Malekith knows that soon there will be a final reckoning between the Elves – the Druchii will rise, the Asur will fall, and the work of millennia will at last be complete. If the Witch King cannot rule Ulthuan, then no one will!	true
frontend_faction_leaders_localised_description_wh_main_political_party_chaos_kholek	Every eight generations, when the malevolent moon Morrslieb waxes full in front of its benign cousin Mannslieb, a terrible storm rages through the crevasses and chasms of the World's Edge Mountains. Jagged ridges are silhouetted like the broken teeth of some titanic beast as lightning flashes and thunder roars. Before a great chasm that splits the mountains like a gigantic axe wound, hundreds upon hundreds of Northmen kneel in the pelting hail and snow, chanting sonorously as their captives are sacrificed and hurled bodily into a cavernous lair. Then, as the storm reaches its terrible climax, a terror from prehistory bursts forth with a roar that shakes the roots of the peaks themselves – Kholek Suneater awakes, and all the world trembles at his wrath.	true
frontend_faction_leaders_loading_screen_text_wh2_dlc10_political_party_hef_alarielle	 	true
frontend_faction_leaders_localised_description_wh_dlc06_political_party_wurrzag_ruler	Ever since Wurrzag Ud Ura Zahubu dragged the Bone Nose tribe up to greatness - after accidently turning their original Shaman into a Squiggly Beast - he has claimed to speak directly for Gork and Mork, da Great Green Godz. The Savage Orc Shaman has crossed the Southlands and headed deep into the Badlands, joining tribes and rekindling the spark of the Waaagh! in them that they may have lost. His words and presence can lift a tribe to greater things in the name of Gork (or perhaps Mork). In the Land of the Dead, Wurrzag joined the Spotted Skullz tribe, leading them to victory against the Undead legions and their animated statuary. There are many other examples of Wurrzag's interventions, and so his reputation has spread far and wide.

Among most tribes, his arrival is seen as a blessing that Mork (or Gork, maybe) has chosen them for some special mission. Not all Warbosses are so welcoming, however. Some view Wurrzag with suspicion, reckoning he comes always on the eve of events set in motion already, taking the credit even though it was the Bosses that did all the zoggin’ work in the first place! They argue that a Waaagh! can happen and countless do without Wurrzag present to trigger them. Whatever the truth, Wurrzag certainly believes he was put on this mortal plane as a tool of the Green Godz, and when Orcs believe something, then fate has a habit of making it true...	true
frontend_faction_leaders_loading_screen_text_wh2_dlc11_political_party_vor_vampire_coast_ruler	 	true
frontend_faction_leaders_localised_action_points_wh2_dlc10_political_party_vor_def_hellebron	 	true
frontend_faction_leaders_localised_description_wh2_dlc09_political_party_vor_tmb_khalida	Beyond the Badlands lies the Land of the Dead. This desert realm is the cradle of mankind’s earliest empire – a civilisation known as Nehekhara that did not just huddle the banks of the Great Vitae River, but straddled the mountains to reach the shores of the Bitter Sea.

To the east, it was dominated by the cities of Lahmia, Mahrak and Lybaras – ruled by great matriarchs. Even so, Khemri remained its greatest prize. When Nagash, the Arch-Necromancer, was defeated by the Army of the Seven Kings, High Queen Neferata of Lahmia acted quickly, even as the alliance dissipated. In secret, she stole the forbidden lore of Nagash to recreate the Elixir of Life. But Neferata’s own concoction was flawed – it did indeed extend her life, but the cost was an unyielding thirst for blood. Neferata had unwittingly created a race that would blight all the world forever more, she became the first Vampire.

By the time her cousin, Khalida of Lybaras, visited for a great feast, most of the Lahmian Court were infected with Vampirism. To display her new found power, Neferata challenged her cousin to ritual combat in front of all in attendance. The two women fought before the shocked nobility, their blades weaving a deadly and delicate dance. But Neferata was no longer a mere mortal, and so bested her cousin. As Khalida lay dying, Neferata let her own cursed blood infect the Lybaran queen, as a final, spiteful act. The Warrior-Queen cried to the gods in desperation, and one answered! The Asp-Goddess heard Khalida's pleas and purged the taint from her veins, at the cost of her life. Khalida’s body was borne back to Lybaras in sorrow, where she was embalmed and placed upon her throne, ready to defend her city and godly patron from behind the wall of death.

When the Tomb Kings finally awoke from their breathless sleep, Khalida remained on her throne, uninterested in the power-grabbing and politicking of these Undying tyrants. However, when Lybaras is threatened, Khalida acts, and quickly. At Asaph's bidding, she silently rises from her throne and commands her loyal legions to march forth. Khalida fights not merely out of loyalty to the goddess who aided her, she harbours a deep, eternal loathing – not just for her cousin, but all Vampires who dare cross her path.	true
frontend_faction_leaders_loading_screen_text_wh2_dlc09_political_party_skv_tretch_craventail	 	true
frontend_faction_leaders_localised_description_wh2_dlc11_political_party_vor_cst_the_drowned_ruler	Cylostra Direfin is the vengeful spirit who commands the Lamprey, a cursed ship of rotten wood and tattered sails that oft appears out of the raging tempests of the open sea. Many decades ago, Cylostra was the favourite court singer of Bretonnian royalty, a prima donna of considerable size and with the proverbial ‘artistic temperament’ in spades, who never accepted anything less than having things all her own way. Her great volatility and intimidating demeanour meant that no-one ever dared refuse her demands.

Unfortunately for both Cylostra and ultimately the world, she was a passenger aboard the Lamprey during an important diplomatic voyage to perform for the Phoenix King. Amid a gale of truly epic proportions, the Bretonnian galleon went down in a violent electrical storm, drowning everyone on board, but as the legend goes, Cylostra had already usurped the ship’s meek captain before it sank, simply for daring to delay her performance by attempting to circumvent the dangerous weather! In a fit of rage, and demonstrating a near-unnatural physical strength born of her passion for music, she threw him overboard in what was, up to that point in her life, an uncharacteristic act of cold-blooded murder. Ordering the subjugated crew to keep the ship on course directly into the storm, Cylostra’s delusions of grandeur even made her believe that she could demand safe passage from the tempest itself by singing determinedly over the howling gales. Sadly, for her, the elements cannot so easily be tamed. As the Lamprey sank down beneath the waves, her futile, pitch-perfect notes turned to shrill, gurgled screaming.

Under normal circumstances, that would’ve been the end for most beings, but Cylostra’s bloated ego refused Morr’s embrace and she rose again in the ultimate act of diva-like defiance. Now, her tortured soul roams the seas, eternally searching for an appreciative audience. Those who know the legend of the ‘Siren of the Storm’ flee in terror at the sight of her ghostly, barnacle-strewn galleon, for it is said that when it appears with Cylostra singing upon its bow like a dreadful, Unliving figurehead, her songs of death paralyse all those unfortunate enough to hear them before her Undead crew – whom she refers to rather theatrically as ‘The Drowned’ – appear to drag them down into a watery grave, before they are raised again to join the Madame-Captain’s ratings for a life of unfettered piracy and murder!	true
frontend_faction_leaders_localised_description_wh_main_political_party_chaos_ruler	Archaon is the Everchosen, the Lord of the End Times, the vessel through which the Dark Gods will unite their followers and turn the whole world into a Realm of Chaos.

The man who was to become Archaon was once a devout Templar Priest of Sigmar, pure in heart and deed. The Priest uncovered a set of heretical manuscripts transcribed by one of the acolytes of the infamous Necrodomo the Insane, a prophet who tore out his own eyes after having a vision of the destruction of the world at the hands of Chaos.

What Archaon learned from these texts is unknown, but legend has it that he uncovered a terrible truth which drove him into a screaming rage. Rejecting the gods of the Empire, he burned down the temple around him and raged amongst the flames. He renounced his own name and swore he would not only give himself body and soul to Chaos, but also forge a new life as the scourge of the deluded fools who worship the Empire’s false gods.	true
