ancillaries_tables	16
key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped
wh_main_anc_dwf_slayer_special_dragon_slayer	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true			1	0		false
wh_main_anc_bst_doombull_weapon_choice_shield	wh_main_anc_enchanted_item	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_bst_cha_doombull_shield		1	0		false
wh_main_anc_bst_doombull_weapon_choice_dual_wield	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_bst_cha_doombull_dual_wield		1	0		false
wh_main_anc_mount_wef_darkweaver_elven_steed	wh_dlc05_anc_mount_wef_elven_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_wef_cha_darkweaver_elven_steed		1	1		false
wh_main_anc_mount_wef_darkweaver_unicorn	wh_dlc05_anc_mount_wef_unicorn	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_wef_cha_darkweaver_unicorn		1	1		false
wh_main_anc_mount_wef_darkweaver_great_eagle	wh_dlc05_anc_mount_wef_great_eagle	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_wef_cha_darkweaver_great_eagle		1	1		false
wh_main_anc_mount_wef_highweaver_elven_steed	wh_dlc05_anc_mount_wef_elven_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_wef_cha_highweaver_elven_steed		1	1		false
wh_main_anc_mount_wef_highweaver_unicorn	wh_dlc05_anc_mount_wef_unicorn	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_wef_cha_highweaver_unicorn		1	1		false
wh_main_anc_mount_wef_highweaver_great_eagle	wh_dlc05_anc_mount_wef_great_eagle	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_wef_cha_highweaver_great_eagle		1	1		false
wh2_anc_qb_slayer_giantslayer	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true			1	0		false
wh2_anc_qb_slayer_dragonslayer	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true			1	0		false
wh2_anc_qb_slayer_daemonslayer	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true			1	0		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_death_norscan_warhorse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warhorse		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_death_marauder_chariot	wh_main_anc_mount_chaos_chariot	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_chariot		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_death_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_manticore		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_death_mammoth_warshrine	wh_dlc08_anc_mount_chaos_war_mammoth	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warshrine		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_fire_norscan_warhorse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warhorse		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_fire_marauder_chariot	wh_main_anc_mount_chaos_chariot	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_chariot		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_fire_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_manticore		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_fire_mammoth_warshrine	wh_dlc08_anc_mount_chaos_war_mammoth	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_metal_norscan_warhorse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warhorse		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_metal_marauder_chariot	wh_main_anc_mount_chaos_chariot	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_chariot		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_metal_manticore	wh_main_anc_mount_manticore	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_manticore		1	1		false
wh_main_anc_mount_nor_shaman_sorcerer_lord_metal_mammoth_warshrine	wh_dlc08_anc_mount_chaos_war_mammoth	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine		1	1		false
wh2_anc_qb_shaman_sorcerer_bound_spell_nurgle	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true			1	1		false
wh_main_anc_mount_emp_cha_wizard_lord_shadow_warhorse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_emp_cha_wizard_lord_shadow_warhorse		1	1		false
wh_main_anc_mount_emp_cha_wizard_lord_shadow_barded_warhorse	wh_main_anc_mount_barded_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_emp_cha_wizard_lord_shadow_barded_warhorse		1	1		false
wh_main_anc_mount_emp_cha_wizard_lord_shadow_pegasus	wh_main_anc_mount_imperial_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_emp_cha_wizard_lord_shadow_pegasus		1	1		false
wh_main_anc_mount_emp_cha_wizard_lord_heavens_warhorse	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_emp_cha_wizard_lord_heavens_warhorse		1	1		false
wh_main_anc_mount_emp_cha_wizard_lord_heavens_barded_warhorse	wh_main_anc_mount_barded_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_emp_cha_wizard_lord_heavens_barded_warhorse		1	1		false
wh_main_anc_mount_emp_cha_wizard_lord_heavens_pegasus	wh_main_anc_mount_imperial_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	wh2_mixu_emp_cha_wizard_lord_heavens_pegasus		1	1		false
