character_skill_utilization_hints_junctions_tables	0
USEFUL_ALWAYS	wh_main_skill_highweaver_synergy_1
USEFUL_ALWAYS	wh_main_skill_highweaver_synergy_2
USEFUL_ALWAYS	wh_main_skill_mount_wef_darkweaver_elven_steed
USEFUL_ALWAYS	wh_main_skill_mount_wef_darkweaver_unicorn
USEFUL_ALWAYS	wh_main_skill_mount_wef_darkweaver_great_eagle
USEFUL_ALWAYS	wh_main_skill_mount_wef_highweaver_elven_steed
USEFUL_ALWAYS	wh_main_skill_mount_wef_highweaver_unicorn
USEFUL_ALWAYS	wh_main_skill_mount_wef_highweaver_great_eagle
USEFUL_ALWAYS	wh_main_skill_darkweaver_creeping_madness
USEFUL_ALWAYS	wh_main_skill_darkweaver_wrath_of_the_woods
USEFUL_ALWAYS	wh_main_skill_highweaver_blessing_of_lileath
USEFUL_ALWAYS	wh_main_skill_highweaver_lileaths_protection
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_the_awakening
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_dark_acolyte
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_unholy_cynosure
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_master_of_the_black_arts
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_forbidden_lore
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_lord_of_the_scourge
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_thrall_master
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_nehekharas_noble_blood
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_battle_evocation_of_death
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_battle_slavering_charge
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_battle_soul_reapers
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_battle_barrow_guardians
USEFUL_ALWAYS	wh_main_skill_mount_vmp_necrarch_barded_nightmare
USEFUL_ALWAYS	wh_main_skill_mount_vmp_necrarch_hellsteed
USEFUL_ALWAYS	wh_main_skill_mount_vmp_necrarch_zombie_dragon
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_master_of_the_dead
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_ancient_wisdom
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_undying_horde
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_uncanny_prescience
USEFUL_ALWAYS	wh2_skill_vmp_necrarch_lord_of_the_undeath
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_quickblood
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_innocence_lost
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_plots_within_plots
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_the_dead_walk_fast
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_seduction
USEFUL_ALWAYS	wh_main_skill_mount_vmp_vampire_countess_barded_nightmare
USEFUL_ALWAYS	wh_main_skill_mount_vmp_vampire_countess_hellsteed
USEFUL_ALWAYS	wh_main_skill_mount_vmp_vampire_countess_coven_throne
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_immortal_will
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_domination
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_beguile
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_at_dawn_they_sleep
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_midnights_children
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_the_ravening_beast
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_supernatural_speed
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_blood_is_power
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_loyal_handmaidens
USEFUL_ALWAYS	wh2_skill_vmp_vampire_countess_shadow_in_the_night
USEFUL_ALWAYS	wh2_skill_vmp_blood_knight_blademaster
USEFUL_ALWAYS	wh2_skill_vmp_blood_knight_doomrider
USEFUL_ALWAYS	wh2_skill_vmp_blood_knight_strength_of_steel
USEFUL_ALWAYS	wh2_skill_vmp_blood_knight_unholy_regeneration
USEFUL_ALWAYS	wh2_skill_vmp_blood_knight_might_of_arm
USEFUL_ALWAYS	wh2_skill_vmp_blood_knight_honour_or_death
USEFUL_ALWAYS	wh2_skill_vmp_blood_knight_avatar_of_death
USEFUL_ALWAYS	wh2_skill_vmp_blood_knight_battle_dread_knights
USEFUL_ALWAYS	wh2_skill_vmp_blood_knight_battle_ancient_warriors
USEFUL_ALWAYS	wh2_skill_vmp_blood_knight_battle_mighty_disciples
USEFUL_ALWAYS	wh_main_skill_mount_blood_knight_lord_barded_nightmare
USEFUL_ALWAYS	wh_main_skill_mount_vmp_vampire_countess_shadow_barded_nightmare
USEFUL_ALWAYS	wh_main_skill_mount_vmp_vampire_countess_shadow_hellsteed
USEFUL_ALWAYS	wh_main_skill_mount_vmp_vampire_countess_shadow_coven_throne
