character_skills_tables	5
image_path	key	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
blessing_of_lileath.png	wh_main_skill_highweaver_synergy_1			0	false	false	false	0	0
lileaths_protection.png	wh_main_skill_highweaver_synergy_2			0	false	false	false	0	0
mount_warhorse.png	wh_main_skill_mount_wef_darkweaver_elven_steed			4	false	false	false	0	0
mount_unicorn.png	wh_main_skill_mount_wef_darkweaver_unicorn			8	false	false	false	0	0
mount_great_eagle.png	wh_main_skill_mount_wef_darkweaver_great_eagle			12	false	false	false	0	0
mount_warhorse.png	wh_main_skill_mount_wef_highweaver_elven_steed			4	false	false	false	0	0
mount_unicorn.png	wh_main_skill_mount_wef_highweaver_unicorn			8	false	false	false	0	0
mount_great_eagle.png	wh_main_skill_mount_wef_highweaver_great_eagle			12	false	false	false	0	0
wh_main_spell_light_banishment.png	wh_main_skill_wef_darkweaver_rampage_hidden			0	false	false	false	0	0
darkweaver_creeping_madness.png	wh_main_skill_darkweaver_creeping_madness			0	false	false	false	0	0
darkweaver_wrath_of_the_woods.png	wh_main_skill_darkweaver_wrath_of_the_woods			0	false	false	false	0	0
blessing_of_lileath.png	wh_main_skill_highweaver_blessing_of_lileath			0	false	false	false	0	0
lileaths_protection.png	wh_main_skill_highweaver_lileaths_protection			0	false	false	false	0	0
ambush_character.png	wh_main_skill_wef_shadowdancers_illusions_of_darkness			10	false	false	false	0	0
mount_warhorse.png	wh_main_skill_mount_emp_cha_wizard_lord_shadow_warhorse			4	false	false	false	0	0
mount_imperial_pegasus.png	wh_main_skill_mount_emp_cha_wizard_lord_shadow_pegasus			12	false	false	false	0	0
mount_warhorse.png	wh_main_skill_mount_emp_cha_wizard_lord_heavens_warhorse			4	false	false	false	0	0
mount_imperial_pegasus.png	wh_main_skill_mount_emp_cha_wizard_lord_heavens_pegasus			12	false	false	false	0	0
ambush_character.png	wh_main_skill_emp_grey_wizard_lord_unique_illusion_of_darkness			9	false	false	false	0	0
attribute_stalk.png	wh_main_skill_emp_grey_wizard_lord_unique_mist_of_shadows			14	false	false	false	0	0
