campaign_character_arts_tables	7
art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	id	religion	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
wh2_main_art_set_grn_orc_great_shaman_2	0	0		none	wh2_uniform_grn_orc_great_shaman_2			wh_main_campaign_grn_ship_heavy	wh_main_campaign_grn_ship_heavy	cam_hu2_orc_staff_and_sword	cam_heavy_ship_02	cam_heavy_ship_02	782527		0	0	0
wh2_main_art_set_grn_orc_great_shaman_3	0	0		none	wh2_uniform_grn_orc_great_shaman_3			wh_main_campaign_grn_ship_heavy	wh_main_campaign_grn_ship_heavy	cam_hu2_orc_staff_and_sword	cam_heavy_ship_02	cam_heavy_ship_02	782528		0	0	0
wh2_main_art_set_grn_orc_great_shaman_4	0	0		none	wh2_uniform_grn_orc_great_shaman_4			wh_main_campaign_grn_ship_heavy	wh_main_campaign_grn_ship_heavy	cam_hu2_orc_staff_and_sword	cam_heavy_ship_02	cam_heavy_ship_02	782529		0	0	0
wh2_main_art_set_dwf_giant_slayer_1	0	0		none	wh2_uniform_dwf_giant_slayer_1			wh_main_campaign_dwf_ship_light	wh_main_campaign_dwf_ship_heavy	cam_hu3_dwarf_2handed_axe_ungrim	cam_light_ship_03	cam_heavy_ship_03	782530		0	0	0
wh2_main_art_set_dwf_giant_slayer_2	0	0		none	wh2_uniform_dwf_giant_slayer_2			wh_main_campaign_dwf_ship_light	wh_main_campaign_dwf_ship_heavy	cam_hu3_dwarf_2handed_axe_ungrim	cam_light_ship_03	cam_heavy_ship_03	782531		0	0	0
wh2_main_art_set_dwf_giant_slayer_3	0	0		none	wh2_uniform_dwf_giant_slayer_3			wh_main_campaign_dwf_ship_light	wh_main_campaign_dwf_ship_heavy	cam_hu3_dwarf_2handed_axe_ungrim	cam_light_ship_03	cam_heavy_ship_03	782532		0	0	0
wh2_main_art_set_dwf_giant_slayer_4	0	0		none	wh2_uniform_dwf_giant_slayer_4			wh_main_campaign_dwf_ship_light	wh_main_campaign_dwf_ship_heavy	cam_hu3_dwarf_2handed_axe_ungrim	cam_light_ship_03	cam_heavy_ship_03	782533		0	0	0
wh2_main_art_set_bst_doombull_1	0	0		none	wh2_uniform_bst_doombull_1			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hu12_minotaur_2handed_axe	cam_beastmen_ship01	cam_beastmen_ship01	782534		0	0	0
wh2_main_art_set_bst_doombull_2	0	0		none	wh2_uniform_bst_doombull_2			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hu12_minotaur_2handed_axe	cam_beastmen_ship01	cam_beastmen_ship01	782535		0	0	0
wh2_main_art_set_bst_doombull_3	0	0		none	wh2_uniform_bst_doombull_3			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hu12_minotaur_2handed_axe	cam_beastmen_ship01	cam_beastmen_ship01	782536		0	0	0
wh2_main_art_set_wef_darkweaver_1	0	0		none	wh2_uniform_wef_darkweaver_1			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782537		0	0	0
wh2_main_art_set_wef_darkweaver_2	0	0		none	wh2_uniform_wef_darkweaver_2			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782538		0	0	0
wh2_main_art_set_wef_darkweaver_3	0	0		none	wh2_uniform_wef_darkweaver_3			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782539		0	0	0
wh2_main_art_set_wef_highweaver_1	0	0		none	wh2_uniform_wef_highweaver_1			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782540		0	0	0
wh2_main_art_set_wef_highweaver_2	0	0		none	wh2_uniform_wef_highweaver_2			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782541		0	0	0
wh2_main_art_set_wef_highweaver_3	0	0		none	wh2_uniform_wef_highweaver_3			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782542		0	0	0
wh2_main_art_set_wef_spellweaver_1	0	0		none	wh2_uniform_wef_spellweaver_1			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782543		0	0	0
wh2_main_art_set_wef_spellweaver_2	0	0		none	wh2_uniform_wef_spellweaver_2			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782544		0	0	0
wh2_main_art_set_wef_spellweaver_3	0	0		none	wh2_uniform_wef_spellweaver_3			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782545		0	0	0
wh2_main_art_set_wef_spellweaver_4	0	0		none	wh2_uniform_wef_spellweaver_4			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782546		0	0	0
wh2_main_art_set_wef_spellweaver_5	0	0		none	wh2_uniform_wef_spellweaver_5			wh_dlc05_campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport	cam_hu1b_elf_spellsinger	cam_transport_ship_03	cam_transport_ship_03	782547		0	0	0
wh2_main_art_set_chs_shaggoth_champion_1	0	0		none	wh2_uniform_chs_shaggoth_champion_1			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_ce02_dragon_orgre_2handed_axe	cam_heavy_ship_04	cam_heavy_ship_04	782553		0	0	0
wh2_main_art_set_chs_shaggoth_champion_2	0	0		none	wh2_uniform_chs_shaggoth_champion_2			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_ce02_dragon_orgre_2handed_axe	cam_heavy_ship_04	cam_heavy_ship_04	782554		0	0	0
wh2_main_art_set_chs_shaggoth_champion_3	0	0		none	wh2_uniform_chs_shaggoth_champion_3			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_ce02_dragon_orgre_2handed_axe	cam_heavy_ship_04	cam_heavy_ship_04	782555		0	0	0
wh2_main_art_set_nor_fimir_warlord_1	0	0		none	wh2_uniform_nor_fimir_warlord_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	782556		0	0	0
wh2_main_art_set_nor_fimir_warlord_2	0	0		none	wh2_uniform_nor_fimir_warlord_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	782557		0	0	0
wh2_main_art_set_nor_fimir_warlord_3	0	0		none	wh2_uniform_nor_fimir_warlord_3			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	782558		0	0	0
wh2_main_art_set_nor_fimir_warlord_4	0	0		none	wh2_uniform_nor_fimir_warlord_4			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	782559		0	0	0
wh2_main_art_set_nor_shaman_sorcerer_lord_death_1	0	0		none	wh2_uniform_nor_shaman_sorcerer_lord_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	782560		0	0	0
wh2_main_art_set_nor_shaman_sorcerer_lord_death_2	0	0		none	wh2_uniform_nor_shaman_sorcerer_lord_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	782561		0	0	0
wh2_main_art_set_nor_shaman_sorcerer_lord_death_3	0	0		none	wh2_uniform_nor_shaman_sorcerer_lord_3			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	782562		0	0	0
wh2_main_art_set_nor_shaman_sorcerer_lord_fire_1	0	0		none	wh2_uniform_nor_shaman_sorcerer_lord_3			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	782563		0	0	0
wh2_main_art_set_nor_shaman_sorcerer_lord_fire_2	0	0		none	wh2_uniform_nor_shaman_sorcerer_lord_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	782564		0	0	0
wh2_main_art_set_nor_shaman_sorcerer_lord_fire_3	0	0		none	wh2_uniform_nor_shaman_sorcerer_lord_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	782565		0	0	0
wh2_main_art_set_nor_shaman_sorcerer_lord_metal_1	0	0		none	wh2_uniform_nor_shaman_sorcerer_lord_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	782566		0	0	0
wh2_main_art_set_nor_shaman_sorcerer_lord_metal_2	0	0		none	wh2_uniform_nor_shaman_sorcerer_lord_3			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	782567		0	0	0
wh2_main_art_set_nor_shaman_sorcerer_lord_metal_3	0	0		none	wh2_uniform_nor_shaman_sorcerer_lord_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1_empire_staff_and_sword	cam_transport_ship_05	cam_transport_ship_05	782568		0	0	0
wh2_main_art_set_emp_wizard_lord_shadow_1	0	0		none	wh2_uniform_emp_wizard_lord_shadow_1			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	782569		0	0	0
wh2_main_art_set_emp_wizard_lord_shadow_2	0	0		none	wh2_uniform_emp_wizard_lord_shadow_2			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	782570		0	0	0
wh2_main_art_set_emp_wizard_lord_heavens_1	0	0		none	wh2_uniform_emp_wizard_lord_heavens_1			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	782571		0	0	0
