unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				wh_dlc03_bst_cha_gorebull_0	bst_gore_doombull
false				wh2_mixu_bst_cha_doombull	bst_gore_doombull
false				wh2_mixu_bst_cha_doombull_shield	bst_gore_doombull
false				wh2_mixu_bst_cha_doombull_dual_wield	bst_gore_doombull
false				wh_dlc03_bst_inf_razorgor_herd_0	bst_centigor_chariots_rank7
false				wh2_mixu_bst_cha_doombull	bst_dlc03_characters
false				wh2_mixu_bst_cha_doombull_shield	bst_dlc03_characters
false				wh2_mixu_bst_cha_doombull_dual_wield	bst_dlc03_characters
false				wh2_mixu_wef_cha_darkweaver	wef_darkweaver
false				wh2_mixu_wef_cha_darkweaver_elven_steed	wef_darkweaver
false				wh2_mixu_wef_cha_darkweaver_great_eagle	wef_darkweaver
false				wh2_mixu_wef_cha_darkweaver_unicorn	wef_darkweaver
false				wh2_mixu_wef_cha_darkweaver	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_darkweaver_elven_steed	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_darkweaver_great_eagle	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_darkweaver_unicorn	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_beasts	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_beasts_elven_steed	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_beasts_great_eagle	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_beasts_unicorn	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_life	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_life_elven_steed	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_life_great_eagle	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_life_unicorn	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_shadows	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_shadows_elven_steed	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_shadows_great_eagle	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_spellweaver_shadows_unicorn	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_shadowdancer	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_dwf_cha_giant_slayer	dwf_characters
false				wh2_mixu_emp_cha_wizard_death	emp_characters
false				wh2_mixu_emp_cha_wizard_death_barded_warhorse	emp_characters
false				wh2_mixu_emp_cha_wizard_death_pegasus	emp_characters
false				wh2_mixu_emp_cha_wizard_death_warhorse	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_beasts	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_beasts_barded_warhorse	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_beasts_griffon	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_beasts_pegasus	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_beasts_warhorse	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_fire	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_fire_barded_warhorse	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_fire_pegasus	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_fire_warhorse	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_light	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_light_barded_warhorse	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_light_luminark	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_light_pegasus	emp_characters
false				wh2_mixu_emp_cha_wizard_lord_light_warhorse	emp_characters
false				wh2_mixu_emp_cha_wizard_metal	emp_characters
false				wh2_mixu_emp_cha_wizard_metal_barded_warhorse	emp_characters
false				wh2_mixu_emp_cha_wizard_metal_pegasus	emp_characters
false				wh2_mixu_emp_cha_wizard_metal_warhorse	emp_characters
false				wh2_mixu_grn_cha_orc_great_shaman	grn_characters
false				wh2_mixu_grn_cha_orc_great_shaman_boar	grn_characters
false				wh2_mixu_grn_cha_orc_great_shaman_wyvern	grn_characters
false				wh2_mixu_grn_cha_savage_orc_shaman	grn_characters
false				wh2_mixu_grn_cha_savage_orc_shaman_boar	grn_characters
false				wh2_mixu_grn_cha_savage_orc_shaman_wyvern	grn_characters
false				wh2_mixu_grn_cha_savage_orc_warboss	grn_characters
false				wh2_mixu_grn_cha_savage_orc_warboss_boar	grn_characters
false				wh2_mixu_grn_cha_savage_orc_warboss_wyvern	grn_characters
false				wh2_mixu_wef_cha_darkweaver_great_eagle	flying_units
false				wh2_mixu_wef_cha_spellweaver_beasts_great_eagle	flying_units
false				wh2_mixu_wef_cha_spellweaver_life_great_eagle	flying_units
false				wh2_mixu_wef_cha_spellweaver_shadows_great_eagle	flying_units
false				wh2_mixu_emp_cha_wizard_death_pegasus	flying_units
false				wh2_mixu_emp_cha_wizard_lord_beasts_griffon	flying_units
false				wh2_mixu_emp_cha_wizard_lord_beasts_pegasus	flying_units
false				wh2_mixu_emp_cha_wizard_lord_fire_pegasus	flying_units
false				wh2_mixu_emp_cha_wizard_lord_light_pegasus	flying_units
false				wh2_mixu_emp_cha_wizard_metal_pegasus	flying_units
false				wh2_mixu_grn_cha_orc_great_shaman_wyvern	flying_units
false				wh2_mixu_grn_cha_savage_orc_shaman_wyvern	flying_units
false				wh2_mixu_grn_cha_savage_orc_warboss_wyvern	flying_units
true				wh2_mixu_grn_cha_orc_great_shaman_wyvern	all_units_excluding_terror
true				wh2_mixu_grn_cha_savage_orc_shaman_wyvern	all_units_excluding_terror
true				wh2_mixu_grn_cha_savage_orc_warboss_wyvern	all_units_excluding_terror
true				wh2_mixu_emp_cha_wizard_lord_beasts_griffon	all_units_excluding_terror
false				wh2_mixu_wef_cha_highweaver	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_highweaver_elven_steed	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_highweaver_great_eagle	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_highweaver_unicorn	wef_dlc05_wood_elf_elf_units
false				wh2_mixu_wef_cha_highweaver	wef_highweaver
false				wh2_mixu_wef_cha_highweaver_elven_steed	wef_highweaver
false				wh2_mixu_wef_cha_highweaver_great_eagle	wef_highweaver
false				wh2_mixu_wef_cha_highweaver_unicorn	wef_highweaver
false				wh2_mixu_wef_cha_highweaver_great_eagle	flying_units
false				wh_dlc05_wef_inf_dryads_0	wef_forest_spirits_rank7
false				wh_dlc05_wef_mon_great_eagle_0	wef_forest_spirits_rank7
false				wh_dlc05_wef_mon_treekin_0	wef_forest_spirits_rank7
false				wh_dlc05_wef_mon_treeman_0	wef_forest_spirits_rank7
false				wh_dlc05_wef_forest_dragon_0	wef_forest_spirits_rank7
false				wh_dlc05_wef_inf_deepwood_scouts_0	wef_archers_rank7
false				wh_dlc05_wef_inf_deepwood_scouts_1	wef_archers_rank7
false				wh_dlc05_wef_inf_glade_guard_0	wef_archers_rank7
false				wh_dlc05_wef_inf_glade_guard_1	wef_archers_rank7
false				wh_dlc05_wef_inf_glade_guard_2	wef_archers_rank7
false				wh_dlc05_wef_inf_waywatchers_0	wef_archers_rank7
false				wh_dlc05_wef_inf_eternal_guard_0	wef_elven_warriors_rank7
false				wh_dlc05_wef_inf_eternal_guard_1	wef_elven_warriors_rank7
false				wh_dlc05_wef_inf_wardancers_0	wef_elven_warriors_rank7
false				wh_dlc05_wef_inf_wardancers_1	wef_elven_warriors_rank7
false				wh_dlc05_wef_inf_wildwood_rangers_0	wef_elven_warriors_rank7
false				wh_dlc05_wef_cav_glade_riders_0	wef_cavalry_rank7
false				wh_dlc05_wef_cav_glade_riders_1	wef_cavalry_rank7
false				wh_dlc05_wef_cav_hawk_riders_0	wef_cavalry_rank7
false				wh_dlc05_wef_cav_sisters_thorn_0	wef_cavalry_rank7
false				wh_dlc05_wef_cav_wild_riders_0	wef_cavalry_rank7
false				wh_dlc05_wef_cav_wild_riders_1	wef_cavalry_rank7
false				wh_main_vmp_inf_grave_guard_0	vmp_skellingtons_rank7
false				wh_main_vmp_inf_grave_guard_1	vmp_skellingtons_rank7
false				wh_main_vmp_inf_skeleton_warriors_0	vmp_skellingtons_rank7
false				wh_main_vmp_inf_skeleton_warriors_1	vmp_skellingtons_rank7
false				wh_main_vmp_inf_zombie	vmp_skellingtons_rank7
false				wh_main_vmp_inf_cairn_wraiths	vmp_wraiths_rank7
false				wh_main_vmp_cav_hexwraiths	vmp_wraiths_rank7
false				wh_dlc04_vmp_cav_chillgheists_0	vmp_wraiths_ror_and_heroes
false				wh_main_vmp_cha_banshee	vmp_wraiths_ror_and_heroes
false				wh_dlc04_vmp_veh_corpse_cart_0	vmp_chariots_rank7
false				wh_dlc04_vmp_veh_corpse_cart_1	vmp_chariots_rank7
false				wh_dlc04_vmp_veh_corpse_cart_2	vmp_chariots_rank7
false				wh_main_vmp_veh_black_coach	vmp_chariots_rank7
false				wh_dlc04_vmp_veh_mortis_engine_0	vmp_chariots_rank7
false				wh_dlc04_vmp_veh_claw_of_nagash_0	vmp_chariots_ror
false				wh_dlc02_vmp_cav_blood_knights_0	vmp_cavalry_dogs_rank7
false				wh_main_vmp_cav_black_knights_0	vmp_cavalry_dogs_rank7
false				wh_main_vmp_cav_black_knights_3	vmp_cavalry_dogs_rank7
false				wh_main_vmp_mon_dire_wolves	vmp_cavalry_dogs_rank7
false				wh_main_vmp_inf_grave_guard_0	vmp_all_raised
false				wh_main_vmp_inf_grave_guard_1	vmp_all_raised
false				wh_main_vmp_inf_skeleton_warriors_0	vmp_all_raised
false				wh_main_vmp_inf_skeleton_warriors_1	vmp_all_raised
false				wh_main_vmp_inf_zombie	vmp_all_raised
false				wh_main_vmp_inf_cairn_wraiths	vmp_all_raised
false				wh_main_vmp_cav_hexwraiths	vmp_all_raised
false				wh_dlc04_vmp_cav_chillgheists_0	vmp_all_raised
false				wh_main_vmp_cha_banshee	vmp_all_raised
false				wh_main_vmp_cha_wight_king_0	vmp_all_raised
false				wh_main_vmp_cha_wight_king_1	vmp_all_raised
false				wh_main_vmp_cha_wight_king_2	vmp_all_raised
false				wh_dlc04_vmp_inf_konigstein_stalkers_0	vmp_all_raised
false				wh_dlc04_vmp_inf_sternsmen_0	vmp_all_raised
false				wh_dlc04_vmp_veh_corpse_cart_0	vmp_all_raised
false				wh_dlc04_vmp_veh_corpse_cart_1	vmp_all_raised
false				wh_dlc04_vmp_veh_corpse_cart_2	vmp_all_raised
false				wh_main_vmp_veh_black_coach	vmp_all_raised
false				wh_dlc04_vmp_inf_tithe_0	vmp_all_raised
false				wh_dlc04_vmp_veh_mortis_engine_0	vmp_all_raised
false				wh_dlc04_vmp_veh_claw_of_nagash_0	vmp_all_raised
false				wh_dlc04_vmp_cav_vereks_reavers_0	vmp_all_raised
false				wh_dlc04_vmp_mon_direpack_0	vmp_all_raised
false				wh_dlc02_vmp_cav_blood_knights_0	vmp_all_raised
false				wh_dlc04_vmp_cav_vereks_reavers_0	vmp_all_raised
false				wh_main_vmp_cav_black_knights_0	vmp_all_raised
false				wh_main_vmp_cav_black_knights_3	vmp_all_raised
false				wh_main_vmp_mon_dire_wolves	vmp_all_raised
false				wh_main_vmp_inf_skeleton_warriors_0	low_tier_all_vanguard
false				wh_main_vmp_inf_skeleton_warriors_1	low_tier_all_vanguard
false				wh_main_vmp_inf_zombie	low_tier_all_vanguard
false				wh_dlc04_vmp_inf_tithe_0	low_tier_all_vanguard
false				wh_main_vmp_inf_crypt_ghouls	low_tier_all_vanguard
false				wh_main_vmp_mon_fell_bats	vmp_flying_rank7
false				wh_main_vmp_mon_terrorgheist	vmp_flying_rank7
false				wh_main_vmp_mon_vargheists	vmp_flying_rank7
false				wh_main_vmp_mon_crypt_horrors	vmp_ground_monsters_rank7
false				wh_main_vmp_mon_varghulf	vmp_ground_monsters_rank7
false				wh_main_vmp_mon_fell_bats	low_tier_all_vanguard
false				wh_main_vmp_cav_black_knights_0	vmp_knights_rank7
false				wh_main_vmp_cav_black_knights_3	vmp_knights_rank7
false				wh_dlc02_vmp_cav_blood_knights_0	vmp_knights_rank7
false				wh_main_chs_inf_chosen_1	chs_fuelled_by_war
false				wh_main_chs_inf_chosen_0	chs_fuelled_by_war
false				wh_main_chs_inf_chaos_warriors_1	chs_fuelled_by_war
false				wh_main_chs_inf_chaos_warriors_0	chs_fuelled_by_war
false				wh_main_chs_inf_chaos_marauders_1	chs_fuelled_by_war
false				wh_main_chs_inf_chaos_marauders_0	chs_fuelled_by_war
false				wh_dlc06_chs_inf_aspiring_champions_0	chs_fuelled_by_war
false				wh_dlc01_chs_inf_chosen_2	chs_fuelled_by_war
false				wh_dlc01_chs_inf_chaos_warriors_2	chs_fuelled_by_war
false				wh_main_chs_inf_chosen_1	chs_fuelled_by_war_rank7
false				wh_main_chs_inf_chosen_0	chs_fuelled_by_war_rank7
false				wh_main_chs_inf_chaos_warriors_1	chs_fuelled_by_war_rank7
false				wh_main_chs_inf_chaos_warriors_0	chs_fuelled_by_war_rank7
false				wh_main_chs_inf_chaos_marauders_1	chs_fuelled_by_war_rank7
false				wh_main_chs_inf_chaos_marauders_0	chs_fuelled_by_war_rank7
false				wh_dlc06_chs_inf_aspiring_champions_0	chs_fuelled_by_war_rank7
false				wh_dlc01_chs_inf_chosen_2	chs_fuelled_by_war_rank7
false				wh_dlc01_chs_inf_chaos_warriors_2	chs_fuelled_by_war_rank7
false				wh_main_chs_mon_trolls	chs_hulks_of_death
false				wh_main_chs_mon_giant	chs_hulks_of_death
false				wh_dlc01_chs_mon_trolls_1	chs_hulks_of_death
false				wh_main_chs_mon_chaos_spawn	chs_freakish_mutations
false				wh_dlc01_chs_inf_forsaken_0	chs_freakish_mutations
false				wh_dlc06_chs_feral_manticore	chs_freakish_mutations
false				wh_dlc01_chs_mon_dragon_ogre	chs_dragon_ogres_shaggoths
false				wh_dlc01_chs_mon_dragon_ogre_shaggoth	chs_dragon_ogres_shaggoths
false				wh_dlc01_chs_mon_dragon_ogre	chs_dragon_ogres_shaggoths_rank7
false				wh_dlc01_chs_mon_dragon_ogre_shaggoth	chs_dragon_ogres_shaggoths_rank7
false				wh_main_chs_cav_chaos_chariot	chs_beasts_of_chaos
false				wh_dlc01_chs_cav_gorebeast_chariot	chs_beasts_of_chaos
false				wh_main_chs_mon_chaos_warhounds_1	chs_beasts_of_chaos
false				wh_main_chs_mon_chaos_warhounds_0	chs_beasts_of_chaos
false				wh_main_chs_cav_chaos_chariot	chs_beasts_of_chaos_rank7
false				wh_dlc01_chs_cav_gorebeast_chariot	chs_beasts_of_chaos_rank7
false				wh_main_chs_mon_chaos_warhounds_1	chs_beasts_of_chaos_rank7
false				wh_main_chs_mon_chaos_warhounds_0	chs_beasts_of_chaos_rank7
false				wh_main_chs_mon_trolls	chs_beasts_of_chaos_rank7
false				wh_main_chs_mon_chaos_spawn	chs_malformed_monsters_rank7
false				wh_dlc01_chs_inf_forsaken_0	chs_malformed_monsters_rank7
false				wh_dlc06_chs_feral_manticore	chs_malformed_monsters_rank7
false				wh_main_chs_mon_giant	chs_malformed_monsters_rank7
false				wh_main_chs_inf_chaos_warriors_1	chs_humans
false				wh_main_chs_inf_chaos_warriors_0	chs_humans
false				wh_main_chs_inf_chaos_marauders_1	chs_humans
false				wh_main_chs_inf_chaos_marauders_0	chs_humans
false				wh_dlc01_chs_inf_chaos_warriors_2	chs_humans
false				wh_dlc06_chs_cav_marauder_horsemasters_0	chs_humans
false				wh_main_chs_cav_marauder_horsemen_0	chs_humans
false				wh_main_chs_cav_marauder_horsemen_1	chs_humans
false				wh_main_chs_inf_chaos_marauders_1	low_tier_all_vanguard
false				wh_main_chs_inf_chaos_marauders_0	low_tier_all_vanguard
false				wh_main_chs_cav_marauder_horsemen_0	low_tier_all_vanguard
false				wh_main_chs_cav_marauder_horsemen_1	low_tier_all_vanguard
false				wh_main_chs_mon_chaos_warhounds_0	low_tier_all_vanguard
false				wh_main_chs_mon_chaos_warhounds_1	low_tier_all_vanguard
false				wh_dlc08_nor_mon_fimir_0	nor_vanguard_monsters
false				wh_dlc08_nor_mon_fimir_1	nor_vanguard_monsters
false				wh_dlc08_nor_mon_skinwolves_0	nor_vanguard_monsters
false				wh_dlc08_nor_mon_skinwolves_1	nor_vanguard_monsters
false				wh2_mixu_nor_cha_fimir_warlord	nor_vanguard_monsters
false				wh_dlc08_nor_mon_fimir_0	nor_fimir_trolls_rank7
false				wh_dlc08_nor_mon_fimir_1	nor_fimir_trolls_rank7
false				wh_dlc08_nor_mon_norscan_ice_trolls_0	nor_fimir_trolls_rank7
false				wh_main_nor_mon_chaos_trolls	nor_fimir_trolls_rank7
false				wh_main_nor_mon_chaos_warhounds_1	nor_wolves_manticore_rank7
false				wh_main_nor_mon_chaos_warhounds_0	nor_wolves_manticore_rank7
false				wh_dlc08_nor_mon_skinwolves_0	nor_wolves_manticore_rank7
false				wh_dlc08_nor_mon_skinwolves_1	nor_wolves_manticore_rank7
false				wh_dlc08_nor_feral_manticore	nor_wolves_manticore_rank7
false				wh_dlc08_nor_mon_war_mammoth_0	nor_mammoths_giants_dragon_rank7
false				wh_dlc08_nor_mon_war_mammoth_1	nor_mammoths_giants_dragon_rank7
false				wh_dlc08_nor_mon_war_mammoth_2	nor_mammoths_giants_dragon_rank7
false				wh_dlc08_nor_mon_frost_wyrm_0	nor_mammoths_giants_dragon_rank7
false				wh_dlc08_nor_mon_norscan_giant_0	nor_mammoths_giants_dragon_rank7
false				wh2_mixu_nor_cha_shaman_sorcerer_lord_death_manticore	manticore
false				wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_manticore	manticore
false				wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_manticore	manticore
false				wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_0	vmp_blood_knight_lord
false				wh2_dlc11_vmp_cha_bloodline_blood_dragon_lord_1	vmp_blood_knight_lord_barded_nightmare
