campaign_map_attrition_unit_immunities_tables	0
disease	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_chariot
disease	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_manticore
disease	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine
disease	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal
disease	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warhorse
disease	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_chariot
disease	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_manticore
disease	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_death
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warhorse
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_chariot
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_manticore
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warshrine
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warhorse
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_chariot
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_manticore
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warhorse
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_chariot
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_manticore
chaos_territory	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine
