effects_tables	3
effect	icon	priority	icon_negative	category	is_positive_value_good
wh2_main_effect_wef_cavalry_rank7_melee_damage	weapon_damage.png	33	weapon_damage.png	battle	true
wh2_main_effect_wef_cavalry_rank7_melee_defence	defence.png	110	defence.png	battle	true
wh_effect_enable_ability_darkweaver_rampage_hidden	item_ability.png	0	item_ability.png	battle	true
wh_effect_enable_ability_darkweaver_wrath_of_the_woods	item_ability.png	33	item_ability.png	battle	true
wh_effect_enable_ability_darkweaver_creeping_madness	item_ability.png	33	item_ability.png	battle	true
wh_effect_enable_ability_highweaver_blessing_of_lileath	item_ability.png	33	item_ability.png	battle	true
wh_effect_enable_ability_highweaver_lileaths_protection	item_ability.png	33	item_ability.png	battle	true
wh_effect_disable_ability_highweaver_blessing_of_lileath	item_ability.png	33	item_ability.png	battle	false
wh2_main_effect_unit_enable_attribute_rampage	rampage.png	101	rampage.png	battle	false
wh2_main_effect_character_wef_darkweaver_rampage	rampage.png	101	rampage.png	battle	false
wh2_main_effect_character_wef_darkweaver_miscast_chance	magic_character.png	100	magic_character.png	battle	false
wh2_effect_enable_wef_darkweaver_passive_rampage	rampage.png	101	rampage.png	battle	true
wh_effect_cooldown_spell_lore_of_necrarch	magic_cooldown.png	33	magic_cooldown.png	battle	false
wh2_main_effect_vmp_chariots_rank7_melee_defence	defence.png	110	defence.png	battle	true
wh2_main_effect_vmp_chariots_rank7_charge_bonus	charge.png	109	charge.png	battle	true
wh2_main_effect_vmp_chariots_rank7_speed	battle_movement.png	110	battle_movement.png	battle	true
wh2_main_effect_vmp_chariots_rank7_magic_resistance	resistance_magic.png	33	resistance_magic.png	battle	true
wh2_main_effect_vmp_wraiths_rank7_melee_damage	weapon_damage.png	109	weapon_damage.png	battle	true
wh2_main_effect_vmp_wraiths_rank7_melee_attack	melee.png	110	melee.png	battle	true
wh2_main_effect_vmp_wraiths_rank7_charge_bonus	charge.png	109	charge.png	battle	true
wh2_main_effect_vmp_cavalry_dogs_rank7_missile_resistance	resistance_missile.png	111	resistance_missile.png	battle	true
wh2_main_effect_vmp_cavalry_dogs_rank7_armour	armour.png	33	armour.png	battle	true
wh2_main_effect_vmp_cavalry_dogs_rank7_melee_defence	defence.png	110	defence.png	battle	true
wh2_main_effect_vmp_skellingtons_rank7_melee_damage	weapon_damage.png	109	weapon_damage.png	battle	true
wh2_main_effect_vmp_skellingtons_rank7_physical_resistance	resistance_physical.png	110	resistance_physical.png	battle	true
wh2_main_effect_vmp_skellingtons_rank7_speed	battle_movement.png	110	battle_movement.png	battle	true
wh2_main_effect_vmp_raised_inf_replenishment_bonus	replenishment.png	33	replenishment.png	campaign	true
wh2_main_effect_vmp_raised_inf_fatigue_resistance	vigour.png	33	vigour.png	battle	false
wh2_main_effect_vmp_wraiths_enable_flaming_attacks	modifier_icon_flaming.png	33	modifier_icon_flaming.png	battle	true
wh2_main_effect_enable_fatigue_immune_vmp_all_raised	attribute_fatigue_immune.png	33	attribute_fatigue_immune.png	battle	true
wh2_main_effect_vmp_raised_inf_upkeep	military_spending.png	33	military_spending.png	campaign	false
wh2_main_effect_vmp_ghouls_melee_attack	melee.png	110	melee.png	battle	true
wh2_main_effect_vmp_skeletal_inf_melee_debuff	melee.png	666	melee.png	battle	true
wh2_main_effect_non_vampire_territory_attrition_immunity	disaster.png	110	disaster.png	campaign	true
wh2_main_effect_enable_vanguard_deployment_low_tier_all	attribute_guerrilla_deploy.png	33	attribute_guerrilla_deploy.png	battle	true
wh_effect_enable_ability_vampire_countess_passive_seduction	item_ability.png	33	item_ability.png	battle	true
wh_effect_enable_ability_vampire_countess_domination	item_ability.png	33	item_ability.png	battle	true
wh2_main_effect_character_mount_coven_throne_dummy	mount.png	33	mount.png	both	true
wh2_main_effect_character_mount_coven_throne_info	rampage.png	66	rampage.png	campaign	true
wh_effect_enable_ability_vampire_countess_beguile	item_ability.png	33	item_ability.png	battle	true
wh_effect_disable_ability_vampire_countess_beguile	general_ability.png	66	general_ability.png	battle	false
wh2_main_effect_vmp_flying_rank7_melee_attack	melee.png	105	melee.png	battle	true
wh2_main_effect_vmp_flying_rank7_melee_damage	weapon_damage.png	104	weapon_damage.png	battle	true
wh2_main_effect_vmp_flying_rank7_leadership	morale.png	111	morale.png	battle	true
wh2_main_effect_vmp_ground_monsters_rank7_charge_bonus	charge.png	109	charge.png	battle	true
wh2_main_effect_vmp_ground_monsters_rank7_missile_resistance	resistance_missile.png	112	resistance_missile.png	battle	true
wh2_main_effect_vmp_ground_monsters_rank7_melee_attack	melee.png	102	melee.png	battle	true
wh2_main_vampire_diplomacy_mod_men	diplomacy.png	33	diplomacy.png	campaign	true
wh2_main_effect_vmp_blood_knight_lord_melee_defence	defence_character.png	110	defence_character.png	battle	true
wh2_main_effect_vmp_blood_knight_lord_melee_attack	melee_character.png	99	melee_character.png	battle	true
wh2_main_effect_vmp_blood_knight_lord_barded_nightmare_melee_defence	defence_character.png	110	defence_character.png	battle	true
wh2_main_effect_vmp_blood_knight_lord_barded_nightmare_melee_attack	melee_character.png	99	melee_character.png	battle	true
wh2_main_effect_vmp_blood_knight_lord_melee_damage	weapon_damage_character.png	99	weapon_damage_character.png	battle	true
wh2_main_effect_vmp_blood_knight_lord_barded_nightmare_melee_damage	weapon_damage_character.png	99	weapon_damage_character.png	battle	true
wh2_main_effect_vmp_blood_knight_lord_charge_bonus	charge_character.png	105	charge_character.png	battle	true
wh2_main_effect_vmp_blood_knight_lord_barded_nightmare_charge_bonus	charge_character.png	105	charge_character.png	battle	true
wh2_main_effect_vmp_blood_knight_lord_bonus_v_small	bonus_vs_small.png	109	bonus_vs_small.png	battle	true
wh2_main_effect_vmp_blood_knight_lord_barded_nightmare_bonus_v_large	bonus_vs_large_character.png	109	bonus_vs_large_character.png	battle	true
wh2_main_effect_vmp_skellingtons_rank7_melee_defence	defence.png	110	defence.png	battle	true
wh2_main_effect_vmp_skellingtons_rank7_melee_attack	melee.png	110	melee.png	battle	true
wh2_main_effect_vmp_skellingtons_rank7_armour	armour.png	99	armour.png	battle	true
wh2_main_effect_vmp_knights_rank7_charge_bonus	charge.png	110	charge.png	battle	true
wh2_main_effect_vmp_knights_rank7_melee_attack	melee.png	99	melee.png	battle	true
wh2_main_effect_vmp_knights_rank7_melee_damage	weapon_damage.png	104	weapon_damage.png	battle	true
wh_effect_enable_ability_blood_knight_ability_honour_or_death	item_ability.png	33	item_ability.png	battle	true
wh_effect_text_dummy_blood_dragon_lord_recruit_rank	experience.png	35	experience.png	campaign	true
wh_effect_text_dummy_necrarch_recruit_rank	experience.png	35	experience.png	campaign	true
wh_effect_text_dummy_blood_dragon_lord_enable_recruitment	army.png	33	army.png	campaign	true
wh_effect_text_dummy_necrarch_enable_recruitment	army.png	33	army.png	campaign	true
wh_effect_cooldown_spell_lore_of_blood_knight	magic_cooldown.png	666	magic_cooldown.png	battle	false
wh_effect_enable_ability_shaggoth_champion_raging_storm	item_ability.png	101	item_ability.png	battle	true
wh2_main_effect_chs_fuelled_by_war_charge_bonus	charge.png	99	charge.png	battle	true
wh2_main_effect_chs_fuelled_by_war_melee_attack	melee.png	99	melee.png	battle	true
wh2_main_effect_chs_hulks_of_death_melee_attack	melee.png	99	melee.png	battle	true
wh2_main_effect_chs_hulks_of_death_melee_defence	defence.png	99	defence.png	battle	true
wh2_main_effect_chs_freakish_mutations_melee_damage	weapon_damage.png	99	weapon_damage.png	battle	true
wh2_main_effect_chs_freakish_mutations_melee_attack	melee.png	99	melee.png	battle	true
wh2_main_effect_chs_dragon_ogres_shaggoths_charge_bonus	charge.png	99	charge.png	battle	true
wh2_main_effect_chs_dragon_ogres_shaggoths_melee_damage	weapon_damage.png	99	weapon_damage.png	battle	true
wh2_main_effect_chs_beasts_of_chaos_melee_defence	defence.png	99	defence.png	battle	true
wh2_main_effect_chs_beasts_of_chaos_armour	armour.png	99	armour.png	battle	true
wh2_main_effect_chs_fuelled_by_war_rank7_physical_resistance	resistance_physical.png	99	resistance_physical.png	battle	true
wh2_main_effect_chs_fuelled_by_war_rank7_melee_defence	defence.png	99	defence.png	battle	true
wh2_main_effect_chs_fuelled_by_war_rank7_armour	armour.png	99	armour.png	battle	true
wh2_main_effect_chs_dragon_ogres_shaggoths_rank7_ward_save	resistance_ward_save.png	99	resistance_ward_save.png	battle	true
wh2_main_effect_chs_dragon_ogres_shaggoths_rank7_melee_defence	defence.png	99	defence.png	battle	true
wh2_main_effect_chs_dragon_ogres_shaggoths_rank7_leadership	morale.png	99	morale.png	battle	true
wh2_main_effect_chs_beasts_of_chaos_rank7_speed	battle_movement.png	99	battle_movement.png	battle	true
wh2_main_effect_chs_beasts_of_chaos_rank7_missile_resistance	resistance_missile.png	99	resistance_missile.png	battle	true
wh2_main_effect_chs_beasts_of_chaos_rank7_melee_attack	melee.png	99	melee.png	battle	true
wh2_main_effect_chs_malformed_monsters_rank7_charge_bonus	charge.png	99	charge.png	battle	true
wh2_main_effect_chs_malformed_monsters_rank7_physical_resistance	resistance_physical.png	99	resistance_physical.png	battle	true
wh2_main_effect_chs_malformed_monsters_rank7_leadership	morale.png	99	morale.png	battle	true
wh2_main_effect_fighting_versus_undead_morale	morale.png	99	morale.png	battle	true
wh2_main_effect_enable_chs_humans_expendable	expendable.png	99	expendable.png	battle	true
wh_effect_enable_ability_slayer_hero_cb_giantslayer	item_ability.png	33	item_ability.png	battle	true
wh_effect_enable_ability_slayer_hero_cb_dragonslayer	item_ability.png	33	item_ability.png	battle	true
wh_effect_enable_ability_slayer_hero_cb_daemonslayer	item_ability.png	33	item_ability.png	battle	true
wh_effect_text_dummy_shaggoth_champion_enable_recruitment	army.png	33	army.png	campaign	true
wh_effect_enable_ability_passive_chilling_aura	item_ability.png	33	item_ability.png	battle	true
wh2_main_effect_enable_nor_vanguard_monsters	attribute_guerrilla_deploy.png	33	attribute_guerrilla_deploy.png	battle	true
wh2_main_effect_nor_fimir_trolls_rank7_melee_damage	weapon_damage.png	99	weapon_damage.png	battle	true
wh2_main_effect_nor_fimir_trolls_rank7_melee_attack	melee.png	99	melee.png	battle	true
wh2_main_effect_nor_fimir_trolls_rank7_charge_bonus	charge.png	99	charge.png	battle	true
wh2_main_effect_nor_wolves_manticore_rank7_speed	battle_movement.png	99	battle_movement.png	battle	true
wh2_main_effect_nor_wolves_manticore_rank7_physical_resistance	resistance_physical.png	99	resistance_physical.png	battle	true
wh2_main_effect_nor_wolves_manticore_rank7_melee_defence	defence.png	99	defence.png	battle	true
wh2_main_effect_nor_mammoths_giants_dragon_rank7_charge_bonus	charge.png	99	charge.png	battle	true
wh2_main_effect_nor_mammoths_giants_dragon_rank7_missile_resistance	resistance_missile.png	99	resistance_missile.png	battle	true
wh2_main_effect_nor_mammoths_giants_dragon_rank7_armour	armour.png	99	armour.png	battle	true
wh2_main_effect_nor_skin_wolves_melee_attack	melee.png	99	melee.png	battle	true
wh_effect_enable_bound_spell_rancid_visitation	item_ability.png	33	item_ability.png	battle	true
wh_effect_enable_bound_spell_flame_storm	item_ability.png	33	item_ability.png	battle	true
wh2_main_effect_enable_nor_marauders_all_expendable	expendable.png	99	expendable.png	battle	true
wh_effect_enable_ability_passive_swarm_of_flies	item_ability.png	33	item_ability.png	battle	true
wh_effect_enable_ability_call_of_the_shadow_dancer	item_ability.png	33	item_ability.png	battle	true
wh_effect_enable_ability_illusion_of_darkness	item_ability.png	33	item_ability.png	battle	true
wh_effect_enable_ability_illusion_of_darkness_upgrade	item_ability.png	33	item_ability.png	battle	true
wh_effect_disable_ability_illusion_of_darkness	general_ability.png	66	general_ability.png	battle	true
