land_units_tables	43
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion
10	wh2_main_body_30	2100	war_beast	62	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_spellweaver_beasts_great_eagle	hu1b_elf_bi1_eagle_wb_sword	wh_dlc05_wef_spellsinger_blood	48	36	70	4664	wh_dlc05_wef_mnt_great_eagle		0	1	wh_dlc05_wef_great_eagle_caster		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_monster	placeholder	false	elite	wh_dlc05_wef_cha_spellsinger_beasts_2			true	40	1500	0	wh_encourage_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	cavalry	44	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_spellweaver_beasts_unicorn	hu1b_elf_spellsinger_hr1_warhorse_sword	wh_dlc05_wef_spellsinger_blood	48	42	70	4388	wh_dlc05_wef_mnt_unicorn		0	1	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_cavalry_ordered	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	40	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	inf_melee	19	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_spellweaver_life	hu1b_elf_spellsinger_sword	wh_dlc05_wef_spellsinger_blood_dismembers	38	42	70	3680			0	0	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	elves_wef	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	cavalry	34	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_spellweaver_life_elven_steed	hu1b_elf_spellsinger_hr1_warhorse_sword	wh_dlc05_wef_spellsinger_blood	38	42	70	4152	wh_dlc05_wef_mnt_elven_steed		0	1	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_cavalry_ordered	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_30	2100	war_beast	62	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_spellweaver_life_great_eagle	hu1b_elf_bi1_eagle_wb_sword	wh_dlc05_wef_spellsinger_blood	48	36	70	4664	wh_dlc05_wef_mnt_great_eagle		0	1	wh_dlc05_wef_great_eagle_caster		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_monster	placeholder	false	elite	wh_dlc05_wef_cha_spellsinger_life_2			true	40	1500	0	wh_encourage_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	cavalry	44	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_spellweaver_life_unicorn	hu1b_elf_spellsinger_hr1_warhorse_sword	wh_dlc05_wef_spellsinger_blood	48	42	70	4388	wh_dlc05_wef_mnt_unicorn		0	1	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_cavalry_ordered	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	40	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	inf_melee	19	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_spellweaver_shadows	hu1b_elf_spellsinger_sword	wh_dlc05_wef_spellsinger_blood_dismembers	38	42	70	3680			0	0	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	elves_wef	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	cavalry	34	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_spellweaver_shadows_elven_steed	hu1b_elf_spellsinger_hr1_warhorse_sword	wh_dlc05_wef_spellsinger_blood	38	42	70	4152	wh_dlc05_wef_mnt_elven_steed		0	1	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_cavalry_ordered	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_30	2100	war_beast	62	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_spellweaver_shadows_great_eagle	hu1b_elf_bi1_eagle_wb_sword	wh_dlc05_wef_spellsinger_blood	48	36	70	4664	wh_dlc05_wef_mnt_great_eagle		0	1	wh_dlc05_wef_great_eagle_caster		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_monster	placeholder	false	elite	wh_dlc05_wef_cha_spellsinger_shadows_2			true	40	1500	0	wh_encourage_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	cavalry	44	com	13	71	wh_dlc05_unit_long_text_wef_spellsinger	wh2_mixu_wef_cha_spellweaver_shadows_unicorn	hu1b_elf_spellsinger_hr1_warhorse_sword	wh_dlc05_wef_spellsinger_blood	48	42	70	4388	wh_dlc05_wef_mnt_unicorn		0	1	wh_dlc05_wef_sword_wizard		1	none	wh_dlc05_unit_short_text_wef_spellsinger	wh_main_cavalry_ordered	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest_fear	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large_bst	0	0	0	40	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_body_15	2100	inf_melee	42	com	13	71	wh2_main_unit_long_text_def_cha_death_hag_0	wh2_mixu_wef_cha_shadowdancer	hu1b_bretonnian_staff_and_sword	wh2_main_def_infantry_death_hag_blood_dismembers	65	28	65	3680			0	0	wh2_main_shadowdancer_dual_swords		1	none	wh2_main_unit_short_text_def_cha_death_hag_0	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest_immuneToPsych	60	80	0	false	vo_sel_wood_elves_wardancers	vo_sel_default	vo_sel_generic_short	1	10	elves_wef	0	0	0	0	0	20	15	0	melee_highvalue	false	false	false
10	wh2_main_leather_20	2100	inf_ranged	12	com	9	50	wh_dlc03_unit_long_text_amber_wizard	wh2_mixu_emp_cha_wizard_lord_beasts	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	60	18	70	3680			0	0	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc03_unit_short_text_amber_wizard	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_leather_20	2100	cavalry	30	com	9	50	wh_dlc03_unit_long_text_amber_wizard	wh2_mixu_emp_cha_wizard_lord_beasts_warhorse	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	60	18	70	3832	wh_main_emp_mnt_warhorse_360		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc03_unit_short_text_amber_wizard	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	8	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_50	2100	cavalry	30	com	9	50	wh_dlc03_unit_long_text_amber_wizard	wh2_mixu_emp_cha_wizard_lord_beasts_barded_warhorse	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	60	18	70	4000	wh_main_emp_mnt_warhorse_barded_hero		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc03_unit_short_text_amber_wizard	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	8	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_50	2100	war_beast	60	com	13	71	wh_dlc03_unit_long_text_amber_wizard	wh2_mixu_emp_cha_wizard_lord_beasts_griffon	hu1_empire_bc2_griffon_wb_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	44	30	70	4460	wh_dlc03_emp_mnt_amber_wizard_griffon		0	1	wh_main_emp_imperial_griffon		1	none	wh_dlc03_unit_short_text_amber_wizard	wh_main_monster	placeholder	false	elite	wh_dlc03_emp_cha_wizard_beasts_3			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	10	large	0	0	0	0	0	0	15	0	flying_melee_mage_highvalue	false	false	false
10	wh2_main_plate_50	2100	cavalry	12	com	9	50	wh_dlc03_unit_long_text_amber_wizard	wh2_mixu_emp_cha_wizard_lord_beasts_pegasus	hu1_empire_hr1_pegasus_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	60	18	70	4152	wh_main_emp_mnt_pegasus		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_dlc03_unit_short_text_amber_wizard	wh_main_monstrous_cavalry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1	0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_leather_20	2100	inf_ranged	15	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_light	hu1_empire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	38	70	3680			0	0	wh_main_chs_sword_caster_lord_hero		1	none	wh_main_unit_short_text_emp_light_wizard	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_empire_light_wizard	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_leather_20	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_light_warhorse	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	3832	wh_main_emp_mnt_warhorse_360		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_main_unit_short_text_emp_light_wizard	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_empire_light_wizard	vo_sel_generic	vo_sel_generic_short	1	8	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_50	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_light_pegasus	hu1_empire_hr1_pegasus_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	4152	wh_main_emp_mnt_pegasus		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_main_unit_short_text_emp_light_wizard	wh_main_monstrous_cavalry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage	60	80	0	false	vo_sel_empire_light_wizard	vo_sel_generic	vo_sel_generic_short	1	0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_50	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_light_barded_warhorse	hu1_empire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	4000	wh_main_emp_mnt_warhorse_barded_hero		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_main_unit_short_text_emp_light_wizard	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_empire_light_wizard	vo_sel_generic	vo_sel_generic_short	1	8	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
200	wh2_main_heavy_metal_40	2100	war_machine	18	com	9	50	wh_main_unit_long_text_emp_luminark_hysh	wh2_mixu_emp_cha_wizard_lord_light_luminark	hu1_empire_hr1_warhorse_lance_sword_shield	wh_main_infantry_standard_wizard_rider_blood_dismembers	26	26	70	5152	wh_emp_warhorse_armoured_luminark		0	2	wh_main_chs_sword_caster_lord_hero	wh_main_solheims_bolt_of_illumination	1	none	wh_main_unit_short_text_emp_light_wizard	wh_main_chariot	placeholder	false	elite	wh_main_emp_wizard_lord_light_officer	wh_main_emp_luminark	wh_main_emp_veh_luminark_of_hysh	true	40	1500	0	wh_encourage	60	80	10	false	vo_sel_empire_light_wizard	vo_sel_generic	vo_sel_generic_short	1	8	large	0	10	0	0	1	0	0	0	ranged_direct	false	false	false
10	wh2_main_leather_20	2100	inf_ranged	15	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_fire	hu1_fire_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	38	70	3680			0	0	wh_main_chs_sword_caster_lord_hero		1	none	wh_main_unit_short_text_emp_bright_wizard	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_empire_light_wizard	vo_sel_generic	vo_sel_generic_short	1	10	small	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_leather_20	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_fire_warhorse	hu1_fire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	3832	wh_main_emp_mnt_warhorse_360		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_main_unit_short_text_emp_bright_wizard	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_empire_light_wizard	vo_sel_generic	vo_sel_generic_short	1	8	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_50	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_fire_pegasus	hu1_empire_hr1_pegasus_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	4152	wh_main_emp_mnt_pegasus		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_main_unit_short_text_emp_bright_wizard	wh_main_monstrous_cavalry	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage	60	80	0	false	vo_sel_empire_light_wizard	vo_sel_generic	vo_sel_generic_short	1	0	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh2_main_plate_50	2100	cavalry	30	com	9	50	wh_main_unit_long_text_emp_light_wizard	wh2_mixu_emp_cha_wizard_lord_fire_barded_warhorse	hu1_fire_hr1_warhorse_staff_and_sword	wh_main_infantry_standard_wizard_rider_blood_dismembers	30	38	70	4000	wh_main_emp_mnt_warhorse_barded_hero		0	1	wh_main_chs_sword_caster_lord_hero		1	none	wh_main_unit_short_text_emp_bright_wizard	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_empire_light_wizard	vo_sel_generic	vo_sel_generic_short	1	8	large	0	0	0	0	0	0	15	0	mage_highvalue	false	false	false
10	wh_main_body_0	2100	inf_melee	70	com	13	71	wh_main_unit_long_text_grn_orc_warboss	wh2_mixu_grn_cha_savage_orc_warboss	hu2_orc_dual_swords	wh_main_grn_cha_orc_hero_blood_dismembers	62	30	70	4412			0	0	wh_main_grn_orc_boar_choppa_hero		1	none	wh_main_unit_short_text_grn_orc_warboss	wh_main_infantry_large	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	25	0	0	melee_highvalue	false	false	false
10	wh2_main_body_45	2100	war_beast	85	com	13	71	wh_main_unit_long_text_grn_orc_warboss	wh2_mixu_grn_cha_savage_orc_warboss_wyvern	hu2_orc_bi2_wyvern_wb_sword_and_shield	wh_main_grn_cha_orc_hero_blood_dismembers	45	31	70	5700	wh2_grn_savage_wyvern		0	1	wh_main_grn_wyvern		1	none	wh_main_unit_short_text_grn_orc_warboss	wh_main_monster	placeholder	false	elite	wh2_mixu_grn_cha_savage_orc_warboss			true	40	1500	0	wh_encourage_fear_terror	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1	0	large	0	0	0	0	0	25	15	0	flying_melee_shock_highvalue	false	false	false
10	wh2_main_body_25	2100	cavalry	90	com	13	71	wh_main_unit_long_text_grn_orc_warboss	wh2_mixu_grn_cha_savage_orc_warboss_boar	hu2_orc_bo1_warboar_dual_swords	wh_main_grn_cha_orc_hero_blood_dismembers	62	30	70	5040	wh2_grn_savage_war_boar		0	1	wh_main_grn_orc_boar_choppa_hero		1	none	wh_main_unit_short_text_grn_orc_warboss	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	8	large	0	0	0	0	0	25	0	0	melee_highvalue	false	false	false
10	wh_main_body_0	2100	inf_melee	40	com	9	50	wh_main_unit_long_text_grn_orc_shaman	wh2_mixu_grn_cha_savage_orc_shaman	hu2_wurrzag_staff_and_sword	wh_main_grn_cha_orc_hero_slow_blood_dismembers	43	20	70	3900			0	0	wh_dlc06_dwf_hammer_caster_hero		1	none	wh_main_unit_short_text_grn_orc_shaman	wh_main_grn_orc_infantry_elite	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	25	0	0	mage_highvalue	false	false	false
10	wh2_main_body_25	2100	cavalry	70	com	9	50	wh_main_unit_long_text_grn_orc_shaman	wh2_mixu_grn_cha_savage_orc_shaman_boar	hu2_orc_bo1_warboar_staff_and_sword	wh_main_grn_cha_orc_hero_blood_dismembers	43	20	70	4448	wh2_grn_savage_war_boar		0	1	wh_dlc06_grn_wurrzag_boar		1	none	wh_main_unit_short_text_grn_orc_shaman	wh_main_cavalry_chaotic	placeholder	false	elite	A_blank_record			true	40	1500	0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	8	large	0	0	0	0	0	25	0	0	mage_highvalue	false	false	false
