character_skill_level_to_effects_junctions_tables	1
wh_main_skill_vmp_blood_knight_pontus_fixatus	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	1	50
wh_main_skill_vmp_blood_knight_pontus_fixatus	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	1	-25
wh2_innate_shaggoth_champion_hates_humans	wh2_main_effect_enable_chs_humans_expendable	general_to_force_own	1	1
wh2_innate_shaggoth_champion_hates_humans	wh_dlc08_effect_bonus_morale_fighting_against_human	general_to_force_own	1	5
wh2_innate_shaggoth_champion_frostbitten	wh_effect_enable_ability_passive_chilling_aura	character_to_character_own	1	1
wh2_innate_shaggoth_champion_mark_of_khorne	wh_main_effect_ability_enable_mark_of_khorne	character_to_character_own	1	1
wh2_innate_shaggoth_champion_mark_of_nurgle	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1	1
wh2_innate_necrarch_ghoul_lover	wh2_main_effect_vmp_ghouls_melee_attack	general_to_force_own	1	10
wh2_innate_necrarch_ghoul_lover	wh_main_effect_tech_melee_damage_increase_crypt_ghouls_horrors	general_to_force_own	1	12
wh2_innate_necrarch_ghoul_lover	wh2_main_effect_vmp_skeletal_inf_melee_debuff	general_to_force_own	1	-10
wh2_innate_nor_lord_hates_humans	wh2_main_effect_enable_nor_marauders_all_expendable	general_to_force_own	1	1
wh2_innate_nor_lord_hates_humans	wh_dlc08_effect_bonus_morale_fighting_against_human	general_to_force_own	1	5
wh2_innate_nor_lord_booze_cravings	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	1	20
wh2_innate_nor_lord_booze_cravings	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	1	-5
wh2_innate_nor_lord_booze_cravings	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	1	5
wh2_innate_nor_lord_nurgles_foul_stink	wh_effect_enable_ability_passive_swarm_of_flies	character_to_character_own	1	1
wh2_innate_nor_lord_nurgles_foul_stink	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	1	-5
wh2_innate_nor_lord_cruel	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	1	10
wh2_innate_nor_lord_cruel	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	1	5
wh2_innate_nor_lord_resilient	wh_main_effect_character_stat_mod_armour	character_to_character_own	1	10
wh2_innate_nor_lord_resilient	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	1	5
wh2_innate_nor_shaman_sorcerer_primed	wh_main_effect_character_stat_mod_miscast_chance	character_to_character_own	1	-10
wh2_innate_nor_shaman_sorcerer_primed	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	1	5
wh_main_skill_grn_innate_moar_paint	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	1	10
wh_main_skill_grn_innate_savage_danca	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	1	5
wh_main_skill_grn_innate_savage_danca	wh_main_effect_character_stat_mod_charge_bonus	character_to_character_own	1	10
wh_main_skill_grn_innate_savage_danca	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	1	-12
