land_units_to_unit_abilites_junctions_tables	0
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_light
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_light
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_light_warhorse
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_light_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_light_pegasus
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_light_pegasus
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_light_barded_warhorse
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_light_barded_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_light_luminark
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_light_luminark
wh_main_mount_passive_bloodroar	wh2_mixu_emp_cha_wizard_lord_beasts_griffon
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_fire
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_fire
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_fire_warhorse
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_fire_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_fire_pegasus
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_fire_pegasus
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_fire_barded_warhorse
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_fire_barded_warhorse
wh2_main_light_wizard_passive_light_of_purity	wh2_mixu_emp_cha_wizard_lord_light
wh2_main_light_wizard_passive_light_of_purity	wh2_mixu_emp_cha_wizard_lord_light_warhorse
wh2_main_light_wizard_passive_light_of_purity	wh2_mixu_emp_cha_wizard_lord_light_pegasus
wh2_main_light_wizard_passive_light_of_purity	wh2_mixu_emp_cha_wizard_lord_light_barded_warhorse
wh2_main_light_wizard_passive_light_of_purity	wh2_mixu_emp_cha_wizard_lord_light_luminark
wh2_main_amber_wizard_passive_the_beast_unleashed	wh2_mixu_emp_cha_wizard_lord_beasts
wh2_main_amber_wizard_passive_the_beast_unleashed	wh2_mixu_emp_cha_wizard_lord_beasts_warhorse
wh2_main_amber_wizard_passive_the_beast_unleashed	wh2_mixu_emp_cha_wizard_lord_beasts_barded_warhorse
wh2_main_amber_wizard_passive_the_beast_unleashed	wh2_mixu_emp_cha_wizard_lord_beasts_griffon
wh2_main_amber_wizard_passive_the_beast_unleashed	wh2_mixu_emp_cha_wizard_lord_beasts_pegasus
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_beasts
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_beasts_warhorse
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_beasts_barded_warhorse
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_beasts_griffon
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_beasts_pegasus
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_light
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_light_warhorse
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_light_pegasus
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_light_barded_warhorse
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_light_luminark
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_fire
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_fire_warhorse
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_fire_pegasus
wh_main_character_abilities_rally	wh2_mixu_emp_cha_wizard_lord_fire_barded_warhorse
wh_main_unit_passive_frenzy	wh2_mixu_grn_cha_savage_orc_warboss
wh_main_unit_passive_frenzy	wh2_mixu_grn_cha_savage_orc_warboss_wyvern
wh_main_unit_passive_frenzy	wh2_mixu_grn_cha_savage_orc_warboss_boar
wh_main_character_abilities_foe_seeker	wh2_mixu_grn_cha_savage_orc_warboss
wh_main_character_abilities_waaagh	wh2_mixu_grn_cha_savage_orc_warboss
wh_main_character_abilities_foe_seeker	wh2_mixu_grn_cha_savage_orc_warboss_boar
wh_main_character_abilities_waaagh	wh2_mixu_grn_cha_savage_orc_warboss_boar
wh_main_character_abilities_foe_seeker	wh2_mixu_grn_cha_savage_orc_warboss_wyvern
wh_main_character_abilities_waaagh	wh2_mixu_grn_cha_savage_orc_warboss_wyvern
wh_main_character_abilities_get_back_ere	wh2_mixu_grn_cha_savage_orc_shaman
wh_main_character_abilities_arcane_conduit	wh2_mixu_grn_cha_savage_orc_shaman
wh_main_character_passive_evasion	wh2_mixu_grn_cha_savage_orc_shaman
wh_main_unit_passive_frenzy	wh2_mixu_grn_cha_savage_orc_shaman
wh_main_character_abilities_get_back_ere	wh2_mixu_grn_cha_savage_orc_shaman_boar
wh_main_character_abilities_arcane_conduit	wh2_mixu_grn_cha_savage_orc_shaman_boar
wh_main_character_passive_evasion	wh2_mixu_grn_cha_savage_orc_shaman_boar
wh_main_unit_passive_frenzy	wh2_mixu_grn_cha_savage_orc_shaman_boar
wh_main_character_abilities_get_back_ere	wh2_mixu_grn_cha_savage_orc_shaman_wyvern
wh_main_character_abilities_arcane_conduit	wh2_mixu_grn_cha_savage_orc_shaman_wyvern
wh_main_character_passive_evasion	wh2_mixu_grn_cha_savage_orc_shaman_wyvern
wh_main_unit_passive_frenzy	wh2_mixu_grn_cha_savage_orc_shaman_wyvern
wh_main_character_abilities_get_back_ere	wh2_mixu_grn_cha_orc_great_shaman
wh_main_character_abilities_arcane_conduit	wh2_mixu_grn_cha_orc_great_shaman
wh_main_character_passive_evasion	wh2_mixu_grn_cha_orc_great_shaman
wh_main_character_abilities_get_back_ere	wh2_mixu_grn_cha_orc_great_shaman_boar
wh_main_character_abilities_arcane_conduit	wh2_mixu_grn_cha_orc_great_shaman_boar
wh_main_character_passive_evasion	wh2_mixu_grn_cha_orc_great_shaman_boar
wh_main_character_abilities_get_back_ere	wh2_mixu_grn_cha_orc_great_shaman_wyvern
wh_main_character_abilities_arcane_conduit	wh2_mixu_grn_cha_orc_great_shaman_wyvern
wh_main_character_passive_evasion	wh2_mixu_grn_cha_orc_great_shaman_wyvern
wh_main_character_abilities_deadly_onslaught	wh2_mixu_dwf_cha_giant_slayer
wh_main_character_abilities_foe_seeker	wh2_mixu_dwf_cha_giant_slayer
wh_main_lord_passive_deathblow	wh2_mixu_dwf_cha_giant_slayer
wh_dlc03_unit_passive_bloodgreed	wh2_mixu_bst_cha_doombull
wh_main_character_abilities_deadly_onslaught	wh2_mixu_bst_cha_doombull
wh_main_character_abilities_foe_seeker	wh2_mixu_bst_cha_doombull
wh2_main_doombull_slaughterers_call	wh2_mixu_bst_cha_doombull
wh_dlc03_unit_passive_bloodgreed	wh2_mixu_bst_cha_doombull_shield
wh_main_character_abilities_deadly_onslaught	wh2_mixu_bst_cha_doombull_shield
wh_main_character_abilities_foe_seeker	wh2_mixu_bst_cha_doombull_shield
wh2_main_doombull_slaughterers_call	wh2_mixu_bst_cha_doombull_shield
wh_dlc03_unit_passive_bloodgreed	wh2_mixu_bst_cha_doombull_dual_wield
wh_main_character_abilities_deadly_onslaught	wh2_mixu_bst_cha_doombull_dual_wield
wh_main_character_abilities_foe_seeker	wh2_mixu_bst_cha_doombull_dual_wield
wh2_main_doombull_slaughterers_call	wh2_mixu_bst_cha_doombull_dual_wield
wh2_main_doombull_blood_lust	wh2_mixu_bst_cha_doombull
wh2_main_doombull_blood_lust	wh2_mixu_bst_cha_doombull_shield
wh2_main_doombull_blood_lust	wh2_mixu_bst_cha_doombull_dual_wield
wh_dlc05_hero_passive_blessing_of_the_ancients	wh2_mixu_wef_cha_darkweaver
wh_main_character_abilities_arcane_conduit	wh2_mixu_wef_cha_darkweaver
wh_main_character_passive_evasion	wh2_mixu_wef_cha_darkweaver
wh2_main_darkweaver_passive_wrath_of_the_woods	wh2_mixu_wef_cha_darkweaver
wh_dlc05_hero_passive_blessing_of_the_ancients	wh2_mixu_wef_cha_darkweaver_elven_steed
wh_main_character_abilities_arcane_conduit	wh2_mixu_wef_cha_darkweaver_elven_steed
wh_main_character_passive_evasion	wh2_mixu_wef_cha_darkweaver_elven_steed
wh2_main_darkweaver_passive_wrath_of_the_woods	wh2_mixu_wef_cha_darkweaver_elven_steed
wh_dlc05_hero_passive_blessing_of_the_ancients	wh2_mixu_wef_cha_darkweaver_great_eagle
wh_main_character_abilities_arcane_conduit	wh2_mixu_wef_cha_darkweaver_great_eagle
wh_main_character_passive_evasion	wh2_mixu_wef_cha_darkweaver_great_eagle
wh2_main_darkweaver_passive_wrath_of_the_woods	wh2_mixu_wef_cha_darkweaver_great_eagle
wh_dlc05_hero_passive_blessing_of_the_ancients	wh2_mixu_wef_cha_darkweaver_unicorn
wh_main_character_abilities_arcane_conduit	wh2_mixu_wef_cha_darkweaver_unicorn
wh_main_character_passive_evasion	wh2_mixu_wef_cha_darkweaver_unicorn
wh2_main_darkweaver_passive_wrath_of_the_woods	wh2_mixu_wef_cha_darkweaver_unicorn
wh2_main_highweaver_ability_lileaths_protection	wh2_mixu_wef_cha_highweaver
wh2_main_highweaver_ability_lileaths_protection	wh2_mixu_wef_cha_highweaver_elven_steed
wh2_main_highweaver_ability_lileaths_protection	wh2_mixu_wef_cha_highweaver_great_eagle
wh2_main_highweaver_ability_lileaths_protection	wh2_mixu_wef_cha_highweaver_unicorn
wh_main_character_abilities_arcane_conduit	wh2_mixu_wef_cha_highweaver
wh_main_character_abilities_arcane_conduit	wh2_mixu_wef_cha_highweaver_elven_steed
wh_main_character_abilities_arcane_conduit	wh2_mixu_wef_cha_highweaver_great_eagle
wh_main_character_abilities_arcane_conduit	wh2_mixu_wef_cha_highweaver_unicorn
wh_main_character_passive_evasion	wh2_mixu_wef_cha_highweaver
wh_main_character_passive_evasion	wh2_mixu_wef_cha_highweaver_elven_steed
wh_main_character_passive_evasion	wh2_mixu_wef_cha_highweaver_great_eagle
wh_main_character_passive_evasion	wh2_mixu_wef_cha_highweaver_unicorn
wh_dlc05_hero_passive_blessing_of_the_ancients	wh2_mixu_wef_cha_highweaver
wh_dlc05_hero_passive_blessing_of_the_ancients	wh2_mixu_wef_cha_highweaver_elven_steed
wh_dlc05_hero_passive_blessing_of_the_ancients	wh2_mixu_wef_cha_highweaver_great_eagle
wh_dlc05_hero_passive_blessing_of_the_ancients	wh2_mixu_wef_cha_highweaver_unicorn
wh2_main_darkweaver_passive_rampage	wh2_mixu_wef_cha_darkweaver
wh2_main_darkweaver_passive_rampage	wh2_mixu_wef_cha_darkweaver_elven_steed
wh2_main_darkweaver_passive_rampage	wh2_mixu_wef_cha_darkweaver_great_eagle
wh2_main_darkweaver_passive_rampage	wh2_mixu_wef_cha_darkweaver_unicorn
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_death
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_death_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_death_pegasus
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_death_barded_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_metal
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_metal_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_metal_pegasus
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_metal_barded_warhorse
wh2_main_shaggoth_champion_raging_storm	wh2_mixu_chs_cha_shaggoth_champion
wh_main_character_abilities_deadly_onslaught	wh2_mixu_chs_cha_shaggoth_champion
wh_main_character_abilities_stand_or_die	wh2_mixu_chs_cha_shaggoth_champion
wh_dlc08_unit_passive_from_the_mist	wh2_mixu_nor_cha_fimir_warlord
wh_dlc08_lord_abilities_fight_or_die	wh2_mixu_nor_cha_fimir_warlord
wh2_main_fimir_warlord_ability_cold_blooded	wh2_mixu_nor_cha_fimir_warlord
wh_main_character_abilities_foe_seeker	wh2_mixu_nor_cha_fimir_warlord
wh2_main_lord_passive_favour_of_the_ruinous_powers	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warshrine
wh2_main_lord_passive_favour_of_the_ruinous_powers	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine
wh2_main_lord_passive_favour_of_the_ruinous_powers	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine
wh2_main_lord_ability_giver_of_glory	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warshrine
wh2_main_lord_ability_giver_of_glory	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine
wh2_main_lord_ability_giver_of_glory	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_death
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_death
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warhorse
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_chariot
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_chariot
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_manticore
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_manticore
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warshrine
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warshrine
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warhorse
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_chariot
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_chariot
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_manticore
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_manticore
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warhorse
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_chariot
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_chariot
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_manticore
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_manticore
wh_main_character_abilities_arcane_conduit	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine
wh_main_character_passive_evasion	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_death
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warhorse
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_chariot
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_manticore
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_death_warshrine
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warhorse
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_chariot
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_manticore
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_fire_warshrine
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warhorse
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_chariot
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_manticore
wh_dlc08_lord_passive_rage	wh2_mixu_nor_cha_shaman_sorcerer_lord_metal_warshrine
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_shadow
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_shadow_barded_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_shadow_pegasus
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_shadow_warhorse
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_shadow
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_shadow_barded_warhorse
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_shadow_pegasus
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_shadow_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_heavens
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_heavens_barded_warhorse
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_heavens_pegasus
wh_main_character_abilities_arcane_conduit	wh2_mixu_emp_cha_wizard_lord_heavens_warhorse
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_heavens
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_heavens_barded_warhorse
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_heavens_pegasus
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_heavens_warhorse
wh2_dlc10_unit_passive_unbinding_alith_anar	wh2_mixu_emp_cha_wizard_lord_shadow_summoned
wh_main_character_passive_evasion	wh2_mixu_emp_cha_wizard_lord_shadow_summoned
wh2_main_shadow_wizard_ability_illusion_of_darkness	wh2_mixu_emp_cha_wizard_lord_shadow
wh2_main_shadow_wizard_ability_illusion_of_darkness	wh2_mixu_emp_cha_wizard_lord_shadow_barded_warhorse
wh2_main_shadow_wizard_ability_illusion_of_darkness	wh2_mixu_emp_cha_wizard_lord_shadow_pegasus
wh2_main_shadow_wizard_ability_illusion_of_darkness	wh2_mixu_emp_cha_wizard_lord_shadow_warhorse
wh2_main_shadowdancer_ability_call_of_the_shadow_dancer	wh2_mixu_wef_cha_shadowdancer
wh_dlc05_hero_passive_blessing_of_the_ancients	wh2_mixu_wef_cha_shadowdancer_summoned
wh_dlc05_unit_abilities_the_shadows_coil	wh2_mixu_wef_cha_shadowdancer_summoned
wh_dlc05_unit_abilities_woven_mist	wh2_mixu_wef_cha_shadowdancer_summoned
wh_main_character_abilities_foe_seeker	wh2_mixu_wef_cha_shadowdancer_summoned
wh2_main_shadow_wizard_ability_mist_of_shadows	wh2_mixu_emp_cha_wizard_lord_shadow
wh2_main_shadow_wizard_ability_mist_of_shadows	wh2_mixu_emp_cha_wizard_lord_shadow_barded_warhorse
wh2_main_shadow_wizard_ability_mist_of_shadows	wh2_mixu_emp_cha_wizard_lord_shadow_pegasus
wh2_main_shadow_wizard_ability_mist_of_shadows	wh2_mixu_emp_cha_wizard_lord_shadow_warhorse
