character_skill_nodes_skill_locks_tables	0
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_main_skill_node_nor_shaman_sorcerer_lord_fire_self_a_07	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_main_skill_node_nor_shaman_sorcerer_lord_fire_self_a_07	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_main_skill_node_nor_shaman_sorcerer_lord_fire_self_a_07	1
wh_main_skill_nor_shaman_sorcerer_lord_self_spirit_wanderer	wh_main_skill_node_nor_shaman_sorcerer_lord_fire_self_a_07	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_main_skill_node_nor_shaman_sorcerer_lord_fire_self_a_08	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_main_skill_node_nor_shaman_sorcerer_lord_fire_self_a_08	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_main_skill_node_nor_shaman_sorcerer_lord_fire_self_a_08	1
wh_main_skill_nor_shaman_sorcerer_lord_self_spirit_wanderer	wh_main_skill_node_nor_shaman_sorcerer_lord_fire_self_a_08	1
wh_dlc08_skill_nor_lords_battle_fight_or_die	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_battle_a_06	1
wh_dlc08_skill_nor_lord_battle_stand_or_die	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_battle_b_06	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_01	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_01	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_01	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_01	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_02	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_02	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_02	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_02	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_04	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_04	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_04	1
wh_main_skill_nor_shaman_sorcerer_lord_self_spirit_wanderer	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_04	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_05	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_05	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_05	1
wh_main_skill_nor_shaman_sorcerer_lord_self_spirit_wanderer	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_05	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_07	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_07	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_07	1
wh_main_skill_nor_shaman_sorcerer_lord_self_spirit_wanderer	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_07	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_08	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_08	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_08	1
wh_main_skill_nor_shaman_sorcerer_lord_self_spirit_wanderer	wh_main_skill_node_nor_shaman_sorcerer_lord_metal_self_a_08	1
wh_dlc08_skill_nor_lords_battle_fight_or_die	wh_main_skill_node_nor_shaman_sorcerer_lord_death_battle_a_06	1
wh_dlc08_skill_nor_lord_battle_stand_or_die	wh_main_skill_node_nor_shaman_sorcerer_lord_death_battle_b_06	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_01	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_01	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_01	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_01	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_02	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_02	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_02	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_02	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_04	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_04	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_04	1
wh_main_skill_nor_shaman_sorcerer_lord_self_spirit_wanderer	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_04	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_05	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_05	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_05	1
wh_main_skill_nor_shaman_sorcerer_lord_self_spirit_wanderer	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_05	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_07	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_07	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_07	1
wh_main_skill_nor_shaman_sorcerer_lord_self_spirit_wanderer	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_07	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_08	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_08	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_08	1
wh_main_skill_nor_shaman_sorcerer_lord_self_spirit_wanderer	wh_main_skill_node_nor_shaman_sorcerer_lord_death_self_a_08	1
wh_main_skill_wef_shadowdancers_shadows_coil	wh_main_skill_node_wef_shadowdancer_unique_04	1
wh_main_skill_wef_shadowdancers_storm_of_blades	wh_main_skill_node_wef_shadowdancer_unique_04	1
wh_main_skill_wef_shadowdancers_whirling_death	wh_main_skill_node_wef_shadowdancer_unique_04	1
wh_main_skill_wef_shadowdancers_illusions_of_darkness	wh_main_skill_node_wef_shadowdancer_unique_03	1
wh_main_skill_wef_shadowdancers_illusions_of_darkness	wh_main_skill_node_wef_shadowdancer_unique_01	1
wh_main_skill_wef_shadowdancers_illusions_of_darkness	wh_main_skill_node_wef_shadowdancer_unique_02	1
