units_custom_battle_permissions_tables	7
faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character
wh_main_emp_middenland	false	wh2_mixu_emp_cha_wizard_metal	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_metal_1.png	wh2_uniform_emp_wizard_metal_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_middenland	false	wh2_mixu_emp_cha_wizard_metal_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_metal_1.png	wh2_uniform_emp_wizard_metal_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_middenland	false	wh2_mixu_emp_cha_wizard_metal_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_metal_1.png	wh2_uniform_emp_wizard_metal_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_middenland	false	wh2_mixu_emp_cha_wizard_metal_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_metal_1.png	wh2_uniform_emp_wizard_metal_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_wissenland	false	wh2_mixu_emp_cha_wizard_death	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_death_1.png	wh2_uniform_emp_wizard_death_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_wissenland	false	wh2_mixu_emp_cha_wizard_death_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_death_1.png	wh2_uniform_emp_wizard_death_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_wissenland	false	wh2_mixu_emp_cha_wizard_death_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_death_1.png	wh2_uniform_emp_wizard_death_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_wissenland	false	wh2_mixu_emp_cha_wizard_death_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_death_1.png	wh2_uniform_emp_wizard_death_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_wissenland	false	wh2_mixu_emp_cha_wizard_metal	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_metal_1.png	wh2_uniform_emp_wizard_metal_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_wissenland	false	wh2_mixu_emp_cha_wizard_metal_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_metal_1.png	wh2_uniform_emp_wizard_metal_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_wissenland	false	wh2_mixu_emp_cha_wizard_metal_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_metal_1.png	wh2_uniform_emp_wizard_metal_1	wh_dlc05_emp_cha_wizard_life_0
wh_main_emp_wissenland	false	wh2_mixu_emp_cha_wizard_metal_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_metal_1.png	wh2_uniform_emp_wizard_metal_1	wh_dlc05_emp_cha_wizard_life_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_beasts	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_beasts_elven_steed	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_beasts_great_eagle	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_beasts_unicorn	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_life	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_life_elven_steed	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_life_great_eagle	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_life_unicorn	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_shadows	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_shadows_elven_steed	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_shadows_great_eagle	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_wood_elves	true	wh2_mixu_wef_cha_spellweaver_shadows_unicorn	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_beasts	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_beasts_elven_steed	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_beasts_great_eagle	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_beasts_unicorn	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_life	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_life_elven_steed	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_life_great_eagle	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_life_unicorn	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_shadows	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_shadows_elven_steed	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_shadows_great_eagle	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_argwylon	true	wh2_mixu_wef_cha_spellweaver_shadows_unicorn	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_beasts	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_beasts_elven_steed	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_beasts_great_eagle	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_beasts_unicorn	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_1.png	wh2_uniform_wef_spellweaver_1	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_life	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_life_elven_steed	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_life_great_eagle	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_life_unicorn	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_2.png	wh2_uniform_wef_spellweaver_2	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_shadows	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_shadows_elven_steed	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_shadows_great_eagle	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	true	wh2_mixu_wef_cha_spellweaver_shadows_unicorn	true	true	ui/portraits/portholes/mixus_lords/wef_spellweaver_3.png	wh2_uniform_wef_spellweaver_3	wh_dlc05_wef_cha_spellsinger_beasts_0
wh_dlc05_wef_torgovann	false	wh2_mixu_wef_cha_shadowdancer	true	true	ui/portraits/portholes/mixus_lords/wef_shadowdancer_3.png	wh2_uniform_wef_shadowdancer_3	wh_dlc05_wef_cha_branchwraith_0
wh_dlc05_wef_wood_elves	false	wh2_mixu_wef_cha_shadowdancer	true	true	ui/portraits/portholes/mixus_lords/wef_shadowdancer_4.png	wh2_uniform_wef_shadowdancer_4	wh_dlc05_wef_cha_branchwraith_0
wh_dlc05_wef_argwylon	false	wh2_mixu_wef_cha_shadowdancer	true	true	ui/portraits/portholes/mixus_lords/wef_shadowdancer_1.png	wh2_uniform_wef_shadowdancer_1	wh_dlc05_wef_cha_branchwraith_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_beasts	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_beasts_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_beasts_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_beasts_griffon	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_beasts_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_light	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_light_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_light_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_light_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_light_luminark	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_light_luminark_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_beasts	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_beasts_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_beasts_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_beasts_griffon	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_beasts_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_light	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_light_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_light_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_light_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_light_luminark	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_light_luminark_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_beasts	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_beasts_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_beasts_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_beasts_griffon	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_beasts_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_beasts_1.png	wh2_uniform_emp_wizard_lord_beasts_1	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_light	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_light_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_light_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_light_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_lord_light_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_light_luminark	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_lord_light_1.png	wh2_uniform_emp_wizard_light_luminark_1	wh_main_emp_cha_wizard_light_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_fire	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_fire	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_fire	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_fire_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_fire_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_fire_barded_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_fire_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_fire_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_fire_pegasus	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_empire	true	wh2_mixu_emp_cha_wizard_lord_fire_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_middenland	true	wh2_mixu_emp_cha_wizard_lord_fire_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_emp_wissenland	true	wh2_mixu_emp_cha_wizard_lord_fire_warhorse	true	true	ui/portraits/portholes/mixus_lords/emp_wizard_fire_lord_01.png	wh2_uniform_emp_wizard_lord_fire_1	wh_main_emp_cha_wizard_fire_0
wh_main_grn_orcs_of_the_bloody_hand	true	wh2_mixu_grn_cha_savage_orc_warboss	true	true	ui/portraits/portholes/mixus_lords/grn_savage_orc_warboss_3.png	wh2_uniform_grn_savage_orc_warboss_3	wh_main_grn_cha_orc_warboss_0
wh_main_grn_orcs_of_the_bloody_hand	true	wh2_mixu_grn_cha_savage_orc_warboss_wyvern	true	true	ui/portraits/portholes/mixus_lords/grn_savage_orc_warboss_3.png	wh2_uniform_grn_savage_orc_warboss_3	wh_main_grn_cha_orc_warboss_0
wh_main_grn_orcs_of_the_bloody_hand	true	wh2_mixu_grn_cha_savage_orc_warboss_boar	true	true	ui/portraits/portholes/mixus_lords/grn_savage_orc_warboss_3.png	wh2_uniform_grn_savage_orc_warboss_3	wh_main_grn_cha_orc_warboss_0
wh_main_grn_greenskins	true	wh2_mixu_grn_cha_savage_orc_warboss	true	true	ui/portraits/portholes/mixus_lords/grn_savage_orc_warboss_1.png	wh2_uniform_grn_savage_orc_warboss_1	wh_main_grn_cha_orc_warboss_0
wh_main_grn_greenskins	true	wh2_mixu_grn_cha_savage_orc_warboss_wyvern	true	true	ui/portraits/portholes/mixus_lords/grn_savage_orc_warboss_1.png	wh2_uniform_grn_savage_orc_warboss_1	wh_main_grn_cha_orc_warboss_0
wh_main_grn_greenskins	true	wh2_mixu_grn_cha_savage_orc_warboss_boar	true	true	ui/portraits/portholes/mixus_lords/grn_savage_orc_warboss_1.png	wh2_uniform_grn_savage_orc_warboss_1	wh_main_grn_cha_orc_warboss_0
wh_main_grn_greenskins	true	wh2_mixu_grn_cha_savage_orc_shaman	true	true	ui/portraits/portholes/mixus_lords/grn_savage_orc_shaman_1.png	wh2_uniform_grn_savage_orc_shaman_1	wh_main_grn_cha_orc_shaman_0
