trait_level_effects_tables	0
trait_level	effect	effect_scope	value
wh2_dlc09_skill_innate_tmb_ushabti_carver	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_1	faction_to_faction_own_unseen	1
wh2_dlc09_skill_innate_tmb_wise	wh2_dlc09_pooled_resource_canopic_jars_characters	character_to_faction_unseen	2
wh2_dlc09_skill_innate_tmb_wise	wh_main_effect_force_all_campaign_experience_base_all	agent_to_parent_army_own	1
wh2_dlc09_skill_innate_tmb_wrathful	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	10
wh2_dlc10_skill_innate_def_hellebron	wh2_dlc10_effect_tech_upkeep_cost_reduction_def_khaine_units	general_to_force_own	-50
wh2_dlc10_skill_innate_hef_alarielle	wh2_dlc10_effect_force_army_battle_missile_damage_sisters_of_avelorn_handmaidens	general_to_force_own	15
wh2_dlc10_skill_innate_hef_alith_anar	wh2_dlc10_effect_upkeep_reduction_hef_shadow_warriors	general_to_force_own	-50
wh2_dlc10_skill_innate_hef_alith_anar	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	25
wh2_dlc10_skill_innate_hef_handmaiden_army_0_amateurish	wh2_main_effect_skill_melee_attack_increase_hef_spears_seaguard_archers	agent_to_parent_army_own	-3
wh2_dlc10_skill_innate_hef_handmaiden_army_0_amateurish	wh2_main_effect_skill_melee_defence_increase_hef_spears_seaguard_archers	agent_to_parent_army_own	-3
wh2_dlc10_skill_innate_hef_handmaiden_army_0_disfavoured	wh2_dlc10_effect_upkeep_reduction_hef_sisters_of_avelorn_units	agent_to_parent_army_own	20
wh2_dlc10_skill_innate_hef_handmaiden_army_0_flat_footed	wh_main_effect_agent_action_success_chance	character_to_character_own	-10
wh2_dlc10_skill_innate_hef_handmaiden_army_0_inhibited	wh2_main_effect_character_stat_mod_ward_save_magic_enemy	character_to_force_enemy_provincewide	10
wh2_dlc10_skill_innate_hef_handmaiden_army_0_intolerable	wh_main_effect_force_unit_stat_morale	agent_to_parent_army_own	-5
wh2_dlc10_skill_innate_hef_handmaiden_army_3_resistant	wh2_main_effect_tech_ward_save_missile_infantry	agent_to_parent_army_own	5
wh2_dlc10_skill_innate_hef_handmaiden_army_3_resistant	wh2_main_effect_unit_stat_mod_ward_save_magic_all_units	agent_to_parent_army_own	5
wh2_dlc10_skill_innate_hef_handmaiden_army_3_resistant	wh_main_effect_force_unit_stat_melee_defence	agent_to_parent_army_own	5
wh2_dlc10_skill_innate_hef_handmaiden_army_7_crushing	wh_main_effect_force_army_battle_charge_bonus	agent_to_parent_army_own	10
wh2_dlc10_skill_innate_hef_handmaiden_army_7_honed	wh2_main_effect_skill_melee_attack_increase_hef_spears_seaguard_archers	agent_to_parent_army_own	5
wh2_dlc10_skill_innate_hef_handmaiden_army_7_honed	wh2_main_effect_skill_melee_defence_increase_hef_spears_seaguard_archers	agent_to_parent_army_own	5
wh2_dlc10_skill_innate_hef_handmaiden_army_7_honed	wh2_main_effect_tech_melee_attack_increase_hef_silverhelms	agent_to_parent_army_own	5
wh2_dlc10_skill_innate_hef_handmaiden_army_7_honed	wh2_main_effect_tech_melee_defence_increase_hef_silverhelms	agent_to_parent_army_own	5
wh2_dlc10_skill_innate_hef_handmaiden_army_7_incendiary	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1
wh2_dlc10_skill_innate_hef_handmaiden_army_7_incendiary	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	70
wh2_dlc10_skill_innate_hef_handmaiden_army_7_incendiary	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_dlc10_skill_innate_hef_handmaiden_army_7_incendiary	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	70
wh2_dlc10_skill_innate_hef_handmaiden_army_7_incendiary	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	10
wh2_dlc10_skill_innate_hef_handmaiden_battle_3_hale_and_hearty	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	5
wh2_dlc10_skill_innate_hef_handmaiden_battle_3_primed	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	10
wh2_dlc10_skill_innate_hef_handmaiden_battle_3_spry	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	10
wh2_dlc10_skill_innate_hef_handmaiden_battle_7_resilient	wh_main_effect_character_stat_mod_armour	character_to_character_own	10
wh2_dlc10_skill_innate_hef_handmaiden_battle_7_resilient	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	10
wh2_dlc10_skill_innate_hef_handmaiden_battle_7_vigorous	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_dlc10_skill_innate_hef_handmaiden_battle_7_vigorous	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	10
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_divisive	wh_main_effect_public_order_characters	character_to_province_own	-2
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_frigid	wh_main_effect_province_growth_characters	character_to_province_own	-5
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_incompetent	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	-10
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_meddler	wh_main_effect_building_construction_cost_mod	character_to_region_own_provincewide	10
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_advocate	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	3
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_attentive	wh_main_effect_force_all_campaign_experience_base_all	agent_to_parent_army_own	1
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_healer	wh_main_effect_force_all_campaign_replenishment_rate	agent_to_parent_army_own	5
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_prudent	wh_main_effect_force_all_campaign_upkeep	agent_to_parent_army_own	-5
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_thinker	wh_main_effect_agent_action_success_chance	region_to_character_own	3
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_thinker	wh_main_effect_technology_research_points	character_to_faction_unseen	5
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_entrepreneur	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	30
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_entrepreneur	wh_main_effect_economy_tax_mod	faction_to_faction_own	3
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_fecund	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_fecund	wh2_main_effect_province_growth_characters_factionwide	character_to_province_own_factionwide	5
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_fecund	wh_main_effect_province_growth_characters	character_to_province_own	20
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_genius	wh2_main_effect_agent_action_success_chance_enemies	character_to_enemy_character_in_region	-10
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_genius	wh_main_effect_agent_action_success_chance	region_to_character_own	10
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_genius	wh_main_effect_technology_research_points	character_to_faction_unseen	10
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_medic	wh_main_effect_force_all_campaign_replenishment_rate	region_to_force_own	10
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_medic	wh_main_effect_force_army_campaign_attrition_all_resistance	agent_to_parent_army_own	-20
wh2_dlc11_skill_cst_innate_admiral_tech_01	wh2_dlc11_enable_immortal_hidden	character_to_character_own	1
wh2_dlc11_skill_cst_innate_admiral_tech_01	wh2_dlc11_lord_trait_tech_admiral_ship	character_to_character_own	1
wh2_dlc11_skill_cst_innate_admiral_tech_01	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	20
wh2_dlc11_skill_cst_innate_admiral_tech_01	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-15
wh2_dlc11_skill_cst_innate_admiral_tech_01	wh_main_effect_general_aura_mod_all_during_defence	character_to_character_own	100
wh2_dlc11_skill_cst_innate_admiral_tech_02	wh2_dlc11_enable_immortal_hidden	character_to_character_own	1
wh2_dlc11_skill_cst_innate_admiral_tech_02	wh2_dlc11_lord_trait_tech_admiral_ship	character_to_character_own	1
wh2_dlc11_skill_cst_innate_admiral_tech_02	wh_main_effect_character_stat_mod_armour	character_to_character_own	15
wh2_dlc11_skill_cst_innate_admiral_tech_02	wh_main_effect_force_army_battle_unit_morale_siege_attack	character_to_character_own	10
wh2_dlc11_skill_cst_innate_admiral_tech_02	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	15
wh2_dlc11_skill_cst_innate_admiral_tech_03	wh2_dlc11_enable_immortal_hidden	character_to_character_own	1
wh2_dlc11_skill_cst_innate_admiral_tech_03	wh2_dlc11_lord_trait_tech_admiral_ship	character_to_character_own	1
wh2_dlc11_skill_cst_innate_admiral_tech_03	wh2_main_effect_physical_resistance_increase	general_to_force_own	10
wh2_dlc11_skill_cst_innate_admiral_tech_03	wh_main_effect_force_unit_stat_melee_damage	general_to_force_own	15
wh2_dlc11_skill_cst_innate_admiral_tech_03	wh_main_effect_province_growth_characters	character_to_province_own	20
wh2_dlc11_skill_cst_innate_admiral_tech_04	wh2_dlc11_enable_immortal_hidden	character_to_character_own	1
wh2_dlc11_skill_cst_innate_admiral_tech_04	wh2_dlc11_lord_trait_tech_admiral_ship	character_to_character_own	1
wh2_dlc11_skill_cst_innate_admiral_tech_04	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	10
wh2_dlc11_skill_cst_innate_admiral_tech_04	wh_main_effect_force_army_battle_charge_bonus	general_to_force_own	10
wh2_dlc11_skill_cst_innate_admiral_tech_04	wh_main_effect_force_unit_stat_missile_range	character_to_character_own	10
wh2_dlc11_skill_innate_cst_aranessa	wh2_dlc11_cst_lord_trait_aranessa_melee_attack_increase_free_company	general_to_force_own	8
wh2_dlc11_skill_innate_cst_aranessa	wh2_dlc11_cst_lord_trait_aranessa_weapon_strength_increase_free_company	general_to_force_own	20
wh2_dlc11_skill_innate_cst_aranessa	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	12
wh2_dlc11_skill_innate_cst_arsonist	wh2_dlc11_cst_lord_innate_brute_dummy	character_to_character_own	-500
wh2_dlc11_skill_innate_cst_arsonist	wh2_dlc11_skill_innate_cst_arsonist_dummy	character_to_character_own	1
wh2_dlc11_skill_innate_cst_arsonist	wh_main_effect_force_army_campaign_siege_attack_holdout_time	character_to_character_own	-2
wh2_dlc11_skill_innate_cst_cylostra	wh2_dlc11_effect_unit_stat_mod_ward_physical_all_units	general_to_force_own	5
wh2_dlc11_skill_innate_cst_cylostra	wh_main_effect_character_stat_enable_magic_attacks	general_to_force_own	1
wh2_dlc11_skill_innate_cst_damned_paladin	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	5
wh2_dlc11_skill_innate_cst_damned_paladin	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	10
wh2_dlc11_skill_innate_cst_damned_paladin	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	3
wh2_dlc11_skill_innate_cst_harkon	wh2_main_effect_force_unit_stat_morale_versus_lizardmen	general_to_force_own	8
wh2_dlc11_skill_innate_cst_harkon	wh2_main_effect_unit_stat_mod_ward_save_magic_all_units	general_to_force_own	25
wh2_dlc11_skill_innate_cst_harkon	wh_main_effect_religion_conversion_undeath	character_to_character_own_provincetext	3
wh2_dlc11_skill_innate_cst_looter	wh2_dlc11_cst_lord_innate_brute_dummy	character_to_character_own	-500
wh2_dlc11_skill_innate_cst_looter	wh2_dlc11_skill_innate_cst_looter_dummy	character_to_character_own	1
wh2_dlc11_skill_innate_cst_looter	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	10
wh2_dlc11_skill_innate_cst_murderer	wh2_dlc11_cst_lord_innate_brute_dummy	character_to_character_own	-500
wh2_dlc11_skill_innate_cst_murderer	wh2_dlc11_skill_innate_cst_murderer_dummy	character_to_character_own	1
wh2_dlc11_skill_innate_cst_murderer	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-3
wh2_dlc11_skill_innate_cst_noctilus	wh2_dlc11_effect_faction_trait_melee_damage_large_units	general_to_force_own	15
wh2_dlc11_skill_innate_cst_noctilus	wh2_dlc11_effect_faction_trait_upkeep_reduction_necrofex	general_to_force_own	-20
wh2_dlc11_skill_innate_cst_ringleader	wh2_dlc11_cst_lord_innate_mastermind_dummy	character_to_character_own	-500
wh2_dlc11_skill_innate_cst_ringleader	wh2_dlc11_skill_innate_cst_ringleader_dummy	character_to_character_own	1
wh2_dlc11_skill_innate_cst_ringleader	wh_main_effect_force_all_campaign_experience_base_all	general_to_force_own	1
wh2_dlc11_skill_innate_cst_schemer	wh2_dlc11_cst_lord_innate_mastermind_dummy	character_to_character_own	-500
wh2_dlc11_skill_innate_cst_schemer	wh2_dlc11_skill_innate_cst_schemer_dummy	character_to_character_own	1
wh2_dlc11_skill_innate_cst_schemer	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	25
wh2_dlc11_skill_innate_cst_smuggler	wh2_dlc11_cst_lord_innate_mastermind_dummy	character_to_character_own	-500
wh2_dlc11_skill_innate_cst_smuggler	wh2_dlc11_skill_innate_cst_smuggler_dummy	character_to_character_own	1
wh2_dlc11_skill_innate_cst_smuggler	wh_main_effect_economy_gdp_mod_all	character_to_region_own	8
wh2_dlc11_skill_innate_def_lokhir	wh2_main_effect_tech_upkeep_cost_reduction_def_corsairs	general_to_force_own	-50
wh2_main_skill_innate_all_aggressive	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	8
wh2_main_skill_innate_all_aggressive	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	5
wh2_main_skill_innate_all_confident	wh_main_effect_force_unit_stat_morale	character_to_force_own	2
wh2_main_skill_innate_all_cunning	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_skill_innate_all_cunning	wh_main_effect_force_army_campaign_ambush_attack_success_chance	character_to_force_regionwide_own	10
wh2_main_skill_innate_all_determined	wh_main_effect_character_stat_mod_morale	character_to_character_own	3
wh2_main_skill_innate_all_determined	wh_main_effect_unit_enable_attribute_immune_to_psychology	character_to_character_own	1
wh2_main_skill_innate_all_disciplined	wh_main_effect_force_unit_stat_melee_attack	character_to_force_own	2
wh2_main_skill_innate_all_disciplined	wh_main_effect_force_unit_stat_morale	character_to_force_own	2
wh2_main_skill_innate_all_fleet_footed	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	15
wh2_main_skill_innate_all_fleet_footed	wh_main_effect_unit_enable_attribute_strider	character_to_character_own	1
wh2_main_skill_innate_all_intelligent	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	5
wh2_main_skill_innate_all_intelligent	wh_main_effect_force_army_campaign_ambush_defence_success_chance	character_to_force_own_unseen	10
wh2_main_skill_innate_all_knowledgeable	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_factionwide	5
wh2_main_skill_innate_all_knowledgeable	wh_main_effect_military_force_winds_of_magic_depletion_mod_character_enemy	general_to_force_enemy_regionwide	-5
wh2_main_skill_innate_all_perceptive	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	10
wh2_main_skill_innate_all_perceptive	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	15
wh2_main_skill_innate_all_strategist	wh_main_effect_agent_movement_range_mod	character_to_character_own	5
wh2_main_skill_innate_all_strong	wh_main_effect_character_stat_mod_armour	character_to_character_own	3
wh2_main_skill_innate_all_strong	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	2
wh2_main_skill_innate_all_strong	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	5
wh2_main_skill_innate_all_tactician	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	2
wh2_main_skill_innate_all_tactician	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	10
wh2_main_skill_innate_all_tough	wh_main_effect_character_stat_mod_armour	character_to_character_own	5
wh2_main_skill_innate_all_tough	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	3
wh2_main_skill_innate_all_weapon_master	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	5
wh2_main_skill_innate_all_weapon_master	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	3
wh2_main_skill_innate_bst_booze_cravings	wh_dlc03_effect_building_upkeep_reduction_centigors	character_to_force_own	-10
wh2_main_skill_innate_bst_booze_cravings	wh_dlc03_effect_tech_unit_xp_levels_centigors	character_to_force_own	3
wh2_main_skill_innate_bst_khornes_fury	wh_dlc03_effect_ability_enable_banner_of_outrage	character_to_character_own	1
wh2_main_skill_innate_bst_nurgles_foul_stink	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-5
wh2_main_skill_innate_bst_torment_utterances	wh_dlc04_effect_force_all_campaign_razing_income_not_shown	character_to_character_own	5
wh2_main_skill_innate_bst_torment_utterances	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	5
wh2_main_skill_innate_bst_unsated_bloodthirst	wh_dlc03_effect_tech_unit_stat_melee_damage_minotaurs	character_to_force_own	10
wh2_main_skill_innate_chs_diabolic_spendour	wh_main_effect_general_aura_mod_all_during_attack	character_to_character_own	15
wh2_main_skill_innate_chs_dominance	wh_main_effect_force_unit_stat_melee_attack	character_to_force_own	5
wh2_main_skill_innate_def_cruel	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	10
wh2_main_skill_innate_def_cruel	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	5
wh2_main_skill_innate_def_malekith	wh2_main_effect_loyalty_penalty_faction_leader_outranked	character_to_character_own	3
wh2_main_skill_innate_def_malekith	wh2_main_effect_percentage_of_xp_to_give_other_characters_of_same_type_hidden	character_to_character_own	10
