character_trait_levels_tables	0
key	level	trait	threshold_points
wh2_dlc09_skill_innate_tmb_settra	1	wh2_dlc09_skill_innate_tmb_settra	0
wh2_dlc09_skill_innate_tmb_sphinx_carver	1	wh2_dlc09_skill_innate_tmb_sphinx_carver	0
wh2_dlc09_skill_innate_tmb_treacherous	1	wh2_dlc09_skill_innate_tmb_treacherous	0
wh2_dlc09_skill_innate_tmb_trustworthy	1	wh2_dlc09_skill_innate_tmb_trustworthy	0
wh2_dlc09_skill_innate_tmb_ushabti_carver	1	wh2_dlc09_skill_innate_tmb_ushabti_carver	0
wh2_dlc09_skill_innate_tmb_wise	1	wh2_dlc09_skill_innate_tmb_wise	0
wh2_dlc09_skill_innate_tmb_wrathful	1	wh2_dlc09_skill_innate_tmb_wrathful	0
wh2_dlc10_skill_innate_def_hellebron	1	wh2_dlc10_skill_innate_def_hellebron	0
wh2_dlc10_skill_innate_hef_alarielle	1	wh2_dlc10_skill_innate_hef_alarielle	0
wh2_dlc10_skill_innate_hef_alith_anar	1	wh2_dlc10_skill_innate_hef_alith_anar	0
wh2_dlc10_skill_innate_hef_handmaiden_army_0_amateurish	1	wh2_dlc10_skill_innate_hef_handmaiden_army_0_amateurish	0
wh2_dlc10_skill_innate_hef_handmaiden_army_0_disfavoured	1	wh2_dlc10_skill_innate_hef_handmaiden_army_0_disfavoured	0
wh2_dlc10_skill_innate_hef_handmaiden_army_0_flat_footed	1	wh2_dlc10_skill_innate_hef_handmaiden_army_0_flat_footed	0
wh2_dlc10_skill_innate_hef_handmaiden_army_0_inhibited	1	wh2_dlc10_skill_innate_hef_handmaiden_army_0_inhibited	0
wh2_dlc10_skill_innate_hef_handmaiden_army_0_intolerable	1	wh2_dlc10_skill_innate_hef_handmaiden_army_0_intolerable	0
wh2_dlc10_skill_innate_hef_handmaiden_army_3_resistant	1	wh2_dlc10_skill_innate_hef_handmaiden_army_3_resistant	0
wh2_dlc10_skill_innate_hef_handmaiden_army_7_crushing	1	wh2_dlc10_skill_innate_hef_handmaiden_army_7_crushing	0
wh2_dlc10_skill_innate_hef_handmaiden_army_7_honed	1	wh2_dlc10_skill_innate_hef_handmaiden_army_7_honed	0
wh2_dlc10_skill_innate_hef_handmaiden_army_7_incendiary	1	wh2_dlc10_skill_innate_hef_handmaiden_army_7_incendiary	0
wh2_dlc10_skill_innate_hef_handmaiden_battle_3_hale_and_hearty	1	wh2_dlc10_skill_innate_hef_handmaiden_battle_3_hale_and_hearty	0
wh2_dlc10_skill_innate_hef_handmaiden_battle_3_primed	1	wh2_dlc10_skill_innate_hef_handmaiden_battle_3_primed	0
wh2_dlc10_skill_innate_hef_handmaiden_battle_3_spry	1	wh2_dlc10_skill_innate_hef_handmaiden_battle_3_spry	0
wh2_dlc10_skill_innate_hef_handmaiden_battle_7_resilient	1	wh2_dlc10_skill_innate_hef_handmaiden_battle_7_resilient	0
wh2_dlc10_skill_innate_hef_handmaiden_battle_7_vigorous	1	wh2_dlc10_skill_innate_hef_handmaiden_battle_7_vigorous	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_divisive	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_divisive	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_frigid	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_frigid	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_incompetent	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_incompetent	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_meddler	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_meddler	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_advocate	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_advocate	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_attentive	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_attentive	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_healer	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_healer	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_prudent	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_prudent	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_thinker	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_thinker	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_entrepreneur	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_entrepreneur	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_fecund	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_fecund	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_genius	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_genius	0
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_medic	1	wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_medic	0
wh2_dlc11_skill_cst_innate_admiral_tech_01	1	wh2_dlc11_skill_cst_innate_admiral_tech_01	0
wh2_dlc11_skill_cst_innate_admiral_tech_02	1	wh2_dlc11_skill_cst_innate_admiral_tech_02	0
wh2_dlc11_skill_cst_innate_admiral_tech_03	1	wh2_dlc11_skill_cst_innate_admiral_tech_03	0
wh2_dlc11_skill_cst_innate_admiral_tech_04	1	wh2_dlc11_skill_cst_innate_admiral_tech_04	0
wh2_dlc11_skill_innate_cst_aranessa	1	wh2_dlc11_skill_innate_cst_aranessa	0
wh2_dlc11_skill_innate_cst_arsonist	1	wh2_dlc11_skill_innate_cst_arsonist	0
wh2_dlc11_skill_innate_cst_cylostra	1	wh2_dlc11_skill_innate_cst_cylostra	0
wh2_dlc11_skill_innate_cst_damned_paladin	1	wh2_dlc11_skill_innate_cst_damned_paladin	0
wh2_dlc11_skill_innate_cst_harkon	1	wh2_dlc11_skill_innate_cst_harkon	0
wh2_dlc11_skill_innate_cst_looter	1	wh2_dlc11_skill_innate_cst_looter	0
wh2_dlc11_skill_innate_cst_murderer	1	wh2_dlc11_skill_innate_cst_murderer	0
wh2_dlc11_skill_innate_cst_noctilus	1	wh2_dlc11_skill_innate_cst_noctilus	0
wh2_dlc11_skill_innate_cst_ringleader	1	wh2_dlc11_skill_innate_cst_ringleader	0
wh2_dlc11_skill_innate_cst_schemer	1	wh2_dlc11_skill_innate_cst_schemer	0
wh2_dlc11_skill_innate_cst_smuggler	1	wh2_dlc11_skill_innate_cst_smuggler	0
wh2_dlc11_skill_innate_def_lokhir	1	wh2_dlc11_skill_innate_def_lokhir	0
wh2_main_skill_innate_all_aggressive	1	wh2_main_skill_innate_all_aggressive	0
wh2_main_skill_innate_all_confident	1	wh2_main_skill_innate_all_confident	0
wh2_main_skill_innate_all_cunning	1	wh2_main_skill_innate_all_cunning	0
wh2_main_skill_innate_all_determined	1	wh2_main_skill_innate_all_determined	0
wh2_main_skill_innate_all_disciplined	1	wh2_main_skill_innate_all_disciplined	0
wh2_main_skill_innate_all_fleet_footed	1	wh2_main_skill_innate_all_fleet_footed	0
wh2_main_skill_innate_all_intelligent	1	wh2_main_skill_innate_all_intelligent	0
wh2_main_skill_innate_all_knowledgeable	1	wh2_main_skill_innate_all_knowledgeable	0
wh2_main_skill_innate_all_perceptive	1	wh2_main_skill_innate_all_perceptive	0
wh2_main_skill_innate_all_strategist	1	wh2_main_skill_innate_all_strategist	0
wh2_main_skill_innate_all_strong	1	wh2_main_skill_innate_all_strong	0
wh2_main_skill_innate_all_tactician	1	wh2_main_skill_innate_all_tactician	0
wh2_main_skill_innate_all_tough	1	wh2_main_skill_innate_all_tough	0
wh2_main_skill_innate_all_weapon_master	1	wh2_main_skill_innate_all_weapon_master	0
wh2_main_skill_innate_bst_booze_cravings	1	wh2_main_skill_innate_bst_booze_cravings	0
wh2_main_skill_innate_bst_khornes_fury	1	wh2_main_skill_innate_bst_khornes_fury	0
wh2_main_skill_innate_bst_nurgles_foul_stink	1	wh2_main_skill_innate_bst_nurgles_foul_stink	0
wh2_main_skill_innate_bst_torment_utterances	1	wh2_main_skill_innate_bst_torment_utterances	0
wh2_main_skill_innate_bst_unsated_bloodthirst	1	wh2_main_skill_innate_bst_unsated_bloodthirst	0
wh2_main_skill_innate_chs_diabolic_spendour	1	wh2_main_skill_innate_chs_diabolic_spendour	0
wh2_main_skill_innate_chs_dominance	1	wh2_main_skill_innate_chs_dominance	0
wh2_main_skill_innate_def_cruel	1	wh2_main_skill_innate_def_cruel	0
wh2_main_skill_innate_def_malekith	1	wh2_main_skill_innate_def_malekith	0
wh2_main_skill_innate_def_malevolent	1	wh2_main_skill_innate_def_malevolent	0
wh2_main_skill_innate_def_malicious	1	wh2_main_skill_innate_def_malicious	0
wh2_main_skill_innate_def_morathi	1	wh2_main_skill_innate_def_morathi	0
wh2_main_skill_innate_def_spiteful	1	wh2_main_skill_innate_def_spiteful	0
wh2_main_skill_innate_def_vicious	1	wh2_main_skill_innate_def_vicious	0
wh2_main_skill_innate_dwf_ancestral_blood_grimnir	1	wh2_main_skill_innate_dwf_ancestral_blood_grimnir	0
wh2_main_skill_innate_dwf_ancestral_blood_grungni	1	wh2_main_skill_innate_dwf_ancestral_blood_grungni	0
wh2_main_skill_innate_dwf_ancestral_blood_valaya	1	wh2_main_skill_innate_dwf_ancestral_blood_valaya	0
wh2_main_skill_innate_emp_imperious	1	wh2_main_skill_innate_emp_imperious	0
wh2_main_skill_innate_emp_monster_hunter	1	wh2_main_skill_innate_emp_monster_hunter	0
wh2_main_skill_innate_emp_monster_tracker	1	wh2_main_skill_innate_emp_monster_tracker	0
wh2_main_skill_innate_emp_noble	1	wh2_main_skill_innate_emp_noble	0
wh2_main_skill_innate_emp_regal	1	wh2_main_skill_innate_emp_regal	0
wh2_main_skill_innate_grn_big_bully	1	wh2_main_skill_innate_grn_big_bully	0
wh2_main_skill_innate_grn_bragga	1	wh2_main_skill_innate_grn_bragga	0
wh2_main_skill_innate_grn_mushroom_addicted	1	wh2_main_skill_innate_grn_mushroom_addicted	0
wh2_main_skill_innate_grn_serial_danca	1	wh2_main_skill_innate_grn_serial_danca	0
wh2_main_skill_innate_grn_tortura	1	wh2_main_skill_innate_grn_tortura	0
wh2_main_skill_innate_hef_alastar_the_white_lion	1	wh2_main_skill_innate_hef_alastar_the_white_lion	0
wh2_main_skill_innate_hef_loremaster_army_0_disfavoured	1	wh2_main_skill_innate_hef_loremaster_army_0_disfavoured	0
wh2_main_skill_innate_hef_loremaster_army_0_flat_footed	1	wh2_main_skill_innate_hef_loremaster_army_0_flat_footed	0
wh2_main_skill_innate_hef_loremaster_army_0_shivery	1	wh2_main_skill_innate_hef_loremaster_army_0_shivery	0
wh2_main_skill_innate_hef_loremaster_army_3_fit	1	wh2_main_skill_innate_hef_loremaster_army_3_fit	0
wh2_main_skill_innate_hef_loremaster_army_3_stimulated	1	wh2_main_skill_innate_hef_loremaster_army_3_stimulated	0
wh2_main_skill_innate_hef_loremaster_army_3_well_known	1	wh2_main_skill_innate_hef_loremaster_army_3_well_known	0
wh2_main_skill_innate_hef_loremaster_army_7_athletic	1	wh2_main_skill_innate_hef_loremaster_army_7_athletic	0
wh2_main_skill_innate_hef_loremaster_army_7_bladelord	1	wh2_main_skill_innate_hef_loremaster_army_7_bladelord	0
wh2_main_skill_innate_hef_loremaster_army_7_exhilerated	1	wh2_main_skill_innate_hef_loremaster_army_7_exhilerated	0
wh2_main_skill_innate_hef_loremaster_battle_0_feeble	1	wh2_main_skill_innate_hef_loremaster_battle_0_feeble	0
wh2_main_skill_innate_hef_loremaster_battle_0_mooncalf	1	wh2_main_skill_innate_hef_loremaster_battle_0_mooncalf	0
wh2_main_skill_innate_hef_loremaster_battle_0_squishy	1	wh2_main_skill_innate_hef_loremaster_battle_0_squishy	0
wh2_main_skill_innate_hef_loremaster_battle_3_elusive	1	wh2_main_skill_innate_hef_loremaster_battle_3_elusive	0
wh2_main_skill_innate_hef_loremaster_battle_3_fortuitous	1	wh2_main_skill_innate_hef_loremaster_battle_3_fortuitous	0
wh2_main_skill_innate_hef_loremaster_battle_3_primed	1	wh2_main_skill_innate_hef_loremaster_battle_3_primed	0
wh2_main_skill_innate_hef_loremaster_battle_7_conductor	1	wh2_main_skill_innate_hef_loremaster_battle_7_conductor	0
wh2_main_skill_innate_hef_loremaster_battle_7_protected	1	wh2_main_skill_innate_hef_loremaster_battle_7_protected	0
wh2_main_skill_innate_hef_loremaster_battle_7_resilient	1	wh2_main_skill_innate_hef_loremaster_battle_7_resilient	0
wh2_main_skill_innate_hef_loremaster_campaign_0_deviant	1	wh2_main_skill_innate_hef_loremaster_campaign_0_deviant	0
wh2_main_skill_innate_hef_loremaster_campaign_0_frigid	1	wh2_main_skill_innate_hef_loremaster_campaign_0_frigid	0
wh2_main_skill_innate_hef_loremaster_campaign_0_rebel	1	wh2_main_skill_innate_hef_loremaster_campaign_0_rebel	0
wh2_main_skill_innate_hef_loremaster_campaign_3_advocate	1	wh2_main_skill_innate_hef_loremaster_campaign_3_advocate	0
wh2_main_skill_innate_hef_loremaster_campaign_3_fruitful	1	wh2_main_skill_innate_hef_loremaster_campaign_3_fruitful	0
wh2_main_skill_innate_hef_loremaster_campaign_3_healer	1	wh2_main_skill_innate_hef_loremaster_campaign_3_healer	0
wh2_main_skill_innate_hef_loremaster_campaign_7_disciple	1	wh2_main_skill_innate_hef_loremaster_campaign_7_disciple	0
wh2_main_skill_innate_hef_loremaster_campaign_7_fecund	1	wh2_main_skill_innate_hef_loremaster_campaign_7_fecund	0
wh2_main_skill_innate_hef_loremaster_campaign_7_medic	1	wh2_main_skill_innate_hef_loremaster_campaign_7_medic	0
wh2_main_skill_innate_hef_mage_army_0_flustered	1	wh2_main_skill_innate_hef_mage_army_0_flustered	0
wh2_main_skill_innate_hef_mage_army_0_inhibited	1	wh2_main_skill_innate_hef_mage_army_0_inhibited	0
wh2_main_skill_innate_hef_mage_army_0_wet	1	wh2_main_skill_innate_hef_mage_army_0_wet	0
wh2_main_skill_innate_hef_mage_army_3_dampener	1	wh2_main_skill_innate_hef_mage_army_3_dampener	0
wh2_main_skill_innate_hef_mage_army_3_flammable	1	wh2_main_skill_innate_hef_mage_army_3_flammable	0
wh2_main_skill_innate_hef_mage_army_3_resistant	1	wh2_main_skill_innate_hef_mage_army_3_resistant	0
wh2_main_skill_innate_hef_mage_army_7_incendiary	1	wh2_main_skill_innate_hef_mage_army_7_incendiary	0
wh2_main_skill_innate_hef_mage_army_7_negator	1	wh2_main_skill_innate_hef_mage_army_7_negator	0
wh2_main_skill_innate_hef_mage_army_7_protective	1	wh2_main_skill_innate_hef_mage_army_7_protective	0
wh2_main_skill_innate_hef_mage_battle_0_enervated	1	wh2_main_skill_innate_hef_mage_battle_0_enervated	0
wh2_main_skill_innate_hef_mage_battle_0_peaky	1	wh2_main_skill_innate_hef_mage_battle_0_peaky	0
wh2_main_skill_innate_hef_mage_battle_0_uni_ped	1	wh2_main_skill_innate_hef_mage_battle_0_uni_ped	0
wh2_main_skill_innate_hef_mage_battle_3_fortuitous	1	wh2_main_skill_innate_hef_mage_battle_3_fortuitous	0
wh2_main_skill_innate_hef_mage_battle_3_primed	1	wh2_main_skill_innate_hef_mage_battle_3_primed	0
wh2_main_skill_innate_hef_mage_battle_3_spry	1	wh2_main_skill_innate_hef_mage_battle_3_spry	0
wh2_main_skill_innate_hef_mage_battle_7_conductor	1	wh2_main_skill_innate_hef_mage_battle_7_conductor	0
wh2_main_skill_innate_hef_mage_battle_7_limber	1	wh2_main_skill_innate_hef_mage_battle_7_limber	0
wh2_main_skill_innate_hef_mage_battle_7_protected	1	wh2_main_skill_innate_hef_mage_battle_7_protected	0
wh2_main_skill_innate_hef_mage_campaign_0_incompetent	1	wh2_main_skill_innate_hef_mage_campaign_0_incompetent	0
wh2_main_skill_innate_hef_mage_campaign_0_luddite	1	wh2_main_skill_innate_hef_mage_campaign_0_luddite	0
wh2_main_skill_innate_hef_mage_campaign_0_meddler	1	wh2_main_skill_innate_hef_mage_campaign_0_meddler	0
wh2_main_skill_innate_hef_mage_campaign_3_builder	1	wh2_main_skill_innate_hef_mage_campaign_3_builder	0
wh2_main_skill_innate_hef_mage_campaign_3_dealer	1	wh2_main_skill_innate_hef_mage_campaign_3_dealer	0
wh2_main_skill_innate_hef_mage_campaign_3_thinker	1	wh2_main_skill_innate_hef_mage_campaign_3_thinker	0
wh2_main_skill_innate_hef_mage_campaign_7_administrator	1	wh2_main_skill_innate_hef_mage_campaign_7_administrator	0
wh2_main_skill_innate_hef_mage_campaign_7_entrepreneur	1	wh2_main_skill_innate_hef_mage_campaign_7_entrepreneur	0
wh2_main_skill_innate_hef_mage_campaign_7_genius	1	wh2_main_skill_innate_hef_mage_campaign_7_genius	0
wh2_main_skill_innate_hef_noble_army_0_amateurish	1	wh2_main_skill_innate_hef_noble_army_0_amateurish	0
wh2_main_skill_innate_hef_noble_army_0_intolerable	1	wh2_main_skill_innate_hef_noble_army_0_intolerable	0
wh2_main_skill_innate_hef_noble_army_0_petrified	1	wh2_main_skill_innate_hef_noble_army_0_petrified	0
wh2_main_skill_innate_hef_noble_army_3_motivator	1	wh2_main_skill_innate_hef_noble_army_3_motivator	0
wh2_main_skill_innate_hef_noble_army_3_percussive	1	wh2_main_skill_innate_hef_noble_army_3_percussive	0
wh2_main_skill_innate_hef_noble_army_3_practiced	1	wh2_main_skill_innate_hef_noble_army_3_practiced	0
wh2_main_skill_innate_hef_noble_army_7_crushing	1	wh2_main_skill_innate_hef_noble_army_7_crushing	0
wh2_main_skill_innate_hef_noble_army_7_dynamo	1	wh2_main_skill_innate_hef_noble_army_7_dynamo	0
wh2_main_skill_innate_hef_noble_army_7_honed	1	wh2_main_skill_innate_hef_noble_army_7_honed	0
wh2_main_skill_innate_hef_noble_battle_0_pale_and_wan	1	wh2_main_skill_innate_hef_noble_battle_0_pale_and_wan	0
wh2_main_skill_innate_hef_noble_battle_0_pigeon_chested	1	wh2_main_skill_innate_hef_noble_battle_0_pigeon_chested	0
wh2_main_skill_innate_hef_noble_battle_0_squishy	1	wh2_main_skill_innate_hef_noble_battle_0_squishy	0
wh2_main_skill_innate_hef_noble_battle_3_elusive	1	wh2_main_skill_innate_hef_noble_battle_3_elusive	0
wh2_main_skill_innate_hef_noble_battle_3_hale_and_hearty	1	wh2_main_skill_innate_hef_noble_battle_3_hale_and_hearty	0
wh2_main_skill_innate_hef_noble_battle_3_trained	1	wh2_main_skill_innate_hef_noble_battle_3_trained	0
wh2_main_skill_innate_hef_noble_battle_7_dangerous	1	wh2_main_skill_innate_hef_noble_battle_7_dangerous	0
wh2_main_skill_innate_hef_noble_battle_7_resilient	1	wh2_main_skill_innate_hef_noble_battle_7_resilient	0
wh2_main_skill_innate_hef_noble_battle_7_vigorous	1	wh2_main_skill_innate_hef_noble_battle_7_vigorous	0
wh2_main_skill_innate_hef_noble_campaign_0_divisive	1	wh2_main_skill_innate_hef_noble_campaign_0_divisive	0
wh2_main_skill_innate_hef_noble_campaign_0_inattentive	1	wh2_main_skill_innate_hef_noble_campaign_0_inattentive	0
wh2_main_skill_innate_hef_noble_campaign_0_profligate	1	wh2_main_skill_innate_hef_noble_campaign_0_profligate	0
wh2_main_skill_innate_hef_noble_campaign_3_attentive	1	wh2_main_skill_innate_hef_noble_campaign_3_attentive	0
wh2_main_skill_innate_hef_noble_campaign_3_conciliatory	1	wh2_main_skill_innate_hef_noble_campaign_3_conciliatory	0
wh2_main_skill_innate_hef_noble_campaign_3_prudent	1	wh2_main_skill_innate_hef_noble_campaign_3_prudent	0
wh2_main_skill_innate_hef_noble_campaign_7_conscientious	1	wh2_main_skill_innate_hef_noble_campaign_7_conscientious	0
wh2_main_skill_innate_hef_noble_campaign_7_emollient	1	wh2_main_skill_innate_hef_noble_campaign_7_emollient	0
wh2_main_skill_innate_hef_noble_campaign_7_frugal	1	wh2_main_skill_innate_hef_noble_campaign_7_frugal	0
wh2_main_skill_innate_hef_prince_army_0_fay	1	wh2_main_skill_innate_hef_prince_army_0_fay	0
wh2_main_skill_innate_hef_prince_army_0_ill_prepared	1	wh2_main_skill_innate_hef_prince_army_0_ill_prepared	0
wh2_main_skill_innate_hef_prince_army_0_scornful	1	wh2_main_skill_innate_hef_prince_army_0_scornful	0
wh2_main_skill_innate_hef_prince_army_3_competent	1	wh2_main_skill_innate_hef_prince_army_3_competent	0
wh2_main_skill_innate_hef_prince_army_3_respectful	1	wh2_main_skill_innate_hef_prince_army_3_respectful	0
wh2_main_skill_innate_hef_prince_army_3_strong_willed	1	wh2_main_skill_innate_hef_prince_army_3_strong_willed	0
wh2_main_skill_innate_hef_prince_army_7_doctrinal	1	wh2_main_skill_innate_hef_prince_army_7_doctrinal	0
wh2_main_skill_innate_hef_prince_army_7_dragon_willed	1	wh2_main_skill_innate_hef_prince_army_7_dragon_willed	0
wh2_main_skill_innate_hef_prince_army_7_resistant	1	wh2_main_skill_innate_hef_prince_army_7_resistant	0
wh2_main_skill_innate_hef_prince_battle_0_pale_and_wan	1	wh2_main_skill_innate_hef_prince_battle_0_pale_and_wan	0
wh2_main_skill_innate_hef_prince_battle_0_pigeon_chested	1	wh2_main_skill_innate_hef_prince_battle_0_pigeon_chested	0
wh2_main_skill_innate_hef_prince_battle_0_squishy	1	wh2_main_skill_innate_hef_prince_battle_0_squishy	0
wh2_main_skill_innate_hef_prince_battle_3_elusive	1	wh2_main_skill_innate_hef_prince_battle_3_elusive	0
wh2_main_skill_innate_hef_prince_battle_3_hale_and_hearty	1	wh2_main_skill_innate_hef_prince_battle_3_hale_and_hearty	0
wh2_main_skill_innate_hef_prince_battle_3_trained	1	wh2_main_skill_innate_hef_prince_battle_3_trained	0
wh2_main_skill_innate_hef_prince_battle_7_dangerous	1	wh2_main_skill_innate_hef_prince_battle_7_dangerous	0
wh2_main_skill_innate_hef_prince_battle_7_resilient	1	wh2_main_skill_innate_hef_prince_battle_7_resilient	0
wh2_main_skill_innate_hef_prince_battle_7_vigorous	1	wh2_main_skill_innate_hef_prince_battle_7_vigorous	0
wh2_main_skill_innate_hef_prince_campaign_0_birdbrained	1	wh2_main_skill_innate_hef_prince_campaign_0_birdbrained	0
wh2_main_skill_innate_hef_prince_campaign_0_disorganised	1	wh2_main_skill_innate_hef_prince_campaign_0_disorganised	0
wh2_main_skill_innate_hef_prince_campaign_0_wasteful	1	wh2_main_skill_innate_hef_prince_campaign_0_wasteful	0
wh2_main_skill_innate_hef_prince_campaign_3_observant	1	wh2_main_skill_innate_hef_prince_campaign_3_observant	0
wh2_main_skill_innate_hef_prince_campaign_3_organised	1	wh2_main_skill_innate_hef_prince_campaign_3_organised	0
wh2_main_skill_innate_hef_prince_campaign_3_unsentimental	1	wh2_main_skill_innate_hef_prince_campaign_3_unsentimental	0
wh2_main_skill_innate_hef_prince_campaign_7_adept	1	wh2_main_skill_innate_hef_prince_campaign_7_adept	0
wh2_main_skill_innate_hef_prince_campaign_7_avaricious	1	wh2_main_skill_innate_hef_prince_campaign_7_avaricious	0
wh2_main_skill_innate_hef_prince_campaign_7_efficient	1	wh2_main_skill_innate_hef_prince_campaign_7_efficient	0
wh2_main_skill_innate_hef_princess_army_0_indolent	1	wh2_main_skill_innate_hef_princess_army_0_indolent	0
wh2_main_skill_innate_hef_princess_army_0_poltroon	1	wh2_main_skill_innate_hef_princess_army_0_poltroon	0
wh2_main_skill_innate_hef_princess_army_0_soft_hearted	1	wh2_main_skill_innate_hef_princess_army_0_soft_hearted	0
wh2_main_skill_innate_hef_princess_army_3_brisk	1	wh2_main_skill_innate_hef_princess_army_3_brisk	0
wh2_main_skill_innate_hef_princess_army_3_resolute	1	wh2_main_skill_innate_hef_princess_army_3_resolute	0
wh2_main_skill_innate_hef_princess_army_3_retaliatory	1	wh2_main_skill_innate_hef_princess_army_3_retaliatory	0
wh2_main_skill_innate_hef_princess_army_7_dashing	1	wh2_main_skill_innate_hef_princess_army_7_dashing	0
wh2_main_skill_innate_hef_princess_army_7_energetic	1	wh2_main_skill_innate_hef_princess_army_7_energetic	0
wh2_main_skill_innate_hef_princess_army_7_punitive	1	wh2_main_skill_innate_hef_princess_army_7_punitive	0
wh2_main_skill_innate_hef_princess_battle_0_feeble	1	wh2_main_skill_innate_hef_princess_battle_0_feeble	0
wh2_main_skill_innate_hef_princess_battle_0_inaccurate	1	wh2_main_skill_innate_hef_princess_battle_0_inaccurate	0
wh2_main_skill_innate_hef_princess_battle_0_unfortunate	1	wh2_main_skill_innate_hef_princess_battle_0_unfortunate	0
wh2_main_skill_innate_hef_princess_battle_3_accurate	1	wh2_main_skill_innate_hef_princess_battle_3_accurate	0
wh2_main_skill_innate_hef_princess_battle_3_fortuitous	1	wh2_main_skill_innate_hef_princess_battle_3_fortuitous	0
wh2_main_skill_innate_hef_princess_battle_3_well_founded	1	wh2_main_skill_innate_hef_princess_battle_3_well_founded	0
wh2_main_skill_innate_hef_princess_battle_7_charmed	1	wh2_main_skill_innate_hef_princess_battle_7_charmed	0
wh2_main_skill_innate_hef_princess_battle_7_hawk_eyed	1	wh2_main_skill_innate_hef_princess_battle_7_hawk_eyed	0
wh2_main_skill_innate_hef_princess_battle_7_strong	1	wh2_main_skill_innate_hef_princess_battle_7_strong	0
