campaign_character_arts_tables	7
art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	id	religion	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
wh2_dlc11_art_set_cst_admiral_deep_03_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_male_03			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1_cst_admiral_halberd	cam_cst_transport_ship_01	cam_heavy_ship_01	2319011		0	0	0
wh2_dlc11_art_set_cst_admiral_deep_04_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_male_04			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1_cst_admiral_halberd	cam_cst_transport_ship_01	cam_heavy_ship_01	2319012		0	0	0
wh2_dlc11_art_set_cst_admiral_female_vampires_01_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_01			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319013		0	0	0
wh2_dlc11_art_set_cst_admiral_female_vampires_02_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_02			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319014		0	0	0
wh2_dlc11_art_set_cst_admiral_female_vampires_03_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_03			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319015		0	0	0
wh2_dlc11_art_set_cst_admiral_female_vampires_04_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_04			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319016		0	0	0
wh2_dlc11_art_set_cst_admiral_female_death_01_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_01			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319017		0	0	0
wh2_dlc11_art_set_cst_admiral_female_death_02_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_02			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319018		0	0	0
wh2_dlc11_art_set_cst_admiral_female_death_03_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_03			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319019		0	0	0
wh2_dlc11_art_set_cst_admiral_female_death_04_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_04			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319020		0	0	0
wh2_dlc11_art_set_cst_admiral_female_deep_01_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_01			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319021		0	0	0
wh2_dlc11_art_set_cst_admiral_female_deep_02_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_02			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319022		0	0	0
wh2_dlc11_art_set_cst_admiral_female_deep_03_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_03			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319023		0	0	0
wh2_dlc11_art_set_cst_admiral_female_deep_04_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_04			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319024		0	0	0
wh2_dlc11_art_set_cst_admiral_tech_01_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_male_01			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1_cst_admiral_halberd	cam_cst_transport_ship_01	cam_heavy_ship_01	2319025		0	0	0
wh2_dlc11_art_set_cst_admiral_tech_02_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_male_02			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1_cst_admiral_halberd	cam_cst_transport_ship_01	cam_heavy_ship_01	2319026		0	0	0
wh2_dlc11_art_set_cst_admiral_tech_03_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_male_03			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1_cst_admiral_halberd	cam_cst_transport_ship_01	cam_heavy_ship_01	2319027		0	0	0
wh2_dlc11_art_set_cst_admiral_tech_04_female_rebel	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_04			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	2319028		0	0	0
wh_dlc03_art_set_bst_beastlord_01_rebel	0	0		none	wh_dlc03_uniform_bst_beastlord_01			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hu6_gor_axe	cam_beastmen_ship01	cam_beastmen_ship01	2319029		0	0	0
wh_dlc03_art_set_bst_beastlord_02_rebel	0	0		none	wh_dlc03_uniform_bst_beastlord_02			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hu6_gor_axe	cam_beastmen_ship01	cam_beastmen_ship01	2319030		0	0	0
wh_dlc03_art_set_bst_beastlord_03_rebel	0	0		none	wh_dlc03_uniform_bst_beastlord_03			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hu6_gor_axe	cam_beastmen_ship01	cam_beastmen_ship01	2319031		0	0	0
wh_dlc03_art_set_bst_beastlord_04_rebel	0	0		none	wh_dlc03_uniform_bst_beastlord_04			wh_dlc03_campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_transport	cam_hu6_gor_axe	cam_beastmen_ship01	cam_beastmen_ship01	2319032		0	0	0
wh_main_art_set_chs_lord_01_rebel	0	0		none	wh_main_uniform_chs_lord_campaign_01			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2319033		0	0	0
wh_main_art_set_chs_lord_02_rebel	0	0		none	wh_main_uniform_chs_lord_campaign_02			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2319034		0	0	0
wh_main_art_set_chs_lord_03_rebel	0	0		none	wh_main_uniform_chs_lord_campaign_03			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	2319035		0	0	0
wh_main_art_set_chs_sorcerer_lord_death_01_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_01			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319036		0	0	0
wh_main_art_set_chs_sorcerer_lord_death_02_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_02			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319037		0	0	0
wh_main_art_set_chs_sorcerer_lord_death_03_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_04			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319038		0	0	0
wh_main_art_set_chs_sorcerer_lord_death_04_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_03			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319039		0	0	0
wh_main_art_set_chs_sorcerer_lord_fire_01_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_01			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319040		0	0	0
wh_main_art_set_chs_sorcerer_lord_fire_02_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_02			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319041		0	0	0
wh_main_art_set_chs_sorcerer_lord_fire_03_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_04			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319042		0	0	0
wh_main_art_set_chs_sorcerer_lord_fire_04_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_03			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319043		0	0	0
wh_main_art_set_chs_sorcerer_lord_metal_01_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_01			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319044		0	0	0
wh_main_art_set_chs_sorcerer_lord_metal_02_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_02			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319045		0	0	0
wh_main_art_set_chs_sorcerer_lord_metal_03_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_04			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319046		0	0	0
wh_main_art_set_chs_sorcerer_lord_metal_04_rebel	0	0		none	wh_main_uniform_chs_sorcerer_lord_campaign_03			wh_main_campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_staff_and_sword	cam_heavy_ship_04	cam_heavy_ship_04	2319047		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_beasts_01_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_01			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319048		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_beasts_02_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_02			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319049		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_beasts_03_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_03			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319050		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_beasts_04_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_04			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319051		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_beasts_05_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_05			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319052		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_dark_01_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_01			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319053		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_dark_02_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_02			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319054		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_dark_03_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_03			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319055		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_dark_04_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_04			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319056		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_dark_05_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_05			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319057		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_death_01_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_01			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319058		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_death_02_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_02			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319059		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_death_03_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_03			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319060		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_death_04_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_04			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319061		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_death_05_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_05			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319062		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_fire_01_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_01			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319063		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_fire_02_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_02			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319064		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_fire_03_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_03			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319065		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_fire_04_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_04			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319066		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_fire_05_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_05			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319067		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_shadow_01_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_01			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319068		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_shadow_02_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_02			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319069		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_shadow_03_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_03			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319070		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_shadow_04_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_04			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319071		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_shadow_05_rebel	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_05			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	2319072		0	0	0
wh2_main_art_set_def_black_ark_rebel	0	0		none	wh2_main_uniform_def_dreadlord_01			wh2_main_uniform_def_black_ark	wh2_main_uniform_def_black_ark	cam_lord_hu1d_elf_sword_crossbow	cam_black_ark_01	cam_black_ark_01	2319073		0	0	0
wh2_main_art_set_def_black_ark_lokhir_1_rebel	0	0		none	wh2_main_uniform_def_dreadlord_01			wh2_dlc11_campaign_def_ship_lokhir_01	wh2_main_uniform_def_black_ark	cam_lord_hu1d_elf_sword_crossbow	cam_black_ark_fellheart_01	cam_black_ark_fellheart_01	2319074		0	0	0
wh2_main_art_set_def_black_ark_lokhir_2_rebel	0	0		none	wh2_main_uniform_def_dreadlord_01			wh2_dlc11_campaign_def_ship_lokhir_02	wh2_main_uniform_def_black_ark	cam_lord_hu1d_elf_sword_crossbow	cam_black_ark_fellheart_01	cam_black_ark_fellheart_01	2319075		0	0	0
wh2_main_art_set_def_black_ark_lokhir_3_rebel	0	0		none	wh2_main_uniform_def_dreadlord_01			wh2_dlc11_campaign_def_ship_lokhir_03	wh2_main_uniform_def_black_ark	cam_lord_hu1d_elf_sword_crossbow	cam_black_ark_fellheart_01	cam_black_ark_fellheart_01	2319076		0	0	0
wh2_main_art_set_def_dreadlord_01_rebel	0	0		none	wh2_main_uniform_def_dreadlord_01			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1d_elf_sword_crossbow	cam_light_ship_05	cam_light_ship_05	2319077		0	0	0
wh2_main_art_set_def_dreadlord_02_rebel	0	0		none	wh2_main_uniform_def_dreadlord_02			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1d_elf_sword_crossbow	cam_light_ship_05	cam_light_ship_05	2319078		0	0	0
wh2_main_art_set_def_dreadlord_03_rebel	0	0		none	wh2_main_uniform_def_dreadlord_03			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1d_elf_sword_crossbow	cam_light_ship_05	cam_light_ship_05	2319079		0	0	0
wh2_main_art_set_def_dreadlord_fem_01_rebel	0	0		none	wh2_main_uniform_def_dreadlord_fem_01			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_sword_and_shield	cam_light_ship_05	cam_light_ship_05	2319080		0	0	0
wh2_main_art_set_def_dreadlord_fem_02_rebel	0	0		none	wh2_main_uniform_def_dreadlord_fem_02			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_sword_and_shield	cam_light_ship_05	cam_light_ship_05	2319081		0	0	0
wh2_main_art_set_def_dreadlord_fem_03_rebel	0	0		none	wh2_main_uniform_def_dreadlord_fem_03			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_sword_and_shield	cam_light_ship_05	cam_light_ship_05	2319082		0	0	0
wh_dlc06_art_set_grn_night_goblin_warboss_01_rebel	0	0		none	wh_dlc06_uniform_grn_night_goblin_warboss_01			wh_main_campaign_grn_ship_heavy	wh_main_campaign_grn_ship_heavy	cam_hu5_goblin_spear_and_shield	cam_heavy_ship_02	cam_heavy_ship_02	2319083		0	0	0
wh_dlc06_art_set_grn_night_goblin_warboss_02_rebel	0	0		none	wh_dlc06_uniform_grn_night_goblin_warboss_02			wh_main_campaign_grn_ship_heavy	wh_main_campaign_grn_ship_heavy	cam_hu5_goblin_spear_and_shield	cam_heavy_ship_02	cam_heavy_ship_02	2319084		0	0	0
wh_dlc06_art_set_grn_night_goblin_warboss_03_rebel	0	0		none	wh_dlc06_uniform_grn_night_goblin_warboss_03			wh_main_campaign_grn_ship_heavy	wh_main_campaign_grn_ship_heavy	cam_hu5_goblin_spear_and_shield	cam_heavy_ship_02	cam_heavy_ship_02	2319085		0	0	0
wh_dlc06_art_set_grn_night_goblin_warboss_04_rebel	0	0		none	wh_dlc06_uniform_grn_night_goblin_warboss_04			wh_main_campaign_grn_ship_heavy	wh_main_campaign_grn_ship_heavy	cam_hu5_goblin_spear_and_shield	cam_heavy_ship_02	cam_heavy_ship_02	2319086		0	0	0
