campaign_character_art_sets_tables	6
agent_type	art_set_id	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
general	wh2_main_art_set_def_dreadlord_fem_02_rebel				false	true	wh2_main_def_dreadlord_fem_rebel	1
general	wh2_main_art_set_def_dreadlord_fem_03_rebel				false	true	wh2_main_def_dreadlord_fem_rebel	1
general	wh_dlc06_art_set_grn_night_goblin_warboss_01_rebel				false	true	dlc06_grn_night_goblin_warboss_rebel	1
general	wh_dlc06_art_set_grn_night_goblin_warboss_02_rebel				false	true	dlc06_grn_night_goblin_warboss_rebel	1
general	wh_dlc06_art_set_grn_night_goblin_warboss_03_rebel				false	true	dlc06_grn_night_goblin_warboss_rebel	1
general	wh_dlc06_art_set_grn_night_goblin_warboss_04_rebel				false	true	dlc06_grn_night_goblin_warboss_rebel	1
general	wh_main_art_set_grn_goblin_great_shaman_01_rebel				false	true	grn_goblin_great_shaman_rebel	1.1
general	wh_main_art_set_grn_goblin_great_shaman_02_rebel				false	true	grn_goblin_great_shaman_rebel	1.1
general	wh_main_art_set_grn_goblin_great_shaman_03_rebel				false	true	grn_goblin_great_shaman_rebel	1.1
general	wh_main_art_set_grn_goblin_great_shaman_04_rebel				false	true	grn_goblin_great_shaman_rebel	1.1
general	wh_main_art_set_grn_goblin_great_shaman_05_rebel				false	true	grn_goblin_great_shaman_rebel	1.1
general	wh_main_art_set_grn_goblin_great_shaman_06_rebel				false	true	grn_goblin_great_shaman_rebel	1.1
general	wh_main_art_set_grn_orc_warboss_01_rebel				false	true	grn_orc_warboss_rebel	1
general	wh_main_art_set_grn_orc_warboss_02_rebel				false	true	grn_orc_warboss_rebel	1
general	wh_main_art_set_grn_orc_warboss_03_rebel				false	true	grn_orc_warboss_rebel	1
general	wh_main_art_set_grn_orc_warboss_04_rebel				false	true	grn_orc_warboss_rebel	1
general	wh_main_art_set_grn_orc_warboss_05_rebel				false	true	grn_orc_warboss_rebel	1
general	wh2_main_art_set_hef_prince_01_rebel				false	true	wh2_main_hef_prince_rebel	1
general	wh2_main_art_set_hef_prince_02_rebel				false	true	wh2_main_hef_prince_rebel	1
general	wh2_main_art_set_hef_prince_03_rebel				false	true	wh2_main_hef_prince_rebel	1
general	wh2_main_art_set_hef_prince_04_rebel				false	true	wh2_main_hef_prince_rebel	1
general	wh2_main_art_set_hef_princess_01_rebel				false	true	wh2_main_hef_princess_rebel	1
general	wh2_main_art_set_hef_princess_02_rebel				false	true	wh2_main_hef_princess_rebel	1
general	wh2_main_art_set_hef_princess_03_rebel				false	true	wh2_main_hef_princess_rebel	1
general	wh2_main_art_set_lzd_saurus_old_blood_01_rebel				false	true	wh2_main_lzd_saurus_old_blood_rebel	1
general	wh2_main_art_set_lzd_saurus_old_blood_02_rebel				false	true	wh2_main_lzd_saurus_old_blood_rebel	1
general	wh2_main_art_set_lzd_saurus_old_blood_03_rebel				false	true	wh2_main_lzd_saurus_old_blood_rebel	1
general	wh2_main_art_set_lzd_slann_mage_priest_01_rebel	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_slann_mage_priest_rebel	1
general	wh2_main_art_set_lzd_slann_mage_priest_02_rebel	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_slann_mage_priest_rebel	1
general	wh2_main_art_set_lzd_slann_mage_priest_03_rebel	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_slann_mage_priest_rebel	1
general	wh2_main_art_set_lzd_slann_mage_priest_04_rebel	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_slann_mage_priest_rebel	1
general	wh2_main_art_set_lzd_slann_mage_priest_05_rebel	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_slann_mage_priest_rebel	1
general	wh_main_art_set_nor_marauder_chieftain_01_rebel				false	true	nor_marauder_chieftain_rebel	1
general	wh_main_art_set_nor_marauder_chieftain_02_rebel				false	true	nor_marauder_chieftain_rebel	1
general	wh_main_art_set_nor_marauder_chieftain_03_rebel				false	true	nor_marauder_chieftain_rebel	1
general	wh_main_art_set_nor_marauder_chieftain_04_rebel				false	true	nor_marauder_chieftain_rebel	1
general	wh2_main_art_set_skv_grey_seer_plague_01_rebel	wh2_main_skv_skaven			false	true	wh2_main_skv_grey_seer_plague_rebel	1
general	wh2_main_art_set_skv_grey_seer_plague_02_rebel	wh2_main_skv_skaven			false	true	wh2_main_skv_grey_seer_plague_rebel	1
general	wh2_main_art_set_skv_grey_seer_plague_03_rebel	wh2_main_skv_skaven			false	true	wh2_main_skv_grey_seer_plague_rebel	1
general	wh2_main_art_set_skv_grey_seer_plague_04_rebel	wh2_main_skv_skaven			false	true	wh2_main_skv_grey_seer_plague_rebel	1
general	wh2_main_art_set_skv_grey_seer_ruin_01_rebel				false	true	wh2_main_skv_grey_seer_ruin_rebel	1
general	wh2_main_art_set_skv_grey_seer_ruin_02_rebel				false	true	wh2_main_skv_grey_seer_ruin_rebel	1
general	wh2_main_art_set_skv_grey_seer_ruin_03_rebel				false	true	wh2_main_skv_grey_seer_ruin_rebel	1
general	wh2_main_art_set_skv_grey_seer_ruin_04_rebel				false	true	wh2_main_skv_grey_seer_ruin_rebel	1
general	wh2_main_art_set_skv_warlord_01_rebel				false	true	wh2_main_skv_warlord_rebel	1
general	wh2_main_art_set_skv_warlord_02_rebel				false	true	wh2_main_skv_warlord_rebel	1
general	wh2_main_art_set_skv_warlord_03_rebel				false	true	wh2_main_skv_warlord_rebel	1
general	wh_dlc05_art_set_wef_ancient_treeman_rebel				false	true	dlc05_wef_ancient_treeman_rebel	0.5799999
general	wh_dlc05_art_set_wef_glade_lord_01_rebel				false	true	dlc05_wef_glade_lord_rebel	1
general	wh_dlc05_art_set_wef_glade_lord_02_rebel				false	true	dlc05_wef_glade_lord_rebel	1
general	wh_dlc05_art_set_wef_glade_lord_03_rebel				false	true	dlc05_wef_glade_lord_rebel	1
general	wh_dlc05_art_set_wef_glade_lord_04_rebel				false	true	dlc05_wef_glade_lord_rebel	1
general	wh_dlc05_art_set_wef_glade_lord_05_rebel				false	true	dlc05_wef_glade_lord_rebel	1
general	wh_dlc05_art_set_wef_glade_lord_fem_01_rebel				false	true	dlc05_wef_glade_lord_fem_rebel	1
general	wh_dlc05_art_set_wef_glade_lord_fem_02_rebel				false	true	dlc05_wef_glade_lord_fem_rebel	1
general	wh_dlc05_art_set_wef_glade_lord_fem_03_rebel				false	true	dlc05_wef_glade_lord_fem_rebel	1
general	wh_dlc05_art_set_wef_glade_lord_fem_04_rebel				false	true	dlc05_wef_glade_lord_fem_rebel	1
general	wh_dlc05_art_set_wef_glade_lord_fem_05_rebel				false	true	dlc05_wef_glade_lord_fem_rebel	1
general	wh_main_art_set_brt_lord_01_rebel				false	true	brt_lord_rebel	1
general	wh_main_art_set_brt_lord_02_rebel				false	true	brt_lord_rebel	1
general	wh_main_art_set_brt_lord_03_rebel				false	true	brt_lord_rebel	1
general	wh_main_art_set_brt_lord_04_rebel				false	true	brt_lord_rebel	1
general	wh_dlc07_art_set_brt_prophetess_beasts_01_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_beasts_rebel	1
general	wh_dlc07_art_set_brt_prophetess_beasts_02_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_beasts_rebel	1
general	wh_dlc07_art_set_brt_prophetess_beasts_03_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_beasts_rebel	1
general	wh_dlc07_art_set_brt_prophetess_beasts_04_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_beasts_rebel	1
general	wh_dlc07_art_set_brt_prophetess_heavens_01_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_heavens_rebel	1
general	wh_dlc07_art_set_brt_prophetess_heavens_02_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_heavens_rebel	1
general	wh_dlc07_art_set_brt_prophetess_heavens_03_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_heavens_rebel	1
general	wh_dlc07_art_set_brt_prophetess_heavens_04_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_heavens_rebel	1
general	wh_dlc07_art_set_brt_prophetess_life_01_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_life_rebel	1
general	wh_dlc07_art_set_brt_prophetess_life_02_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_life_rebel	1
general	wh_dlc07_art_set_brt_prophetess_life_03_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_life_rebel	1
general	wh_dlc07_art_set_brt_prophetess_life_04_rebel	wh_main_brt_bretonnia			false	true	dlc07_brt_prophetess_life_rebel	1
general	wh_dlc07_art_set_chs_sorcerer_lord_shadow_01_rebel		wh_main_sc_chs_chaos		false	true	dlc07_chs_sorcerer_lord_shadow_rebel	1
general	wh_dlc07_art_set_chs_sorcerer_lord_shadow_02_rebel		wh_main_sc_chs_chaos		false	true	dlc07_chs_sorcerer_lord_shadow_rebel	1
general	wh_dlc07_art_set_chs_sorcerer_lord_shadow_03_rebel		wh_main_sc_chs_chaos		false	true	dlc07_chs_sorcerer_lord_shadow_rebel	1
general	wh_dlc07_art_set_chs_sorcerer_lord_shadow_04_rebel		wh_main_sc_chs_chaos		false	true	dlc07_chs_sorcerer_lord_shadow_rebel	1
general	wh_dlc06_art_set_dwf_runelord_01_rebel	wh_main_dwf_dwarfs			false	true	dlc06_dwf_runelord_rebel	1
general	wh_dlc06_art_set_dwf_runelord_02_rebel	wh_main_dwf_dwarfs			false	true	dlc06_dwf_runelord_rebel	1
general	wh_dlc06_art_set_dwf_runelord_03_rebel	wh_main_dwf_dwarfs			false	true	dlc06_dwf_runelord_rebel	1
general	wh_dlc06_art_set_dwf_runelord_04_rebel	wh_main_dwf_dwarfs			false	true	dlc06_dwf_runelord_rebel	1
general	wh_main_art_set_dwf_lord_01_rebel				false	true	dwf_lord_rebel	1
general	wh_main_art_set_dwf_lord_02_rebel				false	true	dwf_lord_rebel	1
general	wh_main_art_set_dwf_lord_03_rebel				false	true	dwf_lord_rebel	1
general	wh_main_art_set_dwf_lord_04_rebel				false	true	dwf_lord_rebel	1
general	wh_main_art_set_dwf_lord_05_rebel				false	true	dwf_lord_rebel	1
general	wh_dlc04_art_set_emp_arch_lector_01_rebel	wh_main_emp_empire			false	true	dlc04_emp_arch_lector_rebel	1
general	wh_dlc04_art_set_emp_arch_lector_02_rebel	wh_main_emp_empire			false	true	dlc04_emp_arch_lector_rebel	1
general	wh_dlc04_art_set_emp_arch_lector_03_rebel	wh_main_emp_empire			false	true	dlc04_emp_arch_lector_rebel	1
general	wh_dlc04_art_set_emp_arch_lector_04_rebel	wh_main_emp_empire			false	true	dlc04_emp_arch_lector_rebel	1
general	wh_main_art_set_emp_general_01_rebel				false	true	emp_lord_rebel	1
general	wh_main_art_set_emp_general_02_rebel				false	true	emp_lord_rebel	1
general	wh_main_art_set_emp_general_03_rebel				false	true	emp_lord_rebel	1
general	wh_main_art_set_emp_general_04_rebel				false	true	emp_lord_rebel	1
general	wh_main_art_set_emp_general_05_rebel				false	true	emp_lord_rebel	1
general	wh_main_art_set_ksl_general_01_rebel	wh_main_emp_empire			false	true	ksl_lord_rebel	1
general	wh_main_art_set_ksl_general_02_rebel	wh_main_emp_empire			false	true	ksl_lord_rebel	1
general	wh_main_art_set_ksl_general_03_rebel	wh_main_emp_empire			false	true	ksl_lord_rebel	1
general	wh_main_art_set_ksl_general_04_rebel	wh_main_emp_empire			false	true	ksl_lord_rebel	1
general	wh_main_art_set_ksl_general_05_rebel	wh_main_emp_empire			false	true	ksl_lord_rebel	1
general	wh_main_art_set_teb_general_01_rebel	wh_main_emp_empire			false	true	teb_lord_rebel	1
general	wh_main_art_set_teb_general_02_rebel	wh_main_emp_empire			false	true	teb_lord_rebel	1
general	wh_main_art_set_teb_general_03_rebel	wh_main_emp_empire			false	true	teb_lord_rebel	1
general	wh_main_art_set_teb_general_04_rebel	wh_main_emp_empire			false	true	teb_lord_rebel	1
general	wh_main_art_set_teb_general_05_rebel	wh_main_emp_empire			false	true	teb_lord_rebel	1
general	wh_dlc04_art_set_vmp_strigoi_ghoul_king_01_rebel				false	true	dlc04_vmp_strigoi_ghoul_king_rebel	1
general	wh_dlc04_art_set_vmp_strigoi_ghoul_king_02_rebel				false	true	dlc04_vmp_strigoi_ghoul_king_rebel	1
general	wh_dlc04_art_set_vmp_strigoi_ghoul_king_03_rebel				false	true	dlc04_vmp_strigoi_ghoul_king_rebel	1
general	wh_main_art_set_vmp_lord_01_rebel				false	true	vmp_lord_rebel	1
general	wh_main_art_set_vmp_lord_02_rebel				false	true	vmp_lord_rebel	1
general	wh_main_art_set_vmp_lord_03_rebel				false	true	vmp_lord_rebel	1
general	wh_main_art_set_vmp_lord_04_rebel				false	true	vmp_lord_rebel	1
general	wh_main_art_set_vmp_lord_05_rebel				false	true	vmp_lord_rebel	1
general	wh_main_art_set_vmp_master_necromancer_01_rebel				false	true	vmp_master_necromancer_rebel	1
general	wh_main_art_set_vmp_master_necromancer_02_rebel				false	true	vmp_master_necromancer_rebel	1
general	wh_main_art_set_vmp_master_necromancer_03_rebel				false	true	vmp_master_necromancer_rebel	1
general	wh_main_art_set_vmp_master_necromancer_04_rebel				false	true	vmp_master_necromancer_rebel	1
general	wh2_dlc11_art_set_vmp_bloodline_blood_dragon_01_rebel	wh_main_vmp_vampire_counts			false	true	wh2_dlc11_vmp_bloodline_blood_dragon_rebel	1
general	wh2_dlc11_art_set_vmp_bloodline_lahmian_01_rebel	wh_main_vmp_vampire_counts			false	true	wh2_dlc11_vmp_bloodline_lahmian_rebel	1
general	wh2_dlc11_art_set_vmp_bloodline_necrarch_01_rebel	wh_main_vmp_vampire_counts			false	true	wh2_dlc11_vmp_bloodline_necrarch_rebel	1
general	wh2_dlc11_art_set_vmp_bloodline_strigoi_01_rebel	wh_main_vmp_vampire_counts			false	true	wh2_dlc11_vmp_bloodline_strigoi_rebel	1
general	wh2_dlc11_art_set_vmp_bloodline_von_carstein_01_rebel	wh_main_vmp_vampire_counts			false	true	wh2_dlc11_vmp_bloodline_von_carstein_rebel	1
