character_traits_tables	2
key	no_going_back_level	hidden	precedence	icon	ui_priority	pre_battle_speech_parameter
wh2_dlc09_skill_innate_tmb_trustworthy	1	false	1	tomb_kings	1	
wh2_dlc09_skill_innate_tmb_ushabti_carver	1	false	1	tomb_kings	1	
wh2_dlc09_skill_innate_tmb_wise	1	false	1	tomb_kings	1	
wh2_dlc09_skill_innate_tmb_wrathful	1	false	1	tomb_kings	1	
wh2_dlc10_skill_innate_def_hellebron	1	false	1	dark_elves	1	
wh2_dlc10_skill_innate_hef_alarielle	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_alith_anar	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_army_0_amateurish	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_army_0_disfavoured	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_army_0_flat_footed	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_army_0_inhibited	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_army_0_intolerable	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_army_3_resistant	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_army_7_crushing	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_army_7_honed	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_army_7_incendiary	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_battle_3_hale_and_hearty	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_battle_3_primed	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_battle_3_spry	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_battle_7_resilient	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_battle_7_vigorous	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_divisive	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_frigid	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_incompetent	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_0_meddler	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_advocate	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_attentive	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_healer	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_prudent	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_3_thinker	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_entrepreneur	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_fecund	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_genius	1	false	1	high_elves	1	
wh2_dlc10_skill_innate_hef_handmaiden_campaign_7_medic	1	false	1	high_elves	1	
wh2_dlc11_skill_cst_innate_admiral_tech_01	1	false	1	vampire_coast	1	
wh2_dlc11_skill_cst_innate_admiral_tech_02	1	false	1	vampire_coast	1	
wh2_dlc11_skill_cst_innate_admiral_tech_03	1	false	1	vampire_coast	1	
wh2_dlc11_skill_cst_innate_admiral_tech_04	1	false	1	vampire_coast	1	
wh2_dlc11_skill_innate_cst_aranessa	1	false	1	vampire_coast	1	
wh2_dlc11_skill_innate_cst_arsonist	1	false	1	physical	1	
wh2_dlc11_skill_innate_cst_cylostra	1	false	1	vampire_coast	1	
wh2_dlc11_skill_innate_cst_damned_paladin	1	false	1	vampire_coast	1	
wh2_dlc11_skill_innate_cst_harkon	1	false	1	vampire_coast	1	
wh2_dlc11_skill_innate_cst_looter	1	false	1	physical	1	
wh2_dlc11_skill_innate_cst_murderer	1	false	1	physical	1	
wh2_dlc11_skill_innate_cst_noctilus	1	false	1	vampire_coast	1	
wh2_dlc11_skill_innate_cst_ringleader	1	false	1	navy	1	
wh2_dlc11_skill_innate_cst_schemer	1	false	1	navy	1	
wh2_dlc11_skill_innate_cst_smuggler	1	false	1	navy	1	
wh2_dlc11_skill_innate_def_lokhir	1	false	1	dark_elves	1	
wh2_main_skill_innate_all_aggressive	1	false	1	personality	1	
wh2_main_skill_innate_all_confident	1	false	1	personality	1	
wh2_main_skill_innate_all_cunning	1	false	1	personality	1	
wh2_main_skill_innate_all_determined	1	false	1	personality	1	
wh2_main_skill_innate_all_disciplined	1	false	1	personality	1	
wh2_main_skill_innate_all_fleet_footed	1	false	1	personality	1	
wh2_main_skill_innate_all_intelligent	1	false	1	personality	1	
wh2_main_skill_innate_all_knowledgeable	1	false	1	personality	1	
wh2_main_skill_innate_all_perceptive	1	false	1	personality	1	
wh2_main_skill_innate_all_strategist	1	false	1	personality	1	
wh2_main_skill_innate_all_strong	1	false	1	personality	1	
wh2_main_skill_innate_all_tactician	1	false	1	personality	1	
wh2_main_skill_innate_all_tough	1	false	1	personality	1	
wh2_main_skill_innate_all_weapon_master	1	false	1	personality	1	
wh2_main_skill_innate_bst_booze_cravings	1	false	1	beastmen	1	
wh2_main_skill_innate_bst_khornes_fury	1	false	1	beastmen	1	
wh2_main_skill_innate_bst_nurgles_foul_stink	1	false	1	beastmen	1	
wh2_main_skill_innate_bst_torment_utterances	1	false	1	beastmen	1	
wh2_main_skill_innate_bst_unsated_bloodthirst	1	false	1	beastmen	1	
wh2_main_skill_innate_chs_diabolic_spendour	1	false	1	chaos	1	
wh2_main_skill_innate_chs_dominance	1	false	1	chaos	1	
wh2_main_skill_innate_def_cruel	1	false	1	dark_elves	1	
wh2_main_skill_innate_def_malekith	1	false	1	dark_elves	1	
wh2_main_skill_innate_def_malevolent	1	false	1	dark_elves	1	
wh2_main_skill_innate_def_malicious	1	false	1	dark_elves	1	
wh2_main_skill_innate_def_morathi	1	false	1	dark_elves	1	
wh2_main_skill_innate_def_spiteful	1	false	1	dark_elves	1	
wh2_main_skill_innate_def_vicious	1	false	1	dark_elves	1	
wh2_main_skill_innate_dwf_ancestral_blood_grimnir	1	false	1	dwarf	1	
wh2_main_skill_innate_dwf_ancestral_blood_grungni	1	false	1	dwarf	1	
wh2_main_skill_innate_dwf_ancestral_blood_valaya	1	false	1	dwarf	1	
wh2_main_skill_innate_emp_imperious	1	false	1	human	1	
wh2_main_skill_innate_emp_monster_hunter	1	false	1	human	1	
wh2_main_skill_innate_emp_monster_tracker	1	false	1	human	1	
wh2_main_skill_innate_emp_noble	1	false	1	human	1	
wh2_main_skill_innate_emp_regal	1	false	1	human	1	
wh2_main_skill_innate_grn_big_bully	1	false	1	greenskin	1	
wh2_main_skill_innate_grn_bragga	1	false	1	greenskin	1	
wh2_main_skill_innate_grn_mushroom_addicted	1	false	1	greenskin	1	
wh2_main_skill_innate_grn_serial_danca	1	false	1	greenskin	1	
wh2_main_skill_innate_grn_tortura	1	false	1	greenskin	1	
wh2_main_skill_innate_hef_alastar_the_white_lion	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_army_0_disfavoured	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_army_0_flat_footed	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_army_0_shivery	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_army_3_fit	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_army_3_stimulated	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_army_3_well_known	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_army_7_athletic	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_army_7_bladelord	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_army_7_exhilerated	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_battle_0_feeble	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_battle_0_mooncalf	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_battle_0_squishy	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_battle_3_elusive	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_battle_3_fortuitous	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_battle_3_primed	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_battle_7_conductor	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_battle_7_protected	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_battle_7_resilient	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_campaign_0_deviant	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_campaign_0_frigid	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_campaign_0_rebel	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_campaign_3_advocate	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_campaign_3_fruitful	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_campaign_3_healer	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_campaign_7_disciple	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_campaign_7_fecund	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_loremaster_campaign_7_medic	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_army_0_flustered	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_army_0_inhibited	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_army_0_wet	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_army_3_dampener	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_army_3_flammable	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_army_3_resistant	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_army_7_incendiary	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_army_7_negator	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_army_7_protective	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_battle_0_enervated	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_battle_0_peaky	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_battle_0_uni_ped	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_battle_3_fortuitous	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_battle_3_primed	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_battle_3_spry	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_battle_7_conductor	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_battle_7_limber	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_battle_7_protected	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_campaign_0_incompetent	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_campaign_0_luddite	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_campaign_0_meddler	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_campaign_3_builder	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_campaign_3_dealer	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_campaign_3_thinker	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_campaign_7_administrator	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_campaign_7_entrepreneur	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_mage_campaign_7_genius	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_army_0_amateurish	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_army_0_intolerable	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_army_0_petrified	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_army_3_motivator	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_army_3_percussive	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_army_3_practiced	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_army_7_crushing	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_army_7_dynamo	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_army_7_honed	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_battle_0_pale_and_wan	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_battle_0_pigeon_chested	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_battle_0_squishy	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_battle_3_elusive	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_battle_3_hale_and_hearty	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_battle_3_trained	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_battle_7_dangerous	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_battle_7_resilient	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_battle_7_vigorous	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_campaign_0_divisive	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_campaign_0_inattentive	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_campaign_0_profligate	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_campaign_3_attentive	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_campaign_3_conciliatory	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_campaign_3_prudent	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_campaign_7_conscientious	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_campaign_7_emollient	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_noble_campaign_7_frugal	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_army_0_fay	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_army_0_ill_prepared	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_army_0_scornful	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_army_3_competent	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_army_3_respectful	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_army_3_strong_willed	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_army_7_doctrinal	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_army_7_dragon_willed	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_army_7_resistant	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_battle_0_pale_and_wan	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_battle_0_pigeon_chested	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_battle_0_squishy	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_battle_3_elusive	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_battle_3_hale_and_hearty	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_battle_3_trained	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_battle_7_dangerous	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_battle_7_resilient	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_battle_7_vigorous	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_campaign_0_birdbrained	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_campaign_0_disorganised	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_campaign_0_wasteful	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_campaign_3_observant	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_campaign_3_organised	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_campaign_3_unsentimental	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_campaign_7_adept	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_campaign_7_avaricious	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_prince_campaign_7_efficient	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_army_0_indolent	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_army_0_poltroon	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_army_0_soft_hearted	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_army_3_brisk	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_army_3_resolute	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_army_3_retaliatory	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_army_7_dashing	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_army_7_energetic	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_army_7_punitive	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_battle_0_feeble	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_battle_0_inaccurate	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_battle_0_unfortunate	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_battle_3_accurate	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_battle_3_fortuitous	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_battle_3_well_founded	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_battle_7_charmed	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_battle_7_hawk_eyed	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_battle_7_strong	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_campaign_0_dullard	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_campaign_0_slovenly	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_campaign_0_tardy	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_campaign_3_careful	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_campaign_3_example	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_campaign_3_keen	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_campaign_7_ardent	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_campaign_7_exemplar	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_princess_campaign_7_vigilant	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_teclis_agent_1	1	false	1	character_magic	1	
wh2_main_skill_innate_hef_teclis_preeminent_mage	1	false	1	high_elves	1	
wh2_main_skill_innate_hef_tyrion_great_warrior	1	false	1	high_elves	1	
wh2_main_skill_innate_lzd_arrogant	1	false	1	lizardmen	1	
wh2_main_skill_innate_lzd_humble	1	false	1	lizardmen	1	
wh2_main_skill_innate_lzd_kroq_gar	1	false	1	lizardmen	1	
wh2_main_skill_innate_lzd_mazdamundi_venerated	1	false	1	lizardmen	1	
wh2_main_skill_innate_lzd_pompous	1	false	1	lizardmen	1	
wh2_main_skill_innate_lzd_uncompromising	1	false	1	lizardmen	1	
wh2_main_skill_innate_skv_queek_gnawdwells_right_claw	1	false	1	skaven	1	
wh2_main_skill_innate_skv_sharp_claws	1	false	1	skaven	1	
wh2_main_skill_innate_skv_sharp_teeth	1	false	1	skaven	1	
wh2_main_skill_innate_skv_skrolk_plaguelord	1	false	1	skaven	1	
wh2_main_skill_innate_skv_sneaky	1	false	1	skaven	1	
wh2_main_skill_innate_skv_warpstone_hoarder	1	false	1	skaven	1	
wh2_main_skill_innate_vmp_dark_majesty	1	false	1	vampire_counts	1	
wh2_main_skill_innate_vmp_devious	1	false	1	vampire_counts	1	
wh2_main_skill_innate_vmp_dread_incarnate	1	false	1	vampire_counts	1	
wh2_main_skill_innate_vmp_lore_keeper	1	false	1	vampire_counts	1	
wh2_main_skill_innate_vmp_master_of_the_black_arts	1	false	1	vampire_counts	1	
wh2_main_skill_innate_wef_ariels_chosen	1	false	1	wood_elf	1	
wh2_main_skill_innate_wef_talon_of_kurnous	1	false	1	wood_elf	1	
wh_dlc03_skill_innate_bst_khazrak_the_one_eye	1	false	1	beastmen	1	
wh_dlc03_skill_innate_bst_malagor	1	false	1	beastmen	1	
wh_dlc03_skill_innate_bst_morghur_shadowgave	1	false	1	beastmen	1	
wh_dlc04_skill_innate_emp_volkmar_the_grim	1	false	1	human	1	
wh_dlc04_skill_innate_vmp_helman_ghorst	1	false	1	vampire_counts	1	
wh_dlc04_skill_innate_vmp_vlad_von_carstein	1	false	1	vampire_counts	1	
wh_dlc05_skill_innate_wef_ariels_chosen	1	false	1	wood_elf	1	
wh_dlc05_skill_innate_wef_durthu	1	false	1	wood_elf	1	
wh_dlc05_skill_innate_wef_orion	1	false	1	wood_elf	1	
wh_dlc05_skill_innate_wef_talon_of_kurnous	1	false	1	wood_elf	1	
wh_dlc06_skill_innate_dwf_belegar	1	false	1	dwarf	1	
wh_dlc06_skill_innate_grn_skarsnik	1	false	1	greenskin	1	
wh_dlc06_skill_innate_grn_wurrzag	1	false	1	greenskin	1	
wh_dlc06_skill_node_dwf_ghost_1_champion_innate_dummy	1	false	1	military	1	
wh_dlc07_brt_skill_innate_all_honourable	1	false	1	personality	1	
wh_dlc07_brt_skill_innate_all_intelligent	1	false	1	personality	1	
wh_dlc07_brt_skill_innate_all_magnanimous	1	false	1	personality	1	
wh_dlc07_brt_skill_innate_all_melancholic	1	false	1	personality	1	
wh_dlc07_brt_skill_innate_all_phlegmatic	1	false	1	personality	1	
wh_dlc07_brt_skill_innate_all_sanguine	1	false	1	personality	1	
wh_dlc07_brt_skill_innate_all_uncompromising	1	false	1	personality	1	
wh_dlc07_skill_brt_innate_fay_enchantress	1	false	1	bretonnia	1	
wh_dlc08_skill_innate_nor_throgg	1	false	1	norsca	1	
wh_dlc08_skill_innate_nor_wulfrik	1	false	1	norsca	1	
wh_main_skill_innate_all_arrogant	1	false	1	personality	1	
wh_main_skill_innate_all_blind	1	false	1	physical	1	
wh_main_skill_innate_all_blood_feud	1	false	1	military	1	
wh_main_skill_innate_all_boring	1	false	1	personality	1	
wh_main_skill_innate_all_charismatic	1	false	1	personality	1	
wh_main_skill_innate_all_choleric	1	false	1	personality	1	
wh_main_skill_innate_all_clumsy	1	false	1	personality	1	
wh_main_skill_innate_all_deformed	1	false	1	physical	1	
wh_main_skill_innate_all_easily_deceived	1	false	1	personality	1	
wh_main_skill_innate_all_easily_distracted	1	false	1	personality	1	
wh_main_skill_innate_all_easily_trapped	1	false	1	personality	1	
wh_main_skill_innate_all_handsome	1	false	1	physical	1	
wh_main_skill_innate_all_honourable	1	false	1	personality	1	
wh_main_skill_innate_all_humble	1	false	1	personality	1	
wh_main_skill_innate_all_intelligent	1	false	1	personality	1	
wh_main_skill_innate_all_irresolute	1	false	1	personality	1	
wh_main_skill_innate_all_magnanimous	1	false	1	personality	1	
wh_main_skill_innate_all_maimed_arm	1	false	1	physical	1	
wh_main_skill_innate_all_maimed_leg	1	false	1	physical	1	
wh_main_skill_innate_all_melancholic	1	false	1	personality	1	
wh_main_skill_innate_all_military_heritage	1	false	1	military	1	
wh_main_skill_innate_all_phlegmatic	1	false	1	personality	1	
wh_main_skill_innate_all_sanguine	1	false	1	personality	1	
wh_main_skill_innate_all_scar_disfiguring	1	false	1	physical	1	
wh_main_skill_innate_all_scar_distinguishing	1	false	1	physical	1	
wh_main_skill_innate_all_sneaky	1	false	1	personality	1	
wh_main_skill_innate_all_spurned	1	false	1	personality	1	
wh_main_skill_innate_all_stupid	1	false	1	personality	1	
wh_main_skill_innate_all_ugly	1	false	1	physical	1	
wh_main_skill_innate_all_uncompromising	1	false	1	personality	1	
wh_main_skill_innate_brt_louen_leoncouer	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_audacity	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_confidence	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_discipline	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_duty	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_heroism	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_ideal	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_impetuous_knight	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_joust	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_knightly_temper	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_noble_disdain	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_penitent	1	false	1	bretonnia	1	
wh_main_skill_innate_brt_virtue_stoicism	1	false	1	bretonnia	1	
wh_main_skill_innate_chs_archaon_the_everchosen	1	false	1	chaos	1	
wh_main_skill_innate_chs_diabolic_spendour	1	false	1	chaos	1	
wh_main_skill_innate_chs_dominance	1	false	1	chaos	1	
wh_main_skill_innate_chs_kholek_suneater	1	false	1	chaos	1	
wh_main_skill_innate_chs_prince_sigvald_the_magnificent	1	false	1	chaos	1	
wh_main_skill_innate_dwf_ancestral_blood_grimnir	1	false	1	dwarf	1	
wh_main_skill_innate_dwf_ancestral_blood_grungni	1	false	1	dwarf	1	
wh_main_skill_innate_dwf_ancestral_blood_valaya	1	false	1	dwarf	1	
wh_main_skill_innate_dwf_axe_envy	1	false	1	dwarf	1	
wh_main_skill_innate_dwf_thorgrim_grudgebearer	1	false	1	dwarf	1	
wh_main_skill_innate_dwf_ungrim_ironfist	1	false	1	dwarf	1	
wh_main_skill_innate_emp_balthasar_gelt	1	false	1	human	1	
