technologies_tables	5
key	building_level	position_index	icon_name	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military
tech_cst_admirals_01	wh_main_chs_port	1	tech_cst_admirals_01	0	0	0	0	false	false	"placeholder.tga"	1191406395	false	false	true
tech_cst_admirals_02	wh_main_chs_port	1	tech_cst_admirals_02	0	0	0	0	false	false	"placeholder.tga"	207463884	false	false	true
tech_cst_admirals_03	wh_main_chs_port	1	tech_cst_admirals_03	0	0	0	0	false	false	"placeholder.tga"	1627507917	false	false	true
tech_cst_admirals_04	wh_main_chs_port	1	tech_cst_admirals_04	0	0	0	0	false	false	"placeholder.tga"	1090984303	false	false	true
tech_cst_command_00	wh_main_chs_port	1	tech_cst_command_00	0	0	0	0	false	false	"placeholder.tga"	1923339512	false	false	true
tech_cst_command_01	wh_main_chs_port	1	tech_cst_command_01	0	0	0	0	false	false	"placeholder.tga"	534839564	false	false	true
tech_cst_command_02	wh_main_chs_port	1	tech_cst_command_02	0	0	0	0	false	false	"placeholder.tga"	309703532	false	false	true
tech_cst_command_03	wh_main_chs_port	1	tech_cst_command_03	0	0	0	0	false	false	"placeholder.tga"	2063463106	false	false	true
tech_cst_command_04	wh_main_chs_port	1	tech_cst_command_04	0	0	0	0	false	false	"placeholder.tga"	114812244	false	false	true
tech_cst_command_05	wh_main_chs_port	1	tech_cst_command_05	0	0	0	0	false	false	"placeholder.tga"	832817161	false	false	true
tech_cst_command_06	wh_main_chs_port	1	tech_cst_command_06	0	0	0	0	false	false	"placeholder.tga"	2147178856	false	false	true
tech_cst_command_07	wh_main_chs_port	1	tech_cst_command_07	0	0	0	0	false	false	"placeholder.tga"	1392689105	false	false	true
tech_cst_command_08	wh_main_chs_port	1	tech_cst_command_08	0	0	0	0	false	false	"placeholder.tga"	1271225611	false	false	true
tech_cst_command_09	wh_main_chs_port	1	tech_cst_command_09	0	0	0	0	false	false	"placeholder.tga"	1489721056	false	false	true
tech_cst_command_10	wh_main_chs_port	1	tech_cst_command_10	0	0	0	0	false	false	"placeholder.tga"	180933989	false	false	true
tech_cst_command_11	wh_main_chs_port	1	tech_cst_command_11	0	0	0	0	false	false	"placeholder.tga"	691415884	false	false	true
tech_cst_command_12	wh_main_chs_port	1	tech_cst_command_12	0	0	0	0	false	false	"placeholder.tga"	482715786	false	false	true
tech_cst_firearms_00	wh_main_chs_port	1	tech_cst_firearms_00	0	0	0	0	false	false	"placeholder.tga"	246095551	false	false	true
tech_cst_firearms_01	wh_main_chs_port	1	tech_cst_firearms_01	0	0	0	0	false	false	"placeholder.tga"	193659439	false	false	true
tech_cst_firearms_02	wh_main_chs_port	1	tech_cst_firearms_02	0	0	0	0	false	false	"placeholder.tga"	1213713750	false	false	true
tech_cst_firearms_03	wh_main_chs_port	1	tech_cst_firearms_03	0	0	0	0	false	false	"placeholder.tga"	425161117	false	false	true
tech_cst_firearms_04	wh_main_chs_port	1	tech_cst_firearms_04	0	0	0	0	false	false	"placeholder.tga"	1296853644	false	false	true
tech_cst_firearms_05	wh_main_chs_port	1	tech_cst_firearms_05	0	0	0	0	false	false	"placeholder.tga"	412560272	false	false	true
tech_cst_firearms_06	wh_main_chs_port	1	tech_cst_firearms_06	0	0	0	0	false	false	"placeholder.tga"	1846414750	false	false	true
tech_cst_firearms_07	wh_main_chs_port	1	tech_cst_firearms_07	0	0	0	0	false	false	"placeholder.tga"	895087949	false	false	true
tech_cst_firearms_08	wh_main_chs_port	1	tech_cst_firearms_08	0	0	0	0	false	false	"placeholder.tga"	578745218	false	false	true
tech_cst_firearms_09	wh_main_chs_port	1	tech_cst_firearms_09	0	0	0	0	false	false	"placeholder.tga"	681702433	false	false	true
tech_cst_piracy_00	wh_main_chs_port	1	tech_cst_admirals_00	0	0	0	0	false	false	"placeholder.tga"	1170046652	false	false	true
tech_cst_piracy_01	wh_main_chs_port	1	tech_cst_piracy_01	0	0	0	0	false	false	"placeholder.tga"	916149691	false	false	true
tech_cst_piracy_02	wh_main_chs_port	1	tech_cst_piracy_02	0	0	0	0	false	false	"placeholder.tga"	1054510064	false	false	true
tech_cst_piracy_03	wh_main_chs_port	1	tech_cst_piracy_03	0	0	0	0	false	false	"placeholder.tga"	18762142	false	false	true
tech_cst_piracy_04	wh_main_chs_port	1	tech_cst_piracy_04	0	0	0	0	false	false	"placeholder.tga"	1452313719	false	false	true
tech_cst_piracy_05	wh_main_chs_port	1	tech_cst_piracy_05	0	0	0	0	false	false	"placeholder.tga"	251813607	false	false	true
tech_cst_piracy_06	wh_main_chs_port	1	tech_cst_piracy_06	0	0	0	0	false	false	"placeholder.tga"	1533032912	false	false	true
tech_cst_piracy_07	wh_main_chs_port	1	tech_cst_piracy_07	0	0	0	0	false	false	"placeholder.tga"	1887309320	false	false	true
tech_cst_piracy_08	wh_main_chs_port	1	tech_cst_piracy_08	0	0	0	0	false	false	"placeholder.tga"	644596593	false	false	true
tech_cst_piracy_09	wh_main_chs_port	1	tech_cst_piracy_09	0	0	0	0	false	false	"placeholder.tga"	96212076	false	false	true
tech_cst_piracy_10	wh_main_chs_port	1	tech_cst_piracy_10	0	0	0	0	false	false	"placeholder.tga"	367838715	false	false	true
tech_cst_piracy_11	wh_main_chs_port	1	tech_cst_piracy_11	0	0	0	0	false	false	"placeholder.tga"	638977792	false	false	true
tech_cst_piracy_12	wh_main_chs_port	1	tech_cst_piracy_12	0	0	0	0	false	false	"placeholder.tga"	1652273898	false	false	true
tech_cst_piracy_13	wh_main_chs_port	1	tech_cst_piracy_13	0	0	0	0	false	false	"placeholder.tga"	1630614518	false	false	true
tech_cst_piracy_14	wh_main_chs_port	1	tech_cst_piracy_14	0	0	0	0	false	false	"placeholder.tga"	1436425029	false	false	true
tech_cst_piracy_15	wh_main_chs_port	1	tech_cst_piracy_15	0	0	0	0	false	false	"placeholder.tga"	1256287485	false	false	true
tech_cst_vampiric_00	wh_main_chs_port	1	tech_cst_vampiric_00	0	0	0	0	false	false	"placeholder.tga"	728080495	false	false	true
tech_cst_vampiric_01	wh_main_chs_port	1	tech_cst_vampiric_01	0	0	0	0	false	false	"placeholder.tga"	236773083	false	false	true
tech_cst_vampiric_02	wh_main_chs_port	1	tech_cst_vampiric_02	0	0	0	0	false	false	"placeholder.tga"	479303796	false	false	true
tech_cst_vampiric_03	wh_main_chs_port	1	tech_cst_vampiric_03	0	0	0	0	false	false	"placeholder.tga"	1291183767	false	false	true
tech_cst_vampiric_04	wh_main_chs_port	1	tech_cst_vampiric_04	0	0	0	0	false	false	"placeholder.tga"	1374957461	false	false	true
tech_cst_vampiric_05	wh_main_chs_port	1	tech_cst_vampiric_05	0	0	0	0	false	false	"placeholder.tga"	26750802	false	false	true
tech_cst_vampiric_06	wh_main_chs_port	1	tech_cst_vampiric_06	0	0	0	0	false	false	"placeholder.tga"	1959194819	false	false	true
tech_cst_vampiric_07	wh_main_chs_port	1	tech_cst_vampiric_07	0	0	0	0	false	false	"placeholder.tga"	236557658	false	false	true
tech_cst_vampiric_08	wh_main_chs_port	1	tech_cst_vampiric_08	0	0	0	0	false	false	"placeholder.tga"	1690486531	false	false	true
tech_cst_vampiric_09	wh_main_chs_port	1	tech_cst_vampiric_09	0	0	0	0	false	false	"placeholder.tga"	580381274	false	false	true
tech_cst_vampiric_10	wh_main_chs_port	1	tech_cst_vampiric_10	0	0	0	0	false	false	"placeholder.tga"	1794394691	false	false	true
tech_cst_vampiric_11	wh_main_chs_port	1	tech_cst_vampiric_11	0	0	0	0	false	false	"placeholder.tga"	1661901065	false	false	true
tech_cst_vampiric_12	wh_main_chs_port	1	tech_cst_vampiric_12	0	0	0	0	false	false	"placeholder.tga"	996630071	false	false	true
tech_def_0_0_0	wh_main_chs_port	1	wh2_def_tech_upgrade_0	0	0	0	0	false	false	"placeholder.tga"	8151	false	false	true
tech_def_0_1_0	wh_main_chs_port	1	wh2_def_tech_driven_by_vengeance	0	0	0	0	false	false	"placeholder.tga"	7794	false	false	true
tech_def_0_1_1	wh_main_chs_port	1	wh2_def_tech_marching_to_war	0	0	0	0	false	false	"placeholder.tga"	7795	false	false	true
tech_def_0_1_2	wh_main_chs_port	1	wh2_def_tech_martial_society	0	0	0	0	false	false	"placeholder.tga"	7801	false	false	true
tech_def_0_1_3	wh_main_chs_port	1	wh2_def_tech_ascend_through_battle	0	0	0	0	false	false	"placeholder.tga"	7805	false	false	true
tech_def_0_2_0	wh_main_chs_port	1	wh2_def_tech_fuelled_by_ravaging	0	0	0	0	false	false	"placeholder.tga"	7809	false	false	true
tech_def_0_2_1	wh_main_chs_port	1	wh2_def_tech_piracy_charters	0	0	0	0	false	false	"placeholder.tga"	7817	false	false	true
tech_def_0_2_2	wh_main_chs_port	1	wh2_def_tech_sea_training	0	0	0	0	false	false	"placeholder.tga"	7826	false	false	true
tech_def_0_2_3	wh_main_chs_port	1	wh2_def_tech_bloodthirsty_companions	0	0	0	0	false	false	"placeholder.tga"	7836	false	false	true
tech_def_0_3_0	wh_main_chs_port	1	wh2_def_tech_founded_on_tyranny	0	0	0	0	false	false	"placeholder.tga"	7845	false	false	true
tech_def_0_3_1	wh_main_chs_port	1	wh2_def_tech_revel_in_suffering	0	0	0	0	false	false	"placeholder.tga"	7852	false	false	true
tech_def_0_3_2	wh_main_chs_port	1	wh2_def_tech_continuous_slave_supply	0	0	0	0	false	false	"placeholder.tga"	7855	false	false	true
tech_def_0_3_3	wh_main_chs_port	1	wh2_def_tech_exploit_feuds	0	0	0	0	false	false	"placeholder.tga"	7857	false	false	true
tech_def_1_0_0	wh_main_chs_port	1	wh2_def_tech_upgrade_0	0	0	0	0	false	false	"placeholder.tga"	7867	false	false	true
tech_def_1_1_0	wh_main_chs_port	1	wh2_def_tech_forged_to_kill	0	0	0	0	false	false	"placeholder.tga"	7868	false	false	true
tech_def_1_1_1	wh_main_chs_port	1	wh2_def_tech_crossbow_reworking	0	0	0	0	false	false	"placeholder.tga"	7873	false	false	true
tech_def_1_1_2	wh_main_chs_port	1	wh2_def_tech_hit_and_run	0	0	0	0	false	false	"placeholder.tga"	7881	false	false	true
tech_def_1_1_3	wh_main_chs_port	1	wh2_def_tech_cartridged_bolts	0	0	0	0	false	false	"placeholder.tga"	7891	false	false	true
tech_def_1_2_0	wh_main_chs_port	1	wh2_def_tech_broken_by_lashes	0	0	0	0	false	false	"placeholder.tga"	7898	false	false	true
tech_def_1_2_1	wh_main_chs_port	1	wh2_def_tech_sadistic_handlers	0	0	0	0	false	false	"placeholder.tga"	7899	false	false	true
tech_def_1_2_2	wh_main_chs_port	1	wh2_def_tech_dominating_the_beast	0	0	0	0	false	false	"placeholder.tga"	7905	false	false	true
tech_def_1_2_3	wh_main_chs_port	1	wh2_def_tech_never_see_daylight_again	0	0	0	0	false	false	"placeholder.tga"	7909	false	false	true
tech_def_1_3_0	wh_main_chs_port	1	wh2_def_tech_tempered_in_blood	0	0	0	0	false	false	"placeholder.tga"	7918	false	false	true
tech_def_1_3_1	wh_main_chs_port	1	wh2_def_tech_temple_training_grounds	0	0	0	0	false	false	"placeholder.tga"	7920	false	false	true
tech_def_1_3_2	wh_main_chs_port	1	wh2_def_tech_purge_the_weak	0	0	0	0	false	false	"placeholder.tga"	7926	false	false	true
tech_def_1_3_3	wh_main_chs_port	1	wh2_def_tech_festivals_of_khaine	0	0	0	0	false	false	"placeholder.tga"	7935	false	false	true
tech_def_1_3_3_slaanesh	wh_main_chs_port	1	wh2_def_tech_festivals_of_khaine	0	0	0	0	false	false	"placeholder.tga"	8445	false	false	true
tech_def_2_0_0	wh_main_chs_port	1	wh2_def_tech_upgrade_I	0	0	0	0	false	false	"placeholder.tga"	7943	false	false	true
tech_def_2_1_0	wh_main_chs_port	1	wh2_def_tech_an_instrument_of_war	0	0	0	0	false	false	"placeholder.tga"	7952	false	false	true
tech_def_2_1_1	wh_main_chs_port	1	wh2_def_tech_black_iron_armour_crafting	0	0	0	0	false	false	"placeholder.tga"	7959	false	false	true
tech_def_2_1_2	wh_main_chs_port	1	wh2_def_tech_exotic_beast_hide_armour	0	0	0	0	false	false	"placeholder.tga"	7967	false	false	true
tech_def_2_1_3	wh_main_chs_port	1	wh2_def_tech_walking_in_darkness	0	0	0	0	false	false	"placeholder.tga"	7974	false	false	true
tech_def_2_2_0	wh_main_chs_port	1	wh2_def_tech_pressed_into_servitude	0	0	0	0	false	false	"placeholder.tga"	7979	false	false	true
tech_def_2_2_1	wh_main_chs_port	1	wh2_def_tech_recruit_convicts	0	0	0	0	false	false	"placeholder.tga"	7983	false	false	true
tech_def_2_2_2	wh_main_chs_port	1	wh2_def_tech_hunt_outlaws	0	0	0	0	false	false	"placeholder.tga"	7992	false	false	true
tech_def_2_2_3	wh_main_chs_port	1	wh2_def_tech_keep_what_you_capture	0	0	0	0	false	false	"placeholder.tga"	7995	false	false	true
tech_def_2_3_0	wh_main_chs_port	1	wh2_def_tech_consumed_by_rivalry	0	0	0	0	false	false	"placeholder.tga"	8001	false	false	true
tech_def_2_3_1	wh_main_chs_port	1	wh2_def_tech_hardship_and_cruelty	0	0	0	0	false	false	"placeholder.tga"	8005	false	false	true
tech_def_2_3_2	wh_main_chs_port	1	wh2_def_tech_divide_and_conquer	0	0	0	0	false	false	"placeholder.tga"	8010	false	false	true
tech_def_2_3_3	wh_main_chs_port	1	wh2_def_tech_masters_of_murder	0	0	0	0	false	false	"placeholder.tga"	8144	false	false	true
tech_def_3_0_0	wh_main_chs_port	1	wh2_def_tech_upgrade_II	0	0	0	0	false	false	"placeholder.tga"	8019	false	false	true
tech_def_3_1_0	wh_main_chs_port	1	wh2_def_tech_no_sign_of_weakness	0	0	0	0	false	false	"placeholder.tga"	8021	false	false	true
tech_def_3_1_1	wh_main_chs_port	1	wh2_def_tech_bloodforged_platemail	0	0	0	0	false	false	"placeholder.tga"	8023	false	false	true
tech_def_3_1_2	wh_main_chs_port	1	wh2_def_tech_ceremonial_weapons	0	0	0	0	false	false	"placeholder.tga"	8028	false	false	true
tech_def_3_1_3	wh_main_chs_port	1	wh2_def_tech_serrated_blades	0	0	0	0	false	false	"placeholder.tga"	8035	false	false	true
tech_def_3_2_0	wh_main_chs_port	1	wh2_def_tech_under_the_yoke	0	0	0	0	false	false	"placeholder.tga"	8045	false	false	true
tech_def_3_2_1	wh_main_chs_port	1	wh2_def_tech_bewitch_dragon_eggs	0	0	0	0	false	false	"placeholder.tga"	8053	false	false	true
tech_def_3_2_2	wh_main_chs_port	1	wh2_def_tech_harnessed_fury	0	0	0	0	false	false	"placeholder.tga"	8057	false	false	true
tech_def_3_2_3	wh_main_chs_port	1	wh2_def_tech_bred_in_captivity	0	0	0	0	false	false	"placeholder.tga"	8067	false	false	true
tech_def_3_3_0	wh_main_chs_port	1	wh2_def_tech_a_life_of_dread	0	0	0	0	false	false	"placeholder.tga"	8070	false	false	true
tech_def_3_3_1	wh_main_chs_port	1	wh2_def_tech_deadly_accountability	0	0	0	0	false	false	"placeholder.tga"	8072	false	false	true
tech_def_3_3_2	wh_main_chs_port	1	wh2_def_tech_blood_and_death	0	0	0	0	false	false	"placeholder.tga"	8073	false	false	true
tech_def_3_3_2_slaanesh	wh_main_chs_port	1	wh2_def_tech_blood_and_death	0	0	0	0	false	false	"placeholder.tga"	8450	false	false	true
tech_def_3_3_3	wh_main_chs_port	1	wh2_def_tech_study_the_chaos_wastes	0	0	0	0	false	false	"placeholder.tga"	8078	false	false	true
tech_dlc03_bst_ancient_paths	wh_main_chs_port	1	tech_dlc03_bst_morslieh_3	0	0	0	0	false	false	placeholder.tga	7021	false	false	true
tech_dlc03_bst_blessings_of_the_dark_gods	wh_main_chs_port	1	tech_dlc03_bst_gods	0	0	0	0	false	false	placeholder.tga	7050	false	false	true
tech_dlc03_bst_blood_grounds	wh_main_chs_port	1	tech_dlc03_bst_hate_2	0	0	0	0	false	false	placeholder.tga	6997	false	false	true
tech_dlc03_bst_bountiful_herdstone	wh_main_chs_port	1	tech_dlc03_bst_gods_3	0	0	0	0	false	false	placeholder.tga	6969	false	false	true
tech_dlc03_bst_defiled_honour	wh_main_chs_port	1	tech_dlc03_bst_morslieh_2	0	0	0	0	false	false	placeholder.tga	7019	false	false	true
tech_dlc03_bst_drunken_fury	wh_main_chs_port	1	tech_dlc03_bst_chaos_2	0	0	0	0	false	false	placeholder.tga	6941	false	false	true
tech_dlc03_bst_embrace_of_chaos	wh_main_chs_port	1	tech_dlc03_bst_chaos	0	0	0	0	false	false	placeholder.tga	6936	false	false	true
tech_dlc03_bst_encircled_prey	wh_main_chs_port	1	tech_dlc03_bst_chaos_3	0	0	0	0	false	false	placeholder.tga	6945	false	false	true
tech_dlc03_bst_fell_rituals	wh_main_chs_port	1	tech_dlc03_bst_chaos_5	0	0	0	0	false	false	placeholder.tga	6955	false	false	true
tech_dlc03_bst_gaze_of_the_dark_gods	wh_main_chs_port	1	tech_dlc03_bst_powers_4	0	0	0	0	false	false	placeholder.tga	6956	false	false	true
tech_dlc03_bst_gore_drunk	wh_main_chs_port	1	tech_dlc03_bst_morslieh_1	0	0	0	0	false	false	placeholder.tga	7012	false	false	true
tech_dlc03_bst_grisly_trophies	wh_main_chs_port	1	tech_dlc03_bst_powers_1	0	0	0	0	false	false	placeholder.tga	7046	false	false	true
tech_dlc03_bst_heart_of_the_dark	wh_main_chs_port	1	tech_dlc03_bst_chaos_4	0	0	0	0	false	false	placeholder.tga	6953	false	false	true
tech_dlc03_bst_hives_of_pestilence	wh_main_chs_port	1	tech_dlc03_bst_hate_1	0	0	0	0	false	false	placeholder.tga	6987	false	false	true
tech_dlc03_bst_man_cleavers	wh_main_chs_port	1	tech_dlc03_bst_gods_4	0	0	0	0	false	false	placeholder.tga	6974	false	false	true
tech_dlc03_bst_messenger_of_the_bray	wh_main_chs_port	1	tech_dlc03_bst_gods_1	0	0	0	0	false	false	placeholder.tga	6959	false	false	true
tech_dlc03_bst_sacrifice_to_morslieh	wh_main_chs_port	1	tech_dlc03_bst_morslieh	0	0	0	0	false	false	placeholder.tga	7007	false	false	true
tech_dlc03_bst_the_days_of_wrath	wh_main_chs_port	1	tech_dlc03_bst_morslieh_5	0	0	0	0	false	false	placeholder.tga	7036	false	false	true
tech_dlc03_bst_the_endless_hunt	wh_main_chs_port	1	tech_dlc03_bst_powers_3	0	0	0	0	false	false	placeholder.tga	7048	false	false	true
tech_dlc03_bst_the_kalkengard_larder	wh_main_chs_port	1	tech_dlc03_bst_morslieh_4	0	0	0	0	false	false	placeholder.tga	7026	false	false	true
tech_dlc03_bst_the_path_to_war	wh_main_chs_port	1	tech_dlc03_bst_hate_3	0	0	0	0	false	false	placeholder.tga	7004	false	false	true
tech_dlc03_bst_the_rewards_of_ruin	wh_main_chs_port	1	tech_dlc03_bst_gods_5	0	0	0	0	false	false	placeholder.tga	6983	false	false	true
tech_dlc03_bst_the_seed_of_hate	wh_main_chs_port	1	tech_dlc03_bst_hate	0	0	0	0	false	false	placeholder.tga	6986	false	false	true
tech_dlc03_bst_true_horn	wh_main_chs_port	1	tech_dlc03_bst_gods_2	0	0	0	0	false	false	placeholder.tga	6966	false	false	true
tech_dlc03_bst_twisted_visions	wh_main_chs_port	1	tech_dlc03_bst_chaos_1	0	0	0	0	false	false	placeholder.tga	6937	false	false	true
tech_dlc03_bst_vitriolic_temperament	wh_main_chs_port	1	tech_dlc03_bst_powers_2	0	0	0	0	false	false	placeholder.tga	7047	false	false	true
tech_dlc03_bst_worship_of_the_ruinous_powers	wh_main_chs_port	1	tech_dlc03_bst_powers	0	0	0	0	false	false	placeholder.tga	7038	false	false	true
tech_dlc05_1_asuryan	wh_main_chs_port	0	wh_dlc05_wood_elves_asuryan	0	0	0	0	false	false	"placeholder.tga"	7069	false	false	true
tech_dlc05_1_cadai	wh_main_chs_port	0	wh_dlc05_wood_elves_cadai	0	0	0	0	false	false	"placeholder.tga"	7054	false	false	true
tech_dlc05_1_hoeth	wh_main_chs_port	0	wh_dlc05_wood_elves_hoeth	0	0	0	0	false	false	"placeholder.tga"	7098	false	false	true
tech_dlc05_1_isha	wh_main_chs_port	0	wh_dlc05_wood_elves_isha	0	0	0	0	false	false	"placeholder.tga"	7080	false	false	true
tech_dlc05_1_isha_mini	wh_main_chs_port	0	wh_dlc05_wood_elves_isha	0	0	0	0	false	false	"placeholder.tga"	7417	false	false	true
tech_dlc05_1_kurnous	wh_main_chs_port	0	wh_dlc05_wood_elves_kurnous	0	0	0	0	false	false	"placeholder.tga"	7059	false	false	true
tech_dlc05_1_ladrielle	wh_main_chs_port	0	wh_dlc05_wood_elves_ladrielle	0	0	0	0	false	false	"placeholder.tga"	7094	false	false	true
tech_dlc05_1_lileath	wh_main_chs_port	0	wh_dlc05_wood_elves_lileath	0	0	0	0	false	false	"placeholder.tga"	7088	false	false	true
tech_dlc05_1_loec	wh_main_chs_port	0	wh_dlc05_wood_elves_loec	0	0	0	0	false	false	"placeholder.tga"	7071	false	false	true
tech_dlc05_1_the_ancients	wh_main_chs_port	0	wh_dlc05_wood_elves_the_ancients	0	0	0	0	false	false	"placeholder.tga"	7108	false	false	true
tech_dlc05_1_vaul	wh_main_chs_port	0	wh_dlc05_wood_elves_vaul	0	0	0	0	false	false	"placeholder.tga"	7073	false	false	true
tech_dlc05_2_addaioth	wh_main_chs_port	0	wh_dlc05_wood_elves_addioth	0	0	0	0	false	false	"placeholder.tga"	7117	false	false	true
tech_dlc05_2_anath_raema	wh_main_chs_port	0	wh_dlc05_wood_elves_anath_raema	0	0	0	0	false	false	"placeholder.tga"	7131	false	false	true
tech_dlc05_2_atharti	wh_main_chs_port	0	wh_dlc05_wood_elves_atharti	0	0	0	0	false	false	"placeholder.tga"	7144	false	false	true
tech_dlc05_2_cytharai	wh_main_chs_port	0	wh_dlc05_wood_elves_cytharai	0	0	0	0	false	false	"placeholder.tga"	7109	false	false	true
tech_dlc05_2_drakira	wh_main_chs_port	0	wh_dlc05_wood_elves_drakira	0	0	0	0	false	false	"placeholder.tga"	7120	false	false	true
tech_dlc05_2_eldrazor	wh_main_chs_port	0	wh_dlc05_wood_elves_eldrazor	0	0	0	0	false	false	"placeholder.tga"	7123	false	false	true
tech_dlc05_2_ellinill	wh_main_chs_port	0	wh_dlc05_wood_elves_ellinill	0	0	0	0	false	false	"placeholder.tga"	7112	false	false	true
tech_dlc05_2_ereth_khial	wh_main_chs_port	0	wh_dlc05_wood_elves_ereth_khial	0	0	0	0	false	false	"placeholder.tga"	7147	false	false	true
tech_dlc05_2_estreath	wh_main_chs_port	0	wh_dlc05_wood_elves_estreath	0	0	0	0	false	false	"placeholder.tga"	7121	false	false	true
tech_dlc05_2_hekarti	wh_main_chs_port	0	wh_dlc05_wood_elves_hekarti	0	0	0	0	false	false	"placeholder.tga"	7135	false	false	true
tech_dlc05_2_hukon	wh_main_chs_port	0	wh_dlc05_wood_elves_hukon	0	0	0	0	false	false	"placeholder.tga"	7118	false	false	true
tech_dlc05_2_khaine	wh_main_chs_port	0	wh_dlc05_wood_elves_khaine	0	0	0	0	false	false	"placeholder.tga"	7134	false	false	true
tech_dlc05_2_mathlann	wh_main_chs_port	0	wh_dlc05_wood_elves_mathlann	0	0	0	0	false	false	"placeholder.tga"	7122	false	false	true
tech_dlc05_2_mathlann_mini	wh_main_chs_port	0	wh_dlc05_wood_elves_mathlann	0	0	0	0	false	false	"placeholder.tga"	7427	false	false	true
