cdir_events_mission_option_junctions_tables	2
id	mission_key	option_key	value
10073	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_TARGET_CHARACTER	
1007384063	wh2_dlc11_mis_cst_declare_war_grn	CND_CULTURE	wh2_dlc11_cst_vampire_coast
1007448094	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_def	VAR_MISSION_LENGTH_MOD_HARD	1.2
1007455211	wh2_main_vortex_narrative_def_do_what_we_do_best	GEN_CND_WAR	
1007475357	wh2_main_mis_lzd_engage_force_army_invading_hef	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1007634208	wh2_dlc11_mis_cst_engage_force_army_invading_wef	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1007662494	wh_dlc08_monster_hunt_3_stage_1	VAR_MISSION_LENGTH_INFINITE	
1007688681	wh2_dlc11_mis_cst_raise_force_army	VAR_OBJECTIVE_ARMIES_ONLY	
1007777496	wh2_main_mis_hef_engage_force_army_wef	VAR_OBJECTIVE_ARMIES_ONLY	
1008058218	wh_dlc03_mis_bst_assassinate_character_agent_vmp	GEN_CND_NOT_WOUNDED	
1008081139	wh2_main_mis_skv_raid_region_wef	VAR_MISSION_LENGTH_MOD_EASY	2.0
10081	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	CND_CULTURE	wh_main_chs_chaos
1008162234	wh2_main_mis_def_raze_sack_settlement_hef	CND_ROUNDS_UNTIL_NEXT	40
1008347233	wh2_dlc11_mis_cst_engage_force_army_invading_emp	VAR_OBJECTIVE_REQUIRES_VICTORY	
1008440576	wh_main_mis_vmp_diplomatic_engage_force	VAR_MISSION_LENGTH_MOD_HARD	1.2
1008482577	wh2_dlc09_qb_tmb_final_battle_arkhan	VAR_MISSION_LENGTH_INFINITE	
1008486613	wh2_main_mis_skv_engage_force_army_bst	CND_CULTURE	wh2_main_skv_skaven
10087	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1008742283	wh2_main_mis_lzd_raze_sack_settlement_hef	GEN_CND_DIPLOMACY_AVAILABLE	
1008828399	wh2_dlc10_qb_nor_monster_hunt_8	VAR_FOLLOWUP_CHANCE	100
1008892002	wh2_main_mis_hef_make_alliance_0	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1008996963	wh2_dlc11_cst_treasure_map_symbols_treasure_me_5_level_2	VAR_CHANCE	100
1009179710	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_brt	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1009181012	wh2_dlc09_vortex_narrative_tmb_kingdom_of_the_dead	GEN_CND_WAR	
1009283665	wh2_dlc12_great_vortex_lzd_tiktaqto_mask_of_heavens_stage_5	GEN_TARGET_CHARACTER	
1009350534	wh2_dlc11_mis_cst_raid_region_lzd	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1009442034	wh2_dlc11_mis_cst_raze_sack_settlement_wef	VAR_MISSION_LENGTH_MIN	6
1009464787	wh2_main_mis_lzd_engage_force_army_grn	CND_FIRST_ROUND	4
10095	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	CND_ROUNDS_UNTIL_NEXT	16
100955580	wh2_dlc11_mis_cst_engage_force_army_invading_emp	VAR_MISSION_LENGTH_MOD_HARD	1.2
1009598743	wh2_dlc10_alith_anar_assassination_war_2	GEN_TARGET_NONE	
1009633411	wh2_main_mis_hef_raze_sack_settlement_emp	GEN_CND_DIPLOMACY_AVAILABLE	
1009667430	wh2_main_mis_lzd_engage_force_army_invading_grn	GEN_CND_VISIBLE	
1009741037	wh2_main_mis_hef_raze_sack_settlement_dwf	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	15
1009776955	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_2	VAR_FOLLOWUP_CHANCE	100
1009874533	wh2_dlc11_cst_vortex_harkon_quest_for_slann_gold_stage_3	VAR_CHANCE	100
1009927929	wh2_main_mis_skv_engage_force_army_grn	GEN_TARGET_MILITARY_FORCE	
100994598	wh2_dlc11_mis_cst_recruit_unit_land_infantry_ranged	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1010031044	wh2_main_mis_skv_raid_region_skv	GEN_CND_MAX_REGION_DISTANCE	2
101029234	wh2_main_vortex_narrative_def_cities_without_end	VAR_MISSION_LENGTH_MIN	12
10103	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_MAX_REGION_DISTANCE	3
1010390717	wh2_main_mis_skv_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1010405665	wh2_main_vortex_narrative_skv_arise_under_emperor	VAR_OBJECTIVE_ADDITIVE	
1010418242	wh_main_mis_emp_eliminate_character_in_battle_high_rank_generic	GEN_CND_NOT_WOUNDED	
1010458337	wh2_dlc09_mis_tmb_raze_sack_settlement_skv	VAR_MISSION_LENGTH_MAX	12
1010570976	wh2_main_mis_lzd_eliminate_character_in_battle_high_rank_hef	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1010708318	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_dwf	GEN_TARGET_CHARACTER	
10111	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_VISIBLE	
1011247392	wh2_main_vortex_narrative_def_pest_infestation	GEN_CND_VISIBLE	
101126914	wh2_main_mis_skv_declare_war_dwf	VAR_MISSION_LENGTH_MIN	4
1011272436	wh2_dlc11_cst_treasure_map_lake_treasure_4_level_1	VAR_OBJECTIVE_TRIGGER_IMMEDIATELY	
1011281942	wh2_dlc11_mis_cst_engage_force_army_cst	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1011310894	wh2_main_mis_lzd_capture_regions_vmp	VAR_MISSION_LENGTH_MIN	4
1011338793	wh2_main_mis_lzd_engage_force_army_invading_bst	VAR_OBJECTIVE_ARMIES_ONLY	
1011434560	wh2_main_mis_def_assassinate_character_agent_dwf	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1011502798	wh2_main_vortex_narrative_def_this_one_is_mine	VAR_MISSION_LENGTH_MIN	8
1011555205	wh2_dlc09_mis_tmb_raid_region_hef	GEN_CND_WAR	
101157292	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_hef	GEN_CND_WAR	
1011616575	wh_dlc08_qb_nor_throgg_wintertooth_crown_stage_1	VAR_OBJECTIVE_BUILDING_LEVEL	wh_main_nor_loot_3
1011678577	wh_dlc05_mis_wef_assassinate_character_general_generic	GEN_CND_NOT_WOUNDED	
10117	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_WAR	
101175857	wh2_dlc11_mis_cst_engage_force_army_wef	VAR_MISSION_LENGTH_MOD_EASY	2.0
1011769085	wh2_main_vortex_narrative_skv_an_age_of_ruin	VAR_MISSION_LENGTH_MAX	12
1011782349	wh_main_mis_grn_assassinate_character_agent_generic	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
1011823120	wh2_main_spawning_ambush_army	CND_CULTURE	wh2_main_lzd_lizardmen
1011966869	wh2_main_mis_hef_declare_war_bst	GEN_CND_SUBCULTURE	wh_dlc03_sc_bst_beastmen
1012055586	wh2_main_mis_lzd_declare_war_hef	GEN_CND_DIPLOMACY_AVAILABLE	
101206988	wh2_dlc11_mis_cst_raise_force_navy	VAR_MISSION_LENGTH_MIN	4
1012142480	wh2_main_mis_lzd_capture_regions_def	VAR_MISSION_LENGTH_MIN	4
10122	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_SUBCULTURE	wh_main_sc_grn_greenskins
1012329266	wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_bst	CND_ROUNDS_UNTIL_NEXT	16
1012420618	wh2_main_mis_hef_raze_sack_settlement_skv	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1012445446	wh2_dlc11_cst_treasure_map_river_treasure_6_level_2	VAR_CHANCE	100
1012447806	wh2_main_vortex_narrative_lzd_the_slaughter	CND_RITUAL_CHAIN_STAGE_COMPLETED	wh2_main_ritual_vortex_lzd1
1012462572	wh2_dlc11_mis_cst_assassinate_character_agent_lzd	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1012490623	wh2_dlc09_qb_tmb_final_battle_khalida	VAR_CHANCE	100
1012519714	wh2_dlc11_mis_cst_eliminate_character_in_battle_faction_leader_dwf	VAR_CHANCE	25
1012604009	wh2_dlc11_mis_cst_engage_force_army_wef	VAR_MISSION_LENGTH_MAX	8
1012608198	wh2_dlc11_cst_treasure_map_volcano_treasure_7_level_2	VAR_OBJECTIVE_TRIGGER_IMMEDIATELY	
1012618657	wh2_dlc09_mis_tmb_raze_sack_settlement_dwf	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
1012646055	wh2_main_mis_skv_engage_force_army_lzd	GEN_CND_VISIBLE	
101266530	wh2_main_mis_def_raid_region_dwf	VAR_MISSION_LENGTH_MIN	4
10127	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_CHARACTER_TYPE	general
1012876066	wh2_main_mis_lzd_assassinate_character_agent_wef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
101294991	wh2_main_mis_def_capture_regions_hef	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1012983633	wh2_main_mis_def_declare_war_bst	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1013010304	wh2_dlc09_mis_tmb_eliminate_character_in_battle_high_rank_bst	GEN_CND_MIN_CHARACTER_LEVEL	10
1013284735	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_vmp	CND_CAMPAIGN	main_warhammer
10133	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_MIN_CHARACTER_LEVEL	10
1013307999	wh2_main_mis_hef_recruit_unit_land_cavalry	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1013468202	wh2_main_mis_hef_assassinate_character_agent_grn	CND_FIRST_ROUND	4
10135	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	CND_CAMPAIGN	main_warhammer
1013617309	wh2_main_mis_def_engage_force_army_invading_grn	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	4
1013678484	wh2_dlc11_mis_cst_engage_force_army_invading_chs	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1013688524	wh2_main_mis_def_engage_force_army_invading_emp	CND_CAMPAIGN	main_warhammer
1013712757	wh2_main_mis_lzd_engage_force_army_invading_dwf	VAR_OBJECTIVE_REQUIRES_VICTORY	
1013730291	wh2_main_mis_def_capture_regions_grn	CND_CULTURE	wh2_main_def_dark_elves
1013822875	wh2_dlc09_mis_tmb_eliminate_character_in_battle_faction_leader_tmb	GEN_CND_VISIBLE	
1013872320	wh2_dlc09_mis_tmb_recruit_unit_land_infantry_ranged	VAR_OBJECTIVE_UNIT_CASTE	missile_infantry
1013902330	wh2_dlc09_mis_tmb_recruit_agent_engineer	VAR_MISSION_LENGTH_MOD_EASY	2.0
1013982099	wh2_main_mis_lzd_engage_force_army_invading_lzd	GEN_TARGET_MILITARY_FORCE	
10140	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_CHANCE	25
1014141484	wh2_main_mis_def_assassinate_character_agent_emp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
1014291119	wh2_main_vortex_narrative_skv_tool_of_death	CND_NOT_HAS_AGENT	spy
1014332968	wh2_dlc09_mis_tmb_declare_war_vmp	GEN_CND_SUBCULTURE	wh_main_sc_vmp_vampire_counts
1014458199	wh2_dlc09_mis_tmb_declare_war_brt	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1014512822	wh_dlc08_monster_hunt_2_stage_4	GEN_TARGET_REGION	
10146	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	CND_FIRST_ROUND	4
1014729343	wh2_main_vortex_narrative_def_reptile_nuisance	VAR_MISSION_LENGTH_MIN	8
1014791950	wh2_main_vortex_narrative_skv_the_great_ascendancy	CND_UNIQUE	
1014808395	wh2_main_mis_lzd_engage_force_army_grn	GEN_TARGET_MILITARY_FORCE	
1014863326	wh2_main_mis_skv_engage_force_army_bst	CND_FIRST_ROUND	4
101494270	wh2_main_mis_lzd_declare_war_lzd	VAR_MISSION_LENGTH_MOD_EASY	2.0
1015083765	wh2_main_mis_skv_eliminate_character_in_battle_faction_leader_hef	VAR_MISSION_LENGTH_MAX	8
1015131776	wh2_main_mis_skv_eliminate_character_in_battle_high_rank_bst	GEN_CND_VISIBLE	
1015181723	wh2_dlc11_mis_cst_assassinate_character_agent_skv	VAR_MISSION_LENGTH_MOD_HARD	1.2
1015191850	wh2_dlc09_mis_tmb_raze_sack_settlement_dwf	GEN_TARGET_REGION	
1015223464	wh2_main_vortex_narrative_def_hekartis_texts	CND_MISSION_NOT_ACTIVE	wh2_main_def_morathi_early_game_capture_ritual_settlement
1015231219	wh_main_mis_emp_assassinate_character_general_dwf	GEN_CND_NOT_WOUNDED	
1015270019	wh2_main_mis_hef_engage_force_army_invading_dwf	GEN_CND_SUBCULTURE	wh_main_sc_dwf_dwarfs
1015290438	wh2_main_mis_hef_assassinate_character_agent_hef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
10153	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_MIN	4
1015316483	wh2_main_mis_hef_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MOD_HARD	1.2
1015428514	wh2_main_mis_skv_eliminate_character_in_battle_high_rank_skv	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1015449429	wh2_main_mis_lzd_assassinate_character_agent_bst	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1015531196	wh2_dlc11_cst_treasure_map_unique_treasure_5_level_3	VAR_OBJECTIVE_OVERRIDE_TEXT	mission_text_text_wh2_dlc11_objective_treasure_maps
1015535219	wh2_dlc09_mis_tmb_diplomatic_raze_sack_settlement	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1015675482	wh2_dlc11_mis_cst_capture_regions_vmp	CND_CAMPAIGN	main_warhammer
10157	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_MAX	8
1015837973	wh2_dlc09_vortex_tmb_khatep_the_liche_staff_2	VAR_MISSION_LENGTH_INFINITE	
1015913588	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_hef	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1015932146	wh2_main_vortex_narrative_def_beyond_the_watchtowers	VAR_CHANCE	30
10160	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1016056686	wh2_main_mis_def_engage_force_army_hef	GEN_TARGET_MILITARY_FORCE	
101613652	wh2_dlc11_mis_cst_declare_war_dwf	CND_CAMPAIGN	main_warhammer
1016224427	wh2_dlc12_ikit_workshop_tier_2_2	VAR_FOLLOWUP_CHANCE	100
1016330220	wh2_dlc11_cst_treasure_map_island_treasure_me_3_level_1	VAR_OBJECTIVE_MAX_DISTANCE_TO_DECOY	50
10165	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1016699478	wh2_main_mis_lzd_declare_war_def	GEN_CND_NOT_MILITARY_ALLIED	
10167	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_MOD_EASY	2.0
1016716431	wh2_main_mis_lzd_capture_regions_hef	GEN_TARGET_REGION	
