incidents_tables	5
generate	key	ui_image	prioritised	event_category
false	wh2_dlc11_incident_cst_sea_shanty_gained_1	sea_shanty_gained	true	Event
false	wh2_dlc11_incident_cst_sea_shanty_gained_2	sea_shanty_gained	true	Event
false	wh2_dlc11_incident_cst_sea_shanty_gained_3	sea_shanty_gained	true	Event
false	wh2_dlc11_incident_epilogue_cst_aranessa	sea_monster_attack	true	Event
false	wh2_dlc11_incident_epilogue_cst_cylostra	sea_monster_attack	true	Event
false	wh2_dlc11_incident_epilogue_cst_harkon	sea_monster_attack	true	Event
false	wh2_dlc11_incident_epilogue_cst_noctilus	sea_monster_attack	true	Event
false	wh2_dlc11_incident_neo_encounter_at_sea_1_a	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_1_a_nor	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_1_a_tmb	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_1_b	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_1_b_nor	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_1_b_tmb	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_1_c	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_1_c_nor	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_1_c_tmb	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_2_a	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_2_a_nor	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_2_a_tmb	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_2_b	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_2_b_nor	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_2_b_tmb	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_2_c	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_2_c_nor	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_2_c_tmb	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_3_a	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_3_a_nor	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_3_a_tmb	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_3_b	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_3_b_nor	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_3_b_tmb	wh2_sea_encounters_1	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_3_c	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_3_c_nor	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_3_c_tmb	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_4_a	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_4_a_nor	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_incident_neo_encounter_at_sea_4_a_tmb	wh2_sea_encounters_2	false	Quest
false	wh2_dlc11_loyalty_officer_assigned	army_morale_up	false	Quest
false	wh2_dlc11_neo_counter_extra_loot	wh2_sea_encounters_1	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_fail	civilisation_down	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_1	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_2	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_3	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_4	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_5	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_6	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_7	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_8	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_9	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_1	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_10	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_11	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_12	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_2	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_3	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_4	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_5	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_6	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_7	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_8	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_9	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_1	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_10	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_11	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_12	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_2	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_3	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_4	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_5	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_6	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_7	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_8	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_9	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_1	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_2	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_3	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_4	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_5	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_6	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_7	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_8	celebration	false	Quest
true	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_9	celebration	false	Quest
false	wh2_main_dilemma_treasure_hunt_barracks_1_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_barracks_2_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_barracks_2_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_barracks_3_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_barracks_3_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_barracks_4_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_barracks_4_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_battlefield_1_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_battlefield_2_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_battlefield_2_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_battlefield_3_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_battlefield_3_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_battlefield_4_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_battlefield_4_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_black_dragons_nest_1_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_black_dragons_nest_2_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_black_dragons_nest_2_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_black_dragons_nest_3_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_black_dragons_nest_3_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_black_dragons_nest_4_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_black_dragons_nest_4_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_dwarfen_vaults_1_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_dwarfen_vaults_2_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_dwarfen_vaults_2_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_dwarfen_vaults_3_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_dwarfen_vaults_3_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_dwarfen_vaults_4_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_dwarfen_vaults_4_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_1_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_2_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_2_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_3_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_3_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_4_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_effigy_to_gork_or_mork_4_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_flooded_armoury_1_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_flooded_armoury_2_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_flooded_armoury_2_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_flooded_armoury_3_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_flooded_armoury_3_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_flooded_armoury_4_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_flooded_armoury_4_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_graveyard_1_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_graveyard_2_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_graveyard_2_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_graveyard_3_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_graveyard_3_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_graveyard_4_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_graveyard_4_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_1_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_2_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_2_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_3_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_3_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_4_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_halls_of_the_lizardmen_4_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_1_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_2_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_2_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_3_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_3_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_4_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_chaos_shrine_4_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_tunnel_1_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_tunnel_2_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_tunnel_2_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_tunnel_3_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_tunnel_3_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_tunnel_4_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_hidden_tunnel_4_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_lone_wanderer_1_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_lone_wanderer_2_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_lone_wanderer_2_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_lone_wanderer_3_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_lone_wanderer_3_a_spy	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_lone_wanderer_3_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_lone_wanderer_4_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_lone_wanderer_4_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_mechanical_automaton_1_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_mechanical_automaton_2_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_mechanical_automaton_2_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_mechanical_automaton_3_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_mechanical_automaton_3_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_mechanical_automaton_4_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_mechanical_automaton_4_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_picked_clean_1_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_picked_clean_2_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_picked_clean_2_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_picked_clean_3_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_picked_clean_3_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_picked_clean_4_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_picked_clean_4_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_rebel_army_1_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_rebel_army_2_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_rebel_army_2_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_rebel_army_3_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_rebel_army_3_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_rebel_army_4_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_rebel_army_4_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_scavengers_1_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_scavengers_2_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_scavengers_2_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_scavengers_3_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_scavengers_3_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_scavengers_4_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_scavengers_4_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_she_daemon_lair_1_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_she_daemon_lair_2_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_she_daemon_lair_3_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_she_daemon_lair_3_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_she_daemon_lair_4_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_she_daemon_lair_4_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_1_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_2_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_2_a_horde	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_2_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_a_horde	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_4_a	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_4_b	wh2_treasure_hunt	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_ambush_1_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_ambush_2_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_ambush_2_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_ambush_3_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_ambush_3_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_ambush_4_a	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_ambush_4_b	wh2_treasure_hunt_2	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_burrow_1_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_burrow_2_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_burrow_2_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_burrow_3_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_burrow_3_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_burrow_4_a	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_skaven_burrow_4_b	wh2_treasure_hunt_3	true	Quest
false	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_1_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_2_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_3_a	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_3_b	wh2_treasure_hunt_4	true	Quest
false	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_4_a	wh2_treasure_hunt_4	true	Quest
