audio_group_sounds_tables	17
distance_scaled	density_scaled	event_start	event_stop	grouping_size	max_distance	name	split	split_close	split_far	split_offset	spotlight	use_reverb	max_start_delay_near	max_start_delay_far	stop_delay	min_refire_time	size_game_parameter	grouping_switch	linked_group_sound	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	grouping	rtpc_1_max_grouping_difference	rtpc_2_max_grouping_difference	size_scaler	min_distance	dual_group_sound	min_size	one_shot_influence_duration	scaled_azimuth_rtpc	doppler_rtpc_name	obstruction_size	trigger_charge_time_to_target	disable_group_merging
false	false	Battle_IND_Magic_Vampire_Coast_Generic_Buff_Loop_Start	Battle_IND_Magic_Vampire_Coast_Generic_Buff_Loop_Stop	35	500	wh2_dlc11_ability_cst_positive_group	false	0	0	0	false	true	0.3	0.6	0	0.35000002	Battle_Magic_Group_Size								100	100	1	0		1	0			0	0	false
false	false	Battle_IND_Magic_Generic_Debuff_Loop_Start	Battle_IND_Magic_Generic_Debuff_Loop_Stop	300	500	wh2_dlc11_ability_enthrallment_debuff_group	false	0	0	0	false	true	0.3	0.6	0	0.35000002	Battle_Magic_Group_Size								100	100	1	0		1	0			0	0	false
false	false	Battle_IND_Magic_Generic_Debuff_Loop_Start	Battle_IND_Magic_Generic_Debuff_Loop_Stop	250	500	wh2_dlc11_ability_fog_of_the_damned_debuff_group	false	0	0	0	false	true	0.3	0.6	0	0.35000002	Battle_Magic_Group_Size								100	100	1	0		1	0			0	0	false
false	false	Battle_IND_Magic_Shanty_Buff_Start	Battle_IND_Magic_Shanty_Buff_Stop	2000	350	wh2_dlc11_ability_shanty_buff_group	false	0	0	0	true	true	0.3	0.6	0	0.35000002	Battle_Magic_Group_Size								100	100	1	0		1	0			0	0	false
false	false	Battle_IND_Magic_Wraith_Storm_Impact		5	500	wh2_dlc11_ability_wraith_storm_impact	false	0	0	0	false	true	0.1	0.3	0	0.2	Battle_Group_Size								100	100	1	0		1	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Individual_Small_Arms_Necrofex_Colossus_Flamethrower_Fire_Inflight_Start	Battle_Individual_Small_Arms_Necrofex_Colossus_Flamethrower_Fire_Inflight_Stop	50	200	wh2_dlc11_cst_grp_necrofex_colossus_flamethrower_fire_loop	false	0	0	0	false	true	0	0	0.15	0.35000002	Battle_Group_Size								100	100	1	0		1	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Individual_Projectile_Necrofex_Colossus_Cannon_InFlight_Play	Battle_Individual_Projectile_Necrofex_Colossus_Cannon_InFlight_Stop	30	300	wh2_dlc11_cst_grp_projectile_necrofex_cannonball_inflight	false	0	0	0	false	true	0.1	0.6	0.15	0.5	Battle_Group_Size			Battle_Projectile_Speed	Projectile_Speed	Battle_Projectile_Height	Projectile_Height		100	40	1	0		1	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Individual_Projectile_Necrofex_Colossus_Cannon_Impact_Group		8	400	wh2_dlc11_cst_grp_projectile_necrofex_colossus_cannonball_impact	false	0	0	0	false	true	0.2	0.4	0	0.5	Battle_Group_Size	Battle_Projectile_Impact_Target							100	100	1	0		1	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_IND_Magic_Deep_Spiteful_Shot_Start	Battle_IND_Magic_Deep_Spiteful_Shot_Stop	35	500	wh2_dlc11_spell_deep_spiteful_shot	false	0	0	0	false	true	0.1	0.3	0	0.35000002	Battle_Magic_Group_Size								100	100	1	0		1	0			0	0	false
false	false	Battle_IND_Magic_Drop_Sphere_Of_Tepok_Debuff_Start	Battle_IND_Magic_Drop_Sphere_Of_Tepok_Debuff_Stop	35	300	wh2_dlc12_ability_drop_sphere_of_tepok_debuff_group	false	0	0	0	false	true	0.3	0.6	0	0.35000002	Battle_Magic_Group_Size								100	100	1	0		1	0			0	0	false
false	false	Battle_IND_Magic_Supreme_Shield_Of_The_Old_Ones_Loop_Start	Battle_IND_Magic_Supreme_Shield_Of_The_Old_Ones_Loop_Stop	400	350	wh2_dlc12_ability_supreme_shield_of_the_old_ones_group	false	0	0	0	false	true	0.3	0.6	0	0.35000002	Battle_Magic_Group_Size								100	100	1	0		1	0			0	0	false
false	false	Battle_Group_Foley_Humanoid_Metal_Equipment_ratling_gun_Play	Battle_Group_Foley_Humanoid_Metal_Equipment_ratling_gun_Stop	20	100	wh2_dlc12_grp_foley_movement_ratling_gun_metal_equipment	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Humanoid_Size	Battle_Ground_Type		Battle_Group_Movement_Speed	Entity_Speed_Moving			wh_grp_movement_sync	0.8	0.6	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_IND_Magic_Storm_Daemon_Impact		10	800	wh2_dlc12_grp_projectile_ability_storm_daemon	false	0	0	0	false	true	0.1	0.3	0	0.55	Battle_Group_Size_Blasting_Charge								100	100	1	0		1	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Projectile_Bullet_Ratling_Gun_Impact_play	Battle_Group_Projectile_Bullet_Ratling_Gun_Impact_stop	20	161	wh2_dlc12_grp_projectile_ratling_gun_bullet_impact	false	0	0	0	false	true	0	0	0	1	Battle_Group_Size_Ratling_Gun_Impact	Battle_Projectile_Impact_Target							100	100	1	0		6	1	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Projectile_Bullet_Ratling_Gun_Impact_Single_Start	Battle_Group_Projectile_Bullet_Ratling_Gun_Impact_Single_Stop	23	161	wh2_dlc12_grp_projectile_ratling_gun_bullet_impact_single	false	0	0	0	false	true	0	0	0	0	Battle_Group_Size_Ratling_Gun_Impact	Battle_Projectile_Impact_Target							100	100	1	0	wh2_dlc12_grp_projectile_ratling_gun_bullet_impact	1	1	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Projectile_Bullet_Ratling_Gun_InFlight_play	Battle_Group_Projectile_Bullet_Ratling_Gun_InFlight_stop	22	75	wh2_dlc12_grp_projectile_ratling_gun_bullet_inflight	false	0	0	0	false	true	0	0	0.15	0.5	Battle_Group_Size								100	100	1	0		2	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vox_Oneshot_Ripperdactyl_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_dlc12_grp_vocalisation_ripperdactyl_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size								100	100	1	0		5	4	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vox_Oneshot_Ripperdactyl_Response		32	400	wh2_dlc12_grp_vocalisation_ripperdactyl_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_dlc12_grp_vocalisation_skaven_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20	100	1	0		5	6.5	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Skaven_Collision		32	250	wh2_dlc12_grp_vocalisation_skaven_collision	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size			Battle_Group_Vocalisation_Cohesion	Entity_Cohesion				1	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Encouragement_Play	Battle_Group_Vocalisation_Skaven_Encouragement_Stop	18	400	wh2_dlc12_grp_vocalisation_skaven_encouragement	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_nasal	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Idle_Play	Battle_Group_Vocalisation_Skaven_Idle_Stop	18	400	wh2_dlc12_grp_vocalisation_skaven_idle	false	5	15	15	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Idle_Subtle_Play	Battle_Group_Vocalisation_Skaven_Idle_Subtle_Stop	18	400	wh2_dlc12_grp_vocalisation_skaven_idle_subtle	false	5	15	15	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Melee_Play	Battle_Group_Vocalisation_Skaven_Melee_Stop	24	400	wh2_dlc12_grp_vocalisation_skaven_melee	false	0	0	0	true	true	0	0	0.6	0.5	Battle_Group_Size_Slew			Battle_Unit_Morale	Unit_Morale_Level				100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_nasal	6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Taunt_Play	Battle_Group_Vocalisation_Skaven_Taunt_Stop	35	400	wh2_dlc12_grp_vocalisation_skaven_moving_taunt	false	0	0	0	true	true	0.3	0.6	0	0.35000002	Battle_Group_Size								100	100	1	0		5	5			0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Pain		18	250	wh2_dlc12_grp_vocalisation_skaven_pain	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Routing_Play	Battle_Group_Vocalisation_Skaven_Routing_Stop	32	100	wh2_dlc12_grp_vocalisation_skaven_routing	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Taunt_Play	Battle_Group_Vocalisation_Skaven_Taunt_Stop	32	400	wh2_dlc12_grp_vocalisation_skaven_taunting	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_dlc12_grp_vocalisation_skaven_encouragement	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Unit_Response		32	400	wh2_dlc12_grp_vocalisation_skaven_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skaven_Unit_Selection		32	400	wh2_dlc12_grp_vocalisation_skaven_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skink_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_dlc12_grp_vocalisation_skink_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20	100	1	0		5	5	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Skink_Collision		32	250	wh2_dlc12_grp_vocalisation_skink_collision	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size			Battle_Group_Vocalisation_Cohesion	Entity_Cohesion				1	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skink_Encouragement_Play	Battle_Group_Vocalisation_Skink_Encouragement_Stop	18	400	wh2_dlc12_grp_vocalisation_skink_encouragement	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_nasal	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skink_Idle_Play	Battle_Group_Vocalisation_Skink_Idle_Stop	18	400	wh2_dlc12_grp_vocalisation_skink_idle	false	5	15	15	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0		6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skink_Melee_Play	Battle_Group_Vocalisation_Skink_Melee_Stop	24	400	wh2_dlc12_grp_vocalisation_skink_melee	false	0	0	0	true	true	0	0	0.6	0.5	Battle_Group_Size_Slew			Battle_Unit_Morale	Unit_Morale_Level				100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_nasal	6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skink_Taunt_Play	Battle_Group_Vocalisation_Skink_Taunt_Stop	35	400	wh2_dlc12_grp_vocalisation_skink_moving_taunt	false	0	0	0	true	true	0.3	0.6	0	0.35000002	Battle_Group_Size								100	100	1	0		5	5			0	0	false
false	false	Battle_Group_Vocalisation_Skink_Pain		18	250	wh2_dlc12_grp_vocalisation_skink_pain	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skink_Routing_Play	Battle_Group_Vocalisation_Skink_Routing_Stop	32	100	wh2_dlc12_grp_vocalisation_skink_routing	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skink_Taunt_Play	Battle_Group_Vocalisation_Skink_Taunt_Stop	32	400	wh2_dlc12_grp_vocalisation_skink_taunting	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size								100	100	1	0	wh2_dlc12_grp_vocalisation_skink_encouragement	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skink_Unit_Response		32	400	wh2_dlc12_grp_vocalisation_skink_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Skink_Unit_Selection		32	400	wh2_dlc12_grp_vocalisation_skink_unit_selection	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vox_Oneshot_Terradon_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_dlc12_grp_vocalisation_terradon_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size								100	100	1	0		5	4	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vox_Oneshot_Terradon_Response		32	400	wh2_dlc12_grp_vocalisation_terradon_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Individual_Projectile_tmb_Stalker_Gaze_Impact		6	240	wh2_dlc_grp_projectile_tmb_stalker_gaze_impact	false	0	0	0	false	true	0.1	0.1	0	1	Battle_Group_Size	Battle_Projectile_Impact_Target							100	100	1	0		1	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Individual_Projectile_tmb_Stalker_Gaze_InFlight_Play	Battle_Individual_Projectile_tmb_Stalker_Gaze_InFlight_Stop	3	195	wh2_dlc_grp_projectile_tmb_stalker_gaze_inflight	false	0	0	0	false	true	0.1	0.6	0.15	0.5	Battle_Group_Size								100	100	1	0		2	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Individual_Projectile_tmb_Stalker_Gaze_Fire		2	195	wh2_dlc_grp_projectile_tmb_stalker_gaze_launch	false	0	0	0	false	true	0.1	0.1	0	0.35000002	Battle_Group_Size								100	100	1	0		1	0.5	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Rat_Ogre_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_dlc12_vocalisation_rat_ogre_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size								100	100	1	0		5	3	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Rat_Ogre_Collision		32	250	wh2_grp_dlc12_vocalisation_rat_ogre_collision	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Rat_Ogre_Melee_Play	Battle_Group_Vocalisation_Rat_Ogre_Melee_Stop	24	400	wh2_grp_dlc12_vocalisation_rat_ogre_melee	false	0	0	0	true	true	0	0	0.6	0.5	Battle_Group_Size_Slew								100	100	1	0	wh2_grp_vocalisation_overlay_humanoid_gutteral	6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Foley_Idle_Horse_Flaming_Lances_Play	Battle_Group_Foley_Idle_Horse_Flaming_Lances_Stop	30	55	wh2_grp_foley_idle_horse_flaming_lances	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Horse_Size			Battle_Group_Movement_Horse_Speed					100	100	1	0		1	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Foley_Melee_Horse_Flaming_Lances_Play	Battle_Group_Foley_Melee_Horse_Flaming_Lances_Stop	30	55	wh2_grp_foley_melee_horse_flaming_lances	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Horse_Size			Battle_Group_Movement_Horse_Speed					100	100	1	0		1	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Foley_Movement_Segmented_Horse_Flaming_Lances_Play	Battle_Group_Foley_Movement_Segmented_Horse_Flaming_Lances_Stop	30	55	wh2_grp_foley_movement_horse_segmented_flaming_lances	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Horse_Size			Battle_Group_Movement_Horse_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		1	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Foley_Movement_Humanoid_Leather_Stagger_Play	Battle_Group_Foley_Movement_Humanoid_Leather_Stagger_Stop	20	100	wh2_grp_foley_movement_leather_stagger	false	0	0	0	true	true	0	0	0.25	0.5	Battle_Group_Movement_Humanoid_Size	Battle_Ground_Type		Battle_Group_Movement_Speed	Entity_Speed_Moving				0.8	0.6	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Individual_Ikit_Claw_Warpfire_Loop_play	Battle_Individual_Ikit_Claw_Warpfire_Loop_stop	30	200	wh2_grp_ikit_warpfiregun_loop	false	0	0	0	false	true	0	0	0.15	2	Battle_Group_Size_Warpfiregun								100	100	1	0		1	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Movement_Beast_Heavy_Stagger_Play	Battle_Group_Movement_Beast_Heavy_Stagger_Stop	20	400	wh2_grp_movement_beast_heavy_stagger	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Beast_Medium_Size	Battle_Ground_Type		Battle_Group_Movement_Beast_Medium_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		4	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Movement_Beast_Medium_Claws_Play	Battle_Group_Movement_Beast_Medium_Claws_Stop	20	400	wh2_grp_movement_beast_medium_claws	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Beast_Medium_Claw_Size	Battle_Ground_Type		Battle_Group_Movement_Beast_Medium_Claw_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Movement_Beast_Medium_Salamander_Play	Battle_Group_Movement_Beast_Medium_Salamander_Stop	20	400	wh2_grp_movement_beast_medium_salamanders	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Beast_Medium_Claw_Size	Battle_Ground_Type		Battle_Group_Movement_Beast_Medium_Claw_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Movement_Mournguls_Play	Battle_Group_Movement_Mournguls_Stop	20	400	wh2_grp_movement_mournguls	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Beast_Medium_Size	Battle_Ground_Type		Battle_Group_Movement_Beast_Medium_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		4	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Movement_Necro_Serpent_Play	Battle_Group_Movement_Necro_Serpent_Stop	20	400	wh2_grp_movement_necro_serpent	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Necro_Serpent_Size	Battle_Ground_Type		Battle_Group_Movement_Necro_Serpent_Speed	Entity_Speed_Total				0.6	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Movement_Rotting_Prometheans_Play	Battle_Group_Movement_Rotting_Prometheans_Stop	28	250	wh2_grp_movement_rotting_prometheans	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Beast_Medium_Size	Battle_Ground_Type		Battle_Group_Movement_Beast_Medium_Speed	Entity_Speed_Total				0.8	0.6	1	0		4	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Movement_Ghosts_Start	Battle_Group_Movement_Ghosts_Stop	20	300	wh2_grp_movement_syreens	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Ghost_Size	Battle_Ground_Type		Battle_Group_Movement_Ghost_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	0.5	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Movement_Ushabti_Play	Battle_Group_Movement_Ushabti_Stop	20	400	wh2_grp_movement_ushabti	false	0	0	0	true	true	0	0	0.15	0.5	Battle_Group_Movement_Beast_Medium_Size	Battle_Ground_Type		Battle_Group_Movement_Beast_Medium_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Charge	Battle_Group_Vocalisation_do_nothing	32	400	wh2_grp_new_vocalisation_saurus_charge	false	0	0	0	true	true	0.3	0.6	0	6	Battle_Group_Size			Battle_Group_Vocalisation_Speed	Entity_Speed_Moving				20	100	1	0		5	5	Battle_Group_Azimuth		0	0	true
false	false	Battle_Group_Vocalisation_Saurus_Collision		32	250	wh2_grp_new_vocalisation_saurus_collision	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size			Battle_Group_Vocalisation_Cohesion	Entity_Cohesion				1	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Encouragement_Play	Battle_Group_Vocalisation_Saurus_Encouragement_Stop	18	400	wh2_grp_new_vocalisation_saurus_encouragement	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0	wh2_grp_vocalisation_overlay_creature	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Idle_Play	Battle_Group_Vocalisation_Saurus_Idle_Stop	18	200	wh2_grp_new_vocalisation_saurus_idle	false	5	15	15	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Melee_Play	Battle_Group_Vocalisation_Saurus_Melee_Stop	24	400	wh2_grp_new_vocalisation_saurus_melee	false	0	0	0	true	true	0	0	0.6	0.5	Battle_Group_Size_Slew			Battle_Unit_Morale	Unit_Morale_Level				100	100	1	0	wh2_grp_vocalisation_overlay_creature	6	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Pain		18	250	wh2_grp_new_vocalisation_saurus_pain	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		4	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Taunt_Play	Battle_Group_Vocalisation_Saurus_Taunt_Stop	32	400	wh2_grp_new_vocalisation_saurus_taunting	false	0	0	0	true	true	0	0	0.4	0.5	Battle_Group_Size_Slew								100	100	1	0	wh2_grp_vocalisation_overlay_creature	5	0	Battle_Group_Azimuth		0	0	false
false	false	Battle_Group_Vocalisation_Saurus_Unit_Response		32	400	wh2_grp_new_vocalisation_saurus_unit_response	false	0	0	0	true	true	0.3	0.6	0	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		0	0	false
