battle_set_pieces_tables	12
battle_duration	battle_environment	battle_enviroment_audio	battle_name	battle_script	battle_type	frontend_icon_offset_x	frontend_icon_offset_y	is_player_attacker	bmd_layer_type	use_large_armies	battlefield_folder	teleport_cost	catchment_area	intro_movie	outro_movie_win	outro_movie_lose	campaign_pre_battle_intro_movie
60	weather/battle/wh_nor_04.environment	dlc11_coast_snowy_island	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane	script\battle\quest_battles\aranessa_saltspite\krakens_bane\battle_script.lua	classic	-100	0	false	catchment_02	true	qb_wh2_dlc11_skjold	1000	catchment_02				
60	weather/battle/wh_cylostra_shifting_isles.environment	dlc11_coast_rocky_island	wh2_dlc11_qb_cst_cylostra_shifting_isles_battle_bretonnia	script/battle\quest_battles\cylostra\the_bordeleux_flabellum_bretonnia\battle_script.lua	classic	-100	0	true	quest_battle_default	true	qb_wh2_dlc11_cylostra_shifting_isles	500					
60	weather/battle/wh_cylostra_shifting_isles.environment	dlc11_coast_rocky_island	wh2_dlc11_qb_cst_cylostra_shifting_isles_battle_high_elf	script/battle\quest_battles\cylostra\the_bordeleux_flabellum_high_elf\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_wh2_dlc11_cylostra_shifting_isles	500					
60	weather/battle/wh_qb_vc_final_battle_01.environment	dlc11_coast_final_battle	wh2_dlc11_qb_cst_final_battle	script\battle\quest_battles\dlc11_final_battle\battle_script.lua	classic	50	50	true		true	qb_wh2_dlc11_final_battle	5000					warhammer2/cst/cst_battle_harkon
60	weather/battle/wh_qb_vc_final_battle_01.environment	dlc11_coast_final_battle	wh2_dlc11_qb_cst_final_battle_aranessa	script\battle\quest_battles\dlc11_final_battle\battle_script.lua	classic	0	0	true		true	qb_wh2_dlc11_final_battle	5000					warhammer2/cst/cst_battle_aranessa
60	weather/battle/wh_qb_vc_final_battle_01.environment	dlc11_coast_final_battle	wh2_dlc11_qb_cst_final_battle_cylostra	script\battle\quest_battles\dlc11_final_battle\battle_script.lua	classic	0	0	true		true	qb_wh2_dlc11_final_battle	5000					warhammer2/cst/cst_battle_cylostra
60	weather/battle/wh_qb_vc_final_battle_01.environment	dlc11_coast_final_battle	wh2_dlc11_qb_cst_final_battle_noctilus	script\battle\quest_battles\dlc11_final_battle\battle_script.lua	classic	0	0	true		true	qb_wh2_dlc11_final_battle	5000					warhammer2/cst/cst_battle_noctilus
60	weather/battle/wh_cst_island_ramp.environment	dlc11_coast_desert_island	wh2_dlc11_qb_cst_harkon	script\battle\quest_battles\harkon\quest_for_slann_gold\battle_script.lua	classic	0	0	true		true	qb_wh2_dlc11_harkon	1000					
60	weather/battle/wh_cst_island_ramp.environment	dlc11_coast_desert_island	wh2_dlc11_qb_cst_noctilus_captain_roths_moondial	script/battle\quest_battles\noctilus\piece_of_8\battle_script.lua	classic	0	0	true	quest_battle_default	true	qb_wh2_dlc11_noctilus_grassy	1000	catchment_01				
60	weather/battle/wh_arnheim_01.environment	dark_elves_cold	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken	script/battle\quest_battles\lokhir_fellheart\helm_of_the_kraken\battle_script.lua	classic	5	0	false	quest_battle_1	true	qb_wh2_dlc11_lokhir_black_ark	500					
60	weather/battle/wh_def_norsca_01_altar_of_darkness.environment		wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness	script/battle\quest_battles\malekith\circlet_of_iron\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_wh2_altar_of_ultimate_darkness	500					
60	weather/battle/wh_vaulsanvil_02.environment		wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil	script/battle\quest_battles\malekith\destroyer\battle_script.lua	classic	0	0	true	catchment_01	true	qb_wh2_vauls_anvil	500	catchment_01				
60	Weather/Battle/wh_mosquito_swamp.environment		wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps	script/battle\quest_battles\malekith\supreme_spellshield\battle_script.lua	ambush	0	0	false	quest_battle_2	true	qb_wh2_mosquito_swamps	500					
60	weather/battle/wh_arnheim_01.environment		wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim	script/battle\quest_battles\morathi\heartrender_and_the_darksword\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_wh2_arnheim	500					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_def	script/battle/quest_battles/wh2_final_battle/player/dark_elves_battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_def_ai_hef	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	0	0	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_def_ai_lzd	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	-250	350	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_def_ai_skv	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	0	200	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_def_head_to_head	script/battle/quest_battles/wh2_final_battle/head_to_head/battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_def_hellebron	script/battle/quest_battles/wh2_final_battle/player/dark_elves_battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_def_lokhir	script/battle/quest_battles/wh2_final_battle/player/dark_elves_battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_def_morathi	script/battle/quest_battles/wh2_final_battle/player/dark_elves_battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_hef	script/battle/quest_battles/wh2_final_battle/player/high_elves_battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_hef_ai_def	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	-100	-100	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_hef_ai_lzd	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	-30	30	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_hef_ai_skv	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	0	240	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_hef_alarielle	script/battle/quest_battles/wh2_final_battle/player/high_elves_battle_script.lua	classic	2	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_hef_alith_anar	script/battle/quest_battles/wh2_final_battle/player/high_elves_battle_script.lua	classic	2	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_hef_head_to_head	script/battle/quest_battles/wh2_final_battle/head_to_head/battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_hef_teclis	script/battle/quest_battles/wh2_final_battle/player/high_elves_battle_script.lua	classic	2	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_lzd	script/battle/quest_battles/wh2_final_battle/player/lizardmen_battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_lzd_ai_def	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	-80	-80	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_lzd_ai_hef	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	0	0	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_lzd_ai_skv	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	0	230	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_lzd_head_to_head	script/battle/quest_battles/wh2_final_battle/head_to_head/battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_lzd_kroq_gar	script/battle/quest_battles/wh2_final_battle/player/lizardmen_battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_skv	script/battle/quest_battles/wh2_final_battle/player/skaven_battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_skv_ai_def	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	0	225	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_skv_ai_hef	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	0	0	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_skv_ai_lzd	script/battle/quest_battles/wh2_final_battle/ai/battle_script.lua	classic	-255	300	true		true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_skv_head_to_head	script/battle/quest_battles/wh2_final_battle/head_to_head/battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_skv_lord_skrolk	script/battle/quest_battles/wh2_final_battle/player/skaven_battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_final_battle_01.environment		wh2_main_qb_final_battle_skv_tretch	script/battle/quest_battles/wh2_final_battle/player/skaven_battle_script.lua	classic	0	0	true	quest_battle_1	true	wh2_final_battle	0					
60	weather/battle/wh_vaulsanvil_02.environment		wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil	script/battle\quest_battles\teclis\sword_of_teclis\battle_script.lua	classic	0	0	false	catchment_02	true	qb_wh2_vauls_anvil	500	catchment_02				
60	weather/battle/wh_lzd_01_bat_cavern.environment		wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_bat	script/battle\quest_battles\teclis\war_crown_of_saphery\battle_script.lua	ambush	0	0	false	quest_battle_1	true	qb_wh2_caverns_of_the_great_bat	500					
60	weather/battle/wh_vaulsanvil_02.environment	dark_elves_volcanic	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil	script/battle\quest_battles\tyrion\dragon_armour_of_aenarion\battle_script.lua	classic	0	0	false	catchment_01	true	qb_wh2_vauls_anvil	500	catchment_01				
60	weather/battle/wh_ult_01_hoeth.environment		wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth	script/battle\quest_battles\tyrion\sunfang\battle_script.lua	classic	30	-30	true	quest_battle_1	true	qb_wh2_tower_of_hoeth	500					
25	weather/battle/wh_wh2_e3_02.environment		wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates	script\battle\quest_battles\kroq_gar\hand_of_gods\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_wh2_fallen_gates	500					
25	weather/battle/wh_wh2_e3_02.environment		wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy	script\battle\quest_battles\kroq_gar\hand_of_gods_e3\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_wh2_fallen_gates	500					
15	weather/battle/wh_wh2_e3_02.environment		wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard	script\battle\quest_battles\kroq_gar\hand_of_gods_e3\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_wh2_fallen_gates	500					
15	Weather/Battle/wh_mosquito_swamp.environment		wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps	script/battle\quest_battles\kroq_gar\revered_spear_of_tlanxla\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_wh2_mosquito_swamps	500					
60	weather/battle/wh_crimson_skull.environment		wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull	script/battle\quest_battles\lord_mazdamundi\cobra_mace_of_mazdamundi\battle_script.lua	classic	100	0	true	quest_battle_1	true	qb_wh2_isle_of_the_crimson_skull	500					
60	weather/battle/wh_wh2_e3_02.environment		wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates	script/battle\quest_battles\lord_mazdamundi\sunburst_standard_of_hexoatl\battle_script.lua	classic	45	30	false	quest_battle_2	true	qb_wh2_fallen_gates	500					
60	weather/battle/wh_qb_gouger_gully.environment		wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully	script/battle\quest_battles\queek_headtaker\dwarf_gouger\battle_script.lua	ambush	-20	-10	false	quest_battle_1	true	qb_wh2_gouger_gully	500					
60	weather/battle/wh_warpshardcavern.environment		wh2_main_qb_skv_queek_warp_shard_armour_stage_6_warp_shard_caverns	script/battle\quest_battles\queek_headtaker\warp_shard_armour\battle_script.lua	underground_intercept	20	10	true	quest_battle_1	false	qb_wh2_warp_shard_armour	500					
60	weather/battle/wh_crimson_skull.environment		wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull	script/battle\quest_battles\lord_skrolk\rod_of_corruption\battle_script.lua	classic	70	-10	true	quest_battle_2	true	qb_wh2_isle_of_the_crimson_skull	500					
16	weather/battle/wh_tzulaqua_01.environment		wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua	script/battle\quest_battles\lord_skrolk\the_liber_bubonicus\battle_script.lua	ambush	0	0	false	quest_battle_1	true	qb_wh2_mortuary_of_tzulaqua	500					
60	weather/battle/wh_chs_01.environment		wh_dlc01_qb_chs_archaon_armour_of_morkar_stage_3_the_armour_of_morkar	script/battle/quest_battles/archaon_the_everchosen/armour_of_morkar/battle_script.lua	classic	150	-10	false	quest_battle_1	true	qb_northern_chaos_wastes	800					
60	weather/battle/wh_chs_02.environment		wh_dlc01_qb_chs_archaon_crown_of_domination_stage_2_the_crown_of_domination	script/battle/quest_battles/archaon_the_everchosen/crown_of_domination/battle_script.lua	classic	-50	0	true		true	qb_central_chaos_wastes	1150					
60	weather/battle/wh_chs_02.environment		wh_dlc01_qb_chs_archaon_eye_of_sheerian_stage_3_cliff_of_beasts	script/battle/quest_battles/archaon_the_everchosen/eye_of_sheerian/battle_script.lua	classic	-25	-25	true	quest_battle_1	true	qb_cliff_of_beasts	1000					
60	weather/battle/wh_chs_01.environment		wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_the_slayer_of_kings	script/battle/quest_battles/archaon_the_everchosen/slayer_of_kings/battle_script.lua	classic	0	30	true		true	qb_southern_chaos_wastes	500					
60	weather/battle/wh_volcano_01.environment		wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_todtheim	script/battle/quest_battles/kholek_suneater/star_crusher/battle_script.lua	underground_intercept	0	0	true	quest_battle_1	true	qb_todtheim	500					
60	weather/battle/wh_nor_01.environment		wh_dlc01_qb_chs_prince_sigvald_auric_armour_stage_3_auric_armour	script/battle/quest_battles/prince_sigvald/auric_armour/battle_script.lua	classic	0	0	false	quest_battle_2	true	qb_golden_monolith	800					
60	weather/battle/wh_chs_02.environment		wh_dlc01_qb_chs_prince_sigvald_sliverslash_stage_4_sliverslash	script/battle/quest_battles/prince_sigvald/sliverslash/battle_script.lua	classic	0	0	false	quest_battle_2	true	qb_cliff_of_beasts	500					
60	weather/battle/wh_emp_03.environment		wh_dlc03_qb_bst_khazrak_one_eye_scourge_stage_4_slaughter_at_grimminhagen	script/battle/quest_battles/khazrak_the_one_eye/scourge/battle_script.lua	ambush	0	0	true	quest_battle_1	true	qb_dlc_bst_slaughter_of_grim	500					
60	weather/battle/wh_emp_03.environment		wh_dlc03_qb_bst_khazrak_one_eye_scourge_stage_4_slaughter_at_grimminhagen_grandcampaign	script/battle/quest_battles/khazrak_the_one_eye/scourge/battle_script.lua	ambush	0	0	true	quest_battle_1	true	qb_dlc_bst_slaughter_of_grim	500					
60	weather/battle/wh_emp_03.environment		wh_dlc03_qb_bst_khazrak_one_eye_the_dark_mail_stage_5_ashes_of_kelp_and_koldust	script/battle/quest_battles/khazrak_the_one_eye/the_dark_mail/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc_bst_ashes_of_kelp	800					
60	weather/battle/wh_emp_03.environment		wh_dlc03_qb_bst_khazrak_one_eye_the_dark_mail_stage_5_ashes_of_kelp_and_koldust_grandcampaign	script/battle/quest_battles/khazrak_the_one_eye/the_dark_mail/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc_bst_ashes_of_kelp	800					
60	weather/battle/wh_bst_02.environment		wh_dlc03_qb_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_3_the_shadow_forest	script/battle/quest_battles/malagor_the_dark_omen/icon_of_vilification/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc_bst_shadow_forest	500					
60	weather/battle/wh_bst_02.environment		wh_dlc03_qb_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_3_the_shadow_forest_grandcampaign	script/battle/quest_battles/malagor_the_dark_omen/icon_of_vilification/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc_bst_shadow_forest	500					
60	weather/battle/wh_emp_05_stir_river.environment		wh_dlc03_qb_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_5_the_stir_river	script/battle/quest_battles/malagor_the_dark_omen/icon_of_vilification_2/battle_script.lua	classic	30	-80	true	quest_battle_1	true	qb_dlc_bst_stir_river	800					
60	weather/battle/wh_emp_03_stir_river.environment		wh_dlc03_qb_bst_malagor_the_dark_omen_the_icons_of_vilification_stage_5_the_stir_river_grandcampaign	script/battle/quest_battles/malagor_the_dark_omen/icon_of_vilification_2/battle_script.lua	classic	30	-80	true	quest_battle_1	true	qb_dlc_bst_stir_river	800					
60	weather/battle/wh_emp_03.environment		wh_dlc03_qb_bst_the_final_battle	script/battle/quest_battles/khazrak_the_one_eye/the_fall_of_man/battle_script.lua	classic	0	-40	true	quest_battle_1	true	qb_dlc_bst_fall_of_man	1150					
60	weather/battle/wh_vmp_03.environment		wh_dlc04_qb_emp_volkmar_the_grim_jade_griffon_stage_4_mordheim_ruin	script/battle/quest_battles/volkmar_the_grim/jade_griffon/battle_script.lua	classic	0	0	true	quest_battle_3	true	qb_dlc04_mordheim_ruin	500					
60	weather/battle/wh_emp_01.environment		wh_dlc04_qb_emp_volkmar_the_grim_staff_of_command_stage_4_altdorf_outskirt	script/battle/quest_battles/volkmar_the_grim/staff_of_command/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc04_altdorf_outskirt	800					
60	weather/battle/wh_vmp_02.environment		wh_dlc04_qb_vmp_helman_ghorst_liber_noctus_stage_4_glacial_lake	script\battle\quest_battles\helman_ghorst\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc04_liber_noctus	500					
60	weather/battle/wh_vmp_03.environment		wh_dlc04_qb_vmp_vlad_von_carstein_blood_drinker_stage_4_devastation_of_ostermark	script\battle\quest_battles\vlad_von_carstein\blood_drinker\battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc04_devastation_of_ostermark	500					
60	weather/battle/wh_vmp_02.environment		wh_dlc04_qb_vmp_vlad_von_carstein_the_von_carstein_ring_stage_4_ruins_of_ostermark	script/battle/quest_battles/vlad_von_carstein/the_von_carstein_ring/battle_script.lua	classic	0	0	true	quest_battle_1	true	qb_dlc04_warpstone	800					
60	weather/battle/wh_wef_morghur_01.environment		wh_dlc05_qb_bst_morghur_stave_of_ruinous_corruption	script\battle\quest_battles\morghur\stave_of_ruinous_corruption\battle_script.lua	classic	0	0	false	quest_battle_2	true	qb_dlc05_morghur	500					
60	weather/battle/wh_wef_ash_01.environment		wh_dlc05_qb_wef_durthu_daiths_sword_stage_3_the_ashenhall	script\battle\quest_battles\durthu\daiths_sword_1\battle_script.lua	classic	0	-25	true	quest_battle_1	true	qb_dlc05_the_ashenhall	800					
60	weather/battle/wh_wef_ash_01.environment		wh_dlc05_qb_wef_durthu_daiths_sword_stage_3_the_ashenhall_mini	script\battle\quest_battles\durthu\daiths_sword_1\battle_script.lua	classic	0	-25	true	quest_battle_1	true	qb_dlc05_the_ashenhall	800					
60	weather/battle/wh_wef_nit_01.environment		wh_dlc05_qb_wef_durthu_daiths_sword_stage_4_battle_of_cairns	script\battle\quest_battles\durthu\daiths_sword_2\battle_script.lua	classic	0	100	true	quest_battle_1	true	qb_dlc05_battle_of_the_cairns	500					
60	weather/battle/wh_nit_01.environment		wh_dlc05_qb_wef_durthu_daiths_sword_stage_4_battle_of_cairns_mini	script\battle\quest_battles\durthu\daiths_sword_2\battle_script.lua	classic	0	100	true	quest_battle_1	true	qb_dlc05_battle_of_the_cairns	500					
60	weather/battle/wh_oak_of_ages.environment		wh_dlc05_qb_wef_grand_defense_of_the_oak	script\battle\quest_battles\orion\grand_defense_of_the_oak\battle_script.lua	classic	90	70	false	quest_battle_2	true	qb_dlc05_spear_of_kurnous	1150					
60	weather/battle/wh_brt_01.environment		wh_dlc05_qb_wef_grand_silver_spire	script/battle/quest_battles/orion/mini_silver_spire/battle_script.lua	classic	0	0	false	quest_battle_1	true	qb_dlc05_silver_spire	1150					
60	weather/battle/wh_brt_01.environment		wh_dlc05_qb_wef_mini_silver_spire	script/battle/quest_battles/orion/mini_silver_spire/battle_script.lua	classic	600	-200	false	quest_battle_1	true	qb_dlc05_silver_spire	1150					
60	weather/battle/wh_wef_nit_02.environment		wh_dlc05_qb_wef_orion_the_cloak_of_isha_stage_3_the_night_glens	script\battle\quest_battles\orion\cloak_of_isha\battle_script.lua	classic	-60	-10	true	quest_battle_1	true	qb_dlc05_night_glens	800					
