projectiles_tables	44
key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_cavalry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	is_grapple	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles
wh2_dlc09_tower_tmb_magic_missile_1	artillery	artillery_explosive	wh2_dlc09_screaming_skull_explosion_1	shell_spin	1	low	450	0	88	67	10	0	600	100	false	false	1	22	225	120	0	0	0	wh2_dlc09_tmb_skull_projectile		wh2_catapult_screamingskull	1	true		false	-1	1	0	200			0	true	true	45	medium	-1	false	true	false	true	1	false	false	true	true
wh2_dlc09_tower_tmb_magic_missile_2	artillery	artillery_explosive	wh2_dlc09_screaming_skull_explosion_2	shell_spin	1	low	450	0	88	67	10	0	750	100	false	false	1	22	225	120	0	0	0	wh2_dlc09_tmb_skull_projectile		wh2_catapult_screamingskull	1	true		false	-1	1	0	200			0	true	true	45	medium	-1	false	true	false	true	1	false	false	true	true
wh2_dlc09_unit_abilities_death_from_above	artillery	artillery_default	wh2_dlc09_unit_abilities_death_from_above	grenade_spin	1	low	20	0	88	15	0	3	96	36	false	false	0.5	1	250	10	0	0	0	wh2_dlc09_tmb_skull_projectile_dropped		wh2_Terradon_Bomb	1.5	false		false	10	1	0	25			0	false	false	45	very_low_magic	-1	false	true	false	true	1	false	false	false	false
wh2_dlc10_hef_alith_anar_arrow	artillery	artillery_default		none	1	low	300	8	45	90	40	0	77	275	false	false	0.1	11	250	0.8999999	0	0	0	wh2_dlc10_alith_anar_arrow		wh2_bolt_thrower_eagle_claw	0.5	true		false	-1	1	0	50			0	false	true	45	large_3	700	false	false	false	false	1	false	false	false	true
wh2_dlc10_hef_alith_anar_mirror_arrow	artillery	artillery_default		none	1	low	300	8	45	90	40	0	1	1	false	false	0.1	11	250	0.8999999	0	0	0	wh2_dlc10_alith_anar_arrow		wh2_bolt_thrower_eagle_claw	0.5	true		false	-1	1	0	1			0	false	true	45	all	700	false	false	false	false	1	false	false	false	true
wh2_dlc10_hef_alith_anar_mirror_arrow_upgraded	artillery	artillery_default		none	1	low	300	8	45	90	40	0	35	125	false	false	0.1	11	250	0.8999999	0	0	0	wh2_dlc10_alith_anar_arrow		wh2_bolt_thrower_eagle_claw	0.5	true		false	-1	1	0	50			0	false	true	45	large_3	700	false	false	false	false	1	false	false	false	true
wh2_dlc10_hef_longbow_arrow_everqueen_court_guard	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	55	10	0	4	18	false	false	0.1	10	120	3	0	0	0	wh2_dlc10_abilities_everqueen_court_guard		wh_bow_arrow_magical	-1	false		false	-1	1	0	6			1	true	true	45	very_low_magic	300	false	false	false	false	1	false	false	false	false
wh2_dlc10_hef_longbow_arrow_handmaiden	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	75	10	0	55	125	false	false	0.1	9	150	1	0	0	0	wh2_dlc10_abilities_sisterofavalorn		wh_bow_arrow_magical	0.1	false		false	-1	1	0	5			1	true	true	45	large_2	300	false	false	false	false	1	false	false	false	false
wh2_dlc10_hef_longbow_arrow_shadow	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	45	10	0	18	4	false	false	0.1	11	150	5.6	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	false		false	-1	1	0	3			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_dlc10_hef_longbow_arrow_shadow_walker	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	57	30	0	22	5	false	false	0.1	11	150	3.1	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	false	wh_main_unit_contact_poison	false	-1	1	0	3			0	false	true	45	very_low	300	false	false	false	false	1	false	false	false	false
wh2_dlc10_hef_longbow_arrow_sisters	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	55	10	0	4	18	false	false	0.1	10	120	3	0	0	0	wh2_dlc10_abilities_sisterofavalorn		wh2_dlc10_bow_arrow_hef_SOA_magical	-1	false		false	-1	1	0	6			1	true	true	45	very_low_magic	300	false	false	false	false	1	false	false	false	false
wh2_dlc10_item_bound_assault_of_stone	arrow	small_arm_flaming	wh2_dlc10_item_bound_assault_of_stone	grenade_spin	1	low	4	0	88	10	0	5	48	68	false	false	0.4	1	250	10	0	0	0	wh2_dlc10_assault_of_stone		wh_catapult_rock_normal	0.5	true		false	20	1	0	20			0	true	true	45	high	-1	false	false	false	false	1	false	false	true	true
wh2_dlc10_item_bound_blast	artillery	artillery_default		none	1	low	100	20	60	100	90	0	150	350	false	false	1	15	100	1	0	0	0	wh2_dlc10_blast		wh_magic_bolt_of_illumination	1.3	true		false	0.2	1	0	6			1	true	true	45	all	130	false	false	false	true	1	false	false	true	true
wh2_dlc10_spell_bound_lesser_doombolt	artillery	artillery_explosive	wh2_dlc10_spell_bound_lesser_doombolt	shell_spin	1	low	300	25	50	85	30	0	0	336	false	false	1	1	75	0.1	0	0	0	wh2_main_spell_dark_magic_doombolt		wh_magic_dark_magic_doombolt	1	true		false	0.85	1	0	250	wh2_main_army_abilities_bolt_of_spite		0	true	true	45	very_low_magic	-1	false	false	false	true	1	false	false	true	true
wh2_dlc10_tmb_bone_giant_arrow	artillery	artillery_default	wh2_dlc10_bone_giant_explosion	none	1	low	350	10	88	95	40	0	80	320	false	false	1	11	275	4	0	0	150	wh2_dlc10_tmb_bone_giant_arrow		wh2_dlc10_bone_arrow	0.7	true		false	-1	1	0	350			0	true	true	45	very_high	700	false	false	false	false	1	false	false	false	true
wh2_dlc10_unit_abilities_frost_breath	artillery	artillery_default	wh2_dlc10_abilities_frost_breath_explosion	none	1	low	90	15	88	44	60	0	40	24	true	false	1	6	80	22	0	0	0	wh2_dlc10_frostbreath		wh2_dragon_breath_ice_multi	1	false	wh_dlc08_unit_contact_frostbite	false	3	1	0	1			0	false	true	45	high_magic	100	false	true	false	true	12	false	true	true	false
wh2_dlc10_weapon_abilities_the_moonbow	artillery	artillery_explosive	wh2_dlc10_weapon_abilities_the_moonbow	shell_spin	1	low	300	25	50	85	40	0	0	672	false	false	1	1	275	0.1	0	0	0	wh2_dlc10_weapon_abilities_the_moonbow		wh2_dlc10_ability_the_moonbow	1	true		false	-1	1	0	50			0	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true
wh2_dlc11_army_abilities_rod_of_the_storm	artillery	artillery_explosive	wh2_dlc11_army_abilities_rod_of_the_storm	shell_spin	1	low	200	25	50	120	30	0	0	1344	false	false	2	1	75	0.1	0	0	0	wh_main_spell_heavens_urannons_thunderbolt		wh_magic_urannons_thunderbolt	2	true		false	0.85	1	0	100			0	true	true	45	high_magic	-1	false	false	false	true	1	false	false	true	true
wh2_dlc11_army_abilities_wraith_storm	arrow	small_arm_default	wh2_dlc11_army_abilities_wraith_storm	none	1	fixed	600	5	65	100	100	15	80	80	false	false	1	20	300	2.9	0	0	0	wh2_dlc11_army_abilities_wraith_storm		wh2_dlc11_ability_wraith_storm	0.5	false		false	20	1	0	300	wh2_dlc11_army_abilities_wraith_storm		0	false	true	30	very_high_magic	750	false	false	false	false	1	false	false	false	false
wh2_dlc11_character_abilities_bomb_throw	musket	explosives	wh2_dlc11_character_abilities_bomb_throw	grenade_spin	1	dual_low_fixed	70	7	88	35	10	0	1	0	true	false	0.2	9	50	2	0	0	0	wh2_dlc11_unit_abilities_bomb_throw		wh2_dlc11_ability_bomb_throw	-1	false		false	-1	1	0	3			10	false	false	55	very_low	-1	false	false	true	false	1	false	false	false	false
wh2_dlc11_character_abilities_cackle_fruit	musket	explosives	wh2_dlc11_character_abilities_cackle_fruit	grenade_spin	1	dual_low_fixed	70	7	88	35	10	0	1	0	true	false	0.2	9	50	2	0	0	0	wh2_dlc11_abilities_cackle_fruit		wh2_dlc11_ability_bomb_throw	-1	false		false	-1	1	0	3			10	false	false	55	very_low	-1	false	false	true	false	1	false	false	false	false
wh2_dlc11_character_abilities_pyromanianc	musket	explosives	wh2_dlc11_character_abilities_pyromanianc	grenade_spin	1	dual_low_fixed	70	7	88	35	10	0	1	0	true	false	0.2	9	50	2	0	0	0	wh_main_unit_abilities_gyrocopter_grenade		wh2_dlc11_ability_pyromaniac	-1	false	wh2_dlc11_character_abilities_pyromaniac	false	-1	1	0	3			10	false	false	55	very_low	-1	false	false	true	false	1	false	false	false	false
wh2_dlc11_cst_bomb	grenade	explosives	wh2_dlc11_cst_bomb_explosion	grenade_spin	1	dual_low_fixed	55	7	88	28	10	0	1	0	true	false	0.2	9	50	2	0	0	0	wh2_dlc11_cst_zombie_gunnery_grenade		wh2_dlc11_grenade	-1	false		false	-1	1	0	3			10	false	false	55	very_low	-1	false	false	true	false	1	false	false	false	false
wh2_dlc11_cst_bomb_deck_droppers	grenade	explosives	wh2_dlc11_cst_bomb_deckdroppers_explosion	grenade_spin	1	dual_low_fixed	60	7	88	28	10	0	1	0	true	false	0.2	14	50	6	0	0	0	wh2_dlc11_cst_zombie_gunnery_grenade		wh2_dlc11_grenade_bomb	-1	false		false	-1	1	0	3			10	false	false	55	very_low	-1	false	false	true	false	1	false	false	false	false
wh2_dlc11_cst_bomb_deck_droppers_ror	grenade	explosives	wh2_dlc11_cst_bomb_deckdroppers_ror_explosion	grenade_spin	1	dual_low_fixed	60	7	88	28	10	0	0	1	true	false	0.2	14	50	6	0	0	0	wh2_dlc11_cst_zombie_gunnery_grenade		wh2_dlc11_grenade_bomb	-1	false	wh_dlc06_unit_contact_sundered_armour	false	-1	1	0	3			10	false	false	55	very_low	-1	false	false	true	false	1	false	false	false	false
wh2_dlc11_cst_carronade_cannon_ball	artillery	artillery_default		none	1	low	450	10	40	100	20	0	88	352	true	false	0.1	23	250	9.8	0	0	0	wh_emp_cannon_ball		wh_cannon_cannonball_normal	0.3	true		false	-1	1	0	350			0	false	true	45	very_high_low_entity	700	false	false	true	false	1	false	false	true	true
wh2_dlc11_cst_luthor_harkon_pistol	musket	small_arm_default		none	1	low	90	0	45	110	60	0	40	120	false	false	0.050000004	4	80	1.6	0	0	0	wh_emp_rifle_bullet		wh_bullet_multi_impact	-1	false	wh2_dlc11_unit_contact_disrupted	false	-1	1	0	6			0	false	true	45	medium	-1	false	false	false	false	1	false	false	false	false
wh2_dlc11_cst_luthor_harkon_pistol_explosive	musket	small_arm_default	wh2_dlc11_cst_luthor_harkon_pistol_explosive	none	1	low	90	0	45	110	60	0	40	120	false	false	0.050000004	4	80	1.6	0	0	0	wh_emp_rifle_bullet		wh_bullet_multi_impact	-1	false	wh2_dlc11_unit_contact_disrupted	false	-1	1	0	6			0	false	true	45	medium	-1	false	false	false	false	1	false	false	false	false
wh2_dlc11_cst_mortar_shell	artillery	artillery_explosive	wh_main_emp_mortar_explosion	axe_spin	1	fixed	380	60	56	68	10	0	100	30	false	false	0.16	20	275	400	0	0	0	wh_emp_mortar		wh_mortar_cannonball	0.2	true		false	-1	1	0	50			0	false	true	50	low	600	false	false	false	false	1	false	false	true	true
wh2_dlc11_cst_pistol_bullet	musket	small_arm_default		none	1	low	90	0	45	90	10	1	10	2	false	false	0.050000004	9	65	2	0	0	0	wh_emp_rifle_bullet		wh_bullet	-1	false		false	-1	1	0	2			0	false	true	45	low	200	false	false	false	false	1	false	false	false	false
wh2_dlc11_cst_pistol_deck_dropper_bullet	musket	small_arm_default		none	1	low	80	0	45	90	10	0	24	6	false	false	0.050000004	9	65	3.2	0	0	0	wh_emp_rifle_bullet		wh_bullet	-1	false		false	-1	1	0	5			0	false	true	45	low	200	false	false	false	false	1	false	false	false	false
wh2_dlc11_cst_queen_bess	artillery	artillery_explosive	wh2_dlc11_cst_queen_bess	grenade_spin	1	fixed	450	50	60	120	20	0	72	262	false	false	0.1	18	275	70	0	0	0	wh2_dlc11_cst_queen_bess		wh2_dlc11_queen_bess	0.3	true	wh2_dlc11_unit_contact_monstrous_impact	false	-1	1	0	350			1	false	true	50	low	700	false	false	false	false	1	false	false	true	true
wh2_dlc11_cst_rifle_deck_dropper_bullet	musket	small_arm_default		none	1	low	130	0	88	100	10	0	13	31	false	false	0.050000004	13	75	5	0	0	0	wh_emp_rifle_bullet		wh_bullet	-1	false		false	-1	1	0	10			0	false	true	45	low	300	false	false	false	false	1	false	false	false	false
wh2_dlc11_cst_vampire_fleet_admiral_female_pistol	musket	small_arm_default		none	1	low	90	0	45	110	60	0	30	120	false	false	0.050000004	4	80	1.6	0	0	0	wh_emp_rifle_bullet		wh_bullet_multi_impact	-1	false		false	-1	1	0	6			0	false	true	45	medium	-1	false	false	false	false	1	false	false	false	false
wh2_dlc11_cst_vampire_fleet_captain_pistol	musket	small_arm_default		none	0	low	90	0	45	110	60	0	33	117	false	false	0.050000004	4	80	1.6	0	0	0	wh_emp_rifle_bullet		wh_bullet_multi_impact	-1	false		false	-1	1	0	6			0	false	true	45	medium	-1	false	false	false	false	1	false	false	false	false
wh2_dlc11_cst_vampire_fleet_captain_pistol_blunderbuss	musket	small_arm_default		none	4	low	90	0	45	110	60	3	16	60	false	false	0.050000004	4	80	1.6	0	0	0	wh_emp_rifle_bullet		wh_bullet_multi_impact	-1	false		false	-1	1	0	6			0	false	true	45	medium	-1	false	false	false	false	1	false	false	false	false
wh2_dlc11_gunnery_wight_rifle_bullet	musket	artillery_default		none	1	low	180	0	88	110	70	0	60	180	false	false	0.1	8	150	2	0	0	0	wh_dwf_rifle_bullet		wh_bullet_multi_impact	-1	false		false	-1	1	0	25			0	false	true	45	medium	-1	false	false	false	false	1	false	false	false	false
wh2_dlc11_gunnery_wight_rifle_bullet_blunderbuss	musket	artillery_default		none	4	low	180	0	88	110	70	3	30	90	false	false	0.1	8	150	2	0	0	0	wh_dwf_rifle_bullet		wh_bullet_multi_impact	-1	false		false	-1	1	0	25			0	false	true	45	medium	-1	false	false	false	false	1	false	false	false	false
wh2_dlc12_army_abilities_warpstorm_doomrocket	artillery	artillery_explosive	wh2_dlc12_army_abilities_warpstorm_doomrocket	shell_spin	1	low	200	25	50	75	30	0	0	11000	false	false	2	1	250	1	0	0	0	wh2_dlc12_warpstorm_doomrocket		wh2_dlc12_ability_warpstorm_doomrocket	3.5	true		false	-1	1	0	300			0	true	true	45	very_high	-1	false	false	false	true	1	false	false	true	true
wh2_dlc12_army_abilities_warpstorm_doomrocket_upgrade	artillery	artillery_explosive	wh2_dlc12_army_abilities_warpstorm_doomrocket_upgrade	shell_spin	1	low	200	25	50	75	30	0	0	11000	false	false	2	1	250	1	0	0	0	wh2_dlc12_warpstorm_doomrocket		wh2_dlc12_ability_warpstorm_doomrocket	3.5	true		false	-1	1	0	300			0	true	true	45	very_high	-1	false	false	false	true	1	false	false	true	true
wh2_dlc12_lord_abilities_drop_sphere_of_tepok	artillery	artillery_default	wh2_dlc12_lord_abilities_drop_sphere_of_tepok	shell_spin	1	low	15	0	88	15	0	5	120	30	false	false	0.5	1	250	10	0	0	0	wh2_dlc12_lord_abilities_drop_sphere_of_tepok		wh2_dlc12_Sphere_Of_Tepok	1.5	false		false	10	1	0	25			1	false	false	45	very_low_magic	-1	false	true	false	true	1	false	false	false	false
wh2_dlc12_lord_abilities_drop_sphere_of_tepok_upgraded	artillery	artillery_default	wh2_dlc12_lord_abilities_drop_sphere_of_tepok_upgraded	shell_spin	1	low	15	0	88	15	0	5	160	60	false	false	0.5	1	250	10	0	0	0	wh2_dlc12_lord_abilities_drop_sphere_of_tepok		wh2_dlc12_Sphere_Of_Tepok	1.5	false		false	10	1	0	25			1	false	false	45	very_low_magic	-1	false	true	false	true	1	false	false	false	false
wh2_dlc12_lord_warpstone_detonation	artillery	artillery_explosive	wh2_main_army_abilities_warpbomb	none	1	low	200	25	50	120	30	0	0	224	false	false	1.5	1	250	1	0	0	0	wh2_main_spell_ruin_warp_lightning		wh2_dlc12_ability_warpstone_detonation	1.5	true		false	0.8	1	0	100			0	true	true	45	high_magic	-1	false	false	false	true	1	false	false	false	true
wh2_dlc12_lzd_salamander_flame	musket	small_arm_default	wh2_dlc12_lzd_salamander_flame	none	1	dual_low_fixed	125	0	88	55	10	0	72	25	false	false	0.050000004	12	85	2.9	0	0	26	wh2_dlc12_lzd_salamander_flame		wh2_dlc12_salamander_flame	-1	false		false	-1	1	0	160			10	false	true	45	very_low	160	false	true	false	false	1	false	false	false	false
wh2_dlc12_lzd_salamander_flame_large	artillery	artillery_default	wh2_dlc12_lzd_salamander_flame_large	none	1	dual_low_fixed	160	20	60	55	10	0	72	262	false	false	0.2	12	120	2.3	0	0	0	wh2_dlc12_lzd_salamander_flame_large	wh2_dlc12_unit_contact_flammable	wh2_dlc12_salamander_flame_large	-1	false	wh2_dlc12_unit_contact_flammable	false	-1	1	0	220			10	false	true	45	low	700	false	true	false	true	1	false	true	true	true
wh2_dlc12_lzd_salamander_ror_flame	musket	small_arm_default	wh2_dlc12_lzd_salamander_flame_ror	none	1	dual_low_fixed	125	0	88	55	10	0	72	25	false	false	0.050000004	12	85	2.9	0	0	26	wh2_dlc12_lzd_salamander_ror_flame		wh2_dlc12_salamander_flame	-1	false		false	-1	1	0	160			10	false	true	45	very_low	160	false	true	false	false	1	false	false	false	false
wh2_dlc12_skv_doomwheel_warp_lightning_alt	artillery	artillery_explosive	wh2_dlc12_skv_doomwheel_warp_lightning_ror	none	2	low	60	0	80	100	10	8	20	45	false	false	0.1	12	50	5	0	0	0	wh2_main_skv_warp_lightning_doomwheel		wh2_main_skv_doomwheel_warp_lightning	0.2	true		false	6	1	0	200			0	true	true	45	medium	100	false	false	false	true	1	false	false	false	true
wh2_dlc12_skv_doomwheel_warp_lightning_ikit	artillery	artillery_explosive	wh2_main_skv_doomwheel_warp_lightning	none	3	low	60	0	80	100	20	0	20	45	false	false	0.1	12	50	8.2	0	0	0	wh2_main_skv_warp_lightning_doomwheel		wh2_main_skv_doomwheel_warp_lightning	0.2	true		false	6	1	0	200			0	true	true	45	medium	100	false	false	false	true	1	false	false	false	true
wh2_dlc12_skv_doomwheel_warp_lightning_ikit_alt	artillery	artillery_explosive	wh2_main_skv_doomwheel_warp_lightning	none	4	low	60	0	80	100	20	0	20	45	false	false	0.1	12	50	8.2	0	0	0	wh2_main_skv_warp_lightning_doomwheel		wh2_main_skv_doomwheel_warp_lightning	0.2	true		false	6	1	0	200			0	true	true	45	medium	100	false	false	false	true	1	false	false	false	true
wh2_dlc12_skv_doomwheel_warp_lightning_ror	artillery	artillery_explosive	wh2_dlc12_skv_doomwheel_warp_lightning_ror	none	2	low	60	0	80	100	10	8	20	45	false	false	0.1	12	50	5	0	0	0	wh2_dlc12_skv_warp_lightning_doomwheel_ror		wh2_main_skv_doomwheel_warp_lightning	0.2	true		false	6	1	0	200			0	true	true	45	medium	100	false	false	false	true	1	false	false	false	true
wh2_dlc12_skv_ikit_warpfire	musket	artillery_flammable	wh2_main_skv_warpfire_ikit	none	1	low	80	0	55	30	30	0	48	16	false	false	2	12	40	1.7	0	0	0	wh2_main_skv_warpfire		wh2_dlc12_ikit_warpfiregun_flame	-1	false	wh_main_unit_contact_morale	false	3	4	0.5	40			1	true	true	45	low	85	true	true	false	false	1	false	false	false	false
wh2_dlc12_skv_ikit_warpfire_alt	musket	artillery_flammable	wh2_main_skv_warpfire_ikit	none	1	low	100	0	55	30	30	0	48	20	false	false	2	12	40	1.7	0	0	50	wh2_main_skv_warpfire		wh2_dlc12_ikit_warpfiregun_flame	-1	false	wh_main_unit_contact_morale	false	3	4	0.5	40			1	true	true	45	low	135	true	true	false	false	1	false	false	false	false
wh2_dlc12_skv_ratling_gun_bullet	musket	small_arm_default		none	1	low	145	0	88	100	10	0	2	6	false	false	0.050000004	5	70	2.7	0	0	0	wh2_dlc12_skv_ratling_gun		wh2_dlc12_bullet_ratling_gun	-1	false	wh2_dlc12_unit_contact_suppressive_fire	false	-1	1	0	5			0	false	true	45	very_low	300	false	false	false	false	18	false	false	false	false
wh2_dlc12_skv_ratling_gun_bullet_lab_ror	musket	small_arm_default		none	1	low	175	0	88	120	33	0	2	7	false	false	0.050000004	5	80	2.4	0	0	0	wh2_dlc12_skv_ratling_gun		wh2_dlc12_bullet_ratling_gun	-1	false	wh2_dlc12_unit_contact_suppressive_fire	false	-1	1	0	5			0	false	true	45	very_low	300	false	false	false	false	18	false	false	false	false
wh2_dlc12_skv_ratling_gun_bullet_ror	musket	small_arm_default		none	1	low	145	0	88	100	33	0	2	6	false	false	0.050000004	5	70	2.7	0	0	0	wh2_dlc12_skv_ratling_gun_ror		wh2_dlc12_bullet_ratling_gun	-1	false	wh2_dlc12_unit_contact_suppressive_fire	false	-1	1	0	5			0	false	true	45	very_low	300	false	false	false	false	18	false	false	false	false
wh2_dlc12_skv_warp_jezzails_bullet	musket	small_arm_default		shell_spin	1	low	300	0	88	100	10	0	6	30	false	false	0.050000004	12	150	0.5	0	0	0	wh2_dlc12_skv_warp_jezzails		wh2_dlc12_warplock_jezzail_bullet	-1	false	wh2_dlc09_unit_contact_shieldbreaker	false	-1	1	0	6			0	false	true	45	low	400	false	false	false	false	1	false	false	false	false
wh2_dlc12_skv_warp_jezzails_bullet_lab_ror	musket	small_arm_default		shell_spin	1	low	300	0	88	100	10	0	6	30	false	false	0.050000004	12	150	0.5	0	0	0	wh2_dlc12_skv_warp_jezzails		wh2_dlc12_warplock_jezzail_bullet	-1	false	wh_dlc06_unit_contact_blinded	false	-1	1	0	6			0	false	true	45	low	400	false	false	false	false	1	false	false	false	false
wh2_dlc12_skv_warp_jezzails_bullet_ror	musket	small_arm_default		shell_spin	1	low	300	0	88	100	10	0	6	30	false	false	0.050000004	12	150	0.5	0	0	0	wh2_dlc12_skv_warp_jezzails_ror		wh2_dlc12_warplock_jezzail_bullet	-1	false	wh2_dlc09_unit_contact_shieldbreaker	false	-1	1	0	6			0	false	true	45	low	400	false	false	false	false	1	false	false	false	false
