battle_set_piece_armies_tables	7
ai_army_tactic	approach_angle	army_emblem	army_model	army_name	deployment_zone_id	faction	is_allied_to_player	is_reinforcement_army	is_frontend_player_army	use_default_deployment_zones	is_hidden_army	should_merge_army
	180	empire_test_emblem_army_01	242444387	wh2_dlc09_qb_tmb_final_battle_fon_khatep	0	wh2_dlc09_tmb_tombking_qb_exiles_of_nehek	false	false	false	true	false	false
	180	empire_test_emblem_army_01	1034628616	wh2_dlc09_qb_tmb_final_battle_fon_settra	0	wh2_dlc09_tmb_tombking_qb_khemri	false	true	false	true	false	false
	0	empire_test_emblem_army_01	942038784	wh2_dlc09_qb_tmb_final_battle_khalida_1	1	wh2_dlc09_tmb_tombking_qb_lybaras	true	false	false	true	false	false
	0	empire_test_emblem_army_01	942038784	wh2_dlc09_qb_tmb_final_battle_khalida_player	0	wh2_dlc09_tmb_lybaras	false	false	true	true	false	false
	0	empire_test_emblem_army_01	242444387	wh2_dlc09_qb_tmb_final_battle_khatep_2	2	wh2_dlc09_tmb_tombking_qb_exiles_of_nehek	true	false	false	true	false	false
	0	empire_test_emblem_army_01	242444387	wh2_dlc09_qb_tmb_final_battle_khatep_player	0	wh2_dlc09_tmb_exiles_of_nehek	false	false	true	true	false	false
	0	empire_test_emblem_army_01	1034628616	wh2_dlc09_qb_tmb_final_battle_settra_1	1	wh2_dlc09_tmb_tombking_qb_khemri	true	false	false	true	false	false
	0	empire_test_emblem_army_01	1034628616	wh2_dlc09_qb_tmb_final_battle_settra_2	2	wh2_dlc09_tmb_tombking_qb_khemri	true	false	false	true	false	false
	0	empire_test_emblem_army_01	1034628616	wh2_dlc09_qb_tmb_final_battle_settra_player	0	wh2_dlc09_tmb_khemri	false	false	true	true	false	false
	0	empire_test_emblem_army_01	3394	wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_01	0	wh_main_vmp_vampire_counts_qb1	false	false	false	true	false	false
	0	empire_test_emblem_army_01	3394	wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_02	0	wh_main_vmp_vampire_counts_qb2	false	true	false	true	true	false
	220	empire_test_emblem_army_01	3394	wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_03	0	wh_main_vmp_vampire_counts_qb2	false	true	false	true	true	false
	140	empire_test_emblem_army_01	3394	wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_attacker_04	0	wh_main_vmp_vampire_counts_qb2	false	true	false	true	true	false
	0	empire_test_emblem_army_01	942038784	wh2_dlc09_qb_tmb_khalida_venom_staff_stage_3_ash_river_player	0	wh2_dlc09_tmb_lybaras	false	false	true	true	false	false
	0	empire_test_emblem_army_01	242444387	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_attacker_01	0	wh2_dlc09_tmb_exiles_of_nehek	false	false	true	false	false	false
	0	beastmen_test_emblem_army_01	4036	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_01	0	wh_dlc03_bst_beastmen_qb1	false	false	false	false	false	false
	90	beastmen_test_emblem_army_01	4036	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_02	0	wh_dlc03_bst_beastmen_qb2	false	true	false	false	false	false
	270	beastmen_test_emblem_army_01	4036	wh2_dlc09_qb_tmb_khatep_the_liche_staff_stage_5_pits_of_zardok_defender_03	0	wh_dlc03_bst_beastmen_qb3	false	true	false	false	false	false
	0	empire_test_emblem_army_01	1034628616	wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_attacker	0	wh2_dlc09_tmb_khemri	false	false	true	false	false	false
	0	empire_test_emblem_army_01	5284	wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_1	0	wh2_main_rogue_gerhardts_mercenaries_qb1	false	false	false	false	false	false
	0	dwarfs_test_emblem_army_01	4652	wh2_dlc09_qb_tmb_settra_the_blessed_blade_of_ptra_stage_3_charnel_valley_defender_2	1	wh2_main_rogue_doomseekers_qb1	false	false	false	false	false	false
	0	greenskins_test_emblem_army_01	4147	wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_defender_1	0	wh_main_grn_greenskins_qb2	false	false	false	true	false	false
	360	greenskins_test_emblem_army_01	4119	wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_defender_2	0	wh_main_grn_greenskins_qb3	false	true	false	false	true	false
	240	skaven_test_emblem_army_01	85311450	wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_defender_3	0	wh2_main_skv_skaven_qb2	false	true	false	false	true	false
	180	skaven_test_emblem_army_01	85311450	wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_defender_4	0	wh2_main_skv_skaven_qb3	false	true	false	false	true	false
	0	skaven_test_emblem_army_01	2131094978	wh2_dlc09_qb_tmb_tretch_craventail_lucky_skullhelm_stage_5_mushroom_cave_player	0	wh2_dlc09_skv_clan_rictus	false	false	true	true	false	false
	0	empire_test_emblem_army_01	1034628616	wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_attacker	0	wh2_dlc09_tmb_khemri	false	false	true	false	false	false
	0	chaos_test_emblem_army_01	3440	wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5_pack_ice_bay_defender	0	wh_main_chs_chaos_qb1	false	false	false	false	false	false
	0	empire_test_emblem_army_01	5540	wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_attacker_01	0	wh2_main_hef_avelorn	false	false	true	false	false	false
	0	chaos_test_emblem_army_01	3440	wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_01	1	wh_main_chs_chaos_qb1	false	false	false	false	false	false
	0	chaos_test_emblem_army_01	3440	wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_02	0	wh_main_chs_chaos_qb2	false	false	false	false	false	false
	0	chaos_test_emblem_army_01	3440	wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5_defender_03	1	wh_main_chs_chaos_qb3	false	false	false	false	true	false
	0	beastmen_test_emblem_army_01	3258	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_01	0	wh_dlc03_bst_beastmen_qb1	false	false	false	true	false	false
	0	dark_elves_test_emblem_army_01	1380263921	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_02	1	wh2_main_def_dark_elves_qb2	false	false	false	true	false	false
	0	dark_elves_test_emblem_army_01	1744947524	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_attacker_03	2	wh2_main_def_dark_elves_qb1	false	false	false	true	false	false
	0	dark_elves_test_emblem_army_01	418530552	wh2_dlc10_qb_def_hellebron_deathsword_and_the_cursed_blade_stage_4_altar_of_ultimate_darkness_defender_01	0	wh2_main_def_har_ganeth	false	false	true	true	false	false
	0	high_elves_test_emblem_army_01	5540	wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_attacker_01	0	wh2_main_hef_nagarythe	false	false	true	true	false	false
	0	high_elves_test_emblem_army_01	5540	wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_attacker_02	1	wh2_main_hef_high_elves_qb1	true	false	false	true	false	false
	0	dark_elves_test_emblem_army_01	1744947524	wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_defender_01	0	wh2_main_def_dark_elves_qb1	false	false	false	false	false	false
	180	dark_elves_test_emblem_army_01	1744947524	wh2_dlc10_qb_hef_alith_anar_stage_4_the_moon_bow_defender_02	0	wh2_main_def_dark_elves_qb2	false	true	false	true	true	false
	0	norsca_test_emblem_army_01	3509	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_attacker_1	0	wh2_dlc11_nor_norsca_qb4	false	false	false	true	false	false
	0	norsca_test_emblem_army_01	5302	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_attacker_2	1	wh_main_nor_norsca_qb1	false	false	false	true	true	false
	270	empire_test_emblem_army_01	3298	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_defender_1	0	wh2_dlc11_emp_empire_qb5	true	true	false	true	true	false
FALSE	0	empire_test_emblem_army_01	1702132749	wh2_dlc11_qb_cst_aranessa_saltspite_krakens_bane_player	0	wh2_dlc11_cst_pirates_of_sartosa	false	false	true	true	false	false
	0	bretonnia_test_emblem_army_01	5691	wh2_dlc11_qb_cst_cylostra_shifting_isles_bretonnia	0	wh_main_brt_bretonnia_qb1	false	false	false	true	false	false
	160	bretonnia_test_emblem_army_01	4864	wh2_dlc11_qb_cst_cylostra_shifting_isles_bretonnia_reinforcement	0	wh_main_brt_bretonnia_qb1	false	true	false	false	false	false
	0	high_elves_test_emblem_army_01	1763559082	wh2_dlc11_qb_cst_cylostra_shifting_isles_high_elf	0	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false
	80	high_elves_test_emblem_army_01	1763559082	wh2_dlc11_qb_cst_cylostra_shifting_isles_high_elf_reinforcement	0	wh2_main_hef_high_elves_qb1	false	true	false	false	false	false
FALSE	0	high_elves_test_emblem_army_01	1692004273	wh2_dlc11_qb_cst_cylostra_shifting_isles_player_01	0	wh2_dlc11_cst_the_drowned	false	false	true	true	false	false
0	0	empire_test_emblem_army_01	1051890561	wh2_dlc11_qb_cst_final_battle_aranessa_reinforcement	1	wh2_dlc11_cst_pirates_of_sartosa	true	true	false	true	false	true
	0	empire_test_emblem_army_01	717893252	wh2_dlc11_qb_cst_final_battle_attacker_01	0	wh2_main_def_dark_elves_qb2	false	false	false	true	false	false
	155	empire_test_emblem_army_01	1380263921	wh2_dlc11_qb_cst_final_battle_attacker_02_left	0	wh2_dlc11_cst_vampire_coast_qb2	false	true	false	true	false	false
	215	empire_test_emblem_army_01	1380263921	wh2_dlc11_qb_cst_final_battle_attacker_02_right	0	wh2_dlc11_cst_vampire_coast_qb3	false	true	false	true	false	false
	180	empire_test_emblem_army_01	1380263921	wh2_dlc11_qb_cst_final_battle_attacker_03_left	0	wh2_dlc11_cst_vampire_coast_qb4	false	true	false	true	true	false
	180	empire_test_emblem_army_01	1380263921	wh2_dlc11_qb_cst_final_battle_attacker_03_right	0	wh2_dlc11_cst_vampire_coast_qb4	false	true	false	true	true	false
0	0	empire_test_emblem_army_01	1051890561	wh2_dlc11_qb_cst_final_battle_cylostra_reinforcement	1	wh2_dlc11_cst_the_drowned	true	true	false	true	false	true
	0	empire_test_emblem_army_01	5555	wh2_dlc11_qb_cst_final_battle_fellheart	0	wh2_main_def_dark_elves_qb1	false	true	false	true	true	false
FALSE	0	empire_test_emblem_army_01	1165794969	wh2_dlc11_qb_cst_final_battle_luthor	0	wh2_dlc11_cst_vampire_coast	false	false	true	true	false	false
	0	empire_test_emblem_army_01	1165794969	wh2_dlc11_qb_cst_final_battle_luthor_reinforcement	1	wh2_dlc11_cst_vampire_coast	true	true	false	true	false	true
0	0	empire_test_emblem_army_01	1051890561	wh2_dlc11_qb_cst_final_battle_noctilus_reinforcement	1	wh2_dlc11_cst_noctilus	true	true	false	true	false	true
	0	empire_test_emblem_army_01	1165794969	wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_attacker_01	0	wh2_dlc11_cst_vampire_coast	false	false	true	false	false	false
	0	empire_test_emblem_army_01	5596	wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_defender_01	0	wh2_main_lzd_lizardmen_qb1	false	false	false	false	false	false
	180	empire_test_emblem_army_01	5596	wh2_dlc11_qb_cst_harkon_quest_for_slann_gold_reinforcement	0	wh2_main_lzd_lizardmen_qb2	false	true	false	false	true	false
	0	skaven_test_emblem_army_01	1362155271	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_attacker_01	0	wh2_main_skv_skaven_qb2	false	false	false	true	false	false
FALSE	0	high_elves_test_emblem_army_01	12145341	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_defender_01	0	wh2_dlc11_def_the_blessed_dread	false	false	true	true	false	false
	180	skaven_test_emblem_army_01	5657	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_reinforcement_01	0	wh2_main_skv_skaven_qb2	false	true	false	false	false	false
	350	skaven_test_emblem_army_01	761309665	wh2_dlc11_qb_def_lokhir_fellheart_helm_of_the_kraken_reinforcement_02	0	wh2_main_skv_skaven_qb2	false	true	false	false	false	false
	0	empire_test_emblem_army_01	3301	wh2_dlc11_qb_noctilus_piece_of_8_attacker_01	0	wh2_dlc11_cst_noctilus	false	false	true	false	false	false
	0	empire_test_emblem_army_01	3463	wh2_dlc11_qb_noctilus_piece_of_8_defender_01	0	wh_main_emp_empire_qb1	false	false	false	false	false	false
	0	lizardmen_test_emblem_army_01	5570	wh2_dlc12_great_vortex_kroqgar_lord_kroak_stage_3_player	0	wh2_main_lzd_last_defenders	false	false	true	true	false	false
	0	lizardmen_test_emblem_army_01	5584	wh2_dlc12_great_vortex_lord_kroak_stage_3_player_reinforcements	0	wh2_main_lzd_lizardmen_qb1	true	true	false	true	true	false
	0	skaven_test_emblem_army_01	5625	wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_1	0	wh2_main_skv_skaven_qb2	false	false	false	true	false	false
	180	skaven_test_emblem_army_01	1362155271	wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements	0	wh2_main_skv_skaven_qb3	false	true	false	true	true	false
	180	skaven_test_emblem_army_01	5625	wh2_dlc12_great_vortex_lord_kroak_stage_3_skaven_reinforcements_2	0	wh2_main_skv_skaven_qb1	false	true	false	true	true	false
	0	lizardmen_test_emblem_army_01	5702	wh2_dlc12_great_vortex_mazdamundi_lord_kroak_stage_3_player	0	wh2_main_lzd_hexoatl	false	false	true	true	false	false
	0	lizardmen_test_emblem_army_01	5702	wh2_dlc12_great_vortex_tehenhauin_lord_kroak_stage_3_player	0	wh2_dlc12_lzd_cult_of_sotek	false	false	true	true	false	false
	0	lizardmen_test_emblem_army_01	5702	wh2_dlc12_great_vortex_tiktaqto_lord_kroak_stage_3_player	0	wh2_main_lzd_tlaqua	false	false	true	true	false	false
	0	skaven_test_emblem_army_01	1405923379	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy	0	wh2_main_skv_skaven_qb1	false	false	false	true	false	true
	0	skaven_test_emblem_army_01	5657	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_reinforcements_1	1	wh2_main_skv_skaven_qb2	false	false	false	true	false	true
	0	skaven_test_emblem_army_01	5657	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_enemy_reinforcements_2	2	wh2_main_skv_skaven_qb3	false	false	false	true	false	true
	0	lizardmen_test_emblem_army_01	730976815	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player	0	wh2_dlc12_lzd_cult_of_sotek	false	false	true	true	false	false
	270	lizardmen_test_emblem_army_01	5600	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player_reinforcements_1	0	wh2_main_lzd_lizardmen_qb1	true	true	false	true	false	false
	90	lizardmen_test_emblem_army_01	5600	wh2_dlc12_qb_lzd_tehenhauin_plaque_of_sotek_player_reinforcements_2	0	wh2_main_lzd_lizardmen_qb2	true	true	false	true	false	false
	0	skaven_test_emblem_army_01	1362155271	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy	0	wh2_main_skv_skaven_qb1	false	false	false	true	false	false
	90	skaven_test_emblem_army_01	5657	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_1	0	wh2_main_skv_skaven_qb2	false	true	false	true	true	false
	270	skaven_test_emblem_army_01	5660	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_2	0	wh2_main_skv_skaven_qb3	false	true	false	true	true	false
	270	skaven_test_emblem_army_01	5625	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_enemy_reinforcements_3	0	wh2_main_skv_skaven_qb4	false	true	false	true	true	false
	0	lizardmen_test_emblem_army_01	5702	wh2_dlc12_qb_lzd_tiktaqto_mask_of_heavens_player	0	wh2_main_lzd_tlaqua	false	false	true	true	false	false
	0	lizardmen_test_emblem_army_01	5584	wh2_dlc12_skv_ikit_claw_storm_daemon_enemy	0	wh2_main_lzd_lizardmen_qb2	false	false	false	true	false	false
	0	lizardmen_test_emblem_army_01	5596	wh2_dlc12_skv_ikit_claw_storm_daemon_enemy_reinforcements	0	wh2_main_lzd_lizardmen_qb3	false	true	false	true	true	false
	0	skaven_test_emblem_army_01	1362155271	wh2_dlc12_skv_ikit_claw_storm_daemon_player	0	wh2_main_skv_clan_skyre	false	false	true	true	false	false
	0	chaos_test_emblem_army_01	5651	wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_attacker_01	0	wh_main_chs_chaos_qb1	false	false	false	true	false	false
	240	chaos_test_emblem_army_01	3258	wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_attacker_02	0	wh_main_chs_chaos_qb2	false	true	false	true	false	false
	300	chaos_test_emblem_army_01	3258	wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_attacker_03	0	wh_main_chs_chaos_qb2	false	true	false	true	false	false
	0	dark_elves_test_emblem_army_01	5530	wh2_main_qb_def_malekith_circlet_of_iron_stage_3_altar_of_ultimate_darkness_defender_01	0	wh2_main_def_naggarond	false	false	true	true	false	false
	0	dark_elves_test_emblem_army_01	5530	wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_attacker_01	0	wh2_main_def_naggarond	false	false	true	true	false	false
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_attacker_02	1	wh2_main_def_dark_elves_qb2	true	false	false	true	false	false
	0	high_elves_test_emblem_army_01	5540	wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_defender_01	0	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false
	290	high_elves_test_emblem_army_01	5549	wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_defender_02	0	wh2_main_hef_high_elves_qb2	false	true	false	true	false	true
	90	high_elves_test_emblem_army_01	5574	wh2_main_qb_def_malekith_destroyer_stage_3_vauls_anvil_defender_03	0	wh2_main_hef_high_elves_qb2	false	true	false	true	false	true
	0	dark_elves_test_emblem_army_01	5530	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_attacker_01	0	wh2_main_def_naggarond	false	false	true	true	false	false
	110	dark_elves_test_emblem_army_01	5590	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_attacker_02	0	wh2_main_def_dark_elves_qb1	true	true	false	true	false	false
	250	dark_elves_test_emblem_army_01	5590	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_attacker_03	0	wh2_main_def_dark_elves_qb2	true	true	false	true	false	false
	0	lizardmen_test_emblem_army_01	5584	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_defender_01	1	wh2_main_lzd_lizardmen_qb1	false	false	false	true	false	false
	0	lizardmen_test_emblem_army_01	5584	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_defender_02	0	wh2_main_lzd_lizardmen_qb2	false	false	false	true	false	false
	250	lizardmen_test_emblem_army_01	5584	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps_defender_03	0	wh2_main_lzd_lizardmen_qb3	false	true	false	false	false	false
	0	high_elves_test_emblem_army_01	5595	wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim_attacker_01	0	wh2_main_def_cult_of_pleasure	false	false	true	true	false	false
	0	high_elves_test_emblem_army_01	5574	wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim_defender_01	0	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false
	270	high_elves_test_emblem_army_01	5574	wh2_main_qb_def_morathi_heartrender_and_the_darksword_stage_6_arnheim_defender_02	0	wh2_main_hef_high_elves_qb2	false	true	false	true	false	false
	120	dark_elves_test_emblem_army_01	5530	wh2_main_qb_final_battle_ai_def_attacker_ally	0	wh2_main_def_dark_elves_qb1	true	true	false	true	false	false
	120	dark_elves_test_emblem_army_01	5530	wh2_main_qb_final_battle_ai_def_attacker_reinforcements	0	wh2_main_def_dark_elves_qb1	false	true	false	true	false	false
	0	dark_elves_test_emblem_army_01	5530	wh2_main_qb_final_battle_ai_def_defender	0	wh2_main_def_dark_elves_qb1	false	false	false	true	false	false
	0	dark_elves_test_emblem_army_01	5595	wh2_main_qb_final_battle_ai_def_defender_reinforcements	0	wh2_main_def_dark_elves_qb1	false	true	false	true	false	true
	230	high_elves_test_emblem_army_01	5540	wh2_main_qb_final_battle_ai_hef_attacker_ally	0	wh2_main_hef_high_elves_qb1	true	true	false	true	false	false
	230	high_elves_test_emblem_army_01	5540	wh2_main_qb_final_battle_ai_hef_attacker_reinforcements	0	wh2_main_hef_high_elves_qb1	false	true	false	true	false	false
	0	high_elves_test_emblem_army_01	5540	wh2_main_qb_final_battle_ai_hef_defender	0	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false
	0	high_elves_test_emblem_army_01	5549	wh2_main_qb_final_battle_ai_hef_defender_reinforcements	0	wh2_main_hef_high_elves_qb1	false	true	false	true	false	true
	0	high_elves_test_emblem_army_01	1526182934	wh2_main_qb_final_battle_ai_hef_skaven_defence	0	wh2_main_hef_high_elves_qb1	false	false	false	true	false	false
	190	lizardmen_test_emblem_army_01	5702	wh2_main_qb_final_battle_ai_lzd_attacker_ally	0	wh2_main_lzd_lizardmen_qb1	true	true	false	true	false	false
	190	lizardmen_test_emblem_army_01	5702	wh2_main_qb_final_battle_ai_lzd_attacker_reinforcements	0	wh2_main_lzd_lizardmen_qb1	false	true	false	true	false	false
	0	lizardmen_test_emblem_army_01	5702	wh2_main_qb_final_battle_ai_lzd_defender	0	wh2_main_lzd_lizardmen_qb1	false	false	false	true	false	false
	0	lizardmen_test_emblem_army_01	5570	wh2_main_qb_final_battle_ai_lzd_defender_reinforcements	0	wh2_main_lzd_lizardmen_qb1	false	true	false	true	false	true
	170	skaven_test_emblem_army_01	5558	wh2_main_qb_final_battle_ai_skv_attacker_ally	0	wh2_main_skv_skaven_qb1	true	true	false	true	false	false
	0	skaven_test_emblem_army_01	5558	wh2_main_qb_final_battle_ai_skv_defender	0	wh2_main_skv_skaven_qb1	false	false	false	true	false	false
	0	skaven_test_emblem_army_01	5555	wh2_main_qb_final_battle_ai_skv_defender_reinforcements	0	wh2_main_skv_skaven_qb1	false	true	false	true	false	true
	0	skaven_test_emblem_army_01	5633	wh2_main_qb_final_battle_ai_skv_grey_seer_clan	0	wh2_main_skv_grey_seer_clan	false	false	false	true	false	false
	170	skaven_test_emblem_army_01	5633	wh2_main_qb_final_battle_ai_skv_grey_seer_clan_reinforcements	0	wh2_main_skv_grey_seer_clan	false	true	false	true	true	false
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_final_battle_def_ally	0	wh2_main_def_naggarond	true	false	false	true	false	true
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_final_battle_def_ally_morathi	0	wh2_main_def_cult_of_pleasure	true	false	false	true	false	true
	0	dark_elves_test_emblem_army_01	5530	wh2_main_qb_final_battle_def_frontend_player	0	wh2_main_def_naggarond	false	false	true	true	false	true
	0	skaven_test_emblem_army_01	5633	wh2_main_qb_final_battle_head_to_head_skv_grey_seer_clan	0	wh2_main_skv_grey_seer_clan	false	false	false	true	false	false
	0	high_elves_test_emblem_army_01	5574	wh2_main_qb_final_battle_hef_ally	0	wh2_main_hef_eataine	true	false	false	true	false	true
