unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				wh_main_vmp_mon_varghulf	all_units_excluding_terror
false				wh_pro04_bst_inf_cygor_ror_0	all_units_excluding_terror
false			art_fix		all_units
false			art_fld		all_units
false			art_siege		all_units
false			cav_mel		all_units
false			cav_mis		all_units
false			cav_shk		all_units
false			chariot		all_units
false			com		all_units
false			elph		all_units
false			inf_mel		all_units
false			inf_mis		all_units
false			inf_pik		all_units
false			inf_spr		all_units
false			shp_art		all_units
false			shp_mel		all_units
false			shp_mis		all_units
false			shp_trn		all_units
false			spcl		all_units
false			art_fix		artillery_units
false			art_fld		artillery_units
false			art_siege		artillery_units
false			shp_art		artillery_units
false				wh2_main_def_cha_dreadlord_0_black_ark	black_ark
false				wh_main_brt_shp_galleon	bodyguard_units_admirals
false				wh_main_brt_shp_galleon_general	bodyguard_units_admirals
false				wh_main_chs_shp_bloodship	bodyguard_units_admirals
false				wh_main_chs_shp_bloodship_general	bodyguard_units_admirals
false				wh_main_dwf_shp_dreadnaught	bodyguard_units_admirals
false				wh_main_dwf_shp_dreadnaught_general	bodyguard_units_admirals
false				wh_main_emp_shp_greatship_general	bodyguard_units_admirals
false				wh_main_grn_shp_hulk	bodyguard_units_admirals
false				wh_main_grn_shp_hulk_general	bodyguard_units_admirals
false				wh_main_ksl_shp_greatship	bodyguard_units_admirals
false				wh_main_ksl_shp_greatship_general	bodyguard_units_admirals
false				wh_main_nor_shp_bloodship	bodyguard_units_admirals
false				wh_main_nor_shp_bloodship_general	bodyguard_units_admirals
false				wh_main_teb_shp_greatship	bodyguard_units_admirals
false				wh_main_teb_shp_greatship_general	bodyguard_units_admirals
false				wh_main_vmp_shp_griefship	bodyguard_units_admirals
false				wh_main_vmp_shp_griefship_general	bodyguard_units_admirals
false			com		bodyguard_units_generals
false				wh_main_brt_cav_mounted_yeomen_1	brt_bow_cav
false				wh_pro04_brt_cav_mounted_yeomen_ror_0	brt_bow_cav
false				wh_dlc07_brt_inf_peasant_bowmen_1	brt_bow_inf
false				wh_dlc07_brt_inf_peasant_bowmen_2	brt_bow_inf
false				wh_main_brt_inf_peasant_bowmen	brt_bow_inf
false				wh_dlc07_brt_cav_grail_guardians_0	brt_horse_knights
false				wh_dlc07_brt_cav_knights_errant_0	brt_horse_knights
false				wh_dlc07_brt_cav_questing_knights_0	brt_horse_knights
false				wh_main_brt_cav_grail_knights	brt_horse_knights
false				wh_main_brt_cav_knights_of_the_realm	brt_horse_knights
false				wh_pro04_brt_cav_knights_errant_ror_0	brt_horse_knights
false				wh_pro04_brt_cav_knights_of_the_realm_ror_0	brt_horse_knights
false				wh_pro04_brt_cav_questing_knights_ror_0	brt_horse_knights
false				wh_dlc07_brt_cav_grail_guardians_0	brt_knights
false				wh_dlc07_brt_cav_knights_errant_0	brt_knights
false				wh_dlc07_brt_cav_questing_knights_0	brt_knights
false				wh_dlc07_brt_cav_royal_hippogryph_knights_0	brt_knights
false				wh_dlc07_brt_cav_royal_pegasus_knights_0	brt_knights
false				wh_main_brt_cav_grail_knights	brt_knights
false				wh_main_brt_cav_knights_of_the_realm	brt_knights
false				wh_main_brt_cav_pegasus_knights	brt_knights
false				wh_pro04_brt_cav_knights_errant_ror_0	brt_knights
false				wh_pro04_brt_cav_knights_of_the_realm_ror_0	brt_knights
false				wh_pro04_brt_cav_questing_knights_ror_0	brt_knights
false				wh_dlc07_brt_cav_royal_hippogryph_knights_0	brt_monster_knights
false				wh_dlc07_brt_cav_royal_pegasus_knights_0	brt_monster_knights
false				wh_main_brt_cav_pegasus_knights	brt_monster_knights
false				wh_main_brt_inf_men_at_arms	brt_polearms
false				wh_dlc07_brt_inf_grail_reliquae_0	brt_reliquae
false				wh_main_brt_cav_mounted_yeomen_0	brt_spear_cav
false				wh_dlc07_brt_inf_spearmen_at_arms_1	brt_spear_inf
false				wh_main_brt_inf_spearmen_at_arms	brt_spear_inf
false				wh_main_brt_cav_mounted_yeomen_0	brt_squires_yeomen
false				wh_main_brt_cav_mounted_yeomen_1	brt_squires_yeomen
false				wh_pro04_brt_cav_mounted_yeomen_ror_0	brt_squires_yeomen
false				wh_dlc07_brt_inf_battle_pilgrims_0	brt_sword_inf
false				wh_dlc07_brt_inf_foot_squires_0	brt_sword_inf
false				wh_dlc07_brt_inf_men_at_arms_1	brt_sword_inf
false				wh_dlc07_brt_inf_men_at_arms_2	brt_sword_inf
false				wh_pro04_brt_inf_battle_pilgrims_ror_0	brt_sword_inf
false				wh_pro04_brt_inf_foot_squires_ror_0	brt_sword_inf
false				wh_dlc07_brt_art_blessed_field_trebuchet_0	brt_trebuchets
false				wh_main_brt_art_field_trebuchet	brt_trebuchets
false				wh_dlc03_bst_inf_bestigor_herd_0	bst_dlc03_bestigors
false				wh_pro04_bst_inf_bestigor_herd_ror_0	bst_dlc03_bestigors
false				wh_dlc03_bst_inf_centigors_0	bst_dlc03_centigors
false				wh_dlc03_bst_inf_centigors_1	bst_dlc03_centigors
false				wh_dlc03_bst_inf_centigors_2	bst_dlc03_centigors
false				wh_pro04_bst_inf_centigors_ror_0	bst_dlc03_centigors
false				wh_dlc03_bst_inf_chaos_warhounds_0	bst_dlc03_chaos_warhounds
false				wh_dlc03_bst_inf_chaos_warhounds_1	bst_dlc03_chaos_warhounds
false				wh_dlc03_bst_cha_beastlord_0	bst_dlc03_characters
false				wh_dlc03_bst_cha_beastlord_1	bst_dlc03_characters
false				wh_dlc03_bst_cha_bray_shaman_beasts_0	bst_dlc03_characters
false				wh_dlc03_bst_cha_bray_shaman_beasts_1	bst_dlc03_characters
false				wh_dlc03_bst_cha_bray_shaman_death_0	bst_dlc03_characters
false				wh_dlc03_bst_cha_bray_shaman_death_1	bst_dlc03_characters
false				wh_dlc03_bst_cha_bray_shaman_shadows_0	bst_dlc03_characters
false				wh_dlc03_bst_cha_bray_shaman_shadows_1	bst_dlc03_characters
false				wh_dlc03_bst_cha_bray_shaman_wild_0	bst_dlc03_characters
false				wh_dlc03_bst_cha_bray_shaman_wild_1	bst_dlc03_characters
false				wh_dlc03_bst_cha_gorebull_0	bst_dlc03_characters
false				wh_dlc03_bst_cha_graktar_0	bst_dlc03_characters
false				wh_dlc03_bst_cha_khazrak_one_eye_0	bst_dlc03_characters
false				wh_dlc03_bst_cha_khazrak_one_eye_1	bst_dlc03_characters
false				wh_dlc03_bst_cha_malagor_the_dark_omen_0	bst_dlc03_characters
false				wh_dlc05_bst_cha_morghur_0	bst_dlc03_characters
false				wh_dlc03_bst_inf_cygor_0	bst_dlc03_cygors
false				wh_pro04_bst_inf_cygor_ror_0	bst_dlc03_cygors
false				wh_dlc03_bst_inf_gor_herd_0	bst_dlc03_gors
false				wh_dlc03_bst_inf_gor_herd_1	bst_dlc03_gors
false				wh_pro04_bst_inf_gor_herd_ror_0	bst_dlc03_gors
false				wh_dlc03_bst_cha_khazrak_one_eye_0	bst_dlc03_khazrak
false				wh_dlc03_bst_cha_khazrak_one_eye_1	bst_dlc03_khazrak
false				wh_dlc03_bst_inf_ungor_herd_1	bst_dlc03_melee_infantry_tier_1
false				wh_dlc03_bst_inf_ungor_spearmen_0	bst_dlc03_melee_infantry_tier_1
false				wh_dlc03_bst_inf_ungor_spearmen_1	bst_dlc03_melee_infantry_tier_1
false				wh_pro04_bst_inf_ungor_spearmen_ror_0	bst_dlc03_melee_infantry_tier_1
false				wh_dlc03_bst_inf_bestigor_herd_0	bst_dlc03_melee_infantry_tier_2
false				wh_dlc03_bst_inf_gor_herd_0	bst_dlc03_melee_infantry_tier_2
false				wh_dlc03_bst_inf_gor_herd_1	bst_dlc03_melee_infantry_tier_2
false				wh_pro04_bst_inf_bestigor_herd_ror_0	bst_dlc03_melee_infantry_tier_2
false				wh_pro04_bst_inf_gor_herd_ror_0	bst_dlc03_melee_infantry_tier_2
false				wh_dlc03_bst_inf_minotaurs_0	bst_dlc03_minotaurs
false				wh_dlc03_bst_inf_minotaurs_1	bst_dlc03_minotaurs
false				wh_dlc03_bst_inf_minotaurs_2	bst_dlc03_minotaurs
false				wh_pro04_bst_inf_minotaurs_ror_0	bst_dlc03_minotaurs
false				wh_dlc03_bst_cav_razorgor_chariot_0	bst_dlc03_razgors_chariots
false				wh_dlc03_bst_inf_razorgor_herd_0	bst_dlc03_razgors_chariots
false				wh_dlc03_bst_inf_razorgor_herd_0	bst_dlc03_razorgors
false				wh_dlc03_bst_inf_centigors_0	bst_dlc03_ungors_centigors
false				wh_dlc03_bst_inf_centigors_1	bst_dlc03_ungors_centigors
false				wh_dlc03_bst_inf_centigors_2	bst_dlc03_ungors_centigors
false				wh_dlc03_bst_inf_ungor_herd_1	bst_dlc03_ungors_centigors
false				wh_dlc03_bst_inf_ungor_raiders_0	bst_dlc03_ungors_centigors
false				wh_dlc03_bst_inf_ungor_spearmen_0	bst_dlc03_ungors_centigors
false				wh_dlc03_bst_inf_ungor_spearmen_1	bst_dlc03_ungors_centigors
false				wh_pro04_bst_inf_centigors_ror_0	bst_dlc03_ungors_centigors
false				wh_pro04_bst_inf_ungor_spearmen_ror_0	bst_dlc03_ungors_centigors
false				wh_dlc03_bst_inf_gor_herd_0	bst_dlc03_ungors_gors
false				wh_dlc03_bst_inf_gor_herd_1	bst_dlc03_ungors_gors
false				wh_dlc03_bst_inf_ungor_herd_1	bst_dlc03_ungors_gors
false				wh_dlc03_bst_inf_ungor_raiders_0	bst_dlc03_ungors_gors
false				wh_dlc03_bst_inf_ungor_spearmen_0	bst_dlc03_ungors_gors
false				wh_dlc03_bst_inf_ungor_spearmen_1	bst_dlc03_ungors_gors
false				wh_pro04_bst_inf_gor_herd_ror_0	bst_dlc03_ungors_gors
false				wh_pro04_bst_inf_ungor_spearmen_ror_0	bst_dlc03_ungors_gors
false				wh_dlc03_bst_inf_ungor_herd_1	bst_dlc03_ungors
false				wh_dlc03_bst_inf_ungor_raiders_0	bst_dlc03_ungors
false				wh_dlc03_bst_inf_ungor_spearmen_0	bst_dlc03_ungors
false				wh_dlc03_bst_inf_ungor_spearmen_1	bst_dlc03_ungors
false				wh_pro04_bst_inf_ungor_spearmen_ror_0	bst_dlc03_ungors
false				wh_dlc03_bst_mon_giant_0	bst_giants
false				wh_dlc04_emp_cav_knights_blazing_sun_0	cavalry_and_monsters_knights
false				wh_dlc04_emp_cav_royal_altdorf_gryphites_0	cavalry_and_monsters_knights
false				wh_dlc04_emp_cav_zintlers_reiksguard_0	cavalry_and_monsters_knights
false				wh_dlc04_vmp_cav_vereks_reavers_0	cavalry_and_monsters_knights
false				wh_main_brt_cav_grail_knights	cavalry_and_monsters_knights
false				wh_main_brt_cav_knights_of_the_realm	cavalry_and_monsters_knights
false				wh_main_brt_cav_pegasus_knights	cavalry_and_monsters_knights
false				wh_main_chs_cav_chaos_knights_0	cavalry_and_monsters_knights
false				wh_main_chs_cav_chaos_knights_1	cavalry_and_monsters_knights
false				wh_main_emp_cav_demigryph_knights_0	cavalry_and_monsters_knights
false				wh_main_emp_cav_demigryph_knights_1	cavalry_and_monsters_knights
false				wh_main_emp_cav_empire_knights	cavalry_and_monsters_knights
false				wh_main_emp_cav_reiksguard	cavalry_and_monsters_knights
false				wh_main_vmp_cav_black_knights_0	cavalry_and_monsters_knights
false				wh_main_vmp_cav_black_knights_3	cavalry_and_monsters_knights
false				wh_pro04_brt_cav_knights_of_the_realm_ror_0	cavalry_and_monsters_knights
false				wh_pro04_chs_cav_chaos_knights_ror_0	cavalry_and_monsters_knights
false	monstrous_cavalry				cavalry_monstrous
false	melee_cavalry				cavalry_units
false	missile_cavalry				cavalry_units
false	monstrous_cavalry				cavalry_units
false	hero				characters
false	lord				characters
false			chariot		chariots
false				wh_dlc01_chs_cav_gorebeast_chariot	chs_all
false				wh_dlc01_chs_cha_chaos_lord_10	chs_all
false				wh_dlc01_chs_cha_chaos_lord_2	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_shadows_0	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_shadows_1	chs_all
false				wh_dlc01_chs_cha_chaos_sorcerer_shadows_2	chs_all
false				wh_dlc01_chs_cha_exalted_hero_10	chs_all
false				wh_dlc01_chs_cha_kholek	chs_all
false				wh_dlc01_chs_cha_prince_sigvald_the_magnificent	chs_all
false				wh_dlc01_chs_cha_qb_lord_of_change_0	chs_all
false				wh_dlc01_chs_inf_chaos_warriors_2	chs_all
false				wh_dlc01_chs_inf_chosen_2	chs_all
false				wh_dlc01_chs_inf_forsaken_0	chs_all
false				wh_dlc01_chs_mon_dragon_ogre	chs_all
false				wh_dlc01_chs_mon_dragon_ogre_shaggoth	chs_all
false				wh_dlc01_chs_mon_trolls_1	chs_all
false				wh_dlc06_chs_cav_marauder_horsemasters_0	chs_all
false				wh_dlc06_chs_feral_manticore	chs_all
false				wh_dlc06_chs_inf_aspiring_champions_0	chs_all
false				wh_main_chs_art_hellcannon	chs_all
false				wh_main_chs_cav_chaos_chariot	chs_all
false				wh_main_chs_cav_chaos_knights_0	chs_all
false				wh_main_chs_cav_chaos_knights_1	chs_all
false				wh_main_chs_cav_marauder_horsemen_0	chs_all
false				wh_main_chs_cav_marauder_horsemen_1	chs_all
false				wh_main_chs_cha_archaon_the_everchosen_0	chs_all
false				wh_main_chs_cha_archaon_the_everchosen_1	chs_all
false				wh_main_chs_cha_chaos_lord_0	chs_all
