variants_tables	6
variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
wh2_dlc10_hef_shadow_warrior		hef_shadow_warrior	hu1d\hef\hef_shadow_warrior\imposter\hef_shadow_warrior_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_shadow_warrior_ror		hef_shadow_warrior_ror	hu1d\hef\hef_shadow_warrior\imposter\hef_shadow_warrior_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_sisters_of_avelorn		hef_sisters_of_avelorn	hu1b\hef\hef_sisters_of_avelorn\imposter\hef_sisters_of_avelorn_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_sisters_of_avelorn_ror		hef_sisters_of_avelorn_ror	hu1b\hef\hef_sisters_of_avelorn\imposter\hef_sisters_of_avelorn_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_spearmen_ror		hef_spearmen_ror	hu1d\hef\hef_spearmen\imposter\hef_spearmen_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_dlc10_hef_steed_ror		hef_steed_ror	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.050000004	
wh2_dlc10_hef_treekin		hef_treekin	hc02\hef\hef_treekin\imposter\hef_treekin_imposter	1	1	0.050000004	
wh2_dlc10_hef_treeman		hef_treeman		1	1	0	
wh2_dlc10_hef_white_lions_of_chrace_ror		hef_white_lions_of_chrace_ror	hu1d\hef\hef_white_lions\imposter\hef_white_lions_of_chrace_silverpelts_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_dlc10_lzd_mon_carnosaur_boss		lzd_carnosaur_feral		1	2.4	0	
wh2_dlc10_skv_mon_hell_pit_abomination_boss		skv_hell_pit_abomination	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.6	0	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_dlc11_campaign_cst_ship_agent		campaign_cst_ship_agent		1	0.75	0	
wh2_dlc11_campaign_cst_ship_aranessa_01		campaign_cst_ship_aranessa_saltspite_01		1	0.85	0	
wh2_dlc11_campaign_cst_ship_aranessa_02		campaign_cst_ship_aranessa_saltspite_02		1	0.85	0	
wh2_dlc11_campaign_cst_ship_aranessa_03		campaign_cst_ship_aranessa_saltspite_03		1	0.85	0	
wh2_dlc11_campaign_cst_ship_aranessa_04		campaign_cst_ship_aranessa_saltspite_04		1	0.85	0	
wh2_dlc11_campaign_cst_ship_cylostra_01		campaign_cst_ship_cylostra_01		1	0.6	0	
wh2_dlc11_campaign_cst_ship_cylostra_02		campaign_cst_ship_cylostra_02		1	0.6	0	
wh2_dlc11_campaign_cst_ship_cylostra_03		campaign_cst_ship_cylostra_03		1	0.6	0	
wh2_dlc11_campaign_cst_ship_cylostra_04		campaign_cst_ship_cylostra_04		1	0.6	0	
wh2_dlc11_campaign_cst_ship_ghost		campaign_cst_ship_ghost		1	0.75	0	
wh2_dlc11_campaign_cst_ship_harkon_01		campaign_cst_ship_luthor_harkon_01		1	0.65	0	
wh2_dlc11_campaign_cst_ship_harkon_02		campaign_cst_ship_luthor_harkon_02		1	0.65	0	
wh2_dlc11_campaign_cst_ship_harkon_03		campaign_cst_ship_luthor_harkon_03		1	0.65	0	
wh2_dlc11_campaign_cst_ship_harkon_04		campaign_cst_ship_luthor_harkon_04		1	0.65	0	
wh2_dlc11_campaign_cst_ship_noctilus_01		campaign_cst_ship_noctilus_01		1	0.7	0	
wh2_dlc11_campaign_cst_ship_noctilus_02		campaign_cst_ship_noctilus_02		1	0.7	0	
wh2_dlc11_campaign_cst_ship_noctilus_03		campaign_cst_ship_noctilus_03		1	0.7	0	
wh2_dlc11_campaign_cst_ship_noctilus_04		campaign_cst_ship_noctilus_04		1	0.7	0	
wh2_dlc11_campaign_cst_ship_transport		campaign_cst_ship_transport		1	0.75	0	
wh2_dlc11_campaign_def_ship_lokhir_01		campaign_def_ship_fellheart_01		1	0.5	0	
wh2_dlc11_campaign_def_ship_lokhir_02		campaign_def_ship_fellheart_02		1	0.5	0	
wh2_dlc11_campaign_def_ship_lokhir_03		campaign_def_ship_fellheart_03		1	0.5	0	
wh2_dlc11_cst_animated_hulk		cst_animated_hulk	hc02/cst/cst_animated_hulk/cst_animated_hulk_imposter	1	1	0	
wh2_dlc11_cst_ch_aranessa_saltspite		cst_cha_aranessa_saltspite		1	1.2	0	
wh2_dlc11_cst_ch_gunnery_wight_campaign_01		cst_gunnery_wight_campaign_01		1	1.15	0.050000004	
wh2_dlc11_cst_ch_gunnery_wight_campaign_02		cst_gunnery_wight_campaign_02		1	1.15	0.050000004	
wh2_dlc11_cst_ch_mourngul		cst_mourngul	gh4/cst/cst_mourngul_haunter/cst_mourngul_imposter	1	0.6	0	
wh2_dlc11_cst_ch_mourngul_haunter		cst_mourngul_haunter	gh4/cst/cst_mourngul_haunter/cst_mourngul_haunter_imposter	1	1	0	
wh2_dlc11_cst_ch_mourngul_haunter_campaign_01		cst_mourngul_haunter_campaign_01		1	0.5	0	
wh2_dlc11_cst_ch_mourngul_haunter_campaign_02		cst_mourngul_haunter_campaign_02		1	0.5	0	
wh2_dlc11_cst_ch_mourngul_haunter_campaign_03		cst_mourngul_haunter_campaign_03		1	0.5	0	
wh2_dlc11_cst_ch_mourngul_ror		cst_mourngul_ror	gh4/cst/cst_mourngul_haunter/cst_mourngul_haunter_night_terror_imposter	1	0.6	0	
wh2_dlc11_cst_ch_vampire_fleet_admiral		cst_fleet_admiral_male		1	1.2	0	
wh2_dlc11_cst_ch_vampire_fleet_admiral_female		cst_fleet_admiral		1	1.2	0	
wh2_dlc11_cst_ch_vampire_fleet_admiral_female_campaign_01		cst_cha_vampire_fleet_admiral_female_campaign_01		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_admiral_female_campaign_02		cst_cha_vampire_fleet_admiral_female_campaign_02		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_admiral_female_campaign_03		cst_cha_vampire_fleet_admiral_female_campaign_03		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_admiral_female_campaign_04		cst_cha_vampire_fleet_admiral_female_campaign_04		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_admiral_male_campaign_01		cst_vampire_fleet_admiral_male_campaign_01		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_admiral_male_campaign_02		cst_vampire_fleet_admiral_male_campaign_02		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_admiral_male_campaign_03		cst_vampire_fleet_admiral_male_campaign_03		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_admiral_male_campaign_04		cst_vampire_fleet_admiral_male_campaign_04		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_captain		cst_fleet_captain		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_captain_campaign_01		cst_fleet_captain_campaign_01		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_captain_campaign_02		cst_fleet_captain_campaign_02		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_captain_campaign_03		cst_fleet_captain_campaign_03		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_captain_campaign_04		cst_fleet_captain_campaign_04		1	1.15	0.050000004	
wh2_dlc11_cst_ch_vampire_fleet_captain_campaign_05		cst_fleet_captain_campaign_05		1	1.15	0.050000004	
wh2_dlc11_cst_cha_count_noctilus		cst_cha_count_noctilus		1	1.2	0	
wh2_dlc11_cst_cha_count_noctilus_necrofex_rider		cst_cha_count_noctilus		1	1	0	
wh2_dlc11_cst_cha_luthor_harkon		cst_cha_luthor_harkon		1	1.2	0	
wh2_dlc11_cst_cylostra		cst_cylostra		1	1.25	0	
wh2_dlc11_cst_damned_knights_errant		cst_damned_knights_errant		1	1	0.050000004	
wh2_dlc11_cst_damned_knights_of_the_realm		cst_damned_knights_of_the_realm	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_dlc11_cst_damned_paladin		cst_damned_paladin		1	1.15	0.050000004	
wh2_dlc11_cst_damned_questing_knight		cst_damned_questing_knight		1	1	0.050000004	
