campaign_group_rituals_tables	1
campaign_group	ritual	unlock_mission	unlock_turn	initially_unlocked
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_antarhak		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_mourning_fire		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_blade_of_setep		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_crook_and_flail_of_radiance		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_destroyer_of_eternities		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_double_crescent_of_neru		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_enchanted_lapis_mace		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_fang_of_quaph		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_golden_dagger		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_inscribed_khopesh		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_crafting_tmb_weapon_spear_of_pakth		0	true
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_tmb_geheb		0	false
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_tmb_khsar		0	false
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_tmb_ptra		0	false
wh2_dlc09_ritual_tmb	wh2_dlc09_ritual_tmb_tahoth		0	false
wh2_dlc10_rite_def_har_ganeth	wh2_dlc10_ritual_def_drakira		0	false
wh2_dlc10_rite_def_har_ganeth	wh2_main_ritual_def_atharti		0	false
wh2_dlc10_rite_def_har_ganeth	wh2_main_ritual_def_khaine		0	false
wh2_dlc10_rite_def_har_ganeth	wh2_main_ritual_def_mathlann		0	false
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_alriks_plate		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_dragon_slayers_scale		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_gate_keepers_helm		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_ironbeards_armour		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_ironwardens_shield		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_miners_helm		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_old_guards_armour		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_prospectors_mail		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_rangers_cloak		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_slayers_gauntlets		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_starmetal_plate		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_troll_slayers_hide		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_armour_veterans_armour		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_dragon_slayers_boots		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_gate_keepers_belt		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_horn_of_the_ancestors		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_ironbeards_bracers		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_ironwardens_tankard		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_miners_drinking_horn		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_old_guards_keg		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_prospectors_spyglass		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_rangers_broach		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_sceptre_of_stone		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_slayers_belt		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_troll_slayers_gauntlets		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_enchanted_item_veterans_bracers		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_dragon_slayers_fang		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_gate_keepers_rat_catcher		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_ironbeards_ring		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_ironwardens_wardstone		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_miners_lattern		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_old_guards_tankard		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_prospectors_charge		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_rangers_pouch		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_ring_of_grimnir		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_slayers_ring		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_the_ankor_chain		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_troll_slayers_amulet		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_talisman_veterans_flask		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_dragon_slayers_axe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_elfbane		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_gate_keepers_hammer		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_ironbeards_axe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_ironwardens_hammer		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_miners_pickaxe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_old_guards_hammer		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_prospectors_pickaxe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_rangers_hammer		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_slayers_axe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_starbreaker		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_trollslayer_axe		0	true
wh2_dlc10_ritual_dwf_forging	wh2_dlc10_dwf_ritual_weapon_veterans_hammer		0	true
wh2_dlc10_ritual_hef_avelorn	wh2_dlc10_ritual_hef_lileath		0	false
wh2_dlc10_ritual_hef_nagarythe	wh2_dlc10_ritual_hef_morai_heg		0	false
wh2_dlc11_cst_rituals	wh2_dlc11_ritual_cst_bountiful_treasure		0	false
wh2_dlc11_cst_rituals	wh2_dlc11_ritual_cst_eternal_service		0	false
wh2_dlc11_cst_rituals	wh2_dlc11_ritual_cst_queens_cannon		0	false
wh2_dlc11_cst_rituals	wh2_dlc11_ritual_cst_sea_mist		0	false
wh2_dlc11_rite_def_the_blessed_dread	wh2_dlc11_ritual_def_anath_raema		0	false
wh2_dlc11_rite_def_the_blessed_dread	wh2_main_ritual_def_atharti		0	false
wh2_dlc11_rite_def_the_blessed_dread	wh2_main_ritual_def_hekarti		0	false
wh2_dlc11_rite_def_the_blessed_dread	wh2_main_ritual_def_khaine		0	false
wh2_dlc11_ritual_vmp_blood_dragon_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_01		0	true
wh2_dlc11_ritual_vmp_blood_dragon_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_02		0	true
wh2_dlc11_ritual_vmp_blood_dragon_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_03		0	true
wh2_dlc11_ritual_vmp_lahmian_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_01		0	true
wh2_dlc11_ritual_vmp_lahmian_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_02		0	true
wh2_dlc11_ritual_vmp_lahmian_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_03		0	true
wh2_dlc11_ritual_vmp_necrarch_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_01		0	true
wh2_dlc11_ritual_vmp_necrarch_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_02		0	true
wh2_dlc11_ritual_vmp_necrarch_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_03		0	true
wh2_dlc11_ritual_vmp_strigoi_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_01		0	true
wh2_dlc11_ritual_vmp_strigoi_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_02		0	true
wh2_dlc11_ritual_vmp_strigoi_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_03		0	true
wh2_dlc11_ritual_vmp_von_carstein_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_01		0	true
wh2_dlc11_ritual_vmp_von_carstein_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_02		0	true
wh2_dlc11_ritual_vmp_von_carstein_playable	wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_03		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier1_banner		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier1_follower		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier1_jungle_swarm		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier1_replenishment		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier1_ror_cohort_of_sotek		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier1_ror_legion_of_chaqua		0	true
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier2_banner		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier2_follower		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier2_recruitment		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier2_ror_colossadon_hunters		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier2_ror_pok_hopak_cohort		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier3_banner		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier3_follower		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier3_ror_pahuax_sentinels		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier3_ror_the_umbral_tide		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier4_banner		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier4_follower		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier4_legendary_red_crested_skink_lord		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier4_ror_star_chamber_guardians		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier5_ror_the_thunderous_one		0	false
wh2_dlc12_ritual_tehenhauin	wh2_dlc12_tehenhauin_sacrifice_tier6_sotek		0	false
wh2_main_rite_def	wh2_main_ritual_def_atharti		0	false
wh2_main_rite_def	wh2_main_ritual_def_hekarti		0	false
wh2_main_rite_def	wh2_main_ritual_def_khaine		0	false
wh2_main_rite_def	wh2_main_ritual_def_mathlann		0	false
wh2_main_ritual_def_playable	wh2_main_ritual_intervention_1_def		0	true
wh2_main_ritual_def_playable	wh2_main_ritual_intervention_2_def		0	true
wh2_main_ritual_def_playable	wh2_main_ritual_intervention_3_def		0	true
wh2_main_ritual_def	wh2_main_ritual_def_atharti		0	false
wh2_main_ritual_def	wh2_main_ritual_def_hekarti		0	false
wh2_main_ritual_def	wh2_main_ritual_def_khaine		0	false
wh2_main_ritual_def	wh2_main_ritual_def_mathlann		0	false
wh2_main_ritual_hef_hoeth	wh2_main_ritual_hef_hoeth		0	false
wh2_main_ritual_hef_playable	wh2_main_ritual_intervention_1_hef		0	true
wh2_main_ritual_hef_playable	wh2_main_ritual_intervention_2_hef		0	true
wh2_main_ritual_hef_playable	wh2_main_ritual_intervention_3_hef		0	true
wh2_main_ritual_hef	wh2_main_ritual_hef_asuryan		0	false
wh2_main_ritual_hef	wh2_main_ritual_hef_isha		0	false
wh2_main_ritual_hef	wh2_main_ritual_hef_vaul		0	false
wh2_main_ritual_lzd_playable	wh2_main_ritual_intervention_1_lzd		0	true
wh2_main_ritual_lzd_playable	wh2_main_ritual_intervention_2_lzd		0	true
wh2_main_ritual_lzd_playable	wh2_main_ritual_intervention_3_lzd		0	true
wh2_main_ritual_lzd	wh2_main_ritual_lzd_awakening		0	false
wh2_main_ritual_lzd	wh2_main_ritual_lzd_ferocity		0	false
wh2_main_ritual_lzd	wh2_main_ritual_lzd_primeval_glory		0	false
wh2_main_ritual_lzd	wh2_main_ritual_lzd_sotek		0	false
wh2_main_ritual_skv_eshin	wh2_main_ritual_skv_thirteen_eshin		0	false
wh2_main_ritual_skv_mors	wh2_main_ritual_skv_thirteen_mors		0	false
wh2_main_ritual_skv_moulder	wh2_main_ritual_skv_thirteen_moulder		0	false
wh2_main_ritual_skv_pestilens	wh2_main_ritual_skv_thirteen_pestilens		0	false
wh2_main_ritual_skv_playable	wh2_main_ritual_intervention_1_skv		0	true
wh2_main_ritual_skv_playable	wh2_main_ritual_intervention_2_skv		0	true
wh2_main_ritual_skv_playable	wh2_main_ritual_intervention_3_skv		0	true
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_nuke_rite		0	true
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomflayer_part_0		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomflayer_part_1		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomflayer_part_2		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomflayer_part_3		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomflayer_part_4		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomflayer_part_5		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomflayer_part_6		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomflayer_part_7		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomflayer_part_8		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomflayer_part_9		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomwheel_part_0		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomwheel_part_1		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomwheel_part_2		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomwheel_part_3		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomwheel_part_4		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomwheel_part_5		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomwheel_part_6		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomwheel_part_7		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomwheel_part_8		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_doomwheel_part_9		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_gatling_part_0		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_gatling_part_1		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_gatling_part_2		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_jezail_part_0		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_jezail_part_1		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_jezail_part_2		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_nuke_part_0		0	true
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_nuke_part_1		0	true
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_nuke_part_2		0	true
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_nuke_part_3		0	true
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_nuke_part_4		0	true
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_nuke_part_5		0	true
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_warpfire_part_0		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_warpfire_part_1		0	false
wh2_main_ritual_skv_skyre	wh2_dlc12_ikit_workshop_warpfire_part_2		0	false
wh2_main_ritual_skv_skyre	wh2_main_ritual_skv_thirteen_skyre		0	false
wh2_main_ritual_skv	wh2_main_ritual_skv_ascendancy		0	false
wh2_main_ritual_skv	wh2_main_ritual_skv_doooom		0	false
wh2_main_ritual_skv	wh2_main_ritual_skv_pestilence		0	false
wh2_ritual_main_lzd_tlaqua	wh2_dlc12_lzd_tiktaqto_ritual_persistence		0	false
wh2_ritual_main_lzd_tlaqua	wh2_main_ritual_lzd_awakening		0	false
wh2_ritual_main_lzd_tlaqua	wh2_main_ritual_lzd_ferocity		0	false
wh2_ritual_main_lzd_tlaqua	wh2_main_ritual_lzd_primeval_glory		0	false
