audio_projectiles_tables	14
key	max_attenuation_fire	max_attenuation_impact	max_attenuation_inflight	inflight_min_speed	fire_start_event	fire_stop_event	incoming_event	impact_event	impact_blood_event	inflight_start_event	inflight_stop_event	hit_tree_start_event	hit_tree_stop_event	idle_start_event	idle_stop_event	max_attenuation_idle	obstruction_size	use_reverb	group_fire	group_inflight	group_impact	incoming_time	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	switch_1	fire_only_trigger_once_per_volley	inflight_only_trigger_once_per_volley	impact_only_trigger_once_per_volley	flyby_event	flyby_distance	doppler_rtpc_name	limitation	limitation_scale_fire	limitation_scale_inflight	limitation_scale_impact	limitation_scale_incoming	limitation_scale_flyby
wh2_dlc11_cst_Deck_Gun_RoR_Magical	400	400	400	0						Battle_Individual_Projectile_Deck_Gun_Magical_RoR_Bullet_InFlight_Play	Battle_Individual_Projectile_Deck_Gun_Magical_RoR_Bullet_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	false			wh2_grp_projectile_Deck_Gunner_bullet_magical	1						false	true	true		50	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_dlc11_cst_necrofex_colossus_cannon_ball	400	400	300	10				Battle_Individual_Projectile_Bolt_Thrower_Eagle_Claw_Impact				Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true		wh2_dlc11_cst_grp_projectile_necrofex_cannonball_inflight		1	Battle_Projectile_Speed	Projectile_Speed				false	false	false		10	Battle_Projectile_Doppler	large	1	0	1	0.5	0.5
wh2_dlc11_cst_necrofex_colossus_flamethrower_fire	100	240	200	10												100	0	false		wh2_dlc11_cst_grp_necrofex_colossus_flamethrower_fire_loop		1						false	false	false		10		medium	1	0	1	0.5	0.5
wh2_dlc11_grenade	40	40	200	10	Battle_Individual_Projectile_Grenade_fuse_throw					Battle_Individual_Projectile_Grenade_InFlight_Play	Battle_Individual_Projectile_Grenade_InFlight_Stop					100	0	false				1	Battle_Projectile_Speed	Projectile_Speed				false	false	false		10		large	1	0	1	0.5	0.5
wh2_dlc11_grenade_bomb	40	40	200	10	Battle_Individual_Projectile_Grenade_fuse_throw					Battle_Individual_Projectile_Grenade_InFlight_Play	Battle_Individual_Projectile_Grenade_InFlight_Stop					100	0	false				1	Battle_Projectile_Speed	Projectile_Speed				false	false	false		10		large	1	0	1	0.5	0.5
wh2_dlc11_queen_bess	800	800	800	22	Battle_Individual_Artillery_Queen_Bess_Fire		Battle_Individual_Projectile_Incoming_Queen_Bess			Battle_Individual_Projectile_QueenBess_InFlight_Play	Battle_Individual_Projectile_QueenBess_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true				1	Battle_Projectile_Height	Projectile_Height				false	false	false		20	Battle_Projectile_Doppler	magic	1	1	5	0.5	0.5
wh2_dlc12_Sphere_Of_Tepok	150	240	255	22			Battle_Individual_Projectile_Incoming_Sphere_Of_Tepok									100	0	false				1.5						false	false	false		20	Battle_Projectile_Doppler	large	1	1	5	0.5	0.5
wh2_dlc12_ability_storm_daemon	400	800	400	0	Battle_IND_Magic_Storm_Daemon_Launch					Battle_IND_Magic_Storm_Daemon_Inflight_Start	Battle_IND_Magic_Storm_Daemon_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	false			wh2_dlc12_grp_projectile_ability_storm_daemon	1						false	false	false	Battle_IND_Magic_Storm_Daemon_Flyby	100	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_dlc12_ability_warpstone_detonation	500	500	400	0			Battle_IND_Magic_Warpstone_Detonation_Impact									100	0	false				0						false	false	false		100	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_dlc12_ability_warpstorm_doomrocket	0	1000	500	0						Battle_IND_Magic_Warpstorm_Doomrocket_Inflight_Start	Battle_IND_Magic_Warpstorm_Doomrocket_Inflight_Stop					100	0	false				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10		magic	1	0	1	0.5	0.5
wh2_dlc12_bullet_ratling_gun	250	120	100	10								Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true		wh2_dlc12_grp_projectile_ratling_gun_bullet_inflight	wh2_dlc12_grp_projectile_ratling_gun_bullet_impact_single	1						false	false	false	Battle_Individual_ratling_gun_flyby	20		small	1	0	1	0.5	0
wh2_dlc12_ikit_warpfiregun_flame	200	150	200	10												100	0	false		wh2_grp_ikit_warpfiregun_loop	wh2_grp_projectile_warpfiregun_flame	1						true	true	false		10		medium	1	1	1	0.5	0.5
wh2_dlc12_salamander_flame	150	400	200	10	Battle_Individual_Projectile_Salamander_Launch					Battle_Individual_Projectile_Salamander_Inflight_Play	Battle_Individual_Projectile_Salamander_Inflight_Stop					100	0	true				1.1	Battle_Projectile_Speed	Projectile_Speed				false	false	false		10	Battle_Projectile_Doppler	medium	0.3	0	1	0.5	0.5
wh2_dlc12_salamander_flame_large	150	400	255	22	Battle_Individual_Projectile_Salamander_Large_Launch			Battle_Individual_Projectile_Salamander_Large_Explosion		Battle_Individual_Projectile_Salamander_Large_Inflight_play	Battle_Individual_Projectile_Salamander_Large_Inflight_stop					100	0	true				1	Battle_Projectile_Speed	Projectile_Speed				false	false	false		20	Battle_Projectile_Doppler	large	1	1	5	0.5	0.5
wh2_dlc12_thunderous_one_projectile	500	500	350	10			Battle_IND_Magic_Thunderous_One_Lightning_Singles									500	0	true				0.1						false	false	false		10		magic	1	0	1	1	0.5
wh2_dlc12_warplock_jezzail_bullet	150	100	100	22	Battle_Individual_Projectile_Jezzails_Launch			Battle_Individual_Projectile_Jezzails_Bullet_Impact		Battle_Individual_Projectile_Jezzails_Bullet_InFlight_Play	Battle_Individual_Projectile_Jezzails_Bullet_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true				1						false	false	false	Battle_Individual_Projectile_Jezzails_Bullet_Large_Passby	25	Battle_Projectile_Doppler	small	1	0	1	0.5	0.5
wh2_dlc_tmb_stalker_gaze	150	480	120	5	Battle_Individual_Projectile_tmb_Stalker_Gaze_Fire					Battle_Individual_Projectile_tmb_Stalker_Gaze_InFlight_Play	Battle_Individual_Projectile_tmb_Stalker_Gaze_InFlight_Stop					100	0	false			wh2_dlc_grp_projectile_tmb_stalker_gaze_impact	1						true	true	false	Battle_Individual_Projectile_tmb_Stalker_Gaze_Flyby	8	Battle_Projectile_Doppler	large	1	0.5	1	0.5	0.2
wh2_dragon_breath_dark	100	300	200	10												100	0	false		wh2_grp_projectile_dragons_breath_dark_loop		1						false	false	false		10		medium	1	0	1	0.5	0.5
wh2_dragon_breath_flame_multi	100	300	200	10												100	0	false		wh2_grp_projectile_dragons_breath_flaming_multi_loop		1						false	false	false		10		medium	1	0	1	0.5	0.5
wh2_dragon_breath_ice_multi	100	300	200	10												100	0	false		wh2_grp_projectile_dragons_breath_ice_multi_loop		1						false	false	false		10		medium	1	0	1	0.5	0.5
wh2_dragon_breath_poison	100	300	200	10												100	0	false		wh2_grp_projectile_dragons_breath_poison_loop		1						false	false	false		10		medium	1	0	1	0.5	0.5
wh2_globe_magical	150	150	150	22				Battle_Individual_Projectile_Globe_Impact_Magical		Battle_Individual_Projectile_Globe_InFlight_Magical_Play	Battle_Individual_Projectile_Globe_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false		wh2_grp_projectile_globe_inflight_magical	wh2_grp_projectile_globe_impact_magical	1						false	false	false		10		medium	1	0	1	0.5	0.5
wh2_main_ability_bloodwrack_cauldron	0	1000	1000	0			Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Bloodwrack_Cauldron_Inflight_Start	Battle_IND_Magic_Bloodwrack_Cauldron_Inflight_Stop					100	0	false				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10		magic	1	0	1	0.5	0.5
wh2_main_ability_bolt_of_spite	0	1000	1000	0			Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Bolt_Of_Spite_Inflight_Start	Battle_IND_Magic_Bolt_Of_Spite_Inflight_Stop					100	0	false				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10		magic	1	0	1	0.5	0.5
wh2_main_ability_bow_of_the_seafarer	500	500	500	22	Battle_IND_Magic_Bow_Of_The_Seafarer_Launch			Battle_IND_Magic_Bow_Of_The_Seafarer_Impact		Battle_IND_Magic_Bow_Of_The_Seafarer_Inflight_Start	Battle_IND_Magic_Bow_Of_The_Seafarer_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true				1						false	false	false		10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_ability_brazen_cauldron	0	1000	1000	0			Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Brazen_Cauldron_Inflight_Start	Battle_IND_Magic_Brazen_Cauldron_Inflight_Stop					100	0	false				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10		magic	1	0	1	0.5	0.5
wh2_main_ability_doomrocket	500	500	500	22	Battle_Individual_Magic_Doomrocket_Launch			Battle_Individual_Magic_Doomrocket_Impact		Battle_Individual_Magic_Doomrocket_Inflight_Start	Battle_Individual_Magic_Doomrocket_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true				1						false	false	false		10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_ability_sky_cauldron	0	1000	1000	0			Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Sky_Cauldron_Inflight_Start	Battle_IND_Magic_Sky_Cauldron_Inflight_Stop					100	0	false				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		false	false	false		10		magic	1	0	1	0.5	0.5
wh2_main_ability_soul_rain	500	500	360	10						Battle_IND_Magic_Soul_Rain_Inflight_Start	Battle_IND_Magic_Soul_Rain_Inflight_Stop					500	0	true				1						false	false	false		10		magic	1	0	1	0.5	0.5
wh2_main_ability_soul_storm	500	500	360	10						Battle_IND_Magic_Soul_Storm_Inflight_Start	Battle_IND_Magic_Soul_Storm_Inflight_Stop					500	0	true				1						false	false	false		10		magic	1	0	1	0.5	0.5
wh2_main_ability_soul_torrent	500	500	360	10						Battle_IND_Magic_Soul_Torrent_Inflight_Start	Battle_IND_Magic_Soul_Torrent_Inflight_Stop					500	0	true				1						false	false	false		10		magic	1	0	1	0.5	0.5
wh2_main_ability_volley_of_dark_arrows	500	500	500	22	Battle_IND_Magic_Volley_Of_Dark_Arrows_Launch			Battle_IND_Magic_Volley_Of_Dark_Arrows_Impact		Battle_IND_Magic_Volley_Of_Dark_Arrows_Inflight_Start	Battle_IND_Magic_Volley_Of_Dark_Arrows_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true				1						false	false	false		10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_ability_volley_of_high_arrows	500	500	500	22	Battle_IND_Magic_Volley_Of_High_Arrows_Launch			Battle_IND_Magic_Volley_Of_High_Arrows_Impact		Battle_IND_Magic_Volley_Of_High_Arrows_Inflight_Start	Battle_IND_Magic_Volley_Of_High_Arrows_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true				1						false	false	false		10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_ability_vortic_blast_shrapnel	400	400	400	0				Battle_IND_Magic_Vortic_Blast_Shrapnel_Impact		Battle_IND_Magic_Vortic_Blast_Shrapnel_Inflight_Start	Battle_IND_Magic_Vortic_Blast_Shrapnel_Inflight_Stop					100	0	false				1						false	false	false		10		magic	1	0	1	0.5	0.5
wh2_main_ability_vortic_enrichment_shrapnel	400	400	400	0				Battle_IND_Magic_Vortic_Enrichment_Shrapnel_Impact		Battle_IND_Magic_Vortic_Enrichment_Shrapnel_Inflight_Start	Battle_IND_Magic_Vortic_Enrichment_Shrapnel_Inflight_Stop					100	0	false				1						false	false	false		10		magic	1	0	1	0.5	0.5
wh2_main_ability_wake_of_fire	0	500	300	10			Battle_IND_Magic_Wake_Of_Fire_Conjure	Battle_Individual_Projectile_Bomb_Explosion		Battle_Individual_Projectile_Bomb_InFlight_Play	Battle_Individual_Projectile_Bomb_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	true				1	Battle_Projectile_Speed	Projectile_Speed	Battle_Projectile_Height	Projectile_Height		false	false	false		10		large	1	0	1	0.5	0.5
wh2_main_skv_death_globe	150	150	150	22				Battle_Individual_Projectile_Globe_Impact_Death_Globe		Battle_Individual_Projectile_Globe_InFlight_Magical_Play	Battle_Individual_Projectile_Globe_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false		wh2_grp_projectile_globe_inflight_magical		1						false	false	false		10		medium	1	0	1	0.5	0.5
wh2_main_skv_doomwheel_warp_lightning	400	400	400	0	Battle_Individual_WarMachine_Doom_Wheel_Warp_Lightning_Cannon_Fire		Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Flyby			Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Inflight_Start	Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	false			wh2_grp_projectile_skv_doomwheel_warp_lightning	1						false	false	true	Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Flyby	100	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_skv_poison_wind_globe	150	150	150	22				Battle_Individual_Projectile_Globe_Impact_Poison_Wind		Battle_Individual_Projectile_Globe_InFlight_Magical_Play	Battle_Individual_Projectile_Globe_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false		wh2_grp_projectile_globe_inflight_magical		1						false	false	false		10		medium	1	0	1	0.5	0.5
wh2_main_skv_warp_lightning_cannon	400	600	400	0						Battle_Individual_Projectile_Warp_Lightning_Cannon_Inflight_Start	Battle_Individual_Projectile_Warp_Lightning_Cannon_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	0	false			wh2_grp_projectile_skv_warp_lightning_cannon	1	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact				false	false	true	Battle_Individual_Projectile_Warp_Lightning_Cannon_Flyby	100	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_spell_high_magic_soul_quench	500	500	500	10	Battle_IND_Magic_High_Magic_Soul_Quench_Launch		Battle_IND_Magic_Fire_Fireball_Incoming	Battle_IND_Magic_High_Magic_Soul_Quench_Impact		Battle_IND_Magic_High_Magic_Soul_Quench_Inflight_Loop_Start	Battle_IND_Magic_High_Magic_Soul_Quench_Inflight_Loop_Stop					500	0	true				1						false	false	false	Battle_IND_Magic_High_Magic_Soul_Quench_Flyby	50		magic	1	0	1	0.5	0.5
wh2_main_spell_plague_dreaded_thirteenth_spell_shrapnel	500	500	500	22	IND_magic_plague_dreaded_13th_shrapnel_launch			IND_magic_plague_dreaded_13th_shrapnel_impact				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true				1						false	false	false		10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_skv_sniper_bullet	350	50	100	22	Battle_Individual_Small_Arms_Repeater_Rifle_Fire			Battle_Individual_Projectile_Bullet_Impact		Battle_Individual_Projectile_Arrow_InFlight_Normal_Play	Battle_Individual_Projectile_Arrow_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	true		wh_grp_projectile_arrow_inflight_normal	wh_grp_projectile_bullet_impact	1						false	false	false		10		small	1	0	1	0.5	0.5
wh2_slingshot_rock_small	150	100	100	22				Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Rock_Small_InFlight_Normal_Play	Battle_Individual_Projectile_Rock_Small_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	0	false	wh2_grp_projectile_small_rock_fire_normal	wh2_grp_projectile_small_rock_inflight_normal	wh2_grp_projectile_small_rock_impact_normal	1						false	false	false		10		small	1	0	1	0.5	0.5
