effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh2_dlc09_books_of_nagash_reward_6	wh2_dlc09_effect_secret_agent_enable_recruitment_wizard_tmb_book	faction_to_province_own_unseen	1	start_turn_completed
wh2_dlc09_books_of_nagash_reward_6	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	faction_to_force_own_unseen	20	start_turn_completed
wh2_dlc09_books_of_nagash_reward_7	wh2_dlc09_pooled_resource_canopic_jars_mission	faction_to_faction_own_unseen	10	start_turn_completed
wh2_dlc09_books_of_nagash_reward_7	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	10	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_edict_tmb_building_construction_cost_mod_buff_additive	faction_to_province_own_unseen	-10	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_edict_tmb_force_all_campaign_experience_base_all_buff_additive	faction_to_province_own_unseen	1	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_edict_tmb_force_all_campaign_replenishment_rate_buff_additive	faction_to_province_own_unseen	10	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_edict_tmb_force_army_campaign_ambush_success_chance_buff	faction_to_province_own_unseen	8	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_edict_tmb_force_own_campaign_movement_range_province_buff_additive	faction_to_province_own_unseen	5	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_edict_tmb_force_unit_stat_melee_defence_buff_additive	faction_to_province_own_unseen	3	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_edict_tmb_province_growth_province_buff_additive	faction_to_province_own_unseen	8	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_edict_tmb_province_tax_rate_buff_additive	faction_to_province_own_unseen	3	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_edict_tmb_public_order_edict_buff_additive	faction_to_province_own_unseen	3	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_edict_tmb_religion_conversion_untainted_buff_additive	faction_to_province_own_unseen	1	start_turn_completed
wh2_dlc09_books_of_nagash_reward_8	wh2_dlc09_tmb_edict_buff_dummy	faction_to_faction_own_unseen	50	start_turn_completed
wh2_dlc09_books_of_nagash_reward_9	wh2_dlc09_effect_book_vampire_units	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_bundle_book_rogue_army	wh_main_effect_agent_action_assassinate_success_chance_enemy	force_to_general_own	-100	start_turn_completed
wh2_dlc09_bundle_book_rogue_army	wh_main_effect_conquest_enable_night_battles	force_to_general_own	1	start_turn_completed
wh2_dlc09_bundle_book_rogue_army	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	30	start_turn_completed
wh2_dlc09_bundle_book_rogue_army	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-100	start_turn_completed
wh2_dlc09_bundle_book_rogue_army	wh_main_effect_unit_enable_attribute_unbreakable	force_to_general_own	1	start_turn_completed
wh2_dlc09_bundle_captives_enslave_tomb_kings	wh_main_effect_force_all_campaign_replenishment_rate	force_to_force_own	8	start_turn_completed
wh2_dlc09_bundle_captives_release_tomb_kings	wh_main_effect_force_all_campaign_movement_range	force_to_force_own	20	start_turn_completed
wh2_dlc09_bundle_force_siege_equipment_tmb	wh2_dlc09_effect_siege_engine_enable_tmb_battering_ram	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_force_siege_equipment_tmb	wh2_dlc09_effect_siege_engine_enable_tmb_siege_tower	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_force_siege_equipment_tmb	wh2_dlc09_effect_siege_engine_number_tmb_battering_ram	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_force_siege_equipment_tmb	wh2_dlc09_effect_siege_engine_number_tmb_siege_tower	force_to_force_own	2	start_turn_completed
wh2_dlc09_bundle_force_siege_equipment_tmb	wh2_dlc09_effect_siege_engine_unlock_tmb_battering_ram	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_force_siege_equipment_tmb	wh2_dlc09_effect_siege_engine_unlock_tmb_siege_tower	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_magic_standard_banner_of_the_hidden_dead	wh_main_effect_unit_enable_attribute_guerrilla_deployment	character_to_character_own	1	start_turn_completed
wh2_dlc09_bundle_magic_standard_banner_of_the_hidden_dead	wh_main_effect_unit_enable_attribute_stalk	character_to_character_own	1	start_turn_completed
wh2_dlc09_bundle_magic_standard_standard_of_the_undying_legion	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1	start_turn_completed
wh2_dlc09_bundle_quest_battle_full_hide	wh2_dlc09_effect_ability_enable_full_hide	force_to_force_own	1	start_round_completed
wh2_dlc09_bundle_stance_army_ambush_settlement_tomb_kings	wh2_dlc09_effect_ability_army_enable_sand_veil	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_stance_army_ambush_settlement_tomb_kings	wh_main_effect_force_all_campaign_stance_ap_cost	army_to_army_own_unseen	50	start_turn_completed
wh2_dlc09_bundle_stance_army_ambush_settlement_tomb_kings	wh_main_effect_force_all_campaign_stance_cannot_move_dummy	army_to_army_own_unseen	1	start_turn_completed
wh2_dlc09_bundle_stance_army_ambush_settlement_tomb_kings	wh_main_effect_force_army_campaign_attrition_all_immunity	army_to_army_own_unseen	1	start_turn_completed
wh2_dlc09_bundle_stance_army_ambush_settlement_tomb_kings	wh_main_effect_force_army_campaign_stance_fortification_recruitment_dummy	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_stance_army_ambush_settlement_tomb_kings	wh_main_effect_horde_unit_replenishment_hidden	force_to_general_own	10	start_turn_completed
wh2_dlc09_bundle_stance_army_ambush_settlement_tomb_kings	wh_main_effect_unit_enable_attribute_guerrilla_deployment	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_tmb_final_battle_army_abilities_arkhan	wh2_dlc09_bundle_tmb_final_battle_army_abilities	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_tmb_final_battle_army_abilities_barrage	wh2_dlc09_bundle_tmb_final_battle_army_abilities_barrage	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_tmb_final_battle_army_abilities_barrage	wh2_dlc09_bundle_tmb_final_battle_army_abilities_barrage_uses	force_to_force_own	3	start_turn_completed
wh2_dlc09_bundle_tmb_final_battle_army_abilities_swarm	wh2_dlc09_bundle_tmb_final_battle_army_abilities_swarm	force_to_force_own	1	start_turn_completed
wh2_dlc09_bundle_tmb_final_battle_army_abilities_swarm	wh2_dlc09_bundle_tmb_final_battle_army_abilities_swarm_uses	force_to_force_own	3	start_turn_completed
wh2_dlc09_bundle_tretch_retreat	wh_main_effect_force_unit_stat_melee_attack	force_to_force_own_lords_army	13	start_turn_completed
wh2_dlc09_bundle_tretch_treaty_broken	wh_main_effect_public_order_faction	faction_to_province_own_unseen	4	start_turn_completed
wh2_dlc09_decrease_army_cap_1	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	-1	start_turn_completed
wh2_dlc09_decrease_army_cap_2	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	-1	start_turn_completed
wh2_dlc09_decrease_army_cap_3	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	-1	start_turn_completed
wh2_dlc09_decrease_army_cap_4	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	-1	start_turn_completed
wh2_dlc09_decrease_army_cap_5	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	-1	start_turn_completed
wh2_dlc09_decrease_army_cap_6	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	-1	start_turn_completed
wh2_dlc09_decrease_army_cap_7	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	-1	start_turn_completed
wh2_dlc09_decrease_army_cap_8	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	-1	start_turn_completed
wh2_dlc09_dilemma_increase_cap_liche_priest_hero	wh2_dlc09_effect_agent_cap_increase_tmb_liche_priest	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_dilemma_increase_cap_necrotect_hero	wh2_dlc09_effect_agent_cap_increase_tmb_necrotect	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_dilemma_increase_cap_tomb_prince_hero	wh2_dlc09_effect_agent_cap_increase_tmb_tomb_prince	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_disable_crafting	wh2_dlc09_disable_ritual_army_capacity	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_disable_crafting	wh2_dlc09_disable_ritual_carrion	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_disable_crafting	wh2_dlc09_disable_ritual_necropolis_knights	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_disable_crafting	wh2_dlc09_disable_ritual_nehekhara_horsemen	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_disable_crafting	wh2_dlc09_disable_ritual_nehekhara_warriors	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_edict_tmb_worship_of_asaph	wh2_dlc09_edict_tmb_public_order_edict	province_to_province_own	5	start_turn_completed
wh2_dlc09_edict_tmb_worship_of_asaph	wh2_dlc09_edict_tmb_religion_conversion_untainted	province_to_region_own_unseen	2	start_turn_completed
wh2_dlc09_edict_tmb_worship_of_djaf	wh2_dlc09_edict_tmb_force_all_campaign_experience_base_all	province_to_force_own_provincewide	1	start_turn_completed
wh2_dlc09_edict_tmb_worship_of_djaf	wh2_dlc09_edict_tmb_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	20	start_turn_completed
wh2_dlc09_edict_tmb_worship_of_khsar	wh2_dlc09_edict_tmb_force_unit_stat_melee_defence	province_to_force_own_provincewide	5	start_turn_completed
wh2_dlc09_edict_tmb_worship_of_khsar	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	15	start_turn_completed
wh2_dlc09_edict_tmb_worship_of_phakth	wh2_dlc09_edict_tmb_building_construction_cost_mod	province_to_region_own_unseen	-10	end_turn_completed
wh2_dlc09_edict_tmb_worship_of_phakth	wh2_dlc09_edict_tmb_province_tax_rate	province_to_province_own	5	start_turn_completed
wh2_dlc09_edict_tmb_worship_of_ptra	wh2_dlc09_edict_tmb_force_own_campaign_movement_range_province	province_to_force_own_provincewide_unseen	10	start_turn_completed
wh2_dlc09_edict_tmb_worship_of_ptra	wh2_dlc09_edict_tmb_province_growth_province	province_to_province_own	25	start_turn_completed
wh2_dlc09_effect_black_pyramid	wh2_dlc09_edict_tmb_force_all_campaign_experience_base_all	faction_to_army_own	4	start_turn_completed
wh2_dlc09_effect_black_pyramid	wh2_main_effect_ability_enable_regeneration	faction_to_army_own	1	start_turn_completed
wh2_dlc09_effect_black_pyramid	wh_main_effect_force_all_campaign_movement_range	faction_to_army_own	10	start_turn_completed
wh2_dlc09_effect_black_pyramid	wh_main_effect_force_unit_stat_fatigue_resistance_large	faction_to_army_own	-50	start_turn_completed
wh2_dlc09_effect_black_pyramid	wh_main_effects_province_growth_faction	faction_to_province_own	20	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_dlc09_effect_agent_enable_recruitment_champion_tmb_hidden	faction_to_province_own_unseen	1	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_dlc09_effect_agent_enable_recruitment_engineer_tmb_hidden	faction_to_province_own_unseen	1	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_dlc09_effect_agent_enable_recruitment_wizard_tmb_hidden	faction_to_province_own_unseen	1	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_dlc09_effect_increase_army_capacity_hidden	faction_to_faction_own_unseen	0	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_dlc09_effect_siege_engine_enable_tmb_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_dlc09_effect_siege_engine_enable_tmb_siege_tower	faction_to_force_own	1	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_dlc09_effect_siege_engine_number_tmb_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_dlc09_effect_siege_engine_number_tmb_siege_tower	faction_to_force_own	2	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_dlc09_effect_siege_engine_unlock_tmb_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_dlc09_effect_siege_engine_unlock_tmb_siege_tower	faction_to_force_own	1	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_main_effect_agent_cap_increase_all_heroes	faction_to_faction_own_unseen	-1	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_main_effect_agent_recruitment_cost_mod_general	faction_to_province_own_unseen	-100	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_main_effect_background_income_mod	faction_to_faction_own_unseen	-100	start_turn_completed
wh2_dlc09_faction_trait_tomb_kings	wh2_main_effect_tomb_king_realm_of_souls_army_abilities	faction_to_force_own	1	start_turn_initiated
wh2_dlc09_faction_trait_tomb_kings	wh_main_effect_agent_recruitment_cost_mod	faction_to_province_own_unseen	-100	start_turn_completed
wh2_dlc09_great_vortex_tmb_arkhan_tomb_blade_of_arkhan_stage_3a	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	20	start_turn_completed
wh2_dlc09_great_vortex_tmb_arkhan_tomb_blade_of_arkhan_stage_3b	wh_main_faction_diplomacy_penalty_vampire_counts	faction_to_faction_own_unseen	20	start_turn_completed
wh2_dlc09_lord_trait_tmb_arkhan	wh2_dlc09_effect_book_vampire_units	faction_to_force_own_unseen	1	start_turn_completed
wh2_dlc09_lord_trait_tmb_arkhan	wh2_dlc09_faction_diplomacy_bonus_tombkings	faction_to_faction_own_unseen	-50	start_round_completed
wh2_dlc09_lord_trait_tmb_arkhan	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own	10	start_round_completed
wh2_dlc09_lord_trait_tmb_arkhan	wh_main_effect_religion_undeath_public_order	faction_to_province_own_unseen	20	start_round_completed
wh2_dlc09_lord_trait_tmb_arkhan	wh_main_faction_diplomacy_penalty_vampire_counts	faction_to_faction_own_unseen	20	start_round_completed
wh2_dlc09_lord_trait_tmb_khalida	wh2_dlc09_faction_diplomacy_bonus_tombkings	faction_to_faction_own_unseen	20	start_round_completed
wh2_dlc09_lord_trait_tmb_khalida	wh2_dlc09_tmb_lord_trait_khalida_climate_dummy	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_lord_trait_tmb_khalida	wh_main_effect_force_unit_stat_ammunition	faction_to_force_own	20	start_round_completed
wh2_dlc09_lord_trait_tmb_khatep	wh2_dlc09_pooled_resource_canopic_jars_characters	faction_to_faction_own_unseen	2	start_round_completed
wh2_dlc09_lord_trait_tmb_khatep	wh2_dlc09_tmb_lord_trait_khatep_climate_dummy	faction_to_faction_own_unseen	1	start_turn_completed
wh2_dlc09_lord_trait_tmb_khatep	wh2_main_faction_political_diplomacy_mod_darkelves	faction_to_faction_own_unseen	-40	start_round_completed
wh2_dlc09_lord_trait_tmb_khatep	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	5	start_round_completed
wh2_dlc09_lord_trait_tmb_khatep	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10	start_round_completed
wh2_dlc09_lord_trait_tmb_settra	wh_main_effect_building_construction_time_mod_settlement	faction_to_region_own_unseen	-1	start_turn_completed
wh2_dlc09_lord_trait_tmb_settra	wh_main_effect_province_growth_other	faction_to_province_own	10	start_turn_completed
wh2_dlc09_lord_trait_tmb_settra	wh_main_effect_public_order_faction	faction_to_province_own	2	start_turn_completed
wh2_dlc09_payload_dilemma_almighty_monuments_first	wh_main_effect_force_army_battle_infantry_melee_damage	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_dilemma_almighty_monuments_first	wh_main_effect_tech_armour_increase_infantry	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_dilemma_almighty_monuments_second	wh_main_effect_force_army_battle_cavalry_charge_bonus	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_dilemma_almighty_monuments_second	wh_main_effect_force_army_battle_cavalry_movement_speed	faction_to_force_own	15	start_turn_completed
wh2_dlc09_payload_dilemma_crumbling_buildings_first	wh_main_effect_building_construction_cost_mod	faction_to_region_own	-10	start_turn_completed
wh2_dlc09_payload_dilemma_drying_rivers_first	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own	-40	start_turn_completed
wh2_dlc09_payload_dilemma_drying_rivers_second	wh2_main_effect_technology_economy_gdp_mod_culture_mining_empire	faction_to_region_own	50	start_turn_completed
wh2_dlc09_payload_dilemma_drying_rivers_second	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own	80	start_turn_completed
wh2_dlc09_payload_dilemma_eternal_servitude_first	wh_main_effect_character_stat_mod_miscast_chance	faction_to_force_own	-8	start_turn_completed
wh2_dlc09_payload_dilemma_eternal_servitude_second	wh_main_effect_character_stat_mod_miscast_chance	faction_to_force_own	-20	start_turn_completed
wh2_dlc09_payload_dilemma_eternal_servitude_second	wh_main_effect_military_force_winds_of_magic_starting_mod	faction_to_force_own	20	start_turn_completed
wh2_dlc09_payload_dilemma_glorious_structures_first	wh2_dlc09_effect_building_construction_cost_mod_advanced_military	faction_to_region_own	-15	start_turn_completed
wh2_dlc09_payload_dilemma_glorious_structures_second	wh_main_effect_building_construction_cost_mod_infrastructure	faction_to_region_own	-15	start_turn_completed
wh2_dlc09_payload_dilemma_liche_priest_first	wh_main_effect_agent_action_cost_mod	faction_to_character_own	40	start_turn_completed
wh2_dlc09_payload_dilemma_liche_priest_second	wh_main_effect_agent_action_success_chance_enemy	faction_to_character_own	15	start_turn_completed
wh2_dlc09_payload_dilemma_scaly_sacrifice_first	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	20	start_turn_completed
wh2_dlc09_payload_dilemma_scaly_sacrifice_second	wh2_main_effect_force_army_campaign_experience_all_dummy	faction_to_faction_own_unseen	30	start_turn_completed
wh2_dlc09_payload_dilemma_scaly_sacrifice_second	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	5	start_turn_completed
wh2_dlc09_payload_dilemma_sinking_pyramid_first	wh_main_effects_province_growth_faction	faction_to_province_own	-8	start_turn_completed
wh2_dlc09_payload_dilemma_sinking_pyramid_second	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-8	start_turn_completed
wh2_dlc09_payload_dilemma_soulless_sphinx_first	wh2_dlc09_effect_melee_attack_monster	faction_to_force_own	15	start_turn_completed
wh2_dlc09_payload_dilemma_soulless_sphinx_first	wh2_dlc09_effect_melee_defence_monster	faction_to_force_own	15	start_turn_completed
wh2_dlc09_payload_dilemma_soulless_sphinx_first	wh_main_effect_force_army_battle_infantry_melee_defence	faction_to_force_own	-10	start_turn_completed
wh2_dlc09_payload_dilemma_soulless_sphinx_first	wh_main_effect_force_army_battle_infantry_morale	faction_to_force_own	-10	start_turn_completed
wh2_dlc09_payload_dilemma_soulless_sphinx_second	wh2_dlc09_effect_melee_attack_monster	faction_to_force_own	-10	start_turn_completed
wh2_dlc09_payload_dilemma_soulless_sphinx_second	wh2_dlc09_effect_melee_defence_monster	faction_to_force_own	-10	start_turn_completed
wh2_dlc09_payload_dilemma_soulless_sphinx_second	wh_main_effect_force_army_battle_infantry_melee_attack	faction_to_force_own	15	start_turn_completed
wh2_dlc09_payload_dilemma_soulless_sphinx_second	wh_main_effect_force_army_battle_infantry_morale	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_dilemma_stray_mortals_first	wh2_dlc09_faction_political_diplomacy_mod	faction_to_faction_own_unseen	10	start_turn_completed
wh2_dlc09_payload_dilemma_stray_mortals_first	wh_main_effect_public_order_events	faction_to_province_own	-8	start_turn_completed
wh2_dlc09_payload_dilemma_stray_mortals_second	wh2_dlc09_faction_political_diplomacy_mod	faction_to_faction_own_unseen	-10	start_turn_completed
wh2_dlc09_payload_dilemma_stray_mortals_second	wh_main_effects_province_growth_faction	faction_to_province_own	20	start_turn_completed
wh2_dlc09_payload_dilemma_the_banisher_first	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	8	start_turn_completed
wh2_dlc09_payload_dilemma_the_banisher_first	wh_main_effect_force_army_battle_infantry_morale	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_liche_priest	wh2_dlc09_effect_agent_action_cost_mod_tmb_liche_priest	faction_to_character_own_unseen	-25	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_liche_priest	wh2_dlc09_effect_agent_action_success_chance_wizard_tmb	faction_to_character_own_unseen	5	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_necrotect	wh2_dlc09_effect_agent_action_cost_mod_tmb_necrotect	faction_to_character_own_unseen	-25	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_necrotect	wh2_dlc09_effect_agent_action_success_chance_tmb_necrotect	faction_to_character_own_unseen	5	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_tomb_prince	wh2_dlc09_effect_agent_action_cost_mod_tmb_tomb_prince	faction_to_character_own_unseen	-25	start_turn_completed
wh2_dlc09_payload_improved_agent_tmb_tomb_prince	wh2_dlc09_effect_agent_action_success_chance_tmb_tomb_prince	faction_to_character_own_unseen	5	start_turn_completed
wh2_dlc09_payload_incident_a_noble_mistake	wh2_dlc09_diplomacy_bonus_bretonnia	faction_to_faction_own_unseen	-20	start_turn_completed
wh2_dlc09_payload_incident_a_noble_mistake	wh2_main_effect_cause_terror_versus_brt	character_to_force_own_factionwide	1	start_turn_completed
wh2_dlc09_payload_incident_a_noble_mistake	wh_dlc03_effect_bonus_morale_fighting_against_bretonnia	character_to_force_own_factionwide	10	start_turn_completed
wh2_dlc09_payload_incident_boiling_point	wh_main_effect_force_army_battle_armour_all	faction_to_force_own	-10	start_turn_completed
wh2_dlc09_payload_incident_cache_of_asaph	wh_dlc03_effect_force_army_battle_missile_damage	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_incident_cache_of_asaph	wh_dlc05_effect_tech_ammunition_increase_all	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_incident_cache_of_asaph	wh_main_effect_force_unit_stat_missile_range	faction_to_force_own	15	start_turn_completed
wh2_dlc09_payload_incident_glimpse_into_the_realm	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	-15	start_turn_completed
wh2_dlc09_payload_incident_jungle_warriors	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	-15	start_turn_completed
wh2_dlc09_payload_incident_jungle_warriors	wh_main_effect_force_unit_stat_melee_defence	faction_to_force_own	15	start_turn_completed
wh2_dlc09_payload_incident_liquid_sand	wh2_main_effect_region_enable_hostile_territory_attrition	faction_to_region_own_unseen	1	start_turn_completed
wh2_dlc09_payload_incident_memories_of_the_past	wh_main_effect_force_army_battle_infantry_melee_attack	faction_to_force_own	-10	start_turn_completed
wh2_dlc09_payload_incident_memories_of_the_past	wh_main_effect_force_army_battle_infantry_morale	faction_to_force_own	-10	start_turn_completed
wh2_dlc09_payload_incident_paychest_mercenaries	wh_main_effect_agent_action_cost_mod	faction_to_character_own	-30	start_turn_completed
wh2_dlc09_payload_incident_paychest_mercenaries	wh_main_effect_agent_action_success_chance	faction_to_character_own	10	start_turn_completed
wh2_dlc09_payload_incident_riders_graveyard	wh_main_effect_force_army_battle_cavalry_charge_bonus	faction_to_force_own_unseen	20	start_turn_completed
wh2_dlc09_payload_incident_riders_graveyard	wh_main_effect_force_army_campaign_experience_base_cavalry	faction_to_force_own_unseen	3	start_turn_completed
wh2_dlc09_payload_incident_undead_pirates	wh_main_effect_military_force_winds_of_magic_depletion_mod_events	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_incident_undead_pirates	wh_main_effect_military_force_winds_of_magic_starting_mod	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_incident_unearthed_knowledge	wh_main_effect_force_army_battle_infantry_melee_attack	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_morale_versus_bretonnia	wh_dlc03_effect_bonus_morale_fighting_against_bretonnia	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_morale_versus_tomb_kings	wh2_dlc09_effect_force_unit_stat_morale_versus_tomb_kings	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_training_cavalry	wh2_dlc09_effect_ammunition_tmb_chariots	faction_to_force_own	20	start_turn_completed
wh2_dlc09_payload_training_cavalry	wh2_dlc09_effect_reload_tmb_chariots	faction_to_force_own	10	start_turn_completed
wh2_dlc09_payload_training_cavalry	wh2_dlc09_effect_tech_missile_damage_increase_tmb_chariots	faction_to_force_own	10	start_turn_completed
wh2_dlc09_ritual_crafting_tmb_army_capacity_10	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1	start_turn_completed
