subtitle_timings_tables	2
end	language	script_id	start	subtitle_field	text_section	foreign_key	text_id	always_show
390	br	71	270	1686093551	0	intro_khalida	vo_fmv_texts_text_intro_khalida	false
390	br	72	270	1686093551	0	intro_khatep	vo_fmv_texts_text_intro_khatep	false
390	br	73	270	1686093551	0	intro_settra	vo_fmv_texts_text_intro_settra	false
490	br	46	150	1686093551	0	lzd_horned_rat	vo_fmv_texts_text_lzd_horned_rat	false
565	br	41	300	1686093551	0	lzd_intro	vo_fmv_texts_text_lzd_intro	false
345	br	42	125	1686093551	0	lzd_ritual_1	vo_fmv_texts_text_lzd_ritual_1	false
285	br	43	135	1686093551	0	lzd_ritual_2	vo_fmv_texts_text_lzd_ritual_2	false
440	br	44	130	1686093551	0	lzd_ritual_3	vo_fmv_texts_text_lzd_ritual_3	false
230	br	45	125	1686093551	0	lzd_ritual_4	vo_fmv_texts_text_lzd_ritual_4	false
740	br	47	670	1686093551	0	lzd_ritual_5	vo_fmv_texts_text_lzd_ritual_5	false
300	br	48	125	1686093551	0	lzd_win	vo_fmv_texts_text_lzd_win	false
222	br	24	90	1686093551	0	race_intro_brt	vo_fmv_texts_text_race_intro_brt	false
309	br	20	78	1686093551	0	race_intro_bst	vo_fmv_texts_text_race_intro_bst	false
229	br	21	96	1686093551	0	race_intro_bst_mini	vo_fmv_texts_text_race_intro_bst_mini	false
223	br	13	123	1686093551	0	race_intro_chs	vo_fmv_texts_text_race_intro_chs	false
1980	br	78	1840	1686093551	0	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
1980	br	81	1840	1686093551	0	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
1980	br	80	1840	1686093551	0	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
1980	br	79	1840	1686093551	0	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
446	br	14	261	1686093551	0	race_intro_dwf	vo_fmv_texts_text_race_intro_dwf	false
490	br	15	392	1686093551	0	race_intro_emp	vo_fmv_texts_text_race_intro_emp	false
428	br	16	374	1686093551	0	race_intro_grn	vo_fmv_texts_text_race_intro_grn	false
357	br	17	292	1686093551	0	race_intro_vmp	vo_fmv_texts_text_race_intro_vmp	false
230	br	22	98	1686093551	0	race_intro_wef	vo_fmv_texts_text_race_intro_wef	false
612	br	23	557	1686093551	0	race_intro_wef_mini	vo_fmv_texts_text_race_intro_wef_mini	false
275	br	54	155	1686093551	0	skv_comet	vo_fmv_texts_text_skv_comet	false
250	br	55	160	1686093551	0	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
225	br	49	75	1686093551	0	skv_intro	vo_fmv_texts_text_skv_intro	false
535	br	50	145	1686093551	0	skv_ritual_1	vo_fmv_texts_text_skv_ritual_1	false
315	br	51	165	1686093551	0	skv_ritual_2	vo_fmv_texts_text_skv_ritual_2	false
330	br	52	220	1686093551	0	skv_ritual_3	vo_fmv_texts_text_skv_ritual_3	false
350	br	53	150	1686093551	0	skv_ritual_4	vo_fmv_texts_text_skv_ritual_4	false
325	br	56	175	1686093551	0	skv_ritual_5	vo_fmv_texts_text_skv_ritual_5	false
810	br	57	685	1686093551	0	skv_win	vo_fmv_texts_text_skv_win	false
270	br	74	180	1686093551	0	win_arkhan	vo_fmv_texts_text_win_arkhan	false
270	br	75	180	1686093551	0	win_khalida	vo_fmv_texts_text_win_khalida	false
270	br	76	180	1686093551	0	win_khatep	vo_fmv_texts_text_win_khatep	false
270	br	77	180	1686093551	0	win_settra	vo_fmv_texts_text_win_settra	false
3945	br	30	3765	1686093551	10	def_horned_rat	vo_fmv_texts_text_def_horned_rat	false
2210	br	25	2075	1686093551	10	def_intro	vo_fmv_texts_text_def_intro	false
3040	br	26	2875	1686093551	10	def_ritual_1	vo_fmv_texts_text_def_ritual_1	false
3375	br	38	3160	1686093551	10	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	false
3000	br	33	2875	1686093551	10	hef_intro	vo_fmv_texts_text_hef_intro	false
3305	br	34	3125	1686093551	10	hef_ritual_1	vo_fmv_texts_text_hef_ritual_1	false
2820	br	70	2670	1686093551	10	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
2820	br	71	2670	1686093551	10	intro_khalida	vo_fmv_texts_text_intro_khalida	false
2820	br	72	2670	1686093551	10	intro_khatep	vo_fmv_texts_text_intro_khatep	false
2820	br	73	2670	1686093551	10	intro_settra	vo_fmv_texts_text_intro_settra	false
4010	br	46	3830	1686093551	10	lzd_horned_rat	vo_fmv_texts_text_lzd_horned_rat	false
3260	br	41	3090	1686093551	10	lzd_intro	vo_fmv_texts_text_lzd_intro	false
4036	br	20	3920	1686093551	10	race_intro_bst	vo_fmv_texts_text_race_intro_bst	false
4230	br	78	4060	1686093551	10	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
4230	br	81	4060	1686093551	10	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
4230	br	80	4060	1686093551	10	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
4230	br	79	4060	1686093551	10	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
4598	br	14	4473	1686093551	10	race_intro_dwf	vo_fmv_texts_text_race_intro_dwf	false
3438	br	16	3306	1686093551	10	race_intro_grn	vo_fmv_texts_text_race_intro_grn	false
3445	br	22	3290	1686093551	10	race_intro_wef	vo_fmv_texts_text_race_intro_wef	false
3485	br	55	3275	1686093551	10	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
2345	br	49	2165	1686093551	10	skv_intro	vo_fmv_texts_text_skv_intro	false
3350	br	50	3120	1686093551	10	skv_ritual_1	vo_fmv_texts_text_skv_ritual_1	false
4180	br	30	3975	1686093551	11	def_horned_rat	vo_fmv_texts_text_def_horned_rat	false
2420	br	25	2335	1686093551	11	def_intro	vo_fmv_texts_text_def_intro	false
3890	br	26	3575	1686093551	11	def_ritual_1	vo_fmv_texts_text_def_ritual_1	false
3660	br	38	3470	1686093551	11	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	false
3360	br	33	3165	1686093551	11	hef_intro	vo_fmv_texts_text_hef_intro	false
2910	br	70	2850	1686093551	11	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
2910	br	71	2850	1686093551	11	intro_khalida	vo_fmv_texts_text_intro_khalida	false
2910	br	72	2850	1686093551	11	intro_khatep	vo_fmv_texts_text_intro_khatep	false
2910	br	73	2850	1686093551	11	intro_settra	vo_fmv_texts_text_intro_settra	false
4375	br	46	4080	1686093551	11	lzd_horned_rat	vo_fmv_texts_text_lzd_horned_rat	false
3570	br	41	3420	1686093551	11	lzd_intro	vo_fmv_texts_text_lzd_intro	false
4315	br	20	4180	1686093551	11	race_intro_bst	vo_fmv_texts_text_race_intro_bst	false
4500	br	78	4270	1686093551	11	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
4500	br	81	4270	1686093551	11	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
4500	br	80	4270	1686093551	11	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
4500	br	79	4270	1686093551	11	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
3816	br	16	3615	1686093551	11	race_intro_grn	vo_fmv_texts_text_race_intro_grn	false
3775	br	55	3560	1686093551	11	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
2720	br	49	2480	1686093551	11	skv_intro	vo_fmv_texts_text_skv_intro	false
3540	br	50	3385	1686093551	11	skv_ritual_1	vo_fmv_texts_text_skv_ritual_1	false
4430	br	30	4250	1686093551	12	def_horned_rat	vo_fmv_texts_text_def_horned_rat	false
2690	br	25	2430	1686093551	12	def_intro	vo_fmv_texts_text_def_intro	false
4015	br	26	3910	1686093551	12	def_ritual_1	vo_fmv_texts_text_def_ritual_1	false
3900	br	38	3685	1686093551	12	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	false
3455	br	33	3370	1686093551	12	hef_intro	vo_fmv_texts_text_hef_intro	false
3090	br	70	2910	1686093551	12	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
3090	br	71	2910	1686093551	12	intro_khalida	vo_fmv_texts_text_intro_khalida	false
3090	br	72	2910	1686093551	12	intro_khatep	vo_fmv_texts_text_intro_khatep	false
3090	br	73	2910	1686093551	12	intro_settra	vo_fmv_texts_text_intro_settra	false
4645	br	46	4570	1686093551	12	lzd_horned_rat	vo_fmv_texts_text_lzd_horned_rat	false
3860	br	41	3630	1686093551	12	lzd_intro	vo_fmv_texts_text_lzd_intro	false
4840	br	20	4750	1686093551	12	race_intro_bst	vo_fmv_texts_text_race_intro_bst	false
4830	br	78	4525	1686093551	12	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
4830	br	81	4525	1686093551	12	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
4830	br	80	4525	1686093551	12	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
4830	br	79	4525	1686093551	12	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
4240	br	55	3865	1686093551	12	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
3000	br	49	2800	1686093551	12	skv_intro	vo_fmv_texts_text_skv_intro	false
3820	br	50	3690	1686093551	12	skv_ritual_1	vo_fmv_texts_text_skv_ritual_1	false
4795	br	30	4500	1686093551	13	def_horned_rat	vo_fmv_texts_text_def_horned_rat	false
3050	br	25	2760	1686093551	13	def_intro	vo_fmv_texts_text_def_intro	false
4150	br	38	3965	1686093551	13	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	false
3660	br	33	3460	1686093551	13	hef_intro	vo_fmv_texts_text_hef_intro	false
3540	br	70	3240	1686093551	13	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
3540	br	71	3240	1686093551	13	intro_khalida	vo_fmv_texts_text_intro_khalida	false
3540	br	72	3240	1686093551	13	intro_khatep	vo_fmv_texts_text_intro_khatep	false
3540	br	73	3240	1686093551	13	intro_settra	vo_fmv_texts_text_intro_settra	false
4960	br	46	4695	1686093551	13	lzd_horned_rat	vo_fmv_texts_text_lzd_horned_rat	false
4050	br	41	3925	1686093551	13	lzd_intro	vo_fmv_texts_text_lzd_intro	false
4995	br	20	4841	1686093551	13	race_intro_bst	vo_fmv_texts_text_race_intro_bst	false
5035	br	78	4935	1686093551	13	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
5035	br	81	4935	1686093551	13	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
5035	br	80	4935	1686093551	13	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
5035	br	79	4935	1686093551	13	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
4520	br	55	4325	1686093551	13	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
3200	br	49	3060	1686093551	13	skv_intro	vo_fmv_texts_text_skv_intro	false
4045	br	50	3845	1686093551	13	skv_ritual_1	vo_fmv_texts_text_skv_ritual_1	false
5310	br	30	5035	1686093551	14	def_horned_rat	vo_fmv_texts_text_def_horned_rat	false
3230	br	25	3130	1686093551	14	def_intro	vo_fmv_texts_text_def_intro	false
4515	br	38	4215	1686093551	14	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	false
3730	br	33	3670	1686093551	14	hef_intro	vo_fmv_texts_text_hef_intro	false
3630	br	70	3540	1686093551	14	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
3630	br	71	3540	1686093551	14	intro_khalida	vo_fmv_texts_text_intro_khalida	false
3630	br	72	3540	1686093551	14	intro_khatep	vo_fmv_texts_text_intro_khatep	false
3630	br	73	3540	1686093551	14	intro_settra	vo_fmv_texts_text_intro_settra	false
4345	br	41	4190	1686093551	14	lzd_intro	vo_fmv_texts_text_lzd_intro	false
5178	br	20	5010	1686093551	14	race_intro_bst	vo_fmv_texts_text_race_intro_bst	false
5295	br	78	5045	1686093551	14	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
5295	br	81	5045	1686093551	14	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
5295	br	80	5045	1686093551	14	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
5295	br	79	5045	1686093551	14	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
4620	br	55	4560	1686093551	14	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
3390	br	49	3300	1686093551	14	skv_intro	vo_fmv_texts_text_skv_intro	false
5545	br	30	5415	1686093551	15	def_horned_rat	vo_fmv_texts_text_def_horned_rat	false
3470	br	25	3245	1686093551	15	def_intro	vo_fmv_texts_text_def_intro	false
4780	br	38	4705	1686093551	15	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	false
3915	br	33	3750	1686093551	15	hef_intro	vo_fmv_texts_text_hef_intro	false
3780	br	70	3660	1686093551	15	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
3780	br	71	3660	1686093551	15	intro_khalida	vo_fmv_texts_text_intro_khalida	false
3780	br	72	3660	1686093551	15	intro_khatep	vo_fmv_texts_text_intro_khatep	false
3780	br	73	3660	1686093551	15	intro_settra	vo_fmv_texts_text_intro_settra	false
4550	br	41	4410	1686093551	15	lzd_intro	vo_fmv_texts_text_lzd_intro	false
5518	br	20	5400	1686093551	15	race_intro_bst	vo_fmv_texts_text_race_intro_bst	false
5370	br	78	5305	1686093551	15	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
5370	br	81	5305	1686093551	15	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
5370	br	80	5305	1686093551	15	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
5370	br	79	5305	1686093551	15	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
4740	br	55	4630	1686093551	15	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
3590	br	49	3400	1686093551	15	skv_intro	vo_fmv_texts_text_skv_intro	false
3625	br	25	3510	1686093551	16	def_intro	vo_fmv_texts_text_def_intro	false
4945	br	38	4800	1686093551	16	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	false
4065	br	33	3925	1686093551	16	hef_intro	vo_fmv_texts_text_hef_intro	false
4350	br	70	4050	1686093551	16	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
4350	br	71	4050	1686093551	16	intro_khalida	vo_fmv_texts_text_intro_khalida	false
4350	br	72	4050	1686093551	16	intro_khatep	vo_fmv_texts_text_intro_khatep	false
4350	br	73	4050	1686093551	16	intro_settra	vo_fmv_texts_text_intro_settra	false
4700	br	41	4600	1686093551	16	lzd_intro	vo_fmv_texts_text_lzd_intro	false
5640	br	20	5530	1686093551	16	race_intro_bst	vo_fmv_texts_text_race_intro_bst	false
5760	br	78	5505	1686093551	16	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
5760	br	81	5505	1686093551	16	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
5760	br	80	5505	1686093551	16	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
5760	br	79	5505	1686093551	16	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
4890	br	55	4755	1686093551	16	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
3750	br	49	3620	1686093551	16	skv_intro	vo_fmv_texts_text_skv_intro	false
4220	br	25	4165	1686093551	17	def_intro	vo_fmv_texts_text_def_intro	false
5435	br	38	5310	1686093551	17	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	false
4275	br	33	4075	1686093551	17	hef_intro	vo_fmv_texts_text_hef_intro	false
4530	br	70	4380	1686093551	17	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
4530	br	71	4380	1686093551	17	intro_khalida	vo_fmv_texts_text_intro_khalida	false
4530	br	72	4380	1686093551	17	intro_khatep	vo_fmv_texts_text_intro_khatep	false
4530	br	73	4380	1686093551	17	intro_settra	vo_fmv_texts_text_intro_settra	false
5195	br	41	4785	1686093551	17	lzd_intro	vo_fmv_texts_text_lzd_intro	false
6035	br	78	5790	1686093551	17	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
6035	br	81	5790	1686093551	17	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
6035	br	80	5790	1686093551	17	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
6035	br	79	5790	1686093551	17	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
5295	br	55	5090	1686093551	17	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
3920	br	49	3765	1686093551	17	skv_intro	vo_fmv_texts_text_skv_intro	false
4280	br	25	4240	1686093551	18	def_intro	vo_fmv_texts_text_def_intro	false
5830	br	38	5695	1686093551	18	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	false
4380	br	33	4315	1686093551	18	hef_intro	vo_fmv_texts_text_hef_intro	false
4650	br	70	4560	1686093551	18	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
4650	br	71	4560	1686093551	18	intro_khalida	vo_fmv_texts_text_intro_khalida	false
4650	br	72	4560	1686093551	18	intro_khatep	vo_fmv_texts_text_intro_khatep	false
4650	br	73	4560	1686093551	18	intro_settra	vo_fmv_texts_text_intro_settra	false
5700	br	41	5350	1686093551	18	lzd_intro	vo_fmv_texts_text_lzd_intro	true
6150	br	78	6045	1686093551	18	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
6150	br	81	6045	1686093551	18	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
6150	br	80	6045	1686093551	18	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
6150	br	79	6045	1686093551	18	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
5390	br	55	5330	1686093551	18	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
4325	br	49	4020	1686093551	18	skv_intro	vo_fmv_texts_text_skv_intro	false
4350	br	25	4315	1686093551	19	def_intro	vo_fmv_texts_text_def_intro	false
4405	br	33	4385	1686093551	19	hef_intro	vo_fmv_texts_text_hef_intro	false
4830	br	70	4710	1686093551	19	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
4830	br	71	4710	1686093551	19	intro_khalida	vo_fmv_texts_text_intro_khalida	false
4830	br	72	4710	1686093551	19	intro_khatep	vo_fmv_texts_text_intro_khatep	false
4830	br	73	4710	1686093551	19	intro_settra	vo_fmv_texts_text_intro_settra	false
6285	br	41	5805	1686093551	19	lzd_intro	vo_fmv_texts_text_lzd_intro	true
6510	br	78	6250	1686093551	19	race_intro_cst	vo_fmv_texts_text_race_intro_cst	false
6510	br	81	6250	1686093551	19	race_intro_cst_aranessa	vo_fmv_texts_text_race_intro_cst_aranessa	false
6510	br	80	6250	1686093551	19	race_intro_cst_cylostra	vo_fmv_texts_text_race_intro_cst_cylostra	false
6510	br	79	6250	1686093551	19	race_intro_cst_noctilus	vo_fmv_texts_text_race_intro_cst	false
5520	br	55	5405	1686093551	19	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	false
4410	br	49	4335	1686093551	19	skv_intro	vo_fmv_texts_text_skv_intro	false
510	br	58	390	1686093551	1	battle_arkhan	vo_fmv_texts_text_battle_arkhan	false
510	br	59	390	1686093551	1	battle_khalida	vo_fmv_texts_text_battle_khalida	false
510	br	60	390	1686093551	1	battle_khatep	vo_fmv_texts_text_battle_khatep	false
510	br	61	390	1686093551	1	battle_settra	vo_fmv_texts_text_battle_settra	false
330	br	62	270	1686093551	1	book_1	vo_fmv_texts_text_book_1	false
330	br	63	270	1686093551	1	book_1_arkhan	vo_fmv_texts_text_book_1_arkhan	false
570	br	64	360	1686093551	1	book_2	vo_fmv_texts_text_book_2	false
570	br	65	360	1686093551	1	book_2_arkhan	vo_fmv_texts_text_book_2_arkhan	false
570	br	66	300	1686093551	1	book_3	vo_fmv_texts_text_book_3	false
570	br	67	300	1686093551	1	book_3_arkhan	vo_fmv_texts_text_book_3_arkhan	false
300	br	68	180	1686093551	1	book_4	vo_fmv_texts_text_book_4	false
300	br	69	180	1686093551	1	book_4_arkhan	vo_fmv_texts_text_book_4_arkhan	false
379	br	19	279	1686093551	1	chs_invasion	vo_fmv_texts_text_chs_invasion	false
233	br	18	177	1686093551	1	chs_rises	vo_fmv_texts_text_chs_rises	false
510	br	87	395	1686093551	1	cst_battle_aranessa	vo_fmv_texts_text_cst_battle	false
510	br	86	395	1686093551	1	cst_battle_cylostra	vo_fmv_texts_text_cst_battle	false
510	br	84	395	1686093551	1	cst_battle_harkon	vo_fmv_texts_text_cst_battle	false
510	br	85	395	1686093551	1	cst_battle_noctilus	vo_fmv_texts_text_cst_battle	false
585	br	83	345	1686093551	1	cst_items	vo_fmv_texts_text_cst_items	false
495	br	91	210	1686093551	1	cst_win_aranessa	vo_fmv_texts_text_cst_win	false
495	br	90	210	1686093551	1	cst_win_cylostra	vo_fmv_texts_text_cst_win	false
495	br	88	210	1686093551	1	cst_win_harkon	vo_fmv_texts_text_cst_win	false
495	br	89	210	1686093551	1	cst_win_noctilus	vo_fmv_texts_text_cst_win	false
990	br	82	690	1686093551	1	cst_wreck	vo_fmv_texts_text_cst_wreck	false
570	br	30	405	1686093551	1	def_horned_rat	vo_fmv_texts_text_def_horned_rat	false
475	br	25	245	1686093551	1	def_intro	vo_fmv_texts_text_def_intro	false
625	br	26	440	1686093551	1	def_ritual_1	vo_fmv_texts_text_def_ritual_1	false
630	br	27	500	1686093551	1	def_ritual_2	vo_fmv_texts_text_def_ritual_2	false
570	br	28	360	1686093551	1	def_ritual_3	vo_fmv_texts_text_def_ritual_3	false
390	br	29	300	1686093551	1	def_ritual_4	vo_fmv_texts_text_def_ritual_4	false
900	br	31	640	1686093551	1	def_ritual_5	vo_fmv_texts_text_def_ritual_5	false
555	br	32	415	1686093551	1	def_win	vo_fmv_texts_text_def_win	false
550	br	38	290	1686093551	1	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	false
450	br	33	270	1686093551	1	hef_intro	vo_fmv_texts_text_hef_intro	false
350	br	34	250	1686093551	1	hef_ritual_1	vo_fmv_texts_text_hef_ritual_1	false
635	br	35	465	1686093551	1	hef_ritual_2	vo_fmv_texts_text_hef_ritual_2	false
360	br	36	275	1686093551	1	hef_ritual_3	vo_fmv_texts_text_hef_ritual_3	false
465	br	37	250	1686093551	1	hef_ritual_4	vo_fmv_texts_text_hef_ritual_4	false
565	br	39	480	1686093551	1	hef_ritual_5	vo_fmv_texts_text_hef_ritual_5	false
340	br	40	245	1686093551	1	hef_win	vo_fmv_texts_text_hef_win	false
920	br	12	810	1686093551	1	intro	vo_fmv_texts_text_intro	false
750	br	70	420	1686093551	1	intro_arkhan	vo_fmv_texts_text_intro_arkhan	false
750	br	71	420	1686093551	1	intro_khalida	vo_fmv_texts_text_intro_khalida	false
750	br	72	420	1686093551	1	intro_khatep	vo_fmv_texts_text_intro_khatep	false
750	br	73	420	1686093551	1	intro_settra	vo_fmv_texts_text_intro_settra	false
890	br	46	620	1686093551	1	lzd_horned_rat	vo_fmv_texts_text_lzd_horned_rat	false
775	br	41	660	1686093551	1	lzd_intro	vo_fmv_texts_text_lzd_intro	false
730	br	42	600	1686093551	1	lzd_ritual_1	vo_fmv_texts_text_lzd_ritual_1	false
495	br	43	360	1686093551	1	lzd_ritual_2	vo_fmv_texts_text_lzd_ritual_2	false
640	br	44	500	1686093551	1	lzd_ritual_3	vo_fmv_texts_text_lzd_ritual_3	false
410	br	45	265	1686093551	1	lzd_ritual_4	vo_fmv_texts_text_lzd_ritual_4	false
890	br	47	780	1686093551	1	lzd_ritual_5	vo_fmv_texts_text_lzd_ritual_5	false
480	br	48	330	1686093551	1	lzd_win	vo_fmv_texts_text_lzd_win	false
