character_skill_utilization_hints_junctions_tables	0
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_unique_khalida_skeleton_chariot
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_unique_khatep_skeletal_steed
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_unique_khatep_skeleton_chariot
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_unique_settra_chariot_of_the_gods
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_unique_settra_khemrian_warsphinx
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_unique_settra_skeletal_steed
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_unique_tomb_king_khemrian_warsphinx
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_unique_tomb_king_skeletal_steed
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_lord_unique_tomb_king_skeleton_chariot
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_ability_0
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_ability_1
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_ability_2
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_inscription_of_repair
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_jackal_specialised
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_master_constructor
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_scorpions_specialised
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_necrotect_serpentine_specialised
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades_lord
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_1_passive
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection_lord
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting_lord
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_4_usirians_incantation_of_vengeance
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_4_usirians_incantation_of_vengeance_lord
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm_lord
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_personal_10
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_personal_5
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_personal_conqueror
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_0
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_1
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_2
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_3
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_4
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_settra_unique_5
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_tomb_king_returned_in_madness
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_death_skeletal_steed
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_light_skeletal_steed
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_nehekhara_skeletal_steed
USEFUL_ALWAYS	wh2_dlc09_skill_tmb_wizard_unique_liche_priest_shadow_skeletal_steed
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_mount_cauldron_of_blood
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_mount_dark_steed
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_mount_manticore
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_blood_queen
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_daughters_of_despair
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_first_bride_of_khaine
USEFUL_ALWAYS	wh2_dlc10_skill_def_crone_unique_rapturous_murder
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_black_dragon
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_cold_one
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_dark_pegasus
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_dark_steed
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_beasts_mount_manticore
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_black_dragon
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_cold_one
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_dark_pegasus
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_dark_steed
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_dark_mount_manticore
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_death_mount_black_dragon
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_death_mount_cold_one
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_death_mount_dark_pegasus
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_death_mount_dark_steed
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_death_mount_manticore
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_black_dragon
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_cold_one
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_dark_pegasus
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_dark_steed
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_fire_mount_manticore
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_black_dragon
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_cold_one
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_dark_pegasus
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_dark_steed
USEFUL_ALWAYS	wh2_dlc10_skill_def_supreme_sorceress_shadow_mount_manticore
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_fire_and_blood_1
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_fire_and_blood_2
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_fire_and_blood_3
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_fire_and_blood_4
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_mount_barded_ithilmar_steed
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_mount_elven_steed
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_mount_great_eagle
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_tradition_1
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_tradition_4
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_unique_chaos_bane
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_unique_ishas_blessing
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_unique_touch_of_the_everqueen
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alarielle_unique_ward_of_isha
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_infiltrator
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_no_rest_for_wicked
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_renegade
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_revenant
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_ruthless
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_spectre
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_sworn_to_vengeange
USEFUL_ALWAYS	wh2_dlc10_skill_hef_alith_anar_unique_the_shadow_king
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_barded_ithilmar_steed
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_diplomat_0
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_diplomat_1
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_diplomat_2
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_diplomat_3
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_elven_steed
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_lieutenant_0
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_lieutenant_1
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_lieutenant_2
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_lieutenant_3
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_protector_0
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_protector_1
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_protector_2
USEFUL_ALWAYS	wh2_dlc10_skill_hef_handmaiden_protector_3
USEFUL_ALWAYS	wh2_dlc10_skill_hef_magic_alarielle_banishment
USELESS_ALWAYS	wh2_dlc11_skill_all_hero_hinder_settlement_establish_pirate_cove
USELESS_ALWAYS	wh2_dlc11_skill_cst_personal_vamperic_leap
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_barded_nightmare
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_blood_dragon_unique_hellsteed
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_barded_nightmare
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_lahmian_unique_hellsteed
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_barded_nightmare
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_necrarch_unique_hellsteed
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_strigoi_unique_terrorgheist
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_barded_nightmare
USEFUL_ALWAYS	wh2_dlc11_skill_vmp_bloodline_von_carstein_unique_hellsteed
USEFUL_ALWAYS	wh2_main_skill_LL_self_defense
USEFUL_ALWAYS	wh2_main_skill_all_hero_assist_army_increase_mobility
USEFUL_ALWAYS	wh2_main_skill_all_hero_assist_army_replenish_troops
USEFUL_ALWAYS	wh2_main_skill_all_hero_assist_army_scavenge
USELESS_ALWAYS	wh2_main_skill_all_hero_assist_army_scouting
USEFUL_ALWAYS	wh2_main_skill_all_hero_assist_army_training
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_agent_assassinate
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_agent_wound
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_army_assault_unit
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_army_assault_units
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_army_block_army
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_army_hinder_replenishment
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_settlement_assault_garrison
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_settlement_damage_building
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_settlement_damage_walls
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_settlement_gain_influence
USELESS_ALWAYS	wh2_main_skill_all_hero_hinder_settlement_steal_technology
USEFUL_ALWAYS	wh2_main_skill_all_hero_passive_boost_income
USEFUL_ALWAYS	wh2_main_skill_all_hero_passive_increase_slave_income
USEFUL_ALWAYS	wh2_main_skill_all_hero_passive_increase_trade
USELESS_ALWAYS	wh2_main_skill_all_hero_passive_spread_public_order
USELESS_ALWAYS	wh2_main_skill_all_hero_passive_spread_public_order_horde
USELESS_ALWAYS	wh2_main_skill_all_hero_passive_stimulate_growth
USELESS_ALWAYS	wh2_main_skill_all_hero_reduce_action_cost
USEFUL_ALWAYS	wh2_main_skill_all_immortality_hero
USEFUL_ALWAYS	wh2_main_skill_all_immortality_lord
USEFUL_ALWAYS	wh2_main_skill_all_magic_high_03_lore_attribute_teclis
USEFUL_ALWAYS	wh2_main_skill_all_magic_light_02_phas_protection_lord
USEFUL_ALWAYS	wh2_main_skill_all_magic_metal_05_gehennas_golden_hounds_lord
USEFUL_ALWAYS	wh2_main_skill_all_magic_metal_09_transmutation_of_lead_lord
USEFUL_ALWAYS	wh2_main_skill_all_magic_metal_10_final_transmutation_lord
USEFUL_ALWAYS	wh2_main_skill_all_magic_plague_01_pestilent_breath
USEFUL_ALWAYS	wh2_main_skill_all_magic_ruin_01_warp_lightning
USELESS_ALWAYS	wh2_main_skill_def_army_buff_beasts
USELESS_ALWAYS	wh2_main_skill_def_army_buff_shades_riders
USEFUL_ALWAYS	wh2_main_skill_def_campaign_fleeting_shadow
USELESS_ALWAYS	wh2_main_skill_def_campaign_wary
USEFUL_ALWAYS	wh2_main_skill_def_death_hag_mount_cauldron_of_blood
USEFUL_ALWAYS	wh2_main_skill_def_dreadlord_fem_mount_black_dragon
USEFUL_ALWAYS	wh2_main_skill_def_dreadlord_fem_mount_cold_one
USEFUL_ALWAYS	wh2_main_skill_def_dreadlord_fem_mount_dark_pegasus
USEFUL_ALWAYS	wh2_main_skill_def_dreadlord_fem_mount_dark_steed
USEFUL_ALWAYS	wh2_main_skill_def_dreadlord_mount_black_dragon
USEFUL_ALWAYS	wh2_main_skill_def_dreadlord_mount_cold_one
USEFUL_ALWAYS	wh2_main_skill_def_dreadlord_mount_dark_pegasus
USEFUL_ALWAYS	wh2_main_skill_def_dreadlord_mount_dark_steed
USEFUL_ALWAYS	wh2_main_skill_def_enchanting_beauty
USEFUL_ALWAYS	wh2_main_skill_def_generic_eternal_hatred
USEFUL_ALWAYS	wh2_main_skill_def_generic_hekartis_blessing
USEFUL_ALWAYS	wh2_main_skill_def_generic_sadistic
USELESS_ALWAYS	wh2_main_skill_def_generic_ward_of_hekarti
USEFUL_ALWAYS	wh2_main_skill_def_kindle_the_fury
USEFUL_ALWAYS	wh2_main_skill_def_malekith_absolute_power
USEFUL_ALWAYS	wh2_main_skill_def_malekith_gaze_of_malice
USEFUL_ALWAYS	wh2_main_skill_def_malekith_mount_cold_one
USEFUL_ALWAYS	wh2_main_skill_def_malekith_mount_cold_one_chariot
USEFUL_ALWAYS	wh2_main_skill_def_malekith_mount_seraphon
USEFUL_ALWAYS	wh2_main_skill_def_malekith_tyrant_0
USEFUL_ALWAYS	wh2_main_skill_def_malekith_warleader_1
USEFUL_ALWAYS	wh2_main_skill_def_morathi_mount_sulephet
USEFUL_ALWAYS	wh2_main_skill_def_morathi_unique_2
USEFUL_ALWAYS	wh2_main_skill_def_names_of_power_1
USEFUL_ALWAYS	wh2_main_skill_def_names_of_power_2
USEFUL_ALWAYS	wh2_main_skill_def_names_of_power_3
USEFUL_ALWAYS	wh2_main_skill_def_sorceress_dark_mount_cold_one
USEFUL_ALWAYS	wh2_main_skill_def_sorceress_dark_mount_dark_pegasus
USEFUL_ALWAYS	wh2_main_skill_def_sorceress_dark_mount_dark_steed
USEFUL_ALWAYS	wh2_main_skill_def_sorceress_fire_mount_cold_one
USEFUL_ALWAYS	wh2_main_skill_def_sorceress_fire_mount_dark_pegasus
USEFUL_ALWAYS	wh2_main_skill_def_sorceress_fire_mount_dark_steed
USEFUL_ALWAYS	wh2_main_skill_def_sorceress_shadow_mount_cold_one
USEFUL_ALWAYS	wh2_main_skill_def_sorceress_shadow_mount_dark_pegasus
USEFUL_ALWAYS	wh2_main_skill_def_sorceress_shadow_mount_dark_steed
USEFUL_ALWAYS	wh2_main_skill_def_strength_through_spite
USEFUL_ALWAYS	wh2_main_skill_def_volley_of_dark_arrows
USEFUL_ALWAYS	wh2_main_skill_hef_army_buff_basic_infantry
USELESS_ALWAYS	wh2_main_skill_hef_army_buff_cavalry
USELESS_ALWAYS	wh2_main_skill_hef_army_buff_elite_cav
USELESS_ALWAYS	wh2_main_skill_hef_army_buff_flyers
USEFUL_ALWAYS	wh2_main_skill_hef_campaign_elven_healing
USELESS_ALWAYS	wh2_main_skill_hef_campaign_elven_scholar
USELESS_ALWAYS	wh2_main_skill_hef_campaign_merchant_lord
USEFUL_ALWAYS	wh2_main_skill_hef_def_darken_the_skies
USEFUL_ALWAYS	wh2_main_skill_hef_def_fire_at_will
USELESS_ALWAYS	wh2_main_skill_hef_generic_warding_of_hoeth
USEFUL_ALWAYS	wh2_main_skill_hef_mage_high_mount_elven_steed
USEFUL_ALWAYS	wh2_main_skill_hef_mage_high_mount_ithilmar_chariot
USEFUL_ALWAYS	wh2_main_skill_hef_mage_life_mount_elven_steed
USEFUL_ALWAYS	wh2_main_skill_hef_mage_life_mount_ithilmar_chariot
USEFUL_ALWAYS	wh2_main_skill_hef_mage_light_mount_elven_steed
USEFUL_ALWAYS	wh2_main_skill_hef_mage_light_mount_ithilmar_chariot
USEFUL_ALWAYS	wh2_main_skill_hef_noble_unique_combat
USEFUL_ALWAYS	wh2_main_skill_hef_prince_alastar_mount_great_eagle
USEFUL_ALWAYS	wh2_main_skill_hef_prince_alastar_mount_star_dragon
USEFUL_ALWAYS	wh2_main_skill_hef_prince_alastar_mount_sun_dragon
USEFUL_ALWAYS	wh2_main_skill_hef_prince_mount_barded_ithilmar_steed
USEFUL_ALWAYS	wh2_main_skill_hef_prince_mount_great_eagle
USEFUL_ALWAYS	wh2_main_skill_hef_prince_mount_star_dragon
USEFUL_ALWAYS	wh2_main_skill_hef_prince_mount_sun_dragon
USEFUL_ALWAYS	wh2_main_skill_hef_princess_mount_elven_steed
USEFUL_ALWAYS	wh2_main_skill_hef_princess_mount_great_eagle
USEFUL_ALWAYS	wh2_main_skill_hef_princess_mount_moon_dragon
USEFUL_ALWAYS	wh2_main_skill_hef_princess_mount_star_dragon
USEFUL_ALWAYS	wh2_main_skill_hef_teclis_charoi
USEFUL_ALWAYS	wh2_main_skill_hef_teclis_flames_of_the_phoenix
USEFUL_ALWAYS	wh2_main_skill_hef_teclis_mount_barded_ithilmar_steed
USEFUL_ALWAYS	wh2_main_skill_hef_teclis_sublime_focus
USEFUL_ALWAYS	wh2_main_skill_hef_tyrion_mount_malhandhir
USEFUL_ALWAYS	wh2_main_skill_hef_tyrion_unique_0
USEFUL_ALWAYS	wh2_main_skill_hef_tyrion_unique_2
USELESS_ALWAYS	wh2_main_skill_lzd_army_buff_dinos
USELESS_ALWAYS	wh2_main_skill_lzd_army_buff_guardians
USELESS_ALWAYS	wh2_main_skill_lzd_army_buff_hunters
USELESS_ALWAYS	wh2_main_skill_lzd_army_buff_riders
USEFUL_ALWAYS	wh2_main_skill_lzd_disciplines_arcane_convergence
USEFUL_ALWAYS	wh2_main_skill_lzd_disciplines_becalming_cogitation
USEFUL_ALWAYS	wh2_main_skill_lzd_disciplines_focus_of_mysteries
USEFUL_ALWAYS	wh2_main_skill_lzd_disciplines_harrowing_scruteny
USEFUL_ALWAYS	wh2_main_skill_lzd_disciplines_higher_state_of_consciousness
USEFUL_ALWAYS	wh2_main_skill_lzd_disciplines_reservoir
USEFUL_ALWAYS	wh2_main_skill_lzd_disciplines_soul_of_stone
USEFUL_ALWAYS	wh2_main_skill_lzd_disciplines_transcendent_healing
USEFUL_ALWAYS	wh2_main_skill_lzd_disciplines_unfathomable_presence
USEFUL_ALWAYS	wh2_main_skill_lzd_generic_honoured_elder_lord
USEFUL_ALWAYS	wh2_main_skill_lzd_generic_obey
USEFUL_ALWAYS	wh2_main_skill_lzd_kroq_gar_mount_1
USEFUL_ALWAYS	wh2_main_skill_lzd_kroq_gar_mount_2
USEFUL_ALWAYS	wh2_main_skill_lzd_kroq_gar_spawning_of_xhotl
USEFUL_ALWAYS	wh2_main_skill_lzd_mazdamundi_ruination_of_cities
USEFUL_ALWAYS	wh2_main_skill_lzd_mazdamundi_zlaaq
USELESS_ALWAYS	wh2_main_skill_lzd_protection_of_the_old_ones
USEFUL_ALWAYS	wh2_main_skill_lzd_saurus_old_blood_carnosaur
USEFUL_ALWAYS	wh2_main_skill_lzd_saurus_old_blood_cold_one
USEFUL_ALWAYS	wh2_main_skill_magic_dark_chillwind
USEFUL_ALWAYS	wh2_main_skill_magic_dark_lore_attribute
USEFUL_ALWAYS	wh2_main_skill_magic_life_wizard_earth_blood_lord
USEFUL_ALWAYS	wh2_main_skill_magic_life_wizard_shield_of_thorns_lord
USELESS_ALWAYS	wh2_main_skill_skv_army_buff_artillery
USELESS_ALWAYS	wh2_main_skill_skv_army_buff_monsters
USEFUL_ALWAYS	wh2_main_skill_skv_army_buff_runners
USEFUL_ALWAYS	wh2_main_skill_skv_aura_of_pestilence
USELESS_ALWAYS	wh2_main_skill_skv_campaign_corruptive
USEFUL_ALWAYS	wh2_main_skill_skv_combat_warpstone_weapon
USELESS_ALWAYS	wh2_main_skill_skv_generic_magic_ward
USEFUL_ALWAYS	wh2_main_skill_skv_grey_seer_plague_mount_screaming_bell
USEFUL_ALWAYS	wh2_main_skill_skv_grey_seer_ruin_mount_screaming_bell
USEFUL_ALWAYS	wh2_main_skill_skv_plague_priest_mount_plague_furnace
USEFUL_ALWAYS	wh2_main_skill_skv_queek_unique_melee_1
USEFUL_ALWAYS	wh2_main_skill_skv_skrolk_unique_loathsome
USEFUL_ALWAYS	wh2_main_skill_skv_skrolk_unique_plague_lord
USEFUL_ALWAYS	wh2_main_skill_skv_trophy_heads_queek
USEFUL_ALWAYS	wh2_main_skill_skv_unique_expansion
USEFUL_ALWAYS	wh2_main_skill_skv_unique_voice_of_the_horned_rat
USEFUL_ALWAYS	wh2_main_skill_skv_warlord_mount_1
USEFUL_ALWAYS	wh2_pro07_skill_emp_wizard_unique_amethyst_wizard_imperial_pegasus
USEFUL_ALWAYS	wh2_pro07_skill_emp_wizard_unique_amethyst_wizard_warhorse
USEFUL_ALWAYS	wh_dlc03_skill_bst_all_unique_shadow_hide
USEFUL_ALWAYS	wh_dlc03_skill_bst_beastlord_unique_razorgor
USEFUL_ALWAYS	wh_dlc03_skill_bst_khazrak_one_eye_unique_razorgor
USELESS_ALWAYS	wh_dlc03_skill_bst_lord_bestial_cunning
USEFUL_ALWAYS	wh_dlc03_skill_bst_lord_blessed_by_evil
USEFUL_ALWAYS	wh_dlc03_skill_bst_lord_crown_of_horns
USELESS_ALWAYS	wh_dlc03_skill_bst_lord_foul_premonitions
USEFUL_ALWAYS	wh_dlc03_skill_bst_lord_gargantian_hooves
USEFUL_ALWAYS	wh_dlc03_skill_bst_lord_man_bane
USEFUL_ALWAYS	wh_dlc03_skill_bst_lord_rune_of_the_true_beast
USEFUL_ALWAYS	wh_dlc03_skill_bst_lord_slug_skin
USELESS_ALWAYS	wh_dlc03_skill_bst_lord_unrelenting_savagery
USEFUL_ALWAYS	wh_dlc03_skill_emp_wizard_unique_amber_wizard_imperial_pegasus
USEFUL_ALWAYS	wh_dlc03_skill_emp_wizard_unique_amber_wizard_warhorse
USEFUL_ALWAYS	wh_dlc03_skill_magic_beasts_flock_of_doom
USEFUL_ALWAYS	wh_dlc03_skill_magic_beasts_the_curse_of_anraheir
USEFUL_ALWAYS	wh_dlc03_skill_magic_beasts_transformation_of_kadon
USEFUL_ALWAYS	wh_dlc03_skill_magic_beasts_wyssans_wildform
USEFUL_ALWAYS	wh_dlc03_skill_malagor_crowfather
USEFUL_ALWAYS	wh_dlc03_skill_malagor_something_wicked_this_way_comes
USEFUL_ALWAYS	wh_dlc03_skill_malagor_unholy_power
