campaign_character_arts_tables	7
art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	id	religion	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
wh2_main_art_set_skv_warlock_engineer_02	0	0		none	wh2_main_uniform_skv_warlock_engineer_02			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hu17_skaven_dual_sword	cam_medium_ship_06	cam_medium_ship_06	1180111471		0	0	0
wh2_main_art_set_def_sorceress_03	0	0		none	wh2_main_uniform_def_sorceress_03			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1181028065		0	0	0
wh_dlc08_art_set_nor_fimir_balefiend_03	0	0		none	wh_dlc08_uniform_nor_fimir_balefiend_campaign_03			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_heavy_ship_04	1184897887		0	0	0
wh2_dlc11_art_set_cst_fleet_captain_campaign_02	0	0		none	wh2_dlc11_unifrom_cst_vampire_fleet_captain_campaign_02			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hero_hu1b_cst_captain_cutlass_and_hook	cam_cst_transport_ship_01	cam_agent_ship_01	1185633619		0	0	0
wh2_dlc09_art_set_tmb_tomb_king_01	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_01			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	1187086529		0	0	0
wh2_dlc11_art_set_vmp_bloodline_blood_dragon_01	0	0		none	wh2_dlc11_uniform_vmp_bloodline_blood_dragon_01			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_arch_lector_dual_hammer	cam_heavy_ship_01	cam_heavy_ship_01	1190104368		0	0	0
wh2_main_art_set_def_khainite_assassin_02	0	0		none	wh2_main_uniform_def_khainite_assassin_02			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_hero_hu1d_elf_sword_and_handbow	cam_light_ship_05	cam_light_ship_05	1207007759		0	0	0
wh2_dlc11_art_set_def_lokhir_1	0	0		none	wh2_dlc11_uniform_def_lokhir			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_hu1d_elf_dual_sword	cam_black_ark_01	cam_light_ship_05	12145341		0	0	0
wh2_main_art_set_def_black_ark_lokhir_1	0	0		none	wh2_main_uniform_def_dreadlord_01			wh2_dlc11_campaign_def_ship_lokhir_01	wh2_main_uniform_def_black_ark	cam_lord_hu1d_elf_sword_crossbow	cam_black_ark_fellheart_01	cam_black_ark_fellheart_01	123115713		0	0	0
wh2_main_art_set_lzd_skink_chief_03	0	0		none	wh2_main_uniform_lzd_skink_chief_03			wh2_main_campaign_lzd_ship_agent	wh2_main_campaign_lzd_ship_agent	cam_hero_hu7_skink_club_and_blowpipe	cam_transport_ship_04	cam_transport_ship_04	1264694346		0	0	0
wh2_dlc11_art_set_cst_fleet_captain_campaign_03	0	0		none	wh2_dlc11_unifrom_cst_vampire_fleet_captain_campaign_03			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hero_hu1b_cst_captain_cutlass_and_hook	cam_cst_transport_ship_01	cam_agent_ship_01	1277140421		0	0	0
wh_dlc08_art_set_nor_arzik	0	0		none	wh_dlc08_uniform_nor_arzik			wh_main_campaign_chs_ship_transport	wh_main_campaign_chs_ship_transport	cam_huc10c_lord_of_change_staff	cam_transport_ship_05	cam_transport_ship_05	1278771377		0	0	0
wh2_dlc09_art_set_tmb_arkhan	0	0		none	wh2_dlc09_uniform_tmb_arkhan			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_arkhan_staff_and_sword	cam_transport_ship_06	cam_transport_ship_06	128243148		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_death_01	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_01			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1294278420		0	0	0
wh2_dlc10_art_set_flamespyre_phoenix_01	0	0		none	wh2_dlc10_uniform_hef_mon_phoenix_flamespyre_boss			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_bi1_eagle	cam_transport_ship_01	cam_transport_ship_01	1331327201		0	0	0
wh2_dlc11_art_set_cst_cylostra_2	0	0		none	wh2_dlc11_uniform_cst_cylostra			wh2_dlc11_campaign_cst_ship_cylostra_02	wh2_dlc11_campaign_cst_ship_cylostra_02	cam_lord_hc9_cst_cylostra_fan_and_staff	cam_cst_cylostra_ship_01	cam_heavy_ship_01	1335752787		0	0	0
wh2_main_art_set_lzd_slann_mage_priest_03	0	0		none	wh2_main_uniform_lzd_slann_mage_priest_03			wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	cam_lord_hu9_slann_mace	cam_transport_ship_04	cam_transport_ship_04	1341918476		0	0	0
wh2_dlc11_art_set_cst_mourngul_haunter_03	0	0		none	wh2_dlc11_uniform_cst_mourngul_haunter_campaign_03			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hero_gh4_cst_mourngul	cam_cst_transport_ship_01	cam_agent_ship_01	1348176544		0	0	0
wh2_dlc11_art_set_cst_mourngul_haunter_02	0	0		none	wh2_dlc11_uniform_cst_mourngul_haunter_campaign_02			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hero_gh4_cst_mourngul	cam_cst_transport_ship_01	cam_agent_ship_01	1360279630		0	0	0
wh2_main_art_set_skv_grey_seer_ruin_02	0	0		none	wh2_main_uniform_skv_grey_seer_02			wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	cam_hu17_skaven_staff_and_sword	cam_medium_ship_06	cam_medium_ship_06	1362155271		0	0	0
wh2_main_art_set_def_dreadlord_03	0	0		none	wh2_main_uniform_def_dreadlord_03			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1d_elf_sword_crossbow	cam_light_ship_05	cam_light_ship_05	1380263921		0	0	0
wh_main_art_set_teb_general_02	0	0		none	wh_main_uniform_emp_general_campaign_02			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	1390724771		0	0	0
wh2_main_art_set_skv_grey_seer_plague_04	0	0		none	wh2_main_uniform_skv_grey_seer_04			wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	cam_hu17_skaven_staff_and_sword	cam_medium_ship_06	cam_medium_ship_06	1405923379		0	0	0
wh2_dlc11_art_set_cst_fleet_captain_campaign_04	0	0		none	wh2_dlc11_unifrom_cst_vampire_fleet_captain_campaign_04			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hero_hu1b_cst_captain_cutlass_and_hook	cam_cst_transport_ship_01	cam_agent_ship_01	1405949530		0	0	0
wh2_main_art_set_def_khainite_assassin_03	0	0		none	wh2_main_uniform_def_khainite_assassin_03			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_hero_hu1d_elf_sword_and_handbow	cam_light_ship_05	cam_light_ship_05	1413809683		0	0	0
wh_dlc08_art_set_nor_fimir_balefiend_01	0	0		none	wh_dlc08_uniform_nor_fimir_balefiend_campaign_01			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_heavy_ship_04	1416729936		0	0	0
wh2_main_art_set_skv_grey_seer_ruin_03	0	0		none	wh2_main_uniform_skv_grey_seer_03			wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	cam_hu17_skaven_staff_and_sword	cam_medium_ship_06	cam_medium_ship_06	1418155803		0	0	0
wh2_dlc11_art_set_cst_admiral_female_deep_04	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_04			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	1430824712		0	0	0
wh2_dlc11_art_set_cst_admiral_vampires_04	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_male_04			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1_cst_admiral_halberd	cam_cst_transport_ship_01	cam_heavy_ship_01	144766963		0	0	0
wh2_main_art_set_lzd_saurus_scar_veteran_02	0	0		none	wh2_main_uniform_lzd_saurus_scar_veteran_02			wh2_main_campaign_lzd_ship_agent	wh2_main_campaign_lzd_ship_agent	cam_lord_hu7b_saurus_spear	cam_transport_ship_04	cam_transport_ship_04	1449571313		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_shadow_03	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_03			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1452385406		0	0	0
wh2_dlc10_hef_handmaiden_03	0	0		none	wh2_dlc10_uniform_hef_handmaiden_03			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_hero_hu1b_hef_spear_and_bow	cam_medium_ship_05	cam_medium_ship_05	1470785910		0	0	0
wh2_dlc09_art_set_tmb_tomb_king_05	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_05			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	1475920778		0	0	0
wh2_dlc11_art_set_cst_aranessa_2	0	0		none	wh2_dlc11_uniform_cst_aranessa			wh2_dlc11_campaign_cst_ship_aranessa_02	wh2_dlc11_campaign_cst_ship_aranessa_02	cam_lord_hu1b_cst_aranessa_halberd	cam_cst_aranessa_ship_01	cam_heavy_ship_01	1483128528		0	0	0
wh2_dlc09_art_set_tmb_tomb_prince_02	0	0		none	wh2_dlc09_uniform_tmb_tomb_prince_02			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_tomb_halberd_and_shield	cam_transport_ship_06	cam_transport_ship_06	1483455884		0	0	0
wh2_dlc09_art_set_tmb_tomb_king_04	0	0		none	wh2_dlc09_uniform_tmb_tomb_king_04			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu1_empire_sword_and_shield	cam_transport_ship_06	cam_transport_ship_06	148388651		0	0	0
wh2_main_art_set_hef_loremaster_of_hoeth_02	0	0		none	wh2_main_uniform_hef_loremaster_of_hoeth_02			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_hero_hu1d_elf_2handed_sword	cam_medium_ship_05	cam_medium_ship_05	1488279905		0	0	0
wh2_dlc09_art_set_tmb_liche_priest_03	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_campaign_03			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	149255670		44	0	0
wh_dlc08_chs_challenger_khorne	0	0		none	wh_main_uniform_chs_lord_campaign_01			wh_main_campaign_chs_ship_transport	wh_main_campaign_chs_ship_transport	cam_hu1c_chaos_sword_and_shield	cam_transport_ship_02	cam_transport_ship_02	1505493539		0	0	0
wh2_main_art_set_hef_prince_04	0	0		none	wh2_main_uniform_hef_prince_04			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hu1d_elf_sword_and_shield	cam_medium_ship_05	cam_medium_ship_05	1526182934		0	0	0
wh_dlc08_art_set_nor_kihar	0	0		none	wh_dlc08_uniform_nor_kihar			wh_main_campaign_chs_ship_agent	wh_main_campaign_chs_ship_heavy	cam_hu1c_chaos_dr1_chaos_dragon_wb_sword_and_shield	cam_agent_ship_03	cam_heavy_ship_04	1532694640		0	0	0
wh2_dlc09_art_set_tmb_tomb_prince_05	0	0		none	wh2_dlc09_uniform_tmb_tomb_prince_05			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_tomb_halberd_and_shield	cam_transport_ship_06	cam_transport_ship_06	1535514642		0	0	0
wh2_dlc11_art_set_vmp_bloodline_necrarch_01	0	0		none	wh2_dlc11_uniform_vmp_bloodline_necrarch_01			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	1537995048		0	0	0
wh_main_art_set_teb_general_01	0	0		none	wh_main_uniform_emp_general_campaign_01			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	1553155872		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_dark_01	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_01			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1556896565		0	0	0
wh2_dlc11_art_set_cst_noctilus_4	0	0		none	wh2_dlc11_uniform_cst_noctilus			wh2_dlc11_campaign_cst_ship_noctilus_04	wh2_dlc11_campaign_cst_ship_noctilus_04	cam_lord_hu1_cst_noctilus_2handed_axe	cam_cst_noctilus_ship_01	cam_heavy_ship_01	1571968669		0	0	0
wh2_main_art_set_lzd_skink_priest_03	0	0		none	wh2_main_uniform_lzd_skink_priest_03			wh2_main_campaign_lzd_ship_agent	wh2_main_campaign_lzd_ship_agent	cam_hero_hu7_skink_staff_and_club	cam_transport_ship_04	cam_transport_ship_04	1591290006		0	0	0
wh2_dlc10_hef_handmaiden_04	0	0		none	wh2_dlc10_uniform_hef_handmaiden_04			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_hero_hu1b_hef_spear_and_bow	cam_medium_ship_05	cam_medium_ship_05	1597424999		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_beasts_04	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_04			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1603388519		0	0	0
wh2_dlc11_art_set_cst_admiral_tech_03	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_male_03			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1_cst_admiral_halberd	cam_cst_transport_ship_01	cam_heavy_ship_01	1615778435		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_fire_04	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_04			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1629065367		0	0	0
wh2_main_art_set_def_khainite_assassin_04	0	0		none	wh2_main_uniform_def_khainite_assassin_04			wh2_main_campaign_def_ship_agent	wh2_main_campaign_def_ship_agent	cam_hero_hu1d_elf_sword_and_handbow	cam_light_ship_05	cam_light_ship_05	1632024428		0	0	0
wh2_dlc11_art_set_cst_admiral_female_vampires_02	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_02			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	1636175066		0	0	0
wh2_dlc10_art_set_hef_alith_anar_01	0	0		none	wh2_dlc10_uniform_hef_alith_anar			wh2_main_campaign_hef_ship_transport	wh2_main_campaign_hef_ship_transport	cam_hu1d_elf_sword_and_bow	cam_medium_ship_05	cam_medium_ship_05	1656171330		46	0	0
wh2_dlc11_art_set_vmp_bloodline_von_carstein_01	0	0		none	wh2_dlc11_uniform_vmp_bloodline_von_carstein_01			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	1661629053		0	0	0
wh2_main_art_set_def_black_ark_lokhir_3	0	0		none	wh2_main_uniform_def_dreadlord_01			wh2_dlc11_campaign_def_ship_lokhir_03	wh2_main_uniform_def_black_ark	cam_lord_hu1d_elf_sword_crossbow	cam_black_ark_fellheart_01	cam_black_ark_fellheart_01	1676695151		0	0	0
wh2_dlc11_art_set_cst_admiral_deep_03	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_male_03			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1_cst_admiral_halberd	cam_cst_transport_ship_01	cam_heavy_ship_01	1685991164		0	0	0
wh2_dlc11_art_set_cst_cylostra_1	0	0		none	wh2_dlc11_uniform_cst_cylostra			wh2_dlc11_campaign_cst_ship_cylostra_01	wh2_dlc11_campaign_cst_ship_cylostra_01	cam_lord_hc9_cst_cylostra_fan_and_staff	cam_cst_cylostra_ship_01	cam_heavy_ship_01	1692004273		0	0	0
wh2_dlc11_art_set_cst_aranessa_1	0	0		none	wh2_dlc11_uniform_cst_aranessa			wh2_dlc11_campaign_cst_ship_aranessa_01	wh2_dlc11_campaign_cst_ship_aranessa_01	cam_lord_hu1b_cst_aranessa_halberd	cam_cst_aranessa_ship_01	cam_heavy_ship_01	1702132749		0	0	0
wh2_dlc10_hef_handmaiden_05	0	0		none	wh2_dlc10_uniform_hef_handmaiden_05			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_hero_hu1b_hef_spear_and_bow	cam_medium_ship_05	cam_medium_ship_05	17251545		0	0	0
wh2_main_art_set_skv_plague_priest_02	0	0		none	wh2_main_uniform_skv_plague_priest_02			wh2_main_campaign_skv_ship_agent	wh2_main_campaign_skv_ship_agent	cam_hu17_skaven_censer	cam_medium_ship_06	cam_medium_ship_06	1731968957		0	0	0
wh2_main_art_set_def_dreadlord_fem_02	0	0		none	wh2_main_uniform_def_dreadlord_fem_02			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_sword_and_shield	cam_light_ship_05	cam_light_ship_05	1744947524		0	0	0
wh2_main_art_set_hef_mage_03	0	0		none	wh2_main_uniform_hef_mage_03			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_lord_hu1b_elf_staff_and_sword	cam_medium_ship_05	cam_medium_ship_05	1763559082		0	0	0
wh_main_art_set_ksl_general_01	0	0		none	wh_main_uniform_emp_general_campaign_01			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	1783483454		0	0	0
wh2_dlc11_art_set_cst_admiral_deep_01	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_male_01			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1_cst_admiral_halberd	cam_cst_transport_ship_01	cam_heavy_ship_01	1820193700		0	0	0
wh2_dlc11_art_set_cst_admiral_female_deep_03	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_03			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	1826357232		0	0	0
wh2_dlc09_art_set_tmb_necrotect_02	0	0		none	wh2_dlc09_uniform_tmb_necrotect_campaign_02			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_hero_hu1_tomb_sword_and_whip	cam_agent_ship_04	cam_heavy_ship_01	1830624201		0	0	0
wh2_dlc11_art_set_cst_admiral_female_death_04	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_04			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	183278781		0	0	0
wh2_main_art_set_hef_noble_03	0	0		none	wh2_main_uniform_hef_noble_03			wh2_main_campaign_hef_ship_agent	wh2_main_campaign_hef_ship_agent	cam_hero_hu1d_elf_halberd	cam_medium_ship_05	cam_medium_ship_05	1844087148		0	0	0
wh2_dlc10_skv_mon_hell_pit_abomination_01	0	0		none	wh2_dlc10_uniform_skv_mon_hell_pit_abomination_boss			wh2_main_campaign_skv_ship_transport	wh2_main_campaign_skv_ship_transport	cam_hc5_skv_hell_pit	cam_medium_ship_06	cam_medium_ship_06	1845044551		0	0	0
wh2_main_art_set_lzd_slann_mage_priest_05	0	0		none	wh2_main_uniform_lzd_slann_mage_priest_05			wh2_main_campaign_lzd_ship_transport	wh2_main_campaign_lzd_ship_transport	cam_lord_hu9_slann_mace	cam_transport_ship_04	cam_transport_ship_04	1854859054		0	0	0
wh_dlc08_art_set_frost_wyrm_01	0	0		none	wh_dlc08_uniform_nor_mon_frost_wyrm_boss			wh_main_campaign_chs_ship_transport	wh_main_campaign_chs_ship_transport	cam_dr1b_chaos_dragon_boss	cam_transport_ship_01	cam_transport_ship_01	1857383325		0	0	0
wh2_dlc11_art_set_cst_admiral_female_vampires_04	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_04			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	1859335988		0	0	0
wh2_dlc11_art_set_cst_admiral_female_death_01	0	0		none	wh2_dlc11_uniform_cst_vampire_fleet_admiral_female_01			wh2_dlc11_campaign_cst_ship_transport	wh2_dlc11_campaign_cst_ship_transport	cam_lord_hu1b_cst_admiral_cutlass_and_pistol	cam_cst_transport_ship_01	cam_heavy_ship_01	186430817		0	0	0
wh2_dlc11_art_set_cst_ghost_paladin	0	0		none	wh2_dlc11_art_set_cst_ghost_paladin			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hu1_empire_sword_and_shield	cam_cst_transport_ship_01	cam_heavy_ship_01	187093268		0	0	0
wh_main_art_set_teb_general_04	0	0		none	wh_main_uniform_emp_general_campaign_04			wh_main_campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	1894769633		0	0	0
wh2_dlc10_art_set_def_supreme_sorceress_death_04	0	0		none	wh2_dlc10_uniform_def_supreme_sorceress_04			wh2_main_campaign_def_ship_army	wh2_main_campaign_def_ship_army	cam_lord_hu1b_elf_staff_and_sword	cam_light_ship_05	cam_light_ship_05	1905682571		0	0	0
wh2_dlc11_art_set_cst_mourngul_haunter_01	0	0		none	wh2_dlc11_uniform_cst_mourngul_haunter_campaign_01			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hero_gh4_cst_mourngul	cam_cst_transport_ship_01	cam_agent_ship_01	1926054207		0	0	0
wh_dlc08_art_set_nor_fimir_balefiend_02	0	0		none	wh_dlc08_uniform_nor_fimir_balefiend_campaign_02			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_heavy_ship_04	194476854		0	0	0
wh_dlc08_art_set_nor_shaman_sorcerer_01	0	0		none	wh_dlc08_uniform_nor_shaman_sorcerer_campaign_01			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hu1_empire_staff_and_sword	cam_agent_ship_03	cam_heavy_ship_01	195522455		0	0	0
