cdir_events_incident_option_junctions_tables	2
id	incident_key	option_key	value
1128198288	wh2_main_incident_all_melee_defense_up	CND_ROUNDS_UNTIL_NEXT	20
1132899353	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_2	GEN_TARGET_PARENT	
1137495429	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_7	GEN_TARGET_PARENT	
113778874	wh2_main_incident_all_wom_up	GEN_TARGET_NONE	
1138914727	wh2_dlc10_incident_hef_blood_voyage_ends	VAR_CHANCE	100
1139897413	wh2_main_incident_all_agent_action_cost_down	CND_ROUNDS_UNTIL_NEXT	20
1141739705	wh2_main_incident_intrigue_any_positive_1b	GEN_TARGET_MODEL	
1142806655	wh2_main_incident_def_army_morale_down_recruitment_cost_up	VAR_CHANCE	5
1143630766	wh_dlc01_incident_chs_chaos_cult_discovered	CND_FACTION	wh_main_chs_chaos
1144284080	wh2_main_incident_encounter_at_sea_4_a_tmb	GEN_TARGET_NONE	
1146108907	wh2_dlc09_tmb_incident_raining_magma	CND_FIRST_ROUND	15
1149960977	wh2_main_incident_lzd_building_cost_down	CND_FIRST_ROUND	5
115027830	wh2_main_incident_intrigue_any_negative_2a	GEN_TARGET_MODEL	
1150898493	wh2_main_encounter_at_sea_combat_2	GEN_TARGET_NONE	
1154012086	wh2_main_incident_skv_campaign_movement_range_increase	CND_ROUNDS_UNTIL_NEXT	30
1154159967	wh2_dlc09_tmb_incident_liquid_sand	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1155652505	wh2_main_incident_intrigue_hef_negative_1b	GEN_TARGET_MODEL	
1162405876	wh2_main_incident_encounter_at_sea_2_c_tmb	GEN_TARGET_NONE	
1163016902	wh_dlc08_incident_nor_phar_away_gold	VAR_CHANCE	6
116415321	wh2_main_encounter_at_sea_combat_3_tmb	GEN_TARGET_NONE	
1164245063	wh_dlc08_incident_nor_useless_contraptions	VAR_CHANCE	2
1164308031	wh2_main_incident_hef_campign_movement_up	GEN_TARGET_NONE	
1164371279	wh2_main_incident_lzd_research_rate_up	GEN_TARGET_NONE	
1164516150	wh2_dlc11_cst_harkon_mind_change_lucid	GEN_TARGET_NONE	
1166180938	wh2_main_incident_lzd_agent_wizard	CND_NOT_HAS_AGENT	wizard
1167762508	wh2_main_incident_lzd_morale_up_public_order_up	CND_FIRST_ROUND	5
1168785528	wh2_dlc09_tmb_incident_jungle_warriors	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1173230248	wh2_main_incident_def_public_order_down	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1175937084	wh2_dlc11_cst_harkon_mind_change_hateful	GEN_TARGET_NONE	
1178495538	wh2_main_incident_all_public_order_down_greatly_recruitment_cost_down_greatly	GEN_CND_NOT_REGION	wh_main_yn_edri_eternos_the_oak_of_ages
118042147	wh2_main_incident_skv_growth_down	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1187381730	wh2_dlc11_cst_incident_dissenting_voices	GEN_CND_SUBCULTURE	wh2_dlc11_sc_cst_vampire_coast
1187457020	wh2_dlc11_incident_neo_encounter_at_sea_1_b_nor	VAR_CHANCE	100
118801013	wh2_main_incident_encounter_at_sea_1_b	VAR_CHANCE	100
11882075	wh2_dlc09_tmb_incident_riders_graveyard	CND_ROUNDS_UNTIL_NEXT	40
1192463801	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a	CND_FACTION	wh_main_chs_chaos
119502568	wh2_main_encounter_at_sea_campaign_2_nor	VAR_CHANCE	100
1195861738	wh2_dlc09_tmb_incident_unearthed_knowledge	CND_FIRST_ROUND	10
1196018501	wh2_main_incident_hef_morale_down_recruitment_cost_increase	CND_CULTURE	wh2_main_hef_high_elves
1196558770	wh2_main_incident_hef_growth_down	CND_ROUNDS_UNTIL_NEXT	20
1197139206	wh2_dlc11_cst_incident_dissenting_voices	CND_ROUNDS_UNTIL_NEXT	60
1197980408	wh2_main_incident_encounter_at_sea_1_c_tmb	GEN_TARGET_NONE	
1202023699	wh2_main_incident_intercontinental_diplomacy	VAR_CHANCE	100
1202277665	wh2_main_incident_def_army_morale_up_public_oder_increses	CND_CULTURE	wh2_main_def_dark_elves
1202304444	wh2_main_incident_all_morale_down	CND_FIRST_ROUND	5
1202800444	wh2_dlc11_cst_harkon_mind_change_restored	GEN_TARGET_NONE	
1202878412	wh2_dlc10_sword_of_khaine_region_captured	VAR_FOLLOWUP_CHANCE	100
1203495695	wh2_main_dilemma_treasure_hunt_lone_wanderer_3_a	CND_FACTION	wh_main_chs_chaos
1204041463	wh2_main_incident_intrigue_def_positive_1a	VAR_CHANCE	100
1204987809	wh2_main_incident_lzd_morale_up_public_order_up	GEN_CND_OWNS	
1205090038	wh2_main_incident_all_wom_up	CND_ROUNDS_UNTIL_NEXT	20
1206538742	wh2_dlc11_cst_incident_dissenting_voices	VAR_CHANCE	2
1208224566	wh2_main_incident_def_agent_wizard	VAR_CHANCE	50
1210104412	wh2_dlc11_incident_neo_encounter_at_sea_3_c_tmb	VAR_FOLLOWUP_CHANCE	100
1211319660	wh2_dlc11_incident_neo_encounter_at_sea_4_a_tmb	GEN_TARGET_NONE	
121177810	wh2_main_incident_hef_research_rate_up	VAR_CHANCE	5
1220643917	wh2_main_incident_all_melee_attack_up	GEN_TARGET_MILITARY_FORCE	
1221544525	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_b	CND_NOT_CULTURE	wh2_dlc09_tmb_tomb_kings
1223753667	wh2_dlc09_tmb_incident_glimpse_into_the_realm	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1224263224	wh2_main_encounter_at_sea_combat_5_nor	VAR_FOLLOWUP_CHANCE	100
1225914956	wh2_main_incident_skv_morale_up_public_order_up	CND_ROUNDS_UNTIL_NEXT	20
1226732859	wh2_dlc11_incident_neo_encounter_at_sea_3_b	GEN_TARGET_NONE	
1226994849	wh2_main_incident_hef_trade_income_up	GEN_TARGET_NONE	
1227895724	wh2_dlc10_incident_def_death_night_no_slaves	VAR_CHANCE	100
1231514565	wh_main_incident_all_festag	GEN_CND_NOT_SUBCULTURE	wh2_dlc11_sc_cst_vampire_coast
1233257415	wh2_main_incident_encounter_at_sea_3_c_nor	GEN_TARGET_NONE	
1235340353	wh_main_incident_all_let_the_games_begin	GEN_CND_NOT_SUBCULTURE	wh2_dlc11_sc_cst_vampire_coast
1238060609	wh2_main_encounter_at_sea_combat_4_tmb	VAR_CHANCE	100
1240024242	wh2_main_incident_skv_agent_champion	CND_FIRST_ROUND	12
1241847038	wh_dlc08_incident_nor_lean_times	CND_ROUNDS_UNTIL_NEXT	45
1243246540	wh2_dlc10_sword_of_khaine_issued	VAR_FOLLOWUP_CHANCE	100
1244477764	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a_spy	CND_CULTURE	wh2_main_skv_skaven
1246907043	wh_main_incident_all_famine	GEN_CND_NOT_SUBCULTURE	wh2_dlc11_sc_cst_vampire_coast
1248276051	wh2_main_incident_all_campaign_movement_down_replenish_up	GEN_CND_HUMAN	
1248476043	wh2_dlc11_cst_incident_strength_from_shyish	CND_ROUNDS_UNTIL_NEXT	60
1249833670	wh2_main_incident_encounter_at_sea_2_b_nor	GEN_TARGET_NONE	
1253369463	wh2_main_incident_encounter_at_sea_2_c	GEN_TARGET_NONE	
1254008688	wh2_main_dilemma_treasure_hunt_lone_wanderer_3_a	CND_CULTURE	wh_main_emp_empire
125556590	wh_dlc08_qb_nor_monster_hunt_0_stage_3b	GEN_TARGET_NONE	
1255839088	wh2_main_incident_all_growth_up	VAR_CHANCE	5
1258654696	wh_dlc08_incident_nor_fresh_meat	CND_ROUNDS_UNTIL_NEXT	40
1259375787	wh2_main_incident_all_construction_cost_down	GEN_TARGET_NONE	
1259902974	wh2_main_incident_def_army_morale_down_recruitment_cost_up	GEN_TARGET_MILITARY_FORCE	
126053538	wh2_main_incident_intrigue_def_positive_3a	VAR_CHANCE	100
1261156680	wh2_main_incident_intrigue_emp_negative_2	VAR_CHANCE	100
1261724792	wh2_dlc09_tmb_incident_glimpse_into_the_realm	CND_ROUNDS_UNTIL_NEXT	40
126233374	wh2_main_incident_all_growth_up	CND_FIRST_ROUND	5
1263661470	wh_dlc08_qb_nor_monster_hunt_2_stage_3b	VAR_CHANCE	100
1271221718	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a	CND_CULTURE	wh_dlc03_bst_beastmen
1272431025	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_11	GEN_TARGET_PARENT	
1272872593	wh2_dlc11_incident_neo_encounter_at_sea_3_a_tmb	VAR_FOLLOWUP_CHANCE	100
1273708595	wh2_main_incident_all_wom_up_greatly_miscast_rate_up	CND_FIRST_ROUND	5
1274918962	wh2_dlc11_cst_harkon_mind_change_hateful	VAR_FOLLOWUP_CHANCE	100
1275022070	wh2_main_incident_intrigue_hef_negative_2b	GEN_TARGET_MODEL	
127777887	wh2_main_incident_def_building_cost_down	CND_FIRST_ROUND	5
1279702216	wh2_main_encounter_at_sea_campaign_1_tmb	VAR_CHANCE	100
1281283500	wh_dlc08_incident_nor_unworldly_gift	CND_FACTION	wh_dlc08_nor_norsca
1282842569	wh2_main_incident_intrigue_hef_negative_1b	VAR_CHANCE	100
1284956387	wh2_main_incident_def_research_rate_up	VAR_CHANCE	5
1286296616	wh2_main_incident_hef_campign_movement_up	CND_ROUNDS_UNTIL_NEXT	20
128914682	wh2_main_incident_skv_morale_up_against_dwf	VAR_CHANCE	5
1291383269	wh2_main_incident_hef_chaos_corruption_up	GEN_TARGET_NONE	
1292077068	wh2_main_encounter_at_sea_campaign_3_tmb	VAR_CHANCE	100
1295505062	wh2_dlc09_tmb_incident_paychest_mercenaries	GEN_TARGET_NONE	
1298778032	wh2_dlc11_incident_neo_encounter_at_sea_1_b	GEN_TARGET_NONE	
1299417655	wh2_main_encounter_at_sea_campaign_2_tmb	VAR_CHANCE	100
1300608516	wh2_main_incident_hef_public_order_down	GEN_CND_NOT_REGION	wh_main_yn_edri_eternos_the_oak_of_ages
1301852960	wh2_main_incident_skv_public_order_down	GEN_CND_OWNS	
1302003272	wh2_main_incident_intrigue_any_positive_1b	VAR_CHANCE	100
1302853593	wh2_main_incident_intrigue_any_positive_2a	GEN_TARGET_MODEL	
1304054128	wh2_main_incident_all_replenish_rate_down_recruitment_cost_down	CND_ROUNDS_UNTIL_NEXT	30
1309336299	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a_spy	CND_CULTURE	wh_main_grn_greenskins
1312894309	wh2_main_incident_lzd_agent_champion	CND_NOT_HAS_AGENT	champion
1313172000	wh2_main_encounter_at_sea_combat_1_nor	GEN_TARGET_NONE	
1314745527	wh2_main_incident_intrigue_def_positive_1c	GEN_TARGET_MODEL	
1317407290	wh2_main_incident_all_wom_down	CND_FIRST_ROUND	5
1317623459	wh2_main_incident_all_melee_defense_up	GEN_CND_HUMAN	
1318435355	wh2_dlc09_tmb_incident_raining_magma	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1319756819	wh2_main_incident_all_damage_building	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1323071166	wh2_dlc11_incident_cst_sea_shanty_gained_1	GEN_TARGET_NONE	
1324748905	wh2_main_dilemma_treasure_hunt_lone_wanderer_3_a	CND_CULTURE	wh2_main_hef_high_elves
1325799543	wh2_dlc11_incident_neo_encounter_at_sea_2_b	VAR_FOLLOWUP_CHANCE	100
1326198131	wh2_main_incident_lzd_agent_wizard	GEN_CND_HUMAN	
1326759552	wh2_main_incident_def_damage_building_slave_down	CND_FIRST_ROUND	5
1329071819	wh2_main_incident_encounter_at_sea_4_a	GEN_TARGET_NONE	
1329179079	wh2_dlc11_incident_neo_encounter_at_sea_1_b_tmb	VAR_CHANCE	100
1329360906	wh_dlc08_incident_nor_blood_favours	CND_FACTION	wh_dlc08_nor_wintertooth
1331976496	wh2_main_dilemma_treasure_hunt_barracks_4_a	CND_NOT_CULTURE	wh2_dlc09_tmb_tomb_kings
133367603	wh2_main_incident_def_agent_wizard	GEN_TARGET_MILITARY_FORCE	
1334074091	wh2_dlc11_cst_incident_stolen_schematics	GEN_CND_SUBCULTURE	wh2_dlc11_sc_cst_vampire_coast
1334638198	wh2_dlc11_incident_epilogue_cst_aranessa	GEN_TARGET_NONE	
1335183498	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_4	GEN_TARGET_PARENT	
1336455732	wh2_main_incident_all_gdp_down	GEN_TARGET_NONE	
1344803854	wh2_dlc11_cst_incident_perfect_cover	CND_FIRST_ROUND	12
134500940	wh2_main_encounter_at_sea_combat_3_nor	GEN_TARGET_NONE	
1348964920	wh2_main_incident_all_morale_down	CND_ROUNDS_UNTIL_NEXT	20
134933286	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a	CND_CULTURE	wh2_main_hef_high_elves
1349978068	wh2_main_incident_all_character_exp_up	CND_CULTURE	wh2_main_hef_high_elves
1350208827	wh2_main_incident_all_character_exp_up	GEN_CND_OWNS	
135064686	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_3	VAR_CHANCE	100
1353122938	wh_dlc08_incident_nor_midnight_sun	VAR_CHANCE	1
1353444785	wh2_main_incident_skv_public_order_down	GEN_CND_NOT_REGION	wh_main_yn_edri_eternos_the_oak_of_ages
1353546359	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_1_1	VAR_CHANCE	100
1355669136	wh2_main_incident_all_growth_down	GEN_TARGET_NONE	
1359211120	wh2_main_incident_skv_agent_engineer	CND_FIRST_ROUND	12
1359251483	wh2_main_incident_lzd_agent_champion	VAR_CHANCE	50
1359530199	wh2_dlc11_cst_incident_perfect_cover	CND_CULTURE	wh2_dlc11_cst_vampire_coast
1360100182	wh2_main_incident_encounter_at_sea_3_b_nor	VAR_CHANCE	100
1361135374	wh2_main_encounter_at_sea_combat_1_tmb	GEN_TARGET_NONE	
1361608148	wh2_main_incident_encounter_at_sea_3_a_nor	VAR_CHANCE	100
1367342414	wh2_main_incident_encounter_at_sea_3_a_nor	GEN_TARGET_NONE	
1369562786	wh2_main_incident_hef_trade_income_up	VAR_CHANCE	5
1369679508	wh2_main_incident_intrigue_lzd_positive_2a	VAR_CHANCE	100
1371180988	wh2_main_incident_lzd_morale_up_public_order_up	GEN_CND_NOT_REGION	wh_main_yn_edri_eternos_the_oak_of_ages
1371196529	wh2_main_encounter_at_sea_combat_4_nor	GEN_TARGET_NONE	
137138822	wh2_main_incident_hef_growth_down	GEN_CND_NOT_REGION	wh_dlc05_oak_of_ages
1371562730	wh2_dlc09_tmb_incident_raining_magma	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
1371692933	wh2_main_incident_intrigue_skv_negative_2a	GEN_TARGET_MODEL	
1373709389	wh2_dlc11_cst_incident_overflowing_with_power	CND_HAS_AGENT	dignitary
1374478991	wh2_dlc11_incident_neo_encounter_at_sea_1_a_tmb	VAR_CHANCE	100
1374674778	wh2_dlc09_tmb_incident_undead_pirates	GEN_TARGET_NONE	
1378167402	wh2_dlc10_death_night_free_slave	GEN_TARGET_NONE	
1379876560	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_3_12	GEN_TARGET_PARENT	
1380868567	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_4_6	VAR_CHANCE	100
1381853889	wh_dlc08_incident_nor_blood_favours	VAR_CHANCE	2
1384895902	wh_dlc08_incident_nor_sign_in_ice	VAR_CHANCE	2
1386225401	wh2_main_incident_all_damage_building	VAR_CHANCE	5
1386647943	wh2_dlc11_cst_incident_favourable_winds	CND_FIRST_ROUND	16
1387697078	wh2_main_incident_lzd_growth_down	CND_ROUNDS_UNTIL_NEXT	20
1388446783	wh2_main_incident_hef_replenish_rate_up	CND_FIRST_ROUND	5
1389367424	wh2_main_encounter_at_sea_campaign_4	GEN_TARGET_NONE	
1389728346	wh2_dlc10_incident_alarielle_start_ap_bonus	VAR_CHANCE	100
1391564967	wh2_main_incident_all_growth_up_greatly_gdp_down	GEN_TARGET_REGION	
1394249031	wh2_main_encounter_at_sea_campaign_4	VAR_CHANCE	100
1394820663	wh2_dlc11_cst_incident_stolen_schematics	CND_FIRST_ROUND	12
1394940617	wh2_main_incident_hef_replenish_rate_up	GEN_TARGET_MILITARY_FORCE	
1395963022	wh2_main_incident_hef_replenish_rate_up	GEN_CND_HUMAN	
1396472341	wh2_dlc11_treasure_hunt_puzzle_success_puzzle_2_10	GEN_TARGET_PARENT	
1397382824	wh2_dlc09_tmb_incident_unearthed_knowledge	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
1398369195	wh2_main_incident_hef_morale_up_public_order_up	CND_ROUNDS_UNTIL_NEXT	20
1399984141	wh2_dlc09_tmb_incident_cache_of_asaph	VAR_CHANCE	5
1401500539	wh2_main_incident_lzd_public_order_down	CND_FIRST_ROUND	5
1402960160	wh2_dlc09_tmb_incident_raining_magma	GEN_TARGET_MILITARY_FORCE	
1403142480	wh2_main_incident_def_cold_one_melee_attack_up	GEN_TARGET_NONE	
1403544444	wh2_dlc11_incident_cst_mystery_pirate	VAR_CHANCE	100
1403592783	wh_dlc08_incident_nor_fresh_meat	CND_FACTION	wh_dlc08_nor_wintertooth
1404428292	wh2_dlc11_incident_neo_encounter_at_sea_1_b	VAR_CHANCE	100
1407753724	wh2_main_incident_all_construction_cost_down	VAR_CHANCE	5
1408152101	wh2_main_incident_lzd_cold_one_recruitment_cost_down_campaign_movement_range_up	GEN_TARGET_NONE	
1412089514	wh2_dlc09_tmb_incident_a_noble_mistake	CND_CULTURE	wh2_dlc09_tmb_tomb_kings
1413587397	wh2_dlc11_cst_incident_stolen_schematics	CND_ROUNDS_UNTIL_NEXT	40
1414109698	wh2_main_incident_skv_replenish_up	VAR_CHANCE	5
1414234856	wh2_main_incident_intrigue_hef_positive_1b	GEN_TARGET_MODEL	
