campaign_character_art_sets_tables	6
agent_type	art_set_id	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
general	wh2_dlc10_art_set_def_supreme_sorceress_beasts_01	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_beasts	1
general	wh2_dlc10_art_set_def_supreme_sorceress_beasts_02	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_beasts	1
general	wh2_dlc10_art_set_def_supreme_sorceress_beasts_03	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_beasts	1
general	wh2_dlc10_art_set_def_supreme_sorceress_beasts_04	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_beasts	1
general	wh2_dlc10_art_set_def_supreme_sorceress_beasts_05	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_beasts	1
general	wh2_dlc10_art_set_def_supreme_sorceress_dark_01	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_dark	1
general	wh2_dlc10_art_set_def_supreme_sorceress_dark_02	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_dark	1
general	wh2_dlc10_art_set_def_supreme_sorceress_dark_03	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_dark	1
general	wh2_dlc10_art_set_def_supreme_sorceress_dark_04	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_dark	1
general	wh2_dlc10_art_set_def_supreme_sorceress_dark_05	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_dark	1
general	wh2_dlc10_art_set_def_supreme_sorceress_death_01	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_death	1
general	wh2_dlc10_art_set_def_supreme_sorceress_death_02	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_death	1
general	wh2_dlc10_art_set_def_supreme_sorceress_death_03	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_death	1
general	wh2_dlc10_art_set_def_supreme_sorceress_death_04	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_death	1
general	wh2_dlc10_art_set_def_supreme_sorceress_death_05	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_death	1
general	wh2_dlc10_art_set_def_supreme_sorceress_fire_01	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_fire	1
general	wh2_dlc10_art_set_def_supreme_sorceress_fire_02	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_fire	1
general	wh2_dlc10_art_set_def_supreme_sorceress_fire_03	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_fire	1
general	wh2_dlc10_art_set_def_supreme_sorceress_fire_04	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_fire	1
general	wh2_dlc10_art_set_def_supreme_sorceress_fire_05	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_fire	1
general	wh2_dlc10_art_set_def_supreme_sorceress_shadow_01	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_shadow	1
general	wh2_dlc10_art_set_def_supreme_sorceress_shadow_02	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_shadow	1
general	wh2_dlc10_art_set_def_supreme_sorceress_shadow_03	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_shadow	1
general	wh2_dlc10_art_set_def_supreme_sorceress_shadow_04	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_shadow	1
general	wh2_dlc10_art_set_def_supreme_sorceress_shadow_05	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_supreme_sorceress_shadow	1
general	wh2_dlc10_art_set_flamespyre_phoenix_01	wh2_main_hef_high_elves			false	true	wh2_dlc10_nor_phoenix_flamespyre_boss	0.7
general	wh2_dlc10_art_set_hef_alarielle	wh2_main_hef_high_elves			false	true	wh2_dlc10_hef_alarielle	1
general	wh2_dlc10_art_set_hef_alith_anar_01	wh2_main_hef_high_elves			false	true	wh2_dlc10_hef_alith_anar	1
spy	wh2_dlc10_art_set_hef_shadow_walker_01	wh2_main_hef_high_elves			false	true	wh2_dlc10_hef_shadow_walker	1
general	wh2_dlc10_def_mon_war_hydra_01	wh2_main_def_dark_elves			false	true	wh2_dlc10_def_mon_war_hydra_boss	0.7
dignitary	wh2_dlc10_hef_handmaiden_01	wh2_main_hef_high_elves			false	false	wh2_dlc10_hef_handmaiden	1
dignitary	wh2_dlc10_hef_handmaiden_02	wh2_main_hef_high_elves			false	false	wh2_dlc10_hef_handmaiden	1
dignitary	wh2_dlc10_hef_handmaiden_03	wh2_main_hef_high_elves			false	false	wh2_dlc10_hef_handmaiden	1
dignitary	wh2_dlc10_hef_handmaiden_04	wh2_main_hef_high_elves			false	false	wh2_dlc10_hef_handmaiden	1
dignitary	wh2_dlc10_hef_handmaiden_05	wh2_main_hef_high_elves			false	false	wh2_dlc10_hef_handmaiden	1
general	wh2_dlc10_skv_mon_hell_pit_abomination_01	wh2_main_skv_skaven			false	true	wh2_dlc10_skv_mon_hell_pit_abomination_boss	0.7
general	wh2_dlc11_art_set_cst_admiral_death_01				false	true	wh2_dlc11_cst_admiral_death	1
general	wh2_dlc11_art_set_cst_admiral_death_02				false	true	wh2_dlc11_cst_admiral_death	1
general	wh2_dlc11_art_set_cst_admiral_death_03				false	true	wh2_dlc11_cst_admiral_death	1
general	wh2_dlc11_art_set_cst_admiral_death_04				false	true	wh2_dlc11_cst_admiral_death	1
general	wh2_dlc11_art_set_cst_admiral_deep_01	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_admiral_deep	1
general	wh2_dlc11_art_set_cst_admiral_deep_02	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_admiral_deep	1
general	wh2_dlc11_art_set_cst_admiral_deep_03	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_admiral_deep	1
general	wh2_dlc11_art_set_cst_admiral_deep_04	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_admiral_deep	1
general	wh2_dlc11_art_set_cst_admiral_female_death_01				false	true	wh2_dlc11_cst_admiral_fem_death	1
general	wh2_dlc11_art_set_cst_admiral_female_death_02				false	true	wh2_dlc11_cst_admiral_fem_death	1
general	wh2_dlc11_art_set_cst_admiral_female_death_03				false	true	wh2_dlc11_cst_admiral_fem_death	1
general	wh2_dlc11_art_set_cst_admiral_female_death_04				false	true	wh2_dlc11_cst_admiral_fem_death	1
general	wh2_dlc11_art_set_cst_admiral_female_deep_01				false	true	wh2_dlc11_cst_admiral_fem_deep	1
general	wh2_dlc11_art_set_cst_admiral_female_deep_02				false	true	wh2_dlc11_cst_admiral_fem_deep	1
general	wh2_dlc11_art_set_cst_admiral_female_deep_03				false	true	wh2_dlc11_cst_admiral_fem_deep	1
general	wh2_dlc11_art_set_cst_admiral_female_deep_04				false	true	wh2_dlc11_cst_admiral_fem_deep	1
general	wh2_dlc11_art_set_cst_admiral_female_vampires_01				false	true	wh2_dlc11_cst_admiral_fem	1
general	wh2_dlc11_art_set_cst_admiral_female_vampires_02				false	true	wh2_dlc11_cst_admiral_fem	1
general	wh2_dlc11_art_set_cst_admiral_female_vampires_03				false	true	wh2_dlc11_cst_admiral_fem	1
general	wh2_dlc11_art_set_cst_admiral_female_vampires_04				false	true	wh2_dlc11_cst_admiral_fem	1
general	wh2_dlc11_art_set_cst_admiral_tech_01	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_admiral_tech_01	1
general	wh2_dlc11_art_set_cst_admiral_tech_02	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_admiral_tech_02	1
general	wh2_dlc11_art_set_cst_admiral_tech_03	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_admiral_tech_03	1
general	wh2_dlc11_art_set_cst_admiral_tech_04_female	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_admiral_tech_04	1
general	wh2_dlc11_art_set_cst_admiral_vampires_01				false	true	wh2_dlc11_cst_admiral	1
general	wh2_dlc11_art_set_cst_admiral_vampires_02				false	true	wh2_dlc11_cst_admiral	1
general	wh2_dlc11_art_set_cst_admiral_vampires_03				false	true	wh2_dlc11_cst_admiral	1
general	wh2_dlc11_art_set_cst_admiral_vampires_04				false	true	wh2_dlc11_cst_admiral	1
general	wh2_dlc11_art_set_cst_aranessa_1	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_aranessa	1
general	wh2_dlc11_art_set_cst_aranessa_2	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_aranessa	1
general	wh2_dlc11_art_set_cst_aranessa_3	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_aranessa	1
general	wh2_dlc11_art_set_cst_aranessa_4	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_aranessa	1
general	wh2_dlc11_art_set_cst_barron_von_heastie				false	true	wh2_dlc11_cst_admiral_death	1
general	wh2_dlc11_art_set_cst_cylostra_1	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_cylostra	1
general	wh2_dlc11_art_set_cst_cylostra_2	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_cylostra	1
general	wh2_dlc11_art_set_cst_cylostra_3	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_cylostra	1
general	wh2_dlc11_art_set_cst_cylostra_4	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_cylostra	1
dignitary	wh2_dlc11_art_set_cst_fleet_captain_campaign_01	wh2_dlc11_cst_vampire_coast			false	false		1
dignitary	wh2_dlc11_art_set_cst_fleet_captain_campaign_02	wh2_dlc11_cst_vampire_coast			false	false		1
dignitary	wh2_dlc11_art_set_cst_fleet_captain_campaign_03	wh2_dlc11_cst_vampire_coast			false	false		1
dignitary	wh2_dlc11_art_set_cst_fleet_captain_campaign_04	wh2_dlc11_cst_vampire_coast			false	false		1
dignitary	wh2_dlc11_art_set_cst_fleet_captain_campaign_05	wh2_dlc11_cst_vampire_coast			false	false		1
spy	wh2_dlc11_art_set_cst_ghost_paladin	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_ghost_paladin	1
engineer	wh2_dlc11_art_set_cst_gunnery_wight_01	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_gunnery_wight	1
engineer	wh2_dlc11_art_set_cst_gunnery_wight_02	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_gunnery_wight	1
general	wh2_dlc11_art_set_cst_harkon_1	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_harkon	1
general	wh2_dlc11_art_set_cst_harkon_2	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_harkon	1
general	wh2_dlc11_art_set_cst_harkon_3	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_harkon	1
general	wh2_dlc11_art_set_cst_harkon_4	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_harkon	1
champion	wh2_dlc11_art_set_cst_mourngul_haunter_01	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_mourngul	1
champion	wh2_dlc11_art_set_cst_mourngul_haunter_02	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_mourngul	1
champion	wh2_dlc11_art_set_cst_mourngul_haunter_03	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_mourngul	1
general	wh2_dlc11_art_set_cst_noctilus_1	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_noctilus	1
general	wh2_dlc11_art_set_cst_noctilus_2	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_noctilus	1
general	wh2_dlc11_art_set_cst_noctilus_3	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_noctilus	1
general	wh2_dlc11_art_set_cst_noctilus_4	wh2_dlc11_cst_vampire_coast			false	true	wh2_dlc11_cst_noctilus	1
general	wh2_dlc11_art_set_def_lokhir_1	wh2_main_def_dark_elves			false	true	wh2_dlc11_def_lokhir	1
general	wh2_dlc11_art_set_vmp_bloodline_blood_dragon_01	wh_main_vmp_vampire_counts			false	true	wh2_dlc11_vmp_bloodline_blood_dragon	1
general	wh2_dlc11_art_set_vmp_bloodline_lahmian_01	wh_main_vmp_vampire_counts			false	true	wh2_dlc11_vmp_bloodline_lahmian	1
general	wh2_dlc11_art_set_vmp_bloodline_necrarch_01	wh_main_vmp_vampire_counts			false	true	wh2_dlc11_vmp_bloodline_necrarch	1
general	wh2_dlc11_art_set_vmp_bloodline_strigoi_01	wh_main_vmp_vampire_counts			false	true	wh2_dlc11_vmp_bloodline_strigoi	1
general	wh2_dlc11_art_set_vmp_bloodline_von_carstein_01	wh_main_vmp_vampire_counts			false	true	wh2_dlc11_vmp_bloodline_von_carstein	1
wizard	wh2_dlc12_art_set_lzd_lord_kroak_01	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_lord_kroak	0.8999999
wizard	wh2_dlc12_art_set_lzd_lord_kroak_01_boss	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_lord_kroak_boss	0.8999999
general	wh2_dlc12_art_set_lzd_red_crested_skink_chief_01	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_red_crested_skink_chief	1
general	wh2_dlc12_art_set_lzd_red_crested_skink_chief_02	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_red_crested_skink_chief	1
general	wh2_dlc12_art_set_lzd_red_crested_skink_chief_03	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_red_crested_skink_chief	1
general	wh2_dlc12_art_set_lzd_red_crested_skink_chief_legendary	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_red_crested_skink_chief_legendary	1
general	wh2_dlc12_art_set_skv_ikit_claw	wh2_main_skv_skaven			false	true	wh2_dlc12_skv_ikit_claw	1
general	wh2_dlc12_art_set_skv_warlock_master_01	wh2_main_skv_skaven			false	true	wh2_dlc12_skv_warlock_master	1
general	wh2_dlc12_art_set_skv_warlock_master_02	wh2_main_skv_skaven			false	true	wh2_dlc12_skv_warlock_master	1
general	wh2_dlc12_art_set_skv_warlock_master_03	wh2_main_skv_skaven			false	true	wh2_dlc12_skv_warlock_master	1
general	wh2_dlc12_art_set_skv_warlock_master_04	wh2_main_skv_skaven			false	true	wh2_dlc12_skv_warlock_master	1
general	wh2_dlc12_art_set_skv_warlock_master_05	wh2_main_skv_skaven			false	true	wh2_dlc12_skv_warlock_master	1
general	wh2_dlc12_lzd_tehenhauin_01	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_tehenhauin	1
general	wh2_dlc12_lzd_tiktaqto	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_tiktaqto	1
general	wh2_main_art_set_def_black_ark	wh2_main_def_dark_elves			false	true	wh2_main_def_black_ark	1
general	wh2_main_art_set_def_black_ark_lokhir_1	wh2_main_def_dark_elves		wh2_dlc11_def_the_blessed_dread	false	true	wh2_main_def_black_ark	1
general	wh2_main_art_set_def_black_ark_lokhir_2	wh2_main_def_dark_elves		wh2_dlc11_def_the_blessed_dread	false	true	wh2_main_def_black_ark	1
general	wh2_main_art_set_def_black_ark_lokhir_3	wh2_main_def_dark_elves		wh2_dlc11_def_the_blessed_dread	false	true	wh2_main_def_black_ark	1
dignitary	wh2_main_art_set_def_death_hag_01	wh2_main_def_dark_elves			false	false	wh2_main_def_death_hag	1
dignitary	wh2_main_art_set_def_death_hag_02	wh2_main_def_dark_elves			false	false	wh2_main_def_death_hag	1
dignitary	wh2_main_art_set_def_death_hag_03	wh2_main_def_dark_elves			false	false	wh2_main_def_death_hag	1
general	wh2_main_art_set_def_dreadlord_01				false	true	wh2_main_def_dreadlord	1
general	wh2_main_art_set_def_dreadlord_02				false	true	wh2_main_def_dreadlord	1
general	wh2_main_art_set_def_dreadlord_03				false	true	wh2_main_def_dreadlord	1
general	wh2_main_art_set_def_dreadlord_fem_01				false	true	wh2_main_def_dreadlord_fem	1
general	wh2_main_art_set_def_dreadlord_fem_02				false	true	wh2_main_def_dreadlord_fem	1
general	wh2_main_art_set_def_dreadlord_fem_03				false	true	wh2_main_def_dreadlord_fem	1
spy	wh2_main_art_set_def_khainite_assassin_01	wh2_main_def_dark_elves			false	true	wh2_main_def_khainite_assassin	1
spy	wh2_main_art_set_def_khainite_assassin_02	wh2_main_def_dark_elves			false	true	wh2_main_def_khainite_assassin	1
spy	wh2_main_art_set_def_khainite_assassin_03	wh2_main_def_dark_elves			false	true	wh2_main_def_khainite_assassin	1
spy	wh2_main_art_set_def_khainite_assassin_04	wh2_main_def_dark_elves			false	true	wh2_main_def_khainite_assassin	1
general	wh2_main_art_set_def_malekith	wh2_main_def_dark_elves			false	true	wh2_main_def_malekith	1
general	wh2_main_art_set_def_morathi	wh2_main_def_dark_elves			false	true	wh2_main_def_morathi	1
wizard	wh2_main_art_set_def_sorceress_01	wh2_main_def_dark_elves			false	false		1
wizard	wh2_main_art_set_def_sorceress_02	wh2_main_def_dark_elves			false	false		1
wizard	wh2_main_art_set_def_sorceress_03	wh2_main_def_dark_elves			false	false		1
wizard	wh2_main_art_set_def_sorceress_04	wh2_main_def_dark_elves			false	false		1
runesmith	wh2_main_art_set_hef_loremaster_of_hoeth_01	wh2_main_hef_high_elves			false	true	wh2_main_hef_loremaster_of_hoeth	1
runesmith	wh2_main_art_set_hef_loremaster_of_hoeth_02	wh2_main_hef_high_elves			false	true	wh2_main_hef_loremaster_of_hoeth	1
runesmith	wh2_main_art_set_hef_loremaster_of_hoeth_03	wh2_main_hef_high_elves			false	true	wh2_main_hef_loremaster_of_hoeth	1
wizard	wh2_main_art_set_hef_mage_01	wh2_main_hef_high_elves			false	false		1
wizard	wh2_main_art_set_hef_mage_02	wh2_main_hef_high_elves			false	false		1
wizard	wh2_main_art_set_hef_mage_03	wh2_main_hef_high_elves			false	false		1
champion	wh2_main_art_set_hef_noble_01	wh2_main_hef_high_elves			false	true	wh2_main_hef_noble	1
champion	wh2_main_art_set_hef_noble_02	wh2_main_hef_high_elves			false	true	wh2_main_hef_noble	1
champion	wh2_main_art_set_hef_noble_03	wh2_main_hef_high_elves			false	true	wh2_main_hef_noble	1
general	wh2_main_art_set_hef_prince_01				false	true	wh2_main_hef_prince	1
general	wh2_main_art_set_hef_prince_02				false	true	wh2_main_hef_prince	1
general	wh2_main_art_set_hef_prince_03				false	true	wh2_main_hef_prince	1
general	wh2_main_art_set_hef_prince_04				false	true	wh2_main_hef_prince	1
general	wh2_main_art_set_hef_prince_alastar				false	true	wh2_main_hef_prince_alastar	1
general	wh2_main_art_set_hef_princess_01				false	true	wh2_main_hef_princess	1
general	wh2_main_art_set_hef_princess_02				false	true	wh2_main_hef_princess	1
general	wh2_main_art_set_hef_princess_03				false	true	wh2_main_hef_princess	1
general	wh2_main_art_set_hef_teclis	wh2_main_hef_high_elves			false	true	wh2_main_hef_teclis	1
general	wh2_main_art_set_hef_tyrion	wh2_main_hef_high_elves			false	true	wh2_main_hef_tyrion	1
general	wh2_main_art_set_lzd_kroq_gar	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_kroq_gar	1
general	wh2_main_art_set_lzd_lord_mazdamundi	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_lord_mazdamundi	1
general	wh2_main_art_set_lzd_saurus_old_blood_01				false	true	wh2_main_lzd_saurus_old_blood	1
general	wh2_main_art_set_lzd_saurus_old_blood_02				false	true	wh2_main_lzd_saurus_old_blood	1
general	wh2_main_art_set_lzd_saurus_old_blood_03				false	true	wh2_main_lzd_saurus_old_blood	1
champion	wh2_main_art_set_lzd_saurus_scar_veteran_01	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_saurus_scar_veteran	1
champion	wh2_main_art_set_lzd_saurus_scar_veteran_02	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_saurus_scar_veteran	1
champion	wh2_main_art_set_lzd_saurus_scar_veteran_03	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_saurus_scar_veteran	1
spy	wh2_main_art_set_lzd_skink_chief_01	wh2_main_lzd_lizardmen			false	true		1
spy	wh2_main_art_set_lzd_skink_chief_02	wh2_main_lzd_lizardmen			false	true		1
spy	wh2_main_art_set_lzd_skink_chief_03	wh2_main_lzd_lizardmen			false	true		1
wizard	wh2_main_art_set_lzd_skink_priest_01_beasts	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_skink_priest_beasts	1
wizard	wh2_main_art_set_lzd_skink_priest_01_heavens	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_skink_priest_heavens	1
wizard	wh2_main_art_set_lzd_skink_priest_01_tlaqua_beasts	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_tlaqua_skink_priest_beasts	1
wizard	wh2_main_art_set_lzd_skink_priest_01_tlaqua_heavens	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_tlaqua_skink_priest_heavens	1
wizard	wh2_main_art_set_lzd_skink_priest_02_beasts	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_skink_priest_beasts	1
wizard	wh2_main_art_set_lzd_skink_priest_02_heavens	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_skink_priest_heavens	1
wizard	wh2_main_art_set_lzd_skink_priest_02_tlaqua_beasts	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_tlaqua_skink_priest_beasts	1
wizard	wh2_main_art_set_lzd_skink_priest_02_tlaqua_heavens	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_tlaqua_skink_priest_heavens	1
wizard	wh2_main_art_set_lzd_skink_priest_03_beasts	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_skink_priest_beasts	1
wizard	wh2_main_art_set_lzd_skink_priest_03_heavens	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_skink_priest_heavens	1
wizard	wh2_main_art_set_lzd_skink_priest_03_tlaqua_beasts	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_tlaqua_skink_priest_beasts	1
wizard	wh2_main_art_set_lzd_skink_priest_03_tlaqua_heavens	wh2_main_lzd_lizardmen			false	true	wh2_dlc12_lzd_tlaqua_skink_priest_heavens	1
general	wh2_main_art_set_lzd_slann_mage_priest_01	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_slann_mage_priest	1
general	wh2_main_art_set_lzd_slann_mage_priest_02	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_slann_mage_priest	1
general	wh2_main_art_set_lzd_slann_mage_priest_03	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_slann_mage_priest	1
general	wh2_main_art_set_lzd_slann_mage_priest_04	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_slann_mage_priest	1
general	wh2_main_art_set_lzd_slann_mage_priest_05	wh2_main_lzd_lizardmen			false	true	wh2_main_lzd_slann_mage_priest	1
spy	wh2_main_art_set_skv_assassin_01	wh2_main_skv_skaven			false	true	wh2_main_skv_assassin	1
spy	wh2_main_art_set_skv_assassin_02	wh2_main_skv_skaven			false	true	wh2_main_skv_assassin	1
spy	wh2_main_art_set_skv_assassin_03	wh2_main_skv_skaven			false	true	wh2_main_skv_assassin	1
general	wh2_main_art_set_skv_grey_seer_plague_01	wh2_main_skv_skaven			false	true	wh2_main_skv_grey_seer_plague	1
general	wh2_main_art_set_skv_grey_seer_plague_02	wh2_main_skv_skaven			false	true	wh2_main_skv_grey_seer_plague	1
general	wh2_main_art_set_skv_grey_seer_plague_03	wh2_main_skv_skaven			false	true	wh2_main_skv_grey_seer_plague	1
general	wh2_main_art_set_skv_grey_seer_plague_04	wh2_main_skv_skaven			false	true	wh2_main_skv_grey_seer_plague	1
general	wh2_main_art_set_skv_grey_seer_ruin_01				false	true	wh2_main_skv_grey_seer_ruin	1
general	wh2_main_art_set_skv_grey_seer_ruin_02				false	true	wh2_main_skv_grey_seer_ruin	1
general	wh2_main_art_set_skv_grey_seer_ruin_03				false	true	wh2_main_skv_grey_seer_ruin	1
general	wh2_main_art_set_skv_grey_seer_ruin_04				false	true	wh2_main_skv_grey_seer_ruin	1
