campaign_group_member_criteria_factions_tables	0
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionGreenskin_&_Negative
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionGreenskin_&_Positive
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionHighElves
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionHighElves_&_Negative
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionHighElves_&_Positive
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionLizardmen
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionLizardmen_&_Negative
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionLizardmen_&_Positive
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionSkaven
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionSkaven_&_Negative
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionSkaven_&_Positive
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionTombKings
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionTombKings_&_Negative
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionTombKings_&_Positive
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionVamp
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionVamp_&_Negative
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionVamp_&_Positive
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionWoodElves
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionWoodElves_&_Negative
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_OtherFactionWoodElves_&_Positive
wh2_main_def_cult_of_excess	diplomacy_FactionGroup_DE_Dreadlord2_Faction_CultofExcess_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBeastmen
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBeastmen_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBeastmen_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBretonnia
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBretonnia_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBretonnia_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionChaos
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionChaos_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionChaos_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDarkElves
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDarkElves_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDarkElves_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDwarf
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDwarf_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDwarf_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionEmpire
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionEmpire_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionEmpire_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionGreenskin
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionGreenskin_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionGreenskin_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionHighElves
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionHighElves_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionHighElves_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionLizardmen
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionLizardmen_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionLizardmen_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionSkaven
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionSkaven_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionSkaven_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionTombKings
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionTombKings_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionTombKings_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionVamp
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionVamp_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionVamp_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionWoodElves
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionWoodElves_&_Negative
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionWoodElves_&_Positive
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBeastmen
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBeastmen_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBeastmen_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBretonnia
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBretonnia_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBretonnia_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves_&_Negative
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves_&_Positive
wh2_dlc11_cst_rogue_tyrants_of_the_black_ocean	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBeastmen
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBeastmen_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBeastmen_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBretonnia
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBretonnia_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBretonnia_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionChaos
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionChaos_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionChaos_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDarkElves
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDarkElves_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDarkElves_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDwarf
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDwarf_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDwarf_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionEmpire
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionEmpire_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionEmpire_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionGreenskin
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionGreenskin_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionGreenskin_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionHighElves
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionHighElves_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionHighElves_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionLizardmen
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionLizardmen_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionLizardmen_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionSkaven
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionSkaven_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionSkaven_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionTombKings
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionTombKings_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionTombKings_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionVamp
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionVamp_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionVamp_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionWoodElves
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionWoodElves_&_Negative
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionWoodElves_&_Positive
wh2_main_def_clar_karond	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_Positive
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_Negative
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBeastmen
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBeastmen_&_Negative
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBeastmen_&_Positive
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBretonnia
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBretonnia_&_Negative
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBretonnia_&_Positive
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionChaos
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionChaos_&_Negative
wh2_main_def_hag_graef	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionChaos_&_Positive
