warscape_animated_lod_tables	1
key	filename	range	animated
1328326558	warmachines\chariot\tmb_chariot_of_the_gods\tmb_chariot_of_the_gods_01_destruct.rigid_model_v2	0	tmb_tomb_chariot_settra_destruct
1342223782	warmachines/engines/cst_queen_bess/cst_queen_bess_01.wsmodel	0	cst_queen_bess
1371598294	warmachines\chariot\tmb_basic_chariot\tmb_basic_chariot_01.rigid_model_v2	0	tmb_tomb_chariot
1451105936	RigidModels\Naval\Variant\oar_R_loop_anim.rigid_model_v2	0	oar_R_anim_loop
1455583331	warmachines\chariot\tmb_arkhan_chariot\tmb_arkhan_chariot_01_destruct.rigid_model_v2	0	tmb_tomb_chariot_arkhan_destruct
1529656816	warmachines/engines/hef_eagleclaw_bolt_thrower/hef_eagleclaw_bolt_thrower_01_destruct.rigid_model_v2	0	hef_eagle_claw_bolt_thrower_destruct
1728115613	warmachines\engines\tmb_skull_catapult\tmb_screaming_skull_catapult_01_destruct.wsmodel	0	tmb_skull_catapult_destruct
1746253439	warmachines\engines\cst_queen_bess\cst_queen_bess_01_destruct.wsmodel	0	cst_queen_bess_destruct
1766906089	warmachines\chariot\tmb_general_chariot\tmb_general_chariot_01.rigid_model_v2	0	tmb_tomb_chariot_general
1851843782	warmachines/engines/chs_hellcannon/chs_hellcannon_ror_01.wsmodel	0	chs_hellcannon_ror
2146654967	RigidModels\CampaignBuildings\Building_Siegeicon\icon_under_siege_anim.rigid_model_v2	0	campaign_building_siege
2146654983	RigidModels/CampaignBuildings//campaign_building_placeholder1_anim.rigid_model_v2	0	campaign_building_placeholder1_anim
2146655425	RigidModels/artillery_and_siege/ballista30d_50p/ballista30d_50p.rigid_model_v2	0	rome_ballista_medium
2146655435	RigidModels/artillery_and_siege/onager/onager.rigid_model_v2	0	rome_onager
2146655477	RigidModels/artillery_and_siege/ballista30d_100p/ballista30d_100p.rigid_model_v2	0	rome_ballista_giant
2146655484	RigidModels/artillery_and_siege/polybolos/polybolos.rigid_model_v2	0	rome_polybolos
2146655488	RigidModels/artillery_and_siege/scorpio/scorpio.rigid_model_v2	0	rome_scorpio
2146655492	RigidModels/artillery_and_siege/fire_raiser/fire_raiser.rigid_model_v2	0	rome_fireraiser
2146655493	RigidModels/artillery_and_siege/battering_ram_heavy/battering_ram_heavy.rigid_model_v2	0	rome_battering_ram_heavy
2146655500	RigidModels/artillery_and_siege/battering_ram_light/battering_ram_light.rigid_model_v2	0	rome_battering_ram_light
2146655503	RigidModels/artillery_and_siege/battering_ram_medium/battering_ram_medium.rigid_model_v2	0	rome_battering_ram_medium
2146655507	RigidModels/artillery_and_siege/ballista30d_50p/ballista30d_50p_destruction_anim.rigid_model_v2	0	rome_ballista_medium_destruction_anim
2146655512	RigidModels/artillery_and_siege/ballista30d_50p_ship/ballista30d_50p_ship.rigid_model_v2	0	rome_ballista_medium_ship
2146655516	RigidModels/artillery_and_siege/ballista30d_50p_ship/ballista30d_50p_ship_destruction_anim.rigid_model_v2	0	rome_ballista_medium_ship_destruction_anim
2146655519	RigidModels/artillery_and_siege/onager/onager_destruction_anim.rigid_model_v2	0	rome_onager_destruction_anim
2146655528	RigidModels/artillery_and_siege/onager_ship/onager_ship.rigid_model_v2	0	rome_onager_ship
2146655537	RigidModels/artillery_and_siege/onager_ship/onager_ship_destruction_anim.rigid_model_v2	0	rome_onager_ship_destruction_anim
2146655546	RigidModels/artillery_and_siege/scorpio/scorpio_destruction_anim.rigid_model_v2	0	rome_scorpio_destruction_anim
2146655550	RigidModels/artillery_and_siege/polybolos/polybolos_destruction_anim.rigid_model_v2	0	rome_polybolos_destruction_anim
2146655554	RigidModels/artillery_and_siege/cherioballistra/cherioballistra.rigid_model_v2	0	rome_cheiroballistra
2146655555	RigidModels/artillery_and_siege/cherioballistra/cherioballistra_destruction_anim.rigid_model_v2	0	rome_cheiroballistra_destruction_anim
2146655556	RigidModels/artillery_and_siege/ballista30d_100p/ballista30d_100p_destruction_anim.rigid_model_v2	0	rome_ballista_giant_destruction_anim
2146655559	RigidModels\artillery_and_siege\onager_large\onager_large.rigid_model_v2	0	rome_onager_large
2146655564	RigidModels\artillery_and_siege\onager_large\onager_large_destruction_anim.rigid_model_v2	0	rome_onager_large_destruction_anim
2146655574	RigidModels\artillery_and_siege\chariot_generic\chariot_generic.rigid_model_v2	0	chariot_generic
2146655581	RigidModels\artillery_and_siege\chariot_celtic\chariot_celtic.rigid_model_v2	0	chariot_celtic
2146655585	RigidModels\artillery_and_siege\harpax\harpax.rigid_model_v2	0	rome_harpax
2146655587	RigidModels\artillery_and_siege\harpax\harpax_destruction_anim.rigid_model_v2	0	rome_harpax_destruction_anim
2146655591	RigidModels\artillery_and_siege\chariot_generic\chariot_generic_destruction_anim.rigid_model_v2	0	chariot_generic_destruction_anim
2146655597	RigidModels\artillery_and_siege\chariot_celtic\chariot_celtic_destruction_anim.rigid_model_v2	0	chariot_celtic_destruction_anim
2146655609	RigidModels\artillery_and_siege\chariot_egyptian\chariot_egyptian.rigid_model_v2	0	chariot_egyptian
2146655612	RigidModels\artillery_and_siege\chariot_egyptian\chariot_egyptian_destruction_anim.rigid_model_v2	0	chariot_egyptian_destruction_anim
2146655631	RigidModels\campaign\trade_models\barbarian_trade_anim.rigid_model_v2	0	trade_ship_barbarian
2146655641	RigidModels\campaign\trade_models\ox_trader_anim.rigid_model_v2	0	trade_ox
2146655649	RigidModels\campaign\trade_models\ox_cart_anim.rigid_model_v2	0	trade_ox_cart
2146655658	warmachines/engines/brt_trebuchet/brt_trebuchet_01.rigid_model_v2	0	brt_trebuchet
2146655665	warmachines/engines/dwf_bolt_thrower/dwf_bolt_thrower.rigid_model_v2	0	dwf_bolt_thrower
2146655666	warmachines\engines\dwf_grudge_thrower\dwf_grudge_thrower_1.rigid_model_v2	0	dwf_grudge_thrower
2146655669	warmachines\engines\emp_great_cannon\emp_great_cannon.rigid_model_v2	0	emp_great_cannon
2146655675	warmachines\engines\emp_helblaster\emp_helblaster_01.rigid_model_v2	0	emp_helblaster
2146655682	warmachines\carriage\emp_luminark\emp_luminark_01.rigid_model_v2	0	emp_luminark
2146655688	warmachines\engines\emp_mortar\emp_mortar.rigid_model_v2	0	emp_mortar
2146655692	warmachines\engines\emp_steam_tank\emp_steam_tank01.rigid_model_v2	0	emp_steam_tank
2146655694	warmachines\chariot\grn_boar_chariot\grn_boar_chariot_01.rigid_model_v2	0	grn_boar_chariot
2146655706	warmachines\engines\grn_doomdiver_catapult\grn_doomdiver_catapult_01.rigid_model_v2	0	grn_doomdiver_catapult
2146655722	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_01.rigid_model_v2	0	grn_wolf_chariot
2146655724	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_01.rigid_model_v2	0	vmp_corpse_cart
2146655727	warmachines\engines\grn_rocklobber\grn_rocklobber_01.rigid_model_v2	0	grn_rocklobber
2146655733	warmachines\carriage\emp_war_altar\emp_war_altar_01.rigid_model_v2	0	emp_war_altar
2146655735	warmachines\engines\chs_hellcannon\chs_hellcannon_01.rigid_model_v2	0	chs_hellcannon
2146655740	warmachines\engines\dwf_organ_gun\dwf_organ_gun_01.rigid_model_v2	0	dwf_organ_gun
2146655743	warmachines\engines\dwf_flame_cannon\dwf_flame_cannon.rigid_model_v2	0	dwf_flame_cannon
2146655752	warmachines\engines\dwf_cannon\dwf_cannon.rigid_model_v2	0	dwf_cannon
2146655756	warmachines\chariot\bst_razorgor_chariot\bst_razorgor_chariot_01.rigid_model_v2	0	bst_razorgor_chariot
2146655762	warmachines\carriage\vmp_black_coach\vmp_black_coach_01.rigid_model_v2	0	vmp_black_coach_01
2146655771	warmachines\engines\emp_helstorm\emp_helstorm_01.rigid_model_v2	0	emp_helstorm
2146655791	warmachines\engines\grn_doomdiver_catapult\grn_doomdiver_catapult_destruct.rigid_model_v2	0	grn_doomdiver_catapult_destruct
2146655801	warmachines\carriage\emp_luminark\emp_luminark_destruct.rigid_model_v2	0	emp_luminark_destruct
2146655809	warmachines\engines\emp_helblaster\emp_helblaster_destruct.rigid_model_v2	0	emp_helblaster_destruct
2146655817	warmachines\engines\emp_great_cannon\emp_great_cannon_destruct.rigid_model_v2	0	emp_great_cannon_destruct
2146655820	warmachines\engines\emp_steam_tank\emp_steam_tank_destruct.rigid_model_v2	0	emp_steam_tank_destruct
2146655822	warmachines\chariot\grn_boar_chariot\grn_boar_chariot_destruct.rigid_model_v2	0	grn_boar_chariot_destruct
2146655825	warmachines\engines\chs_hellcannon\chs_hellcannon_01_destruct.rigid_model_v2	0	chs_hellcannon_destruct
2146655831	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_01_destruct.rigid_model_v2	0	grn_wolf_chariot_destruction
2146655835	warmachines\chariot\chs_chariot\chs_chariot_01.rigid_model_v2	0	chs_chariot
2146655837	warmachines\chariot\chs_chariot\chs_chariot_01_destruct.rigid_model_v2	0	chs_chariot_destruction
2146655841	warmachines\chariot\chs_gorebeast_chariot\chs_gorebeast_chariot_01.rigid_model_v2	0	chs_gorebeast_chariot
2146655851	warmachines/engines/brt_trebuchet/brt_trebuchet_01_destruct.rigid_model_v2	0	brt_trebuchet_destruct
2146655854	warmachines/engines/dwf_flame_cannon/dwf_flame_cannon_destruct.rigid_model_v2	0	dwf_flame_cannon_destruct
2146655863	warmachines/engines/dwf_organ_gun/dwf_organ_gun_destruct_01.rigid_model_v2	0	dwf_organ_gun_destruct
2146655869	warmachines/engines/dwf_cannon/dwf_cannon_destruct.rigid_model_v2	0	dwf_cannon_destruct
2146655870	warmachines/carriage/vmp_black_coach/vmp_black_coach_destruct.rigid_model_v2	0	vmp_black_coach_destruct
2146655879	warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_destruct.rigid_model_v2	0	dwf_grudge_thrower_destruct
2146655881	warmachines/engines/emp_mortar/emp_mortar_destruct.rigid_model_v2	0	emp_mortar_destruct
2146655882	warmachines\engines\grn_rocklobber\grn_rocklobber_destruct.rigid_model_v2	0	grn_rocklobber_destruct
2146655889	warmachines/engines/emp_helstorm/emp_helstorm_destruct.rigid_model_v2	0	emp_helstorm_destruct
2146655894	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine01.rigid_model_v2	0	vmp_mortis_engine
2146655898	warmachines\chariot\chs_gorebeast_chariot\chs_gorebeast_chariot_01_destruct.rigid_model_v2	0	chs_gorebeast_chariot_destruction
2146655899	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_bell_01.rigid_model_v2	0	vmp_corpse_cart_lodestone
2146655901	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_cauldron_01.rigid_model_v2	0	vmp_corpse_cart_balefire
2146655906	warmachines\chariot\bst_razorgor_chariot\building_bst_razorgor_chariot_01_destruct.rigid_model_v2	0	bst_razorgor_chariot_destruction
2146655910	warmachines\engines\emp_great_cannon\emp_great_cannon_hammer_01.rigid_model_v2	0	emp_great_cannon_hammer
2146655914	warmachines\engines\emp_great_cannon\emp_great_cannon_hammer_01_destruct.rigid_model_v2	0	emp_great_cannon_hammer_destruct
2146655926	warmachines\carriage\emp_luminark\emp_luminark_temple_01.rigid_model_v2	0	emp_luminark_temple
2146655928	warmachines\carriage\emp_luminark\emp_luminark_temple_destruct_01.rigid_model_v2	0	emp_luminark_destruct_temple
2146655930	warmachines\engines\emp_helstorm\emp_helstorm_sunmaker_01.rigid_model_v2	0	emp_helstorm_sunmaker_01
2146655935	warmachines/engines/emp_helstorm/emp_helstorm_sunmaker_destruct_01.rigid_model_v2	0	emp_helstorm_sunmaker_destruct_01
2146655940	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine_destruct_01.rigid_model_v2	0	vmp_mortis_engine_destruct
2146655944	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_01_destruct.rigid_model_v2	0	vmp_corpse_cart_destruct
2146655953	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_bell_01_destruct.rigid_model_v2	0	vmp_corpse_cart_lodestone_destruct
2146655960	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_cauldron_01_destruct.rigid_model_v2	0	vmp_corpse_cart_balefire_destruct
2146655962	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_helman_01_destruct.rigid_model_v2	0	vmp_corpse_cart_helman_destruct
2146655972	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_helman_01.rigid_model_v2	0	vmp_corpse_cart_helman
2146655981	warmachines\carriage\emp_war_altar\emp_war_altar_destruct_01.rigid_model_v2	0	emp_war_altar_destruct
2146655984	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_robbers_01.rigid_model_v2	0	grn_wolf_chariot_robbers
2146655989	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_robbers_01_destruct.rigid_model_v2	0	grn_wolf_chariot_robbers_destruct
2146655990	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine_nagash01.rigid_model_v2	0	vmp_mortis_engine_nagash
2146655991	warmachines\engines\grn_rocklobber\grn_rocklobber_gork.rigid_model_v2	0	grn_rocklobber_gork
2146655992	warmachines\engines\grn_rocklobber\grn_rocklobber_gork_destruct.rigid_model_v2	0	grn_rocklobber_gork_destruct
2146655993	warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_gob_01.rigid_model_v2	0	dwf_grudge_thrower_gob
2146655999	warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_gob_destruct.rigid_model_v2	0	dwf_grudge_thrower_gob_destruct
2146656004	warmachines/engines/hef_eagleclaw_bolt_thrower/hef_eagleclaw_bolt_thrower_01.rigid_model_v2	0	hef_eagle_claw_bolt_thrower
2146656018	warmachines/engines/skv_doomwheel/skv_doomwheel_01.rigid_model_v2	0	skv_doomwheel
2146656027	warmachines\engines\skv_screaming_bell\skv_screaming_bell_01.rigid_model_v2	0	skv_screaming_bell
2146656033	warmachines\engines\skv_plague_furnace\skv_plague_furnace_01.rigid_model_v2	0	skv_plague_furnace
2146656036	warmachines\chariot\hef_tiranoc_chariot\hef_tiranoc_chariot01.rigid_model_v2	0	hef_tiranoc_chariot
2146656038	warmachines/engines/def_reaper_bolt_thrower/def_reaper_bolt_thrower_01.rigid_model_v2	0	def_reaper_bolt_thrower
2146656042	warmachines\engines\skv_lightning_cannon\skv_lightning_cannon_01.rigid_model_v2	0	skv_lightning_cannon
2146656043	warmachines\engines\skv_plagueclaw\skv_plagueclaw_01.rigid_model_v2	0	skv_plagueclaw_catapult
2146656046	warmachines\chariot\def_coldone_chariot\def_coldone_chariot_01.rigid_model_v2	0	def_coldone_chariot
2146656052	warmachines\chariot\lzd_slann_platform\lzd_slann_palanquin_01.rigid_model_v2	0	lzd_slann_palanquin
2146656060	warmachines\engines\skv_plagueclaw\skv_plagueclaw_01_destruct.rigid_model_v2	0	skv_plagueclaw_catapult_destruct
2146656063	warmachines\engines\skv_lightning_cannon\skv_lightning_cannon_01_destruct.rigid_model_v2	0	skv_lightning_cannon_destruct
2146656068	warmachines/engines/skv_doomwheel/skv_doomwheel_01_destruct.rigid_model_v2	0	skv_doomwheel_destruct
2146656069	warmachines\chariot\def_coldone_chariot\def_coldone_chariot_01_destruct.rigid_model_v2	0	def_coldone_chariot_destruct
2146656074	warmachines/engines/def_reaper_bolt_thrower/def_reaper_bolt_thrower_01_destruct.rigid_model_v2	0	def_reaper_bolt_thrower_destruct
2146656077	warmachines\chariot\lzd_slann_platform\lzd_slann_palanquin_01_destruct.rigid_model_v2	0	lzd_slann_palanquin_destruct
2146656078	warmachines\engines\skv_plague_furnace\skv_plague_furnace_01_destruct.rigid_model_v2	0	skv_plague_furnace_destruct
2146656084	warmachines\engines\skv_screaming_bell\skv_screaming_bell_01_destruct.rigid_model_v2	0	skv_screaming_bell_destruct
2146656086	warmachines\engines\def_bloodcauldron\def_bloodcauldron_01.rigid_model_v2	0	def_cauldron_of_blood
2146656098	warmachines\engines\def_bloodcauldron\building_def_bloodcauldron_01_main_destruct.rigid_model_v2	0	def_cauldron_of_blood_destruct
280	RigidModels/Naval/Variant/positional_oar_L01_anim.rigid_model_animation	0	positional_oar_L01_anim
281	RigidModels/Naval/Variant/positional_oar_L02_anim.rigid_model_animation	0	positional_oar_L02_anim
283499470	warmachines\engines\tmb_casket_of_souls\tmb_casket_of_souls_01.rigid_model_v2	0	tmb_casket_of_souls
371544881	warmachines\chariot\lzd_slann_platform\lzd_mazdamundi_throne_01.wsmodel	0	lzd_mazdamundi_palanquin
429040124	warmachines\engines\tmb_casket_of_souls\tmb_casket_of_souls_01_destruct.rigid_model_v2	0	tmb_casket_of_souls_destruct
605808161	warmachines/engines/cst_mortar/cst_mortar_01.wsmodel	0	cst_mortar
666152631	warmachines\engines\tmb_skull_catapult\tmb_screaming_skull_catapult_01.rigid_model_v2	0	tmb_skull_catapult
77765477	warmachines/engines/chs_hellcannon/nor_hellcannon_01.wsmodel	0	nor_hellcannon
8	RigidModels/CampaignPieces/campaign_ship_model.animatable_rigid_model	0	campaign_ship
824811001	warmachines\chariot\tmb_general_chariot\tmb_general_chariot_01_destruct.rigid_model_v2	0	tmb_tomb_chariot_general_destruct
88419250	warmachines\chariot\tmb_arkhan_chariot\tmb_arkhan_chariot_01.rigid_model_v2	0	tmb_tomb_chariot_arkhan
