main_units_tables	36
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
	-1	lord	1	false	wh2_dlc09_tmb_cha_tomb_king_1	1	0	1300	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_king_1	0	medium		false	false	0	1507365995	false		wh2_dlc09_vo_culture_Tomb_Kings	lord_cavalry	lord_cavalry	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	true	false		1300	0	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	true	false	0	false	false	
	-1	lord	1	false	wh2_dlc09_tmb_cha_tomb_king_2	2	0	1400	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_king_2	0	heavy		false	false	0	1548017614	false		wh2_dlc09_vo_culture_Tomb_Kings	lord_chariot	lord_chariot	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_general_chariot	true	false		1400	0	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	true	false	0	false	false	
	-1	lord	1	false	wh2_dlc09_tmb_cha_tomb_king_3	1	0	2000	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_king_3	0	very_heavy		false	false	0	1768496524	false		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_lord_tmb_warsphinx	wh2_dlc09_lord_tmb_warsphinx	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_khemrian_warsphinx	true	false		2000	0	true	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_King	0	true	true	0	false	false	
	-1	hero	1	false	wh2_dlc09_tmb_cha_tomb_prince_0	1	0	800	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_prince_0	0	medium		false	false	0	315043698	false		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_tomb_prince	wh2_dlc09_tmb_tomb_prince	0	true	tmb_general		true	false		800	0	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_Prince	0	true	false	2	false	false	
	-1	hero	1	false	wh2_dlc09_tmb_cha_tomb_prince_1	1	0	900	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_prince_1	0	medium		false	false	0	862421646	false		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_tomb_prince	wh2_dlc09_tmb_tomb_prince	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_skeletal_steed	true	false		900	0	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_Prince	0	true	false	2	false	false	
	-1	hero	1	false	wh2_dlc09_tmb_cha_tomb_prince_2	2	0	1000	wh_main_shp_transport	1	1	1	0	0			wh2_dlc09_tmb_cha_tomb_prince_2	0	heavy		false	false	0	1598249099	false		wh2_dlc09_vo_culture_Tomb_Kings	wh2_dlc09_tmb_tomb_prince	wh2_dlc09_tmb_tomb_prince	0	true	tmb_general	wh2_dlc09_cam_mnt_tmb_basic_chariot	true	false		1000	0	false	vo_culture_None	true	wh2_dlc09_vo_actor_Tomb_Kings_Tomb_Prince	0	true	false	2	false	false	
	0	melee_infantry	1	false	wh2_dlc09_tmb_inf_crypt_ghouls	120	0	525	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_crypt_ghouls	0	heavy		false	false	0	593980425	true		wh2_dlc09_vo_culture_Tomb_Kings_Crypt_Ghoul	vmp_crypt_ghouls	vmp_crypt_ghouls	2	false	vamp_ghoul		false	true		600	0	false	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false	
	0	melee_infantry	1	false	wh2_dlc09_tmb_inf_nehekhara_warriors_0	120	0	575	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_nehekhara_warriors_0	0	heavy		false	false	0	1738427373	true		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword_dual	infantry_sword_dual	2	false	tmb_skeleton_warriors		false	true		575	0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
	1	melee_infantry	1	false	wh2_dlc09_tmb_inf_nehekhara_warriors_ror	120	1	950	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_nehekhara_warriors_ror	0	heavy		false	false	0	2011215922	true		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword_dual	infantry_sword_dual	5	false	tmb_skeleton_warriors		false	true		950	0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	true	wh_main_vo_actor_default	0	false	false	1	false	false	
	0	missile_infantry	1	false	wh2_dlc09_tmb_inf_skeleton_archers_0	120	0	475	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_skeleton_archers_0	0	light		false	false	0	2036732321	true		wh2_dlc09_vo_culture_Tomb_Kings	missile_infantry_bow	missile_infantry_bow	1	false	tmb_tomb_guard		false	true		48	432	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	true	false	6	false	false	
	1	missile_infantry	1	false	wh2_dlc09_tmb_inf_skeleton_archers_ror	120	1	700	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_skeleton_archers_ror	0	light		false	false	0	575745065	true		wh2_dlc09_vo_culture_Tomb_Kings	missile_infantry_bow	missile_infantry_bow	5	false	tmb_tomb_guard		false	true		75	625	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	true	wh_main_vo_actor_default	0	true	false	1	false	false	
	-1	melee_infantry	1	false	wh2_dlc09_tmb_inf_skeleton_spearmen_0	160	0	350	wh_main_shp_transport	1	1	160	0	0			wh2_dlc09_tmb_inf_skeleton_spearmen_0	0	heavy		false	false	0	850192950	true		wh2_dlc09_vo_culture_Tomb_Kings	infantry_spear	infantry_spear	1	false	tmb_skeleton_warriors		false	true		325	0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
	1	melee_infantry	1	false	wh2_dlc09_tmb_inf_skeleton_spearmen_ror	160	1	600	wh_main_shp_transport	1	1	160	0	0			wh2_dlc09_tmb_inf_skeleton_spearmen_ror	0	heavy		false	false	0	1568358644	true		wh2_dlc09_vo_culture_Tomb_Kings	infantry_spear	infantry_spear	5	false	tmb_skeleton_warriors		false	true		600	0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	true	wh_main_vo_actor_default	0	false	false	1	false	false	
	-1	melee_infantry	1	false	wh2_dlc09_tmb_inf_skeleton_warriors_0	160	0	325	wh_main_shp_transport	1	1	160	0	0			wh2_dlc09_tmb_inf_skeleton_warriors_0	0	heavy		false	false	0	1786460614	true		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	infantry_sword	1	false	tmb_skeleton_warriors		false	true		300	0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
	-1	melee_infantry	1	false	wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned	200	0	400	wh_main_shp_transport	1	1	200	0	0			wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned	0	heavy		false	false	0	1641287021	true		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	infantry_sword	1	false	tmb_skeleton_warriors		false	true		200	0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	0	false	false	
	0	melee_infantry	1	false	wh2_dlc09_tmb_inf_tomb_guard_0	120	0	750	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_tomb_guard_0	0	heavy		false	false	0	1326522992	true		wh2_dlc09_vo_culture_Tomb_Kings	infantry_sword	infantry_sword	3	false	tmb_tomb_guard		false	true		750	0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
	0	melee_infantry	1	false	wh2_dlc09_tmb_inf_tomb_guard_1	120	0	850	wh_main_shp_transport	1	1	120	0	0			wh2_dlc09_tmb_inf_tomb_guard_1	0	heavy		false	false	0	1645496267	true		wh2_dlc09_vo_culture_Tomb_Kings	infantry_spear_halberd	infantry_spear_halberd	3	false	tmb_tomb_guard		false	true		850	0	false	wh2_dlc09_vo_culture_Tomb_Kings_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false	
