intrigue_actions_incidents_junctions_tables	0
culture	incident	is_positive	key	weight
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_positive_1d	true	1251906848	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_positive_3b	true	1270735757	3
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_negative_3b	false	1272102415	3
wh_main_chs_chaos	wh2_main_incident_intrigue_any_negative_1c	false	1277819629	5
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_negative_1b	false	1300236604	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_positive_2b	true	1300442381	6
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_positive_1a	true	1308466115	5
wh2_main_def_dark_elves	wh2_main_incident_intrigue_def_positive_3a	true	1308950597	10
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_positive_1c	true	1317726989	5
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_negative_1b	false	1323616970	5
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_negative_1c	false	1326030713	5
wh2_main_rogue	wh2_main_incident_intrigue_any_negative_2b	false	1333148869	6
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_negative_1d	false	1336991084	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_positive_2a	true	1338671267	6
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_negative_2a	false	1339838648	6
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_positive_1d	true	1341093187	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_positive_3b	true	1352440357	3
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_positive_1b	true	1358715851	5
wh2_main_rogue	wh2_main_incident_intrigue_any_negative_1a	false	1359671396	5
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_negative_1a	false	1370429521	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_positive_2b	true	1379534099	6
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_positive_1a	true	1384738980	5
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_negative_3a	false	1386402853	3
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_negative_1a	false	139166384	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_positive_1c	true	1419130746	5
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_positive_1d	true	1435572896	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_lzd_positive_1c	true	1438197451	10
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_positive_3b	true	1440907099	3
wh2_main_rogue	wh2_main_incident_intrigue_any_positive_1c	true	144789238	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_skv_negative_3a	false	1448331885	10
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_negative_3b	false	1460697772	8
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_negative_1d	false	1463446530	5
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_positive_2b	true	1470050658	6
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_negative_2a	false	1472801459	6
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_positive_2a	true	1483603825	6
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_negative_3a	false	1486537651	8
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_positive_1c	true	1492438624	5
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_negative_2a	false	149712342	6
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_negative_2a	false	1502624990	12
wh2_main_skv_skaven	wh2_main_incident_intrigue_skv_negative_1c	false	1512407651	10
wh_main_chs_chaos	wh2_main_incident_intrigue_any_positive_1c	true	1513186840	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_positive_3a	true	1521205896	3
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_negative_3a	false	1526221359	3
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_lzd_positive_2a	true	1530580852	15
wh_main_emp_empire	wh2_main_incident_intrigue_any_positive_1b	true	1557022196	5
wh_main_chs_chaos	wh2_main_incident_intrigue_any_negative_2b	false	1557935043	6
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_negative_1a	false	1565697890	10
wh_main_emp_empire	wh2_main_incident_intrigue_any_positive_1d	true	1571576703	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_skv_negative_2a	false	1573098163	15
wh_main_emp_empire	wh2_main_incident_intrigue_any_negative_1d	false	1585025297	5
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_negative_2a	false	1592525264	6
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_positive_1d	true	1596652236	5
wh_main_emp_empire	wh2_main_incident_intrigue_any_positive_2b	true	1607180363	6
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_positive_2b	true	1612079926	6
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_negative_1b	false	1612140255	5
wh_main_chs_chaos	wh2_main_incident_intrigue_any_positive_1a	true	16136817	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_positive_3a	true	163746702	3
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_negative_2a	false	1638282201	6
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_negative_1d	false	1640780145	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_positive_1b	true	1641942196	10
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_positive_1a	true	164220162	5
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_positive_1c	true	1646462077	5
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_positive_1a	true	1647074294	5
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_negative_2a	false	1657852538	6
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_positive_1c	true	1662538811	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_positive_1a	true	1672540625	10
wh_main_chs_chaos	wh2_main_incident_intrigue_any_negative_2a	false	1682520444	6
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_negative_1c	false	1687095055	5
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_positive_1b	true	1689444195	5
wh_main_chs_chaos	wh2_main_incident_intrigue_any_positive_1b	true	1689700113	5
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_negative_2b	false	1694752310	6
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_positive_2a	true	1696882167	6
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_positive_2a	true	1711982208	6
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_positive_3b	true	1712961284	3
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_negative_3a	false	1713836985	3
wh2_main_def_dark_elves	wh2_main_incident_intrigue_def_negative_3a	false	1715378590	10
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_positive_1b	true	1715667796	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_lzd_negative_3a	false	1722412303	10
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_positive_2a	true	1767126163	6
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_positive_2b	true	1776878459	17
wh2_main_rogue	wh2_main_incident_intrigue_any_positive_1a	true	1781560284	5
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_positive_2b	true	178959144	6
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_negative_1c	false	1791044891	10
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_positive_3a	true	1795814485	3
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_negative_1b	false	1797526666	5
wh_main_chs_chaos	wh2_main_incident_intrigue_any_positive_2a	true	1802871191	6
wh2_main_def_dark_elves	wh2_main_incident_intrigue_def_positive_1a	true	1803542022	10
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_negative_1d	false	1807267578	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_lzd_negative_1b	false	1817426204	15
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_negative_2b	false	1846595788	6
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_lzd_positive_3a	true	1848378072	10
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_positive_1c	true	1862795055	5
wh_main_emp_empire	wh2_main_incident_intrigue_any_negative_3b	false	1868748624	3
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_positive_1a	true	1869319493	5
wh_main_emp_empire	wh2_main_incident_intrigue_any_negative_2b	false	1878176296	6
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_positive_2a	true	1887985742	6
wh2_main_def_dark_elves	wh2_main_incident_intrigue_def_positive_2a	true	1905481242	15
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_positive_2a	true	1905997325	6
wh2_main_skv_skaven	wh2_main_incident_intrigue_skv_positive_1a	true	1914495162	15
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_positive_1c	true	1934392605	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_positive_2a	true	1961086666	6
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_negative_3b	false	1967101619	3
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_positive_1a	true	1972824883	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_negative_1a	false	1985216179	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_lzd_positive_1a	true	1994491934	10
wh2_main_skv_skaven	wh2_main_incident_intrigue_skv_negative_1b	false	2007117906	10
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_negative_1c	false	2009718	5
wh2_main_def_dark_elves	wh2_main_incident_intrigue_def_negative_1b	false	2033006393	10
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_negative_1a	false	2036055129	5
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_negative_3b	false	2040015032	3
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_negative_1b	false	2040571980	5
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_positive_1b	true	2049164317	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_negative_3b	false	2050688569	3
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_negative_2b	false	2055719707	6
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_negative_1a	false	206301432	5
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_negative_2a	false	206366424	6
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_positive_1b	true	2071031247	5
wh_main_chs_chaos	wh2_main_incident_intrigue_any_positive_3a	true	2074319787	3
wh2_main_rogue	wh2_main_incident_intrigue_any_positive_1d	true	2077816372	5
wh_main_emp_empire	wh2_main_incident_intrigue_any_positive_1a	true	2081525068	5
wh2_main_rogue	wh2_main_incident_intrigue_any_negative_1d	false	2084113113	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_negative_1b	false	2095487361	10
wh2_main_rogue	wh2_main_incident_intrigue_any_negative_3a	false	2101233032	3
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_negative_1b	false	2102921117	5
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_negative_1c	false	2103006753	5
wh_main_chs_chaos	wh2_main_incident_intrigue_any_positive_3b	true	2103114783	3
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_positive_1a	true	211747486	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_negative_2a	false	2136595729	6
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_negative_1d	false	2144850899	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_positive_1c	true	218210017	10
wh_main_emp_empire	wh2_main_incident_intrigue_any_positive_1c	true	222224286	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_negative_1b	false	230164931	5
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_positive_3a	true	231412011	3
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_negative_1d	false	259261387	5
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_negative_3a	false	264560978	3
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_positive_3a	true	264594278	3
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_positive_3b	true	275383378	3
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_lzd_positive_1b	true	277827387	10
wh_main_emp_empire	wh2_main_incident_intrigue_any_positive_3a	true	278260374	3
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_negative_2b	false	284218368	6
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_negative_1a	false	289629152	5
wh2_main_def_dark_elves	wh2_main_incident_intrigue_def_positive_1b	true	304720816	10
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_negative_2a	false	304736381	6
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_positive_3a	true	305178730	3
wh2_main_rogue	wh2_main_incident_intrigue_any_negative_1c	false	31464560	5
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_negative_3a	false	323628029	3
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_negative_2b	false	346159767	12
wh2_main_def_dark_elves	wh2_main_incident_intrigue_def_negative_1c	false	349186706	10
wh2_main_rogue	wh2_main_incident_intrigue_any_positive_2b	true	350378814	6
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_positive_1a	true	358385480	5
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_positive_2a	true	39375727	6
wh_main_emp_empire	wh2_main_incident_intrigue_any_negative_1a	false	400312458	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_negative_3a	false	402833303	3
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_positive_1d	true	409596577	5
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_positive_1d	true	422682319	5
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_negative_3a	false	427959233	3
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_negative_3a	false	434776317	3
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_negative_2a	false	441371152	6
wh2_main_skv_skaven	wh2_main_incident_intrigue_skv_positive_3a	true	441650973	10
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_negative_1d	false	44313879	5
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_negative_3a	false	443412869	3
wh2_main_rogue	wh2_main_incident_intrigue_any_positive_3a	true	450478956	3
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_negative_1c	false	47289051	5
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_positive_2b	true	47306461	6
wh_main_chs_chaos	wh2_main_incident_intrigue_any_negative_3b	false	474154596	3
wh2_main_skv_skaven	wh2_main_incident_intrigue_skv_positive_2a	true	479815525	15
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_positive_3b	true	491313200	3
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_positive_2a	true	492665438	6
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_negative_3a	false	492944496	3
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_positive_2b	true	495534082	6
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_negative_1a	false	498867248	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_negative_1d	false	499895733	5
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_negative_1c	false	507156589	5
wh_main_emp_empire	wh2_main_incident_intrigue_any_negative_2a	false	507960665	6
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_negative_3b	false	518382473	3
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_negative_1b	false	521033430	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_positive_2b	true	526079147	6
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_positive_3a	true	527862331	3
wh2_main_rogue	wh2_main_incident_intrigue_any_positive_1b	true	536275987	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_positive_1c	true	544051745	5
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_negative_1a	false	548201623	5
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_positive_1c	true	553883719	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_negative_1d	false	556677470	5
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_positive_1c	true	56056607	5
wh_main_emp_empire	wh2_main_incident_intrigue_any_negative_1b	false	56480283	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_negative_1c	false	576545778	5
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_positive_3a	true	577025852	3
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_positive_2b	true	588496889	6
wh_main_emp_empire	wh2_main_incident_intrigue_any_negative_3a	false	605679861	3
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_negative_1c	false	608732200	5
wh_main_chs_chaos	wh2_main_incident_intrigue_any_negative_1b	false	610429184	5
wh_main_chs_chaos	wh2_main_incident_intrigue_any_negative_1d	false	61267533	5
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_positive_1d	true	624372659	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_negative_2b	false	625877813	6
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_positive_1a	true	626515273	5
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_positive_1b	true	648621769	5
wh_main_chs_chaos	wh2_main_incident_intrigue_any_positive_1d	true	649106825	5
wh2_main_def_dark_elves	wh2_main_incident_intrigue_def_negative_2a	false	670977999	15
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_negative_3b	false	671353768	3
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_negative_3b	false	676252889	3
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_positive_3b	true	681570432	3
wh_main_chs_chaos	wh2_main_incident_intrigue_any_negative_1a	false	693552418	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_skv_positive_1b	true	702462584	15
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_negative_1a	false	718219320	5
wh2_main_rogue	wh2_main_incident_intrigue_any_positive_3b	true	724011020	3
wh2_main_rogue	wh2_main_incident_intrigue_any_negative_1b	false	7338488	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_negative_3b	false	738273980	3
wh2_main_def_dark_elves	wh2_main_incident_intrigue_def_negative_1a	false	771709466	10
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_negative_1b	false	779146535	5
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_positive_1c	true	781175689	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_negative_1d	false	781497550	10
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_positive_1b	true	786516686	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_lzd_negative_1a	false	795575007	15
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_positive_2b	true	796269441	6
wh_dlc05_wef_wood_elves	wh2_main_incident_intrigue_any_positive_1d	true	799192901	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_positive_1b	true	808125780	5
wh2_main_def_dark_elves	wh2_main_incident_intrigue_def_positive_1c	true	808666930	10
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_negative_1a	false	811427692	5
wh_main_emp_empire	wh2_main_incident_intrigue_any_negative_1c	false	819174380	5
wh2_main_rogue	wh2_main_incident_intrigue_any_negative_2a	false	825361584	6
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_positive_3b	true	82867102	3
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_positive_1b	true	82941526	5
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_positive_1d	true	831770732	5
wh_main_grn_greenskins	wh2_main_incident_intrigue_any_positive_1a	true	84906992	5
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_positive_3a	true	857772391	13
wh2_main_hef_high_elves	wh2_main_incident_intrigue_any_positive_1d	true	867653487	5
wh_dlc03_bst_beastmen	wh2_main_incident_intrigue_any_negative_3b	false	868562042	3
wh_main_vmp_vampire_counts	wh2_main_incident_intrigue_any_negative_2b	false	879648367	6
wh_main_brt_bretonnia	wh2_main_incident_intrigue_any_negative_3b	false	881183487	3
wh2_main_lzd_lizardmen	wh2_main_incident_intrigue_any_positive_1a	true	9028763	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_positive_3b	true	910177967	3
wh_main_dwf_dwarfs	wh2_main_incident_intrigue_any_positive_3a	true	92081130	3
wh2_main_def_dark_elves	wh2_main_incident_intrigue_any_positive_1d	true	943433758	5
wh2_main_skv_skaven	wh2_main_incident_intrigue_any_positive_3a	true	949938473	3
wh2_main_rogue	wh2_main_incident_intrigue_any_positive_2a	true	961964617	6
wh_main_chs_chaos	wh2_main_incident_intrigue_any_positive_2b	true	968371891	6
wh2_dlc09_tmb_tomb_kings	wh2_main_incident_intrigue_any_negative_2b	false	983783862	6
wh2_main_rogue	wh2_main_incident_intrigue_any_negative_3b	false	996430910	3
wh2_main_hef_high_elves	wh2_main_incident_intrigue_hef_positive_1d	true	997933600	10
