missions_tables	6
generate	key	localised_description	localised_title	mission_type	ui_icon	ui_image	prioritised	event_category	set_piece_battle	location_x	location_y	quest_mission	trigger_radius	quest_character	quest_mission_final	sticky_by_default
false	dlc09_main_tmb_khalida_early_game_search_ruins	"Mistress, my spies inform me that these jungle ruins could hold relics lost to Nehekhara and even potential leads to end the spawn of Lahmia. Such ruins should be searched, my queen."\n\nLearn more about treasure hunting [[url:script_link_campaign_searching_ruins]][[tooltip:{{tt:tooltip_campaign_searching_ruins}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Hunt the Ruins	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khalida_early_game_trade_agreement	"Trade is more a mortal necessity… However, not all resources can be gathered through invasion, mistress. The Liches of the merchant classes should be… encouraged."\n\nLearn more about [[img:icon_trade_agreement]][[/img]]trade agreements [[url:script_link_campaign_trade]][[tooltip:{{tt:tooltip_campaign_trade}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	The Death of Trade	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khalida_early_game_upgrade_settlement_part_two	"As your slaves dig deeper, more burial chambers of your willing subjects are discovered and awakened. Put them to good use, mistress."\n\nLearn more about provincial growth [[url:script_link_campaign_growth]][[tooltip:{{tt:tooltip_campaign_growth}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Open the Burial Chambers	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_canopic_jars	"The more Canopic Jars we gather the more my brethren can serve you, Liche Lord. We should gather as many as we can."\n\nLearn more about [[img:icon_jars]][[/img]]Canopic Jars [[url:script_link_campaign_canopic_jars]][[tooltip:{{tt:tooltip_campaign_canopic_jars}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Canopic Commission	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_capture_province	"My lord, the exiles are in control of the foe stronghold, but we must continue this course until the Dark Elves are truly banished."\n\nLearn more about provinces [[url:script_link_campaign_provinces]][[tooltip:{{tt:tooltip_campaign_provinces}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	A New Realm	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_capture_settlement	"Grand Hierophant, the Dark Ones will be a constant nuisance and distraction from our true objective. We must destroy them, start by taking their primary stronghold, my lord."\n\nLearn more about settlements [[url:script_link_campaign_settlements]][[tooltip:{{tt:tooltip_campaign_settlements}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	A Dark Distraction	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_eliminate_faction	"The vestiges of a challenge from the Dark Ones are all but over, my lord. They are a flinching corpse… yet as we know too well a cadaver can be returned from the dead. Extinguish their essence and ensure they perish. Finish them."\n\nLearn more about factions [[url:script_link_campaign_factions]][[tooltip:{{tt:tooltip_campaign_factions}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Let them Perish	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_enact_commandment	"With your Exiles and by default, the Mortuary Cult, in full control of this realm, it is time for the Voice of the Grand Hierophant to be heard. Enact a ritual, my lord."\n\nLearn more about commandments [[url:script_link_campaign_commandments]][[tooltip:{{tt:tooltip_campaign_commandments}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Voice of the Liche Lord	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_hero_action_mission	"Now this hero is bound to your service, lord, I suggest testing them. Give them an order…"\n\nLearn more about heroic actions [[url:script_link_campaign_hero_actions]][[tooltip:{{tt:tooltip_campaign_hero_actions}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Test Them	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_hero_recruitment_mission	"Your renowned patience has paid off, your majesty. Ancient champions of Nehekhara have been resurrected; now we must make them ready to serve."\n\nLearn more about [[img:icon_hero]][[/img]]Heroes [[url:script_link_campaign_heroes]][[tooltip:{{tt:tooltip_campaign_heroes}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Make an Exile	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_hero_technology_mission	"Have your Liches delve deep into the lost lore, seek out the dynasties of old and the champions from such eras, so that they may join your cause."\n\nLearn more about dynasties [[url:script_link_campaign_dynasties]][[tooltip:{{tt:tooltip_campaign_dynasties}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Resurrection	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_mortuary_cult	"The lore we in the Mortuary Cult have discovered over the millennia is ready to be employed, master-of-us-all. Have one of our priestly artisans begin crafting at once."\n\nLearn more about the Mortuary Cult [[url:script_link_campaign_mortuary_cult]][[tooltip:{{tt:tooltip_campaign_mortuary_cult}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Mortuary Can	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_non_aggression_pact	"Master, as you have often propagated, violence, while a useful tool, is just one of many found in a mason’s belt. Another is diplomacy and manipulation. Use such a tool now by offering these Dark Ones a non-aggression pact."\n\nLearn more about non-aggression pacts [[url:script_link_campaign_non_aggression_pacts]][[tooltip:{{tt:tooltip_campaign_non_aggression_pacts}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	The Right Tool	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_raise_army_mission	"Grand Hierophant, myself and other brethren in the council of priests believe it is time for the Cult, and therefore the Exiles, to raise another force. We will be mighty again - Settra will demand us return to Khemri when he sees what power we wield!"\n\nLearn more about raising armies [[url:script_link_campaign_raising_forces]][[tooltip:{{tt:tooltip_campaign_raising_forces}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	The Power of the Cult	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_recruit_capless_units	{{tr:dlc09_main_tmb_early_game_recruit_capless_units_description}}	{{tr:dlc09_main_tmb_early_game_recruit_capless_units_title}}	OWN_N_UNITS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_recruitment_building	"There are many legions, warriors and servants still under the sands ready and willing to serve. We must find them."\n\nLearn more about buildings [[url:script_link_campaign_buildings]][[tooltip:{{tt:tooltip_campaign_buildings}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Under the Ground	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_research_dynasty	"A humble suggestion, your eternal majesty, set Liche Priests - other than myself - to uncovering the lost secrets of the dynasties. Such endeavours may grant you even greater power and the discovery of lost legions."\n\nLearn more about dynasties [[url:script_link_campaign_dynasties]][[tooltip:{{tt:tooltip_campaign_dynasties}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Dynastic Power	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_resources	"With a lack of quality stone in these regions perhaps we should look at more organic materials for various purposes. May I suggest, Grand Hierophant, that trade for the fauna of this realm?"\n\nLearn more about resources [[url:script_link_campaign_resources]][[tooltip:{{tt:tooltip_campaign_resources}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Experiments in the Exotic	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_rogue_armies	"My lord, rogue elements invade your kingdom. I advise no mercy. They will pay the price for challenging the Mortuary Cult!"\n\nLearn more about rogue armies [[url:script_link_campaign_rogue_armies]][[tooltip:{{tt:tooltip_campaign_rogue_armies}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Rogue Elements	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_search_ruins	"Lord Khatep, we in the Mortuary Cult have always sought out lost lore. And the ruins in this ice-choked land contain the origins of Dark Magic itself. Seek them out, and send our brethren into investigate."\n\nLearn more about treasure hunting [[url:script_link_campaign_searching_ruins]][[tooltip:{{tt:tooltip_campaign_searching_ruins}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Lost Lore	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_trade_agreement	"Trade is more a mortal necessity… However, not all resources can be gathered through invasion, lord. The Liches of the merchant classes should be… encouraged."\n\nLearn more about [[img:icon_trade_agreement]][[/img]]trade agreements [[url:script_link_campaign_trade]][[tooltip:{{tt:tooltip_campaign_trade}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	The Death of Trade	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_khatep_early_game_upgrade_settlement_part_two	"As your slaves dig deeper, more burial chambers of your willing subjects are discovered and awakened. Put them to good use, sire."\n\nLearn more about provincial growth [[url:script_link_campaign_growth]][[tooltip:{{tt:tooltip_campaign_growth}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Open the Burial Chambers	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_settra_early_game_canopic_jars	"The more Canopic Jars we gather the more my brethren can serve you, your majesty. We should gather as many as we can."\n\nLearn more about [[img:icon_jars]][[/img]]Canopic Jars [[url:script_link_campaign_canopic_jars]][[tooltip:{{tt:tooltip_campaign_canopic_jars}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Canopic Commission	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_settra_early_game_capture_province	"Sire, your forces dominate, thanks to your greatness! Now is the time to take full control of the province, and see the resurrection of Khemri and all Nehekhara begin in earnest."\n\nLearn more about provinces [[url:script_link_campaign_provinces]][[tooltip:{{tt:tooltip_campaign_provinces}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Restore Khemri	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_settra_early_game_capture_settlement	"Great King, Nehekhara is yours, as it always has been, but the Orc infestation sullies your clean sands. Sire, if I may advise, raise the legions and purge their nest."\n\nLearn more about settlements [[url:script_link_campaign_settlements]][[tooltip:{{tt:tooltip_campaign_settlements}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	The Great Purge	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
false	dlc09_main_tmb_settra_early_game_eliminate_faction	"As expected, Great King, these living, breathing Greenskins do not pose much of a challenge. Like a scorpion that stings your ankles is not allowed to continue existing, it is time to stamp down hard. Finish them!"\n\nLearn more about factions [[url:script_link_campaign_factions]][[tooltip:{{tt:tooltip_campaign_factions}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Stamp on Them	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	false	Military		0	0	false	0		false	false
