units_custom_battle_permissions_tables	7
faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character
wh2_dlc09_tmb_followers_of_nagash	false	wh2_dlc09_tmb_cha_liche_priest_light_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_02_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_02	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_lybaras	false	wh2_dlc09_tmb_cha_liche_priest_light_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_02_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_02	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_light_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_02_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_02	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_exiles_of_nehek	false	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_01	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_followers_of_nagash	false	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_01	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_lybaras	false	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_01	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_01	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_exiles_of_nehek	false	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_01	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_followers_of_nagash	false	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_01	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_lybaras	false	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_01	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_liche_priest_campaign_01_0.png	wh2_dlc09_uniform_tmb_liche_priest_campaign_01	wh2_dlc09_tmb_cha_liche_priest_0
wh2_dlc09_tmb_exiles_of_nehek	false	wh2_dlc09_tmb_cha_necrotect_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_campaign_01	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_tmb_followers_of_nagash	false	wh2_dlc09_tmb_cha_necrotect_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_campaign_01	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_tmb_khemri	false	wh2_dlc09_tmb_cha_necrotect_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_campaign_01	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_tmb_lybaras	false	wh2_dlc09_tmb_cha_necrotect_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_campaign_01	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_necrotect_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_campaign_01	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_tmb_exiles_of_nehek	false	wh2_dlc09_tmb_cha_necrotect_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_campaign_01	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_tmb_followers_of_nagash	false	wh2_dlc09_tmb_cha_necrotect_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_campaign_01	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_tmb_lybaras	false	wh2_dlc09_tmb_cha_necrotect_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_campaign_01	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_necrotect_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_necrotect_campaign_01_0.png	wh2_dlc09_uniform_tmb_necrotect_campaign_01	wh2_dlc09_tmb_cha_necrotect_0
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_settra_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png		wh2_dlc09_cha_settra_0
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_settra_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png		wh2_dlc09_cha_settra_1
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_settra_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png		wh2_dlc09_cha_settra_2
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_settra_3	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_settra_0.png		wh2_dlc09_cha_settra_3
wh2_dlc09_tmb_exiles_of_nehek	true	wh2_dlc09_tmb_cha_tomb_king_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_followers_of_nagash	true	wh2_dlc09_tmb_cha_tomb_king_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_lybaras	true	wh2_dlc09_tmb_cha_tomb_king_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_tomb_king_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_exiles_of_nehek	true	wh2_dlc09_tmb_cha_tomb_king_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_followers_of_nagash	true	wh2_dlc09_tmb_cha_tomb_king_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_lybaras	true	wh2_dlc09_tmb_cha_tomb_king_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_tomb_king_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_exiles_of_nehek	true	wh2_dlc09_tmb_cha_tomb_king_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_followers_of_nagash	true	wh2_dlc09_tmb_cha_tomb_king_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_lybaras	true	wh2_dlc09_tmb_cha_tomb_king_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_tomb_king_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_exiles_of_nehek	true	wh2_dlc09_tmb_cha_tomb_king_3	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_followers_of_nagash	true	wh2_dlc09_tmb_cha_tomb_king_3	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_lybaras	true	wh2_dlc09_tmb_cha_tomb_king_3	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_tomb_kings	true	wh2_dlc09_tmb_cha_tomb_king_3	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_king_campaign_01_0.png	wh2_dlc09_uniform_tmb_tomb_king_01	wh2_dlc09_tmb_cha_tomb_king_0
wh2_dlc09_tmb_exiles_of_nehek	false	wh2_dlc09_tmb_cha_tomb_prince_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_tmb_followers_of_nagash	false	wh2_dlc09_tmb_cha_tomb_prince_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_tmb_lybaras	false	wh2_dlc09_tmb_cha_tomb_prince_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_tomb_prince_0	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_tmb_exiles_of_nehek	false	wh2_dlc09_tmb_cha_tomb_prince_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_tmb_followers_of_nagash	false	wh2_dlc09_tmb_cha_tomb_prince_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_tmb_lybaras	false	wh2_dlc09_tmb_cha_tomb_prince_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_tmb_tomb_kings	false	wh2_dlc09_tmb_cha_tomb_prince_1	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_tmb_exiles_of_nehek	false	wh2_dlc09_tmb_cha_tomb_prince_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0
wh2_dlc09_tmb_followers_of_nagash	false	wh2_dlc09_tmb_cha_tomb_prince_2	true	true	ui/portraits/portholes/wh2_dlc09_tmb_tomb_kings/tmb_ch_tomb_prince_campaign_03_0.png	wh2_dlc09_uniform_tmb_tomb_prince_03	wh2_dlc09_tmb_cha_tomb_prince_0
