unit_special_abilities_tables	46
key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	assume_specific_behaviour	clear_current_order	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active
wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded	25	28	-1	0	true	1	0	false	0		true	false	false	200		false	1	false	2135320281			cast_up_short	5	0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.5	wh_main_generic_miscast	augment_melee	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded	nehekhara_short	vo_battle_special_ability_spell_cast_tmb_augment	80	0				false	false	true	true		
wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection	18	30	-1	0	true	1	0	false	0		true	false	false	200		false	1	false	1530582612			cast_up_short	6	0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0		augment_defense	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection	nehekhara_short	vo_battle_special_ability_spell_cast_tmb_augment	40	40				false	false	true	true		
wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection_upgraded	36	30	-1	0	true	1	0	false	0		true	false	false	200		false	1	false	724589553			cast_up_short	10	0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.5	wh_main_generic_miscast	augment_defense	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection_upgraded	nehekhara_short	vo_battle_special_ability_spell_cast_tmb_augment	40	40				false	false	true	true		
wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting	32	43	-1	0	true	1	0	false	0		true	false	false	200		false	3	false	2066675719			cast_up_medium	6	0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0		augment_ranged	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting	nehekhara_medium	vo_battle_special_ability_spell_cast_tmb_augment	0	157				false	false	true	true		
wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting_upgraded	32	43	-1	0	true	1	0	false	0		true	false	false	200		false	3	false	1828546132			cast_up_medium	10	0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.5	wh_main_generic_miscast	augment_ranged	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting_upgraded	nehekhara_medium	vo_battle_special_ability_spell_cast_tmb_augment	0	157				false	false	true	true		
wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm	27	49	-1	0	false	0	0	false	0		false	true	true	150		false	5	false	417595307			cast_up_long	11	20	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm	0		aoe	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm	nehekhara_long	vo_battle_special_ability_spell_cast_tmb_vortex	0	246				false	false	true	false		
wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm_upgraded	27	49	-1	0	false	0	0	false	0		false	true	true	150		false	5	false	1795385137			cast_up_long	17	20	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm_upgraded	0.5	wh_main_fire_miscast	aoe	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm_upgraded	nehekhara_long	vo_battle_special_ability_spell_cast_tmb_vortex	0	246				false	false	true	false		
wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	38	51	-1	40	false	0	-1	false	0		false	true	true	200		false	5	false	426000804			cast_up_long	15	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0		hex_melee_area	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	nehekhara_long	vo_battle_special_ability_spell_cast_tmb_hex	253	0				false	false	true	false		
wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded	38	51	-1	40	false	0	-1	false	0		false	true	true	200		false	5	false	1693092373			cast_up_long	21	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.5	wh_main_generic_miscast	hex_melee_area	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded	nehekhara_long	vo_battle_special_ability_spell_cast_tmb_hex	253	0				false	false	true	false		
wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance	24	38	-1	0	false	0	1	false	0		false	true	false	100		true	3	false	226515757			cast_up_medium	11	0	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage	wh2_dlc09_usirians_incantation_of_vengeance			0		aoe	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance	nehekhara_medium	vo_battle_special_ability_spell_cast_tmb_damage	80	80				false	false	true	false		
wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance_upgraded	24	38	-1	0	false	0	1	false	0		false	true	false	100		true	3	false	272428825			cast_up_medium	15	0	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage	wh2_dlc09_usirians_incantation_of_vengeance			0.5	wh_main_generic_miscast	aoe	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance_upgraded	nehekhara_medium	vo_battle_special_ability_spell_cast_tmb_damage	80	80				false	false	true	false		
wh2_dlc09_unit_abilities_death_from_above	1	0.1	1	0	false	0	0	false	0		false	false	false	10		false	0	false	729444741	wh2_dlc09_unit_abilities_death_from_above			0	0	wh_abilities_bomb_drop					0		always_use_only_land	wh2_dlc09_unit_abilities_death_from_above		vo_battle_special_ability_generic_response	0	160				false	false	true	false		
wh2_dlc09_unit_passive_covenant_of_power	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	676741047				0	0	wh_abilities_generic_buff_wom_no_ring					0					vo_battle_special_ability_generic_response	40	39				false	false	true	false		
wh2_dlc09_unit_passive_guardian	-1	-1	-1	30	false	-1	0	true	-1		false	false	false	0		false	0	true	1880380052				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	81	81				false	false	true	false		
wh2_dlc09_unit_passive_spirit_conduit	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	1086473767				0	0	wh_abilities_generic_buff_wom_no_ring					0					vo_battle_special_ability_generic_response	40	39				false	false	true	false		
wh2_dlc09_unit_passive_unbinding_skeleton_warriors	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	1682700129				0	0						0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc09_unit_passive_unbinding_ushabti	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	1692460672				0	0						0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc09_unit_passive_unstable_mark_ii_sand	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	471787337				0	0						0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc09_unit_passive_unstable_sand	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	430567134				0	0						0					vo_battle_special_ability_generic_response	0	0				false	false	true	false		
wh2_dlc09_weapon_abilities_blade_of_setep	44	90	-1	0	false	0	1	false	0		false	true	false	100		false	0	false	2013280379				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0		hex_melee_area	wh_group_item		vo_battle_special_ability_generic_response	79	79				false	false	true	false		
wh2_dlc09_weapon_abilities_blessed_blade_of_ptra	43	120	-1	0	true	1	0	false	0		false	false	false	0		false	0	false	1598402197				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0		augment_melee	wh_group_lord_ability		vo_battle_special_ability_generic_response	120	120				false	false	true	false		
wh2_dlc09_weapon_abilities_tomb_blade_of_arkhan	1	120	5	0	false	1	0	false	0		true	false	true	60		false	0	false	48641747		wh2_dlc09_tmb_inf_skeleton_warriors_0_summoned		0	0	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0		assault_opportunity	wh_group_character		vo_battle_special_ability_generic_response	117	117			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	true		
wh2_dlc09_weapon_abilities_venom_staff	-1	120	2	0	false	0	0	false	0	wh_dlc09_weapon_abilities_venom_staff	false	true	false	200		true	5	false	298578548			cast_forward_long	0	0	wh_spell_generic_missile	wh_spell_generic_missile				0		projectile	wh_group_lord_ability	fire_short	vo_battle_special_ability_generic_response	58	174				false	false	true	false		
wh2_dlc09_weapon_passive_the_liche_staff	-1	-1	-1	-1	false	0	-1	true	-1		false	false	false	0		false	0	true	1270318107				0	0						0			wh_group_lord_ability		vo_battle_special_ability_generic_response	121	121				false	false	true	false		
wh2_dlc10_character_abilities_entangle	15	120	2	15	false	0	-1	true	0		false	true	true	100		false	0	false	1427932132				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh2_dlc10_character_abilities_entangle			0		hex_speed	wh_group_character		vo_battle_special_ability_generic_response	160	79				false	false	true	false		
wh2_dlc10_hero_passive_quicksilver_shot	-1	-1	-1	40	true	-1	0	true	-1		false	false	false	0		false	0	true	1999658454				0	0	wh_abilities_generic_buff	wh_abilities_generic_buff				0					vo_battle_special_ability_generic_response	82	82				false	false	true	false		
wh2_dlc10_item_abilities_fear_of_aramar	47	120	1	0	false	0	1	false	0		false	true	false	200		false	0	false	1095801929				0	0	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0		hex_morale	wh_group_item		vo_battle_special_ability_spell_cast_negative	79	79				false	false	true	false		
wh2_dlc10_item_abilities_horn_of_the_ancestors	1	120	1	0	false	1	0	false	0		true	false	true	60		false	0	false	1194700602		wh2_dlc10_dwf_cha_thane_ghost_summoned_0		0	0	wh_abilities_generic_spawn	wh_abilities_generic_spawn	wh2_dlc10_ancestor_summon			0		threatened	wh_group_item		vo_battle_special_ability_generic_response	240	0			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	true		
wh2_dlc10_item_abilities_sceptre_of_stone	9	90	2	0	false	0	0	false	0		false	true	true	200		false	5	false	16579634	wh2_dlc10_item_bound_sceptre_of_stone			0	0	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0		aoe_bombardment	wh_main_spell_metal_searing_doom		vo_battle_special_ability_spell_cast_negative	0	240				false	false	true	false		
wh2_dlc10_item_abilities_speed_of_lykos	44	60	1	0	true	1	0	false	0		true	false	false	200		false	0	false	1107796015				0	0	wh_abilities_generic_full_hide_no_ring	wh_abilities_generic_full_hide_no_ring				0		full_hide	wh_group_item		vo_battle_special_ability_spell_cast_positive	40	40				false	false	true	true		
wh2_dlc10_item_abilities_star_of_avelorn	27	120	2	15	true	3	0	true	0		false	false	true	200		false	0	false	1983718136				0	0	wh_abilities_generic_regeneration	wh_abilities_generic_vortex	wh2_dlc10_abilities_star_of_avelorn			0		augment_melee_healing	wh_group_item		vo_battle_special_ability_spell_cast_wef_life	120	120				true	false	true	false		
wh2_dlc10_item_abilities_stave_of_avelorn	40	60	1	0	true	1	0	false	0		false	false	false	0		false	0	false	1477830540				0	0	wh_abilities_generic_buff_wom_no_ring					0		augment_spellcasting	wh_group_item		vo_battle_special_ability_generic_response	107	53				false	false	true	false		
wh2_dlc10_item_abilities_the_amber_trance	50	60	1	0	false	0	-1	false	0		false	true	false	100		true	0	false	743444660				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			1	wh2_dlc10_item_abilities_the_amber_trance_miscast	hex_morale_area	wh_group_item		vo_battle_special_ability_spell_cast_positive	40	40				false	false	false	false		
wh2_dlc10_item_bound_arnizipals_black_horror	16	120	1	0	false	0	0	false	0		false	true	true	100		false	5	false	749161548				0	0	wh_abilities_generic_wind	wh_abilities_generic_wind			wh2_dlc10_item_bound_arnizipals_black_horror	0		vortex_wind	wh_main_spell_vampires_wind_of_death	vampires_long	vo_battle_special_ability_generic_response	0	242				false	false	true	false		
wh2_dlc10_item_bound_assault_of_stone	9	90	1	0	false	0	0	false	0		false	true	true	200		false	3	false	979256321	wh2_dlc10_item_bound_assault_of_stone			0	0	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0		aoe_bombardment	wh_main_spell_metal_searing_doom		vo_battle_special_ability_spell_cast_negative	0	163				false	false	true	false		
wh2_dlc10_item_bound_blast	-1	60	1	0	false	0	0	false	0	wh2_dlc10_item_bound_blast	false	true	false	100		true	0	false	1561201688				0	5	wh_spell_generic_missile	wh_spell_generic_missile				0		projectile	wh_group_item	fire_short	vo_battle_special_ability_spell_cast_fireball	0	82	wh_main_spell_bound_fireball			false	false	true	false		
wh2_dlc10_item_passive_amulet_of_dark_fire	-1	-1	-1	40	true	-1	0	true	-1		false	false	false	0		false	0	true	2054637745				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	120	120				false	false	true	false		
wh2_dlc10_item_passive_banner_of_avelorn	-1	-1	-1	0	true	0	0	false	-1		false	false	false	0		false	0	true	1781999543				0	0	wh_abilities_generic_buff_wom_no_ring					0					vo_battle_special_ability_generic_response	40	39				false	false	true	false		
wh2_dlc10_item_passive_dragon_slayers_fang	-1	-1	-1	0	true	1	0	false	-1		false	false	false	0		false	0	true	1223157299				0	0						0					vo_battle_special_ability_generic_response	163	80				false	false	true	false		
wh2_dlc10_item_passive_gate_keepers_belt	-1	-1	-1	0	true	1	0	false	-1		false	false	false	0		false	0	true	783071140				0	0						0					vo_battle_special_ability_generic_response	163	80				false	false	true	false		
wh2_dlc10_item_passive_gate_keepers_helm	-1	-1	-1	40	true	-1	0	true	-1		false	false	false	0		false	0	true	911112823				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	80	80				false	false	true	false		
