cdir_events_mission_issuer_junctions_tables	0
CLAN_ELDERS	wh2_dlc09_tmb_settra_the_blessed_blade_of_ptra_stage_3
CLAN_ELDERS	wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_1
CLAN_ELDERS	wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_2
CLAN_ELDERS	wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_5
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_ancient_enemy
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_asaph_demands
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_awake_the_legions
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_build_on_your_success
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_canopic_opener
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_continue_the_search
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_curse_of_years
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_deadly_allies
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_death_awaits
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_dust_storm
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_exotic_ingredients
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_far_from_lybaras
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_feed_the_carrion
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_glare_of_the_great_king
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_guardians_of_stone
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_jar_head
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_khemrikhara
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_kingdom_of_the_dead
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_lost_legions
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_mock_the_king
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_more_jargon
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_neferatas_spawn
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_reap_for_djaf
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_return_of_the_necromancer
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_rumours_and_lies
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_seek_knowledge
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_strangers_in_a_strange_land
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_the_grand_commission
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_the_lineage_of_thutep
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_war_of_the_kings
PRIEST_NERUTEP	wh2_dlc09_vortex_narrative_tmb_without_interference
CLAN_ELDERS	wh2_dlc09_vortex_tmb_khatep_the_liche_staff_1
CLAN_ELDERS	wh2_dlc09_vortex_tmb_khatep_the_liche_staff_2
CLAN_ELDERS	wh2_dlc09_vortex_tmb_khatep_the_liche_staff_3
CLAN_ELDERS	wh2_dlc10_alarielle_shieldstone_of_isha_1
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_hellebron
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_malekith
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_morathi
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_peace_1
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_peace_2
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_peace_3
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_peace_dark_elf_1
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_peace_dark_elf_2
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_peace_dark_elf_3
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_war_1
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_war_2
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_war_3
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_war_dark_elf_1
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_war_dark_elf_2
CLAN_ELDERS	wh2_dlc10_alith_anar_assassination_war_dark_elf_3
CLAN_ELDERS	wh2_dlc10_def_hellebron_amulet_of_dark_fire_stage_1
CLAN_ELDERS	wh2_dlc10_def_hellebron_deathsword_and_the_cursed_blade_stage_1
CLAN_ELDERS	wh2_dlc10_def_hellebron_deathsword_and_the_cursed_blade_stage_2
CLAN_ELDERS	wh2_dlc10_def_hellebron_deathsword_and_the_cursed_blade_stage_3
CLAN_ELDERS	wh2_dlc10_def_hellebron_deathsword_and_the_cursed_blade_stage_4
CLAN_ELDERS	wh2_dlc10_great_vortex_def_hellebron_amulet_of_dark_fire_stage_1
CLAN_ELDERS	wh2_dlc10_great_vortex_def_hellebron_deathsword_and_the_cursed_blade_stage_1
CLAN_ELDERS	wh2_dlc10_great_vortex_def_hellebron_deathsword_and_the_cursed_blade_stage_2
CLAN_ELDERS	wh2_dlc10_great_vortex_def_hellebron_deathsword_and_the_cursed_blade_stage_3
CLAN_ELDERS	wh2_dlc10_great_vortex_def_hellebron_deathsword_and_the_cursed_blade_stage_4
CLAN_ELDERS	wh2_dlc10_great_vortex_hef_alarielle_star_of_avelorn_stage_1
CLAN_ELDERS	wh2_dlc10_great_vortex_hef_alarielle_star_of_avelorn_stage_2
CLAN_ELDERS	wh2_dlc10_great_vortex_hef_alarielle_star_of_avelorn_stage_3
CLAN_ELDERS	wh2_dlc10_great_vortex_hef_alarielle_star_of_avelorn_stage_4
CLAN_ELDERS	wh2_dlc10_great_vortex_hef_alarielle_star_of_avelorn_stage_5
CLAN_ELDERS	wh2_dlc10_great_vortex_hef_alith_anar_the_moonbow_stage_1
CLAN_ELDERS	wh2_dlc10_great_vortex_hef_alith_anar_the_moonbow_stage_2
CLAN_ELDERS	wh2_dlc10_great_vortex_hef_alith_anar_the_moonbow_stage_3
CLAN_ELDERS	wh2_dlc10_great_vortex_hef_alith_anar_the_moonbow_stage_4
CLAN_ELDERS	wh2_dlc10_great_vortex_hef_alith_anar_the_shadow_crown
CLAN_ELDERS	wh2_dlc10_hef_alarielle_star_of_avelorn_stage_1
CLAN_ELDERS	wh2_dlc10_hef_alarielle_star_of_avelorn_stage_2
CLAN_ELDERS	wh2_dlc10_hef_alarielle_star_of_avelorn_stage_3
CLAN_ELDERS	wh2_dlc10_hef_alarielle_star_of_avelorn_stage_4
CLAN_ELDERS	wh2_dlc10_hef_alarielle_star_of_avelorn_stage_5
CLAN_ELDERS	wh2_dlc10_hef_alith_anar_the_moonbow_stage_1
CLAN_ELDERS	wh2_dlc10_hef_alith_anar_the_moonbow_stage_2
CLAN_ELDERS	wh2_dlc10_hef_alith_anar_the_moonbow_stage_3
CLAN_ELDERS	wh2_dlc10_hef_alith_anar_the_moonbow_stage_4
CLAN_ELDERS	wh2_dlc10_hef_alith_anar_the_shadow_crown
CLAN_ELDERS	wh2_dlc10_incident_alarielle_start_ap_bonus
CLAN_ELDERS	wh2_dlc10_monster_hunt_10_stage_1
CLAN_ELDERS	wh2_dlc10_monster_hunt_10_stage_3_a
CLAN_ELDERS	wh2_dlc10_monster_hunt_10_stage_3_b
CLAN_ELDERS	wh2_dlc10_monster_hunt_10_stage_4
CLAN_ELDERS	wh2_dlc10_monster_hunt_10_stage_4_mpc
CLAN_ELDERS	wh2_dlc10_monster_hunt_11_stage_1
CLAN_ELDERS	wh2_dlc10_monster_hunt_11_stage_2
CLAN_ELDERS	wh2_dlc10_monster_hunt_11_stage_3
CLAN_ELDERS	wh2_dlc10_monster_hunt_11_stage_3_mpc
CLAN_ELDERS	wh2_dlc10_monster_hunt_8_stage_1
CLAN_ELDERS	wh2_dlc10_monster_hunt_8_stage_3a_1
CLAN_ELDERS	wh2_dlc10_monster_hunt_8_stage_4
CLAN_ELDERS	wh2_dlc10_monster_hunt_8_stage_4_mpc
CLAN_ELDERS	wh2_dlc10_monster_hunt_9_stage_1
CLAN_ELDERS	wh2_dlc10_monster_hunt_9_stage_3
CLAN_ELDERS	wh2_dlc10_monster_hunt_9_stage_4
CLAN_ELDERS	wh2_dlc10_monster_hunt_9_stage_4_mpc
CLAN_ELDERS	wh2_dlc10_qb_nor_monster_hunt_10
CLAN_ELDERS	wh2_dlc10_qb_nor_monster_hunt_11
CLAN_ELDERS	wh2_dlc10_qb_nor_monster_hunt_8
CLAN_ELDERS	wh2_dlc10_qb_nor_monster_hunt_9
CLAN_ELDERS	wh2_dlc10_vortex_alarielle_shieldstone_of_isha_1
CLAN_ELDERS	wh2_dlc11_cst_aranessa_krakens_bane_stage_1
CLAN_ELDERS	wh2_dlc11_cst_aranessa_krakens_bane_stage_2
CLAN_ELDERS	wh2_dlc11_cst_aranessa_krakens_bane_stage_3
CLAN_ELDERS	wh2_dlc11_cst_aranessa_krakens_bane_stage_4
CLAN_ELDERS	wh2_dlc11_cst_aranessa_krakens_bane_stage_5
CLAN_ELDERS	wh2_dlc11_cst_cylostra_shifting_isles_bretonnia
CLAN_ELDERS	wh2_dlc11_cst_cylostra_shifting_isles_high_elf
CLAN_ELDERS	wh2_dlc11_cst_cylostra_the_bordeleaux_flabellum_stage_1
CLAN_ELDERS	wh2_dlc11_cst_cylostra_the_bordeleaux_flabellum_stage_2
CLAN_ELDERS	wh2_dlc11_cst_cylostra_the_bordeleaux_flabellum_stage_3
CLAN_ELDERS	wh2_dlc11_cst_cylostra_the_bordeleaux_flabellum_stage_5a
CLAN_ELDERS	wh2_dlc11_cst_cylostra_the_bordeleaux_flabellum_stage_5b
CLAN_ELDERS	wh2_dlc11_cst_dilemma_ocean_of_opportunities_0
CLAN_ELDERS	wh2_dlc11_cst_dilemma_ocean_of_opportunities_1
CLAN_ELDERS	wh2_dlc11_cst_dilemma_ocean_of_opportunities_2
CLAN_ELDERS	wh2_dlc11_cst_dilemma_ocean_of_opportunities_3
CLAN_ELDERS	wh2_dlc11_cst_final_battle
CLAN_ELDERS	wh2_dlc11_cst_final_battle_aranessa
CLAN_ELDERS	wh2_dlc11_cst_final_battle_cylostra
CLAN_ELDERS	wh2_dlc11_cst_final_battle_grand_campaign
CLAN_ELDERS	wh2_dlc11_cst_final_battle_grand_campaign_aranessa
CLAN_ELDERS	wh2_dlc11_cst_final_battle_grand_campaign_cylostra
CLAN_ELDERS	wh2_dlc11_cst_final_battle_grand_campaign_noctilus
CLAN_ELDERS	wh2_dlc11_cst_final_battle_noctilus
CLAN_ELDERS	wh2_dlc11_cst_harkon_quest_for_slann_gold_stage_1
CLAN_ELDERS	wh2_dlc11_cst_harkon_quest_for_slann_gold_stage_2
CLAN_ELDERS	wh2_dlc11_cst_harkon_quest_for_slann_gold_stage_3
CLAN_ELDERS	wh2_dlc11_cst_harkon_quest_for_slann_gold_stage_4
CLAN_ELDERS	wh2_dlc11_cst_noctilus_captain_roths_moondial_stage_1
CLAN_ELDERS	wh2_dlc11_cst_noctilus_captain_roths_moondial_stage_2
CLAN_ELDERS	wh2_dlc11_cst_noctilus_captain_roths_moondial_stage_3
CLAN_ELDERS	wh2_dlc11_cst_noctilus_captain_roths_moondial_stage_4
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_1_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_2_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_3_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_4_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_5_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_6_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_7_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_8_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_me_1_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_me_2_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_me_3_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_me_4_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_me_5_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_me_6_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_me_7_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_animal_treasure_me_8_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_10_level_1
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_1_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_2_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_3_level_2
CLAN_ELDERS	wh2_dlc11_cst_treasure_map_island_treasure_4_level_1
