unit_sets_tables	1
key	use_unit_exp_level_range	min_unit_exp_level_inclusive	max_unit_exp_level_inclusive
hef_eagle_chariot_reavers_rank7	true	7	9
hef_eagles	false	-1	-1
hef_loremaster	false	-1	-1
hef_mages	false	-1	-1
hef_phoenix	false	-1	-1
hef_phoenixguard	false	-1	-1
hef_reavers	false	-1	-1
hef_seaguard	false	-1	-1
hef_shadow_warriors	false	-1	-1
hef_shadow_warriors_rank7	true	7	9
hef_silverhelms	false	-1	-1
hef_sisters_of_avelorn	false	-1	-1
hef_sisters_of_avelorn_rank7	true	7	9
hef_spear_silver_swordmaster_lions_rank7	true	7	9
hef_spearmen	false	-1	-1
hef_spearmen_archers_silverhelms	false	-1	-1
hef_swordmasters	false	-1	-1
hef_whitelions	false	-1	-1
heroes	false	-1	-1
imperial_pegasus	false	-1	-1
infantry_monstrous	false	-1	-1
infantry_units	false	-1	-1
infantry_units_melee	false	-1	-1
infantry_units_missile	false	-1	-1
infantry_units_spears	false	-1	-1
lords	false	-1	-1
lzd_all	false	-1	-1
lzd_ancient_stegadon_mounts	false	-1	-1
lzd_astromancy_stance_guerilla_units	false	-1	-1
lzd_bastilidon	false	-1	-1
lzd_beasts	false	-1	-1
lzd_beasts_rank7	true	7	9
lzd_carnosaur	false	-1	-1
lzd_cold_one_mount	false	-1	-1
lzd_coldones	false	-1	-1
lzd_dinos	false	-1	-1
lzd_kroq_gar_mounted	false	-1	-1
lzd_kroxigor	false	-1	-1
lzd_saurus	false	-1	-1
lzd_saurus_coldones	false	-1	-1
lzd_saurus_templeg_rank7	true	7	9
lzd_skink_kroxigor_rank7	true	7	9
lzd_skinks	false	-1	-1
lzd_stegadon	false	-1	-1
lzd_templeguard	false	-1	-1
lzd_terradon	false	-1	-1
lzd_terradon_coldones_rank7	true	7	9
manticore	false	-1	-1
melee_units	false	-1	-1
missile_units	false	-1	-1
monsters	false	-1	-1
naval_all	false	-1	-1
naval_units_artillery	false	-1	-1
naval_units_assault	false	-1	-1
naval_units_support	false	-1	-1
skv_all	false	-1	-1
skv_artillery	false	-1	-1
skv_artillery_warmachines_rank7	true	7	9
skv_clanrats	false	-1	-1
skv_clanrats_slaves_stormvermin_rank7	true	7	9
skv_deathrunners	false	-1	-1
skv_deathrunners_rank7	true	7	9
skv_doomwheel	false	-1	-1
skv_gutterrunners	false	-1	-1
skv_hellpit_abomination	false	-1	-1
skv_infantry	false	-1	-1
skv_melee_infantry_rank7	true	7	9
skv_nightrunners	false	-1	-1
skv_plague_all	false	-1	-1
skv_plagueclaw	false	-1	-1
skv_plaguemonks	false	-1	-1
skv_plaguemonks_rank7	true	7	9
skv_ranged_infantry_weaponteams_rank7	true	7	9
skv_ratogres	false	-1	-1
skv_ratogres_hellpit_rank7	true	7	9
skv_runners_rank7	true	7	9
skv_slaves	false	-1	-1
skv_stormvermin	false	-1	-1
skv_stormvermin_clanrats	false	-1	-1
skv_warpstone_units	false	-1	-1
skv_weaponteams	false	-1	-1
skv_weaponteams_rank7	true	7	9
units_with_hp_regen	false	-1	-1
vmp_agents	false	-1	-1
vmp_all	false	-1	-1
vmp_bats	false	-1	-1
vmp_beasts	false	-1	-1
vmp_blood_knights	false	-1	-1
vmp_bound_spirits	false	-1	-1
vmp_characters	false	-1	-1
vmp_chariots	false	-1	-1
vmp_corpses	false	-1	-1
vmp_dlc04_all_characters	false	-1	-1
vmp_dlc04_corpse_carts	false	-1	-1
vmp_dlc04_corpse_carts_mortis_engine	false	-1	-1
vmp_ghouls	false	-1	-1
vmp_graveguard	false	-1	-1
vmp_horrors	false	-1	-1
vmp_necromancers	false	-1	-1
vmp_ror	false	-1	-1
vmp_skeletal_cav	false	-1	-1
vmp_skeletal_inf	false	-1	-1
vmp_terrorgheist	false	-1	-1
vmp_unit_bat_swarms	false	-1	-1
vmp_unit_black_coach	false	-1	-1
vmp_unit_black_knights_0	false	-1	-1
vmp_unit_black_knights_1	false	-1	-1
vmp_unit_cairn_wraiths	false	-1	-1
vmp_unit_corpse_cart_1	false	-1	-1
vmp_unit_corpse_cart_2	false	-1	-1
vmp_unit_crypt_ghouls	false	-1	-1
vmp_unit_crypt_horrors	false	-1	-1
vmp_unit_dire_wolves	false	-1	-1
vmp_unit_fell_bats	false	-1	-1
vmp_unit_graveguard_0	false	-1	-1
vmp_unit_graveguard_1	false	-1	-1
vmp_unit_hexwraiths	false	-1	-1
vmp_unit_mortis_engine_0	false	-1	-1
vmp_unit_skeletons_0	false	-1	-1
vmp_unit_skeletons_1	false	-1	-1
vmp_unit_terrorgheist	false	-1	-1
vmp_unit_vargheist	false	-1	-1
vmp_unit_varghulf	false	-1	-1
vmp_unit_zombies	false	-1	-1
vmp_vargheists	false	-1	-1
vmp_varghulfs	false	-1	-1
vmp_wolves	false	-1	-1
vmp_wraiths	false	-1	-1
vmp_zombies	false	-1	-1
war_beasts	false	-1	-1
war_machines	false	-1	-1
wef_dlc05_animals	false	-1	-1
wef_dlc05_dryads	false	-1	-1
wef_dlc05_elf_treeking_units	false	-1	-1
wef_dlc05_eternal_guard	false	-1	-1
wef_dlc05_glade_guard	false	-1	-1
wef_dlc05_glade_riders	false	-1	-1
wef_dlc05_great_eagles	false	-1	-1
wef_dlc05_hawk_riders	false	-1	-1
wef_dlc05_spellsingers	false	-1	-1
wef_dlc05_treemen	false	-1	-1
wef_dlc05_trees	false	-1	-1
wef_dlc05_wardancers	false	-1	-1
wef_dlc05_waystalkers	false	-1	-1
wef_dlc05_waywatchers	false	-1	-1
wef_dlc05_wild_riders	false	-1	-1
wef_dlc05_wildwood_rangers	false	-1	-1
wef_dlc05_wood_elf_branchwraiths	false	-1	-1
wef_dlc05_wood_elf_cavalry	false	-1	-1
wef_dlc05_wood_elf_dragon	false	-1	-1
wef_dlc05_wood_elf_elf_units	false	-1	-1
wef_dlc05_wood_elf_elite_elven_units	false	-1	-1
wef_dlc05_wood_elf_elite_treekin_units	false	-1	-1
wef_dlc05_wood_elf_infantry	false	-1	-1
wef_dlc05_wood_elf_missile_units	false	-1	-1
wef_dlc05_wood_elf_sisters_thorn	false	-1	-1
wh2_def_beasts_witchelf_rank7	true	7	9
wh2_def_blackguard_executioner_coldones_rank7	true	7	9
wh2_def_corsairs_shades_riders_rank7	true	7	9
wh2_def_death_hag_and_witch_elf	false	-1	-1
wh2_def_dreadlords	false	-1	-1
wh2_def_khaine_units	false	-1	-1
wh2_def_lzd_cold_ones	false	-1	-1
wh2_def_militia_boltthrower_rank7	true	7	9
wh2_dlc09_tmb_all_archer_units	false	-1	-1
wh2_dlc09_tmb_all_horse_driven_units	false	-1	-1
wh2_dlc09_tmb_all_melee_infantry	false	-1	-1
wh2_dlc09_tmb_all_skeleton	false	-1	-1
wh2_dlc09_tmb_all_strctural_units	false	-1	-1
wh2_dlc09_tmb_art_casket_of_souls_0	false	-1	-1
wh2_dlc09_tmb_art_screaming_skull_catapult_0	false	-1	-1
wh2_dlc09_tmb_carrion_scorpion	false	-1	-1
wh2_dlc09_tmb_casket_of_souls	false	-1	-1
wh2_dlc09_tmb_catapult	false	-1	-1
wh2_dlc09_tmb_cav_hexwraiths	false	-1	-1
wh2_dlc09_tmb_cav_necropolis_knights_0	false	-1	-1
wh2_dlc09_tmb_cav_necropolis_knights_1	false	-1	-1
wh2_dlc09_tmb_cav_necropolis_knights_ror	false	-1	-1
wh2_dlc09_tmb_cav_nehekhara_horsemen_0	false	-1	-1
wh2_dlc09_tmb_cav_nehekhara_horsemen_ror	false	-1	-1
wh2_dlc09_tmb_cav_skeleton_horsemen_0	false	-1	-1
wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0	false	-1	-1
wh2_dlc09_tmb_characters	false	-1	-1
wh2_dlc09_tmb_chariots	false	-1	-1
wh2_dlc09_tmb_crafted_units	false	-1	-1
wh2_dlc09_tmb_horsemen	false	-1	-1
wh2_dlc09_tmb_inf_crypt_ghouls	false	-1	-1
wh2_dlc09_tmb_inf_nehekhara_warriors_0	false	-1	-1
wh2_dlc09_tmb_inf_nehekhara_warriors_ror	false	-1	-1
wh2_dlc09_tmb_inf_skeleton_archer_and_ushabti_archer	false	-1	-1
wh2_dlc09_tmb_inf_skeleton_archers_0	false	-1	-1
wh2_dlc09_tmb_inf_skeleton_archers_ror	false	-1	-1
wh2_dlc09_tmb_inf_skeleton_spearmen_0	false	-1	-1
wh2_dlc09_tmb_inf_skeleton_spearmen_ror	false	-1	-1
wh2_dlc09_tmb_inf_skeleton_warriors_0	false	-1	-1
wh2_dlc09_tmb_inf_tomb_guard_0	false	-1	-1
wh2_dlc09_tmb_inf_tomb_guard_1	false	-1	-1
wh2_dlc09_tmb_inf_tomb_guard_ror	false	-1	-1
wh2_dlc09_tmb_mon_carrion_0	false	-1	-1
wh2_dlc09_tmb_mon_carrion_ror	false	-1	-1
wh2_dlc09_tmb_mon_dire_wolves	false	-1	-1
wh2_dlc09_tmb_mon_fell_bats	false	-1	-1
wh2_dlc09_tmb_mon_heirotitan_0	false	-1	-1
wh2_dlc09_tmb_mon_necrosphinx_0	false	-1	-1
wh2_dlc09_tmb_mon_necrosphinx_ror	false	-1	-1
wh2_dlc09_tmb_mon_sepulchral_stalkers_0	false	-1	-1
wh2_dlc09_tmb_mon_sepulchral_stalkers_ror	false	-1	-1
wh2_dlc09_tmb_mon_tomb_scorpion_0	false	-1	-1
wh2_dlc09_tmb_mon_ushabti_0	false	-1	-1
wh2_dlc09_tmb_mon_ushabti_1	false	-1	-1
wh2_dlc09_tmb_mon_ushabti_ror	false	-1	-1
wh2_dlc09_tmb_necropolis_knights	false	-1	-1
wh2_dlc09_tmb_necrosphinx	false	-1	-1
wh2_dlc09_tmb_scorpion_no_ror	false	-1	-1
wh2_dlc09_tmb_sepulchral_stalkers	false	-1	-1
wh2_dlc09_tmb_skeleton_archer	false	-1	-1
wh2_dlc09_tmb_skeleton_melee_infantry	false	-1	-1
wh2_dlc09_tmb_speculchral_necropolis	false	-1	-1
wh2_dlc09_tmb_speculchral_necropolis_no_ror	false	-1	-1
wh2_dlc09_tmb_sphinx_all	false	-1	-1
wh2_dlc09_tmb_stalker_necropolis_knight	false	-1	-1
wh2_dlc09_tmb_titan_sphinx	false	-1	-1
wh2_dlc09_tmb_tomb_guard	false	-1	-1
wh2_dlc09_tmb_tomb_guards_chariots	false	-1	-1
wh2_dlc09_tmb_tomb_prince_chariot	false	-1	-1
wh2_dlc09_tmb_tomb_prince_foot	false	-1	-1
wh2_dlc09_tmb_tomb_prince_steed	false	-1	-1
wh2_dlc09_tmb_ushabti	false	-1	-1
wh2_dlc09_tmb_ushabti_no_ror	false	-1	-1
wh2_dlc09_tmb_veh_khemrian_warsphinx_0	false	-1	-1
wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	false	-1	-1
wh2_dlc09_tmb_veh_skeleton_chariot_0	false	-1	-1
wh2_dlc09_tmb_vet_all_archer	true	7	9
wh2_dlc09_tmb_vet_all_cav	true	7	9
wh2_dlc09_tmb_vet_all_infantry	true	7	9
wh2_dlc09_tmb_vet_all_monster	true	7	9
wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0	false	-1	-1
wh2_dlc10_def_cav_raven_heralds_ror_0	false	-1	-1
wh2_dlc10_def_cav_slaanesh_harvesters_ror_0	false	-1	-1
wh2_dlc10_def_cha_hellebron	false	-1	-1
wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	false	-1	-1
wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	false	-1	-1
wh2_dlc10_def_inf_the_bolt_fiends_ror_0	false	-1	-1
wh2_dlc10_def_inf_the_hellebronai_ror_0	false	-1	-1
wh2_dlc10_def_innate_skill_crone_hellebron	false	-1	-1
wh2_dlc10_def_mon_chill_of_sontar_ror_0	false	-1	-1
wh2_dlc10_def_witch_elves_death_hags	false	-1	-1
wh2_dlc10_hef_all_ranged	false	-1	-1
wh2_dlc10_hef_cav_the_fireborn_ror_0	false	-1	-1
wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0	false	-1	-1
wh2_dlc10_hef_handmaiden	false	-1	-1
wh2_dlc10_hef_handmaiden_and_sisters	false	-1	-1
wh2_dlc10_hef_inf_dryads_0	false	-1	-1
wh2_dlc10_hef_inf_everqueens_court_guards_ror_0	false	-1	-1
wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0	false	-1	-1
wh2_dlc10_hef_inf_shadow_walkers	false	-1	-1
wh2_dlc10_hef_inf_the_grey_ror_0	false	-1	-1
wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0	false	-1	-1
wh2_dlc10_hef_inf_the_silverpelts_ror_0	false	-1	-1
wh2_dlc10_hef_inf_the_storm_riders_ror_0	false	-1	-1
wh2_dlc11_cst_all_infantry	false	-1	-1
wh2_dlc11_cst_all_large_units	false	-1	-1
wh2_dlc11_cst_all_monster_ultility	false	-1	-1
wh2_dlc11_cst_all_monsters	false	-1	-1
wh2_dlc11_cst_all_ranged	false	-1	-1
wh2_dlc11_cst_all_single_monster	false	-1	-1
wh2_dlc11_cst_animated_hulk_mournguls	false	-1	-1
wh2_dlc11_cst_army_chain_giant_monster	false	7	9
wh2_dlc11_cst_army_chain_set_infantry	false	7	9
wh2_dlc11_cst_army_chain_set_monster	false	7	9
wh2_dlc11_cst_army_chain_set_ranged	false	7	9
wh2_dlc11_cst_art_carronade	false	-1	-1
wh2_dlc11_cst_art_mortar	false	-1	-1
wh2_dlc11_cst_art_queen_bess	false	-1	-1
wh2_dlc11_cst_cav_deck_droppers_0	false	-1	-1
wh2_dlc11_cst_cav_deck_droppers_1	false	-1	-1
wh2_dlc11_cst_cav_deck_droppers_2	false	-1	-1
wh2_dlc11_cst_cha_aranessa_0	false	-1	-1
wh2_dlc11_cst_cha_cylostra_direfin_0	false	-1	-1
wh2_dlc11_cst_cha_luthor_harkon_0	false	-1	-1
wh2_dlc11_cst_cha_mourngul_0	false	-1	-1
wh2_dlc11_cst_cha_vampire_fleet_admiral	false	-1	-1
wh2_dlc11_cst_cha_vampire_fleet_admiral_female	false	-1	-1
wh2_dlc11_cst_cha_vampire_fleet_captain_0	false	-1	-1
wh2_dlc11_cst_deck_droppers	false	-1	-1
wh2_dlc11_cst_deckhands_depth_guard	false	-1	-1
wh2_dlc11_cst_depth_guard	false	-1	-1
wh2_dlc11_cst_fell_bats	false	-1	-1
wh2_dlc11_cst_gunnery_mobs	false	-1	-1
wh2_dlc11_cst_gunnery_mobs_deck_gunner_promethean_gunnery_mobs	false	-1	-1
wh2_dlc11_cst_inf_all_zombie_deckhands_mobs	false	-1	-1
wh2_dlc11_cst_inf_count_noctilus_0	false	-1	-1
wh2_dlc11_cst_inf_deck_gunners_0	false	-1	-1
wh2_dlc11_cst_inf_depth_guard_0	false	-1	-1
wh2_dlc11_cst_inf_depth_guard_1	false	-1	-1
wh2_dlc11_cst_inf_depth_guard_ror_0	false	-1	-1
wh2_dlc11_cst_inf_sartosa_free_company_0	false	-1	-1
wh2_dlc11_cst_inf_sartosa_militia_0	false	-1	-1
wh2_dlc11_cst_inf_syreens	false	-1	-1
wh2_dlc11_cst_inf_zombie_deckhands_mob_0	false	-1	-1
wh2_dlc11_cst_inf_zombie_deckhands_mob_1	false	-1	-1
wh2_dlc11_cst_inf_zombie_deckhands_mob_ror_0	false	-1	-1
wh2_dlc11_cst_inf_zombie_gunnery_mob_0	false	-1	-1
wh2_dlc11_cst_inf_zombie_gunnery_mob_1	false	-1	-1
wh2_dlc11_cst_inf_zombie_gunnery_mob_2	false	-1	-1
wh2_dlc11_cst_inf_zombie_gunnery_mob_3	false	-1	-1
wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	false	-1	-1
wh2_dlc11_cst_infantry_melee	false	-1	-1
wh2_dlc11_cst_infantry_ranged	false	-1	-1
wh2_dlc11_cst_mon_animated_hulks_0	false	-1	-1
wh2_dlc11_cst_mon_bloated_corpse_0	false	-1	-1
wh2_dlc11_cst_mon_mournguls_0	false	-1	-1
wh2_dlc11_cst_mon_necrofex_colossus_0	false	-1	-1
wh2_dlc11_cst_mon_rotting_leviathan	false	-1	-1
wh2_dlc11_cst_mon_rotting_leviathan_0	false	-1	-1
wh2_dlc11_cst_mon_rotting_prometheans	false	-1	-1
wh2_dlc11_cst_mon_rotting_prometheans_0	false	-1	-1
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_0	false	-1	-1
wh2_dlc11_cst_mon_rotting_prometheans_gunnery_mob_ror_0	false	-1	-1
wh2_dlc11_cst_mon_rotting_prometheans_summoned_0	false	-1	-1
wh2_dlc11_cst_mon_scurvy_dogs	false	-1	-1
wh2_dlc11_cst_mon_terrorgheist	false	-1	-1
wh2_dlc11_cst_mortar_carronade_queen_bess	false	-1	-1
wh2_dlc11_cst_necrofex_colossus	false	-1	-1
wh2_dlc11_cst_prometheans_leviathon_colossus	false	-1	-1
wh2_dlc11_cst_rite_vanguard_monsters	false	-1	-1
wh2_dlc11_cst_syreen_mournguls	false	-1	-1
wh2_dlc11_cst_tech_infantry_core	false	-1	-1
wh2_dlc11_cst_tech_missile_core	false	-1	-1
wh2_dlc11_cst_terrorgheist_scurvy_dogs_syreen	false	-1	-1
wh2_dlc11_vmp_all_skeleton_zombie_melee_infantry	false	-1	-1
wh2_dlc11_vmp_black_knights_fell_bats_dire_wolves	false	-1	-1
wh2_dlc11_vmp_cairn_wraith_hex_wraith	false	-1	-1
wh2_dlc11_vmp_corspe_cart_mortis_engine_black_coach	false	-1	-1
wh2_dlc11_vmp_crypt_horrors_vargheist_terrorgheist_varghulf	false	-1	-1
wh2_dlc11_vmp_dire_wolves_fell_bats	false	-1	-1
wh2_dlc11_vmp_grave_guard_blood_knights	false	-1	-1
wh2_dlc11_vmp_sylvanian_missile_units	false	-1	-1
wh2_dlc11_vmp_vets_all_knights_corpse_cart_mortis_engine_black_coach_hexwraiths	true	7	9
wh2_dlc11_vmp_vets_crypt_horrors_ghouls_dire_wolves_varghulfs	true	7	9
wh2_dlc11_vmp_vets_fell_bats_vargheists_terrorgheists	true	7	9
wh2_dlc11_vmp_vets_zombies_skeletons_grave_guard_cairn_wraiths	true	7	9
wh2_dlc11_vmp_zombies_skeletons_ghouls	false	-1	-1
wh2_hef_hef_phoenix	false	-1	-1
wh2_main_def_cha_sorceress_dark_0	false	-1	-1
wh2_main_def_death_hag_0	false	-1	-1
wh2_main_emp_basic_empire_knight	false	-1	-1
wh2_main_hef_cha_mage_high_0	false	-1	-1
wh2_main_hef_moranions_wayshard	false	-1	-1
wh2_main_lzd_blessed_units	false	-1	-1
wh2_main_lzd_cav_cold_one_spearriders_blessed_0	false	-1	-1
wh2_main_lzd_cav_horned_ones_blessed_0	false	-1	-1
wh2_main_lzd_cav_terradon_riders_blessed_1	false	-1	-1
