character_traits_tables	2
key	no_going_back_level	hidden	precedence	icon	ui_priority	pre_battle_speech_parameter
wh2_main_trait_defeated_karl_franz	1	false	1	human	1	
wh2_main_trait_defeated_khazrak_one_eye	1	false	1	beastmen	1	
wh2_main_trait_defeated_kholek_suneater	1	false	1	chaos	1	
wh2_main_trait_defeated_kroq_gar	1	false	1	lizardmen	1	
wh2_main_trait_defeated_lord_mazdamundi	1	false	1	lizardmen	1	
wh2_main_trait_defeated_lord_strolk	1	false	1	skaven	1	
wh2_main_trait_defeated_louen_leoncouer	1	false	1	bretonnia	1	
wh2_main_trait_defeated_malagor_the_dark_omen	1	false	1	beastmen	1	
wh2_main_trait_defeated_malekith	1	false	1	dark_elves	1	
wh2_main_trait_defeated_mannfred_von_carstein	1	false	1	vampire_counts	1	
wh2_main_trait_defeated_morathi	1	false	1	dark_elves	1	
wh2_main_trait_defeated_morghur_the_shadowgave	1	false	1	beastmen	1	
wh2_main_trait_defeated_orion	1	false	1	wood_elf	1	
wh2_main_trait_defeated_prince_sigvald	1	false	1	chaos	1	
wh2_main_trait_defeated_queen_headtaker	1	false	1	skaven	1	
wh2_main_trait_defeated_skarsnik	1	false	1	greenskin	1	
wh2_main_trait_defeated_teclis	1	false	1	high_elves	1	
wh2_main_trait_defeated_thorgrim_grudgebearer	1	false	1	dwarf	1	
wh2_main_trait_defeated_tyrion	1	false	1	high_elves	1	
wh2_main_trait_defeated_ungrim_ironfist	1	false	1	dwarf	1	
wh2_main_trait_defeated_vlad_von_carstein	1	false	1	vampire_counts	1	
wh2_main_trait_defeated_volkmar_the_grim	1	false	1	human	1	
wh2_main_trait_defeated_wurzzag	1	false	1	greenskin	1	
wh2_main_trait_defeats	1	false	1	trait_bad	-1	
wh2_main_trait_defeats_against_beastmen	1	false	1	beastmen	-1	
wh2_main_trait_defeats_against_chaos	1	false	1	chaos	-1	
wh2_main_trait_defeats_against_dark_elves	1	false	1	dark_elves	-1	
wh2_main_trait_defeats_against_dwarfs	1	false	1	dwarf	-1	
wh2_main_trait_defeats_against_greenskins	1	false	1	greenskin	-1	
wh2_main_trait_defeats_against_high_elves	1	false	1	high_elves	-1	
wh2_main_trait_defeats_against_humans	1	false	1	human	-1	
wh2_main_trait_defeats_against_lizardmen	1	false	1	lizardmen	-1	
wh2_main_trait_defeats_against_skaven	1	false	1	skaven	-1	
wh2_main_trait_defeats_against_tomb_kings	1	false	1	tomb_kings	-1	
wh2_main_trait_defeats_against_vampire_coast	1	false	1	vampire_coast	-1	
wh2_main_trait_defeats_against_vampires	1	false	1	vampire_counts	-1	
wh2_main_trait_defeats_against_wood_elves	1	false	1	wood_elf	-1	
wh2_main_trait_defeats_at_sea	1	false	1	trait_bad	-1	
wh2_main_trait_defending_defeat	1	false	1	trait_bad	-1	
wh2_main_trait_defending_victory	1	false	1	trait_good	1	
wh2_main_trait_exploring	1	false	1	trait_good	1	
wh2_main_trait_far_from_capital	1	false	1	trait_good	1	
wh2_main_trait_fighter	1	false	1	trait_good	1	
wh2_main_trait_general_status_all_cursed	1	false	1	trait_bad	-1	
wh2_main_trait_lazy	1	false	1	trait_bad	-1	
wh2_main_trait_lone_wolf	1	false	1	trait_good	1	
wh2_main_trait_non_corrupted	1	false	1	trait_good	0	
wh2_main_trait_pacifist	1	false	1	trait_bad	-1	
wh2_main_trait_post_battle_execute	1	false	1	trait_good	1	
wh2_main_trait_post_battle_ransom	1	false	1	trait_good	1	
wh2_main_trait_public_order	1	false	1	trait_good	1	
wh2_main_trait_razing	1	false	1	trait_good	1	
wh2_main_trait_reinforcing	1	false	1	trait_good	1	
wh2_main_trait_reinforcing_beastmen	1	false	1	beastmen	1	
wh2_main_trait_reinforcing_chaos	1	false	1	chaos	1	
wh2_main_trait_reinforcing_dark_elves	1	false	1	dark_elves	1	
wh2_main_trait_reinforcing_dwarfs	1	false	1	dwarf	1	
wh2_main_trait_reinforcing_greenskins	1	false	1	greenskin	1	
wh2_main_trait_reinforcing_high_elves	1	false	1	high_elves	1	
wh2_main_trait_reinforcing_humans	1	false	1	human	1	
wh2_main_trait_reinforcing_lizardmen	1	false	1	lizardmen	1	
wh2_main_trait_reinforcing_skaven	1	false	1	skaven	1	
wh2_main_trait_reinforcing_tomb_kings	1	false	1	tomb_kings	1	
wh2_main_trait_reinforcing_vampire_coast	1	false	1	vampire_coast	1	
wh2_main_trait_reinforcing_vampires	1	false	1	vampire_counts	1	
wh2_main_trait_reinforcing_wood_elves	1	false	1	wood_elf	1	
wh2_main_trait_routed	1	false	1	trait_bad	-1	
wh2_main_trait_ruler_personality_kroq_gar_ancient_spawn	1	false	1	lizardmen	0	
wh2_main_trait_ruler_personality_malekith_witch_king	1	false	1	dark_elves	0	
wh2_main_trait_ruler_personality_morathi_dark_manipulator	1	false	1	dark_elves	0	
wh2_main_trait_ruler_personality_queek_hates_dwarfs_greenskins	1	false	1	skaven	0	
wh2_main_trait_ruler_personality_tiranoc_chariots	1	false	1	high_elves	1	
wh2_main_trait_ruler_personality_tyrion_no_politician	1	false	1	high_elves	0	
wh2_main_trait_sacking	1	false	1	trait_good	1	
wh2_main_trait_sea_legs	1	false	1	trait_good	1	
wh2_main_trait_siege_defeat	1	false	1	trait_bad	-1	
wh2_main_trait_siege_victory	1	false	1	trait_good	1	
wh2_main_trait_skv_badly_mutated	1	false	1	skaven	1	
wh2_main_trait_skv_boom_master	1	false	1	skaven	1	
wh2_main_trait_skv_flayed_tail	1	false	1	skaven	1	
wh2_main_trait_skv_musk_of_the_overlord	1	false	1	skaven	1	
wh2_main_trait_skv_one_eye	1	false	1	skaven	1	
wh2_main_trait_slaver	1	false	1	trait_good	1	
wh2_main_trait_stance_ambushing	1	false	1	trait_good	1	
wh2_main_trait_stance_astromancy	1	false	1	trait_good	1	
wh2_main_trait_stance_channeling	1	false	1	trait_good	1	
wh2_main_trait_stance_forced_march	1	false	1	trait_good	1	
wh2_main_trait_stance_raiding	1	false	1	trait_good	1	
wh2_main_trait_stance_recruiting	1	false	1	trait_good	1	
wh2_main_trait_stance_stalking	1	false	1	trait_good	1	
wh2_main_trait_stance_tunneling	1	false	1	trait_good	1	
wh2_main_trait_wins	1	false	1	trait_good	1	
wh2_main_trait_wins_against_beastmen	1	false	1	beastmen	1	
wh2_main_trait_wins_against_chaos	1	false	1	chaos	1	
wh2_main_trait_wins_against_dark_elves	1	false	1	dark_elves	1	
wh2_main_trait_wins_against_dwarfs	1	false	1	dwarf	1	
wh2_main_trait_wins_against_greenskins	1	false	1	greenskin	1	
wh2_main_trait_wins_against_high_elves	1	false	1	high_elves	1	
wh2_main_trait_wins_against_humans	1	false	1	human	1	
wh2_main_trait_wins_against_lizardmen	1	false	1	lizardmen	1	
wh2_main_trait_wins_against_rogue_armies	1	false	1	trait_good	1	
wh2_main_trait_wins_against_skaven	1	false	1	skaven	1	
wh2_main_trait_wins_against_tomb_kings	1	false	1	tomb_kings	1	
wh2_main_trait_wins_against_vampire_coast	1	false	1	vampire_coast	1	
wh2_main_trait_wins_against_vampires	1	false	1	vampire_counts	1	
wh2_main_trait_wins_against_wood_elves	1	false	1	wood_elf	1	
wh2_main_trait_wins_at_sea	1	false	1	trait_good	1	
wh2_main_trait_wounded	1	false	1	trait_good	1	
wh_dlc03_trait_name_dummy_the_dark_omen	1	true	99	personality	0	
wh_dlc03_trait_name_dummy_the_one_eye	1	true	99	personality	0	
wh_dlc03_trait_name_dummy_todbringer	1	true	99	personality	0	
wh_dlc04_trait_name_dummy_ghorst	1	true	99	personality	0	
wh_dlc04_trait_name_dummy_the_grim	1	true	99	personality	0	
wh_dlc05_trait_name_dummy_morghur	1	true	99	personality	0	
wh_dlc06_clan_angrund_ancestor_master_engineer	1	false	1	dwarf	0	
wh_dlc06_clan_angrund_ancestor_runesmith	1	false	1	dwarf	0	
wh_dlc06_clan_angrund_ancestor_thane	1	false	1	dwarf	0	
wh_dlc06_clan_angrund_ancestor_thane_other	1	false	1	dwarf	0	
wh_dlc06_trait_name_dummy_da_great_green_prophet	1	true	99	personality	0	
wh_dlc06_trait_name_dummy_ironhammer	1	true	99	personality	0	
wh_dlc06_wurrzag_anti_trait	1	true	50	personality	0	
wh_dlc07_trait_brt_lord_bad_abducter	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_attacker	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_coward	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_defeat	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_defender	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_kingslayer	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_lazy	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_perverted	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_raider	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_renegade	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_sacking	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_scared_of_beastmen	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_scared_of_chaos	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_scared_of_greenskins	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_scared_of_vampires	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_sieging	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_traitor	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_bad_villain	1	false	2	chivalry_negative	-1	
wh_dlc07_trait_brt_lord_good_attacker	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_beastmen	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_chaos	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_defeated_archaon	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_defeated_grimgor	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_defeated_khazrak	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_defeated_manfred	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_defender	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_executing	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_far_from_capital	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_farming	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_greenskins	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_industry	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_knightly	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_lone_wolf	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_peasants	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_praying	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_public_order	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_reinforcing	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_sieging	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_vampires	1	false	1	chivalry_positive	1	
wh_dlc07_trait_brt_lord_good_victory	1	false	1	chivalry_positive	1	
wh_dlc08_trait_defeated_throgg	1	false	1	norsca	1	
wh_dlc08_trait_defeated_wulfrik	1	false	1	norsca	1	
wh_main_trait_all_personality_all_hates_dwarfs	1	false	1	dwarf	0	
wh_main_trait_all_personality_all_hates_greenskins	1	false	1	greenskin	0	
wh_main_trait_dummy_title_emperor	1	true	99	personality	0	
wh_main_trait_general_personality_vmp_black_arts	1	false	1	vampire_counts	0	
wh_main_trait_general_personality_vmp_dark_acolyte	1	false	1	vampire_counts	0	
wh_main_trait_general_personality_vmp_summon_creatures	1	false	1	vampire_counts	0	
wh_main_trait_name_dummy_blank	1	true	99	personality	0	
wh_main_trait_name_dummy_de_bordeleaux	1	true	99	personality	0	
wh_main_trait_name_dummy_franz	1	true	99	personality	0	
wh_main_trait_name_dummy_gelt	1	true	99	personality	0	
wh_main_trait_name_dummy_grudgebearer	1	true	99	personality	0	
wh_main_trait_name_dummy_ironfist	1	true	99	personality	0	
wh_main_trait_name_dummy_ironhide	1	true	99	personality	0	
wh_main_trait_name_dummy_kemmler	1	true	99	personality	0	
wh_main_trait_name_dummy_leoncoeur	1	true	99	personality	0	
wh_main_trait_name_dummy_suneater	1	true	99	personality	0	
wh_main_trait_name_dummy_the_ever-watcher	1	true	99	personality	0	
wh_main_trait_name_dummy_the_everchosen	1	true	99	personality	0	
wh_main_trait_name_dummy_the_magnificent	1	true	99	personality	0	
wh_main_trait_name_dummy_the_slaughterer	1	true	99	personality	0	
wh_main_trait_name_dummy_von_carstein	1	true	99	personality	0	
wh_main_trait_supreme_patriarch	1	false	1	personality	0	
wh_trait_dlc04_helman_not_shown	1	true	1	personality	0	
wh_trait_dlc04_vlad_vanguard_not_shown	1	true	1	personality	0	
