battles_tables	13
key	type	is_naval	specification	screenshot_path	map_path	team_size_1	team_size_2	release	multiplayer	singleplayer	intro_movie	year	defender_funds_ratio	has_key_buildings	matchmaking	playable_area_width	playable_area_height	is_large_settlement	has_15m_walls	is_underground	catchment_name	tile_upgrade	battle_environment	battle_environment_audio
def_desert_lakes_infield_a_3	classic	false	terrain/battles/def_desert_lakes_infield_a/	UI/Frontend UI/battle_map_images/ironsand_desert.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_def_desert_02.environment	dark_elves_desert
def_desert_plains_infield_a_4	classic	false	terrain/battles/def_desert_plains_infield_a/	UI/Frontend UI/battle_map_images/oasis_of_false_hope.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_04		weather/battle/wh_def_desert_02.environment	dark_elves_desert
def_desert_ravine_infield_a_1_ambush	ambush	false	terrain/battles/def_desert_ravine_infield_a/	UI/Frontend UI/battle_map_images/the_abyss.png		1	1	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_def_desert_01.environment	dark_elves_desert
def_desert_ravine_infield_a_2	classic	false	terrain/battles/def_desert_ravine_infield_a/	UI/Frontend UI/battle_map_images/womp_rat_gulch.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_def_desert_03.environment	dark_elves_desert
def_forest_infield_a_3	classic	false	terrain/battles/def_forest_infield_a/	UI/Frontend UI/battle_map_images/the_black_forests.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_def_03.environment	dark_elves_hills
def_hills_infield_a_4_ambush	ambush	false	terrain/battles/def_hills_infield_a/	UI/Frontend UI/battle_map_images/shadow_wood.png		1	1	true	true	true		0	0	false	false	0	0	false	false	false	catchment_04		weather/battle/wh_def_01.environment	dark_elves_hills
def_mtn_pass_infield_a_1	classic	false	terrain/battles/def_mtn_pass_infield_a/	UI/Frontend UI/battle_map_images/iron_mountain_pass.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_def_norsca_01.environment	dark_elves_cold
def_mtn_pass_infield_a_2_ambush	ambush	false	terrain/battles/def_mtn_pass_infield_a/	UI/Frontend UI/battle_map_images/ice_rock_gorge.png		1	1	true	true	true		0	0	false	false	0	0	false	false	false	catchment_02		weather/battle/wh_def_norsca_03.environment	dark_elves_cold
def_mtn_pass_infield_a_3	classic	false	terrain/battles/def_mtn_pass_infield_a/	UI/Frontend UI/battle_map_images/spite_reach_pass.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_def_norsca_02.environment	dark_elves_volcanic
def_nor_coast_infield_a_1	classic	false	terrain/battles/def_nor_coast_infield_a/	UI/Frontend UI/battle_map_images/shagrath_strand.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_norsca_snowy_coast.environment	dark_elves_cold
def_nor_forest_infield_a_3	classic	false	terrain/battles/def_nor_forest_infield_a/	UI/Frontend UI/battle_map_images/deadwood.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_def_norsca_02.environment	dark_elves_cold
def_nor_ravine_infield_a_1	classic	false	terrain/battles/def_nor_ravine_infield_a/	UI/Frontend UI/battle_map_images/the_crack_of_karkan.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_def_norsca_03.environment	dark_elves_cold
def_nor_river_infield_a_3	classic	false	terrain/battles/def_nor_river_infield_a/	UI/Frontend UI/battle_map_images/the_chill_flow.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_def_norsca_03.environment	dark_elves_cold
def_pet_forest_infield_a_3	classic	false	terrain/battles/def_pet_forest_infield_a/	UI/Frontend UI/battle_map_images/the_ember_glades.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_def_pet_01.environment	dark_elves_volcanic
def_pet_hills_infield_a_3	classic	false	terrain/battles/def_pet_hills_infield_a/	UI/Frontend UI/battle_map_images/rackdo_ridge.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_def_pet_03.environment	dark_elves_volcanic
def_pet_ravine_infield_a_2	classic	false	terrain/battles/def_pet_ravine_infield_a/	UI/Frontend UI/battle_map_images/doom_reach.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_def_pet_02.environment	dark_elves_volcanic
def_pet_ravine_infield_a_4	classic	false	terrain/battles/def_pet_ravine_infield_a/	UI/Frontend UI/battle_map_images/the_ash_plains.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_04		weather/battle/wh_def_pet_01.environment	dark_elves_volcanic
def_plains_infield_a_4	classic	false	terrain/battles/def_plains_infield_a/	UI/Frontend UI/battle_map_images/doom_gate.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_04		weather/battle/wh_def_01.environment	dark_elves_hills
def_plains_infield_a_5	classic	false	terrain/battles/def_plains_infield_a/	UI/Frontend UI/battle_map_images/glooming_wood.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false	catchment_05		weather/battle/wh_def_02.environment	dark_elves_hills
def_ravine_infield_a_1	classic	false	terrain/battles/def_ravine_infield_a/	UI/Frontend UI/battle_map_images/wyvern_lake.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_def_01.environment	dark_elves_hills
def_river_infield_a_2	classic	false	terrain/battles/def_river_infield_a/	UI/Frontend UI/battle_map_images/sulphur_river.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_def_03.environment	dark_elves_marsh
def_swamps_infield_a_1	classic	false	terrain/battles/def_swamps_infield_a/	UI/Frontend UI/battle_map_images/the_broken_land.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_def_swamp_01.environment	dark_elves_marsh
lzd_coast_infield_a_1	classic	false	terrain/battles/lzd_coast_infield_a/	UI/Frontend UI/battle_map_images/the_golden_colossus.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false	catchment_01		weather/battle/wh_lzd_02.environment	lizardmen_mountain
lzd_coast_infield_a_2	classic	false	terrain/battles/lzd_coast_infield_a/	UI/Frontend UI/battle_map_images/the_golden_colossus.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_lzd_02.environment	lizardmen_mountain
lzd_coast_infield_a_3	classic	false	terrain/battles/lzd_coast_infield_a/	UI/Frontend UI/battle_map_images/the_golden_colossus.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false	catchment_03		weather/battle/wh_lzd_02.environment	lizardmen_mountain
lzd_coast_infield_a_5	classic	false	terrain/battles/lzd_coast_infield_a/	UI/Frontend UI/battle_map_images/the_golden_colossus.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false	catchment_05		weather/battle/wh_lzd_02.environment	lizardmen_mountain
lzd_lakes_infield_a_2	classic	false	terrain/battles/lzd_lakes_infield_a/	UI/Frontend UI/battle_map_images/temple_of_huanchi.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_lzd_01.environment	lizardmen_swamp
lzd_lakes_infield_a_4_ambush	ambush	false	terrain/battles/lzd_lakes_infield_a/	UI/Frontend UI/battle_map_images/lake_incatol.png		1	1	true	true	true		0	0	false	false	0	0	false	false	false	catchment_04		weather/battle/wh_lzd_04.environment	lizardmen_swamp
lzd_lakes_infield_a_5	classic	false	terrain/battles/lzd_lakes_infield_a/	UI/Frontend UI/battle_map_images/xuhua_lake.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_05		weather/battle/wh_lzd_05.environment	lizardmen_mountain
lzd_plains_infield_a_1	classic	false	terrain/battles/lzd_plains_infield_a/	UI/Frontend UI/battle_map_images/toothgrass_hill.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false	catchment_01		weather/battle/wh_lzd_05.environment	lizardmen_jungle
lzd_plains_infield_a_2	classic	false	terrain/battles/lzd_plains_infield_a/	UI/Frontend UI/battle_map_images/toothgrass_hill.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false	catchment_02		weather/battle/wh_lzd_05.environment	lizardmen_jungle
lzd_plains_infield_a_3	classic	false	terrain/battles/lzd_plains_infield_a/	UI/Frontend UI/battle_map_images/toothgrass_hill.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_lzd_05.environment	lizardmen_jungle
lzd_plains_infield_a_4	classic	false	terrain/battles/lzd_plains_infield_a/	UI/Frontend UI/battle_map_images/culchan_plains.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_04		weather/battle/wh_lzd_06.environment	lizardmen_mountain
lzd_plains_infield_a_5	classic	false	terrain/battles/lzd_plains_infield_a/	UI/Frontend UI/battle_map_images/toothgrass_hill.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false	catchment_05		weather/battle/wh_lzd_05.environment	lizardmen_jungle
lzd_plains_infield_a_6	classic	false	terrain/battles/lzd_plains_infield_a/	UI/Frontend UI/battle_map_images/toothgrass_hill.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false	catchment_06		weather/battle/wh_lzd_05.environment	lizardmen_jungle
lzd_river_infield_a_1_ambush	ambush	false	terrain/battles/lzd_river_infield_a/	UI/Frontend UI/battle_map_images/quittax.png		1	1	true	true	true		0	0	false	false	0	0	false	false	false	catchment_01		weather/battle/wh_lzd_07.environment	lizardmen_jungle
lzd_river_infield_a_2	classic	false	terrain/battles/lzd_river_infield_a/	UI/Frontend UI/battle_map_images/river_amaxon.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_lzd_01.environment	lizardmen_jungle
lzd_swamp_infield_a_2	classic	false	terrain/battles/lzd_swamp_infield_a/	UI/Frontend UI/battle_map_images/the_reeking_mire.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_lzd_07.environment	lizardmen_swamp
lzd_swamp_infield_a_3	classic	false	terrain/battles/lzd_swamp_infield_a/	UI/Frontend UI/battle_map_images/aymara_swamps.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_lzd_01.environment	lizardmen_swamp
ult_hills_infield_a_3	classic	false	terrain/battles/ult_hills_infield_a/	UI/Frontend UI/battle_map_images/everale_ridge.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_ult_05.environment	high_elves_hills
ult_lakes_infield_a_2	classic	false	terrain/battles/ult_lakes_infield_a/	UI/Frontend UI/battle_map_images/athel_tamarha.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_ult_05.environment	high_elves_hills
ult_lakes_infield_a_3	classic	false	terrain/battles/ult_lakes_infield_a/	UI/Frontend UI/battle_map_images/mirror_woods.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_ult_01.environment	high_elves_hills
ult_mtn_pass_infield_a_2	classic	false	terrain/battles/ult_mtn_pass_infield_a/	UI/Frontend UI/battle_map_images/tor_gard.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false	catchment_02		weather/battle/wh_ult_01.environment	high_elves_hills
ult_plains_infield_a_3	classic	false	terrain/battles/ult_plains_infield_a/	UI/Frontend UI/battle_map_images/shimmersward.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_ult_03.environment	high_elves_hills
ult_plains_infield_a_4	classic	false	terrain/battles/ult_plains_infield_a/	UI/Frontend UI/battle_map_images/summersong.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_04		weather/battle/wh_ult_04.environment	high_elves_hills
ult_river_infield_a_2	classic	false	terrain/battles/ult_river_infield_a/	UI/Frontend UI/battle_map_images/river_vilu.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false	catchment_02		weather/battle/wh_ult_02.environment	high_elves_hills
wh2_dlc09_siege_city_b_tmb	siege	false	terrain\battles\city_b_tmb\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_black_tower_of_arkhan_siege.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:tmb	weather/battle/wh_tmb_01.environment	tomb_kings_desert
wh2_dlc09_siege_city_d_tmb	siege	false	terrain\battles\city_d_tmb\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_numas.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:tmb	weather/battle/wh_tmb_01.environment	tomb_kings_desert
wh2_dlc09_siege_city_f_tmb	siege	false	terrain\battles\city_f_tmb\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_ka_sabar.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:tmb	weather/battle/wh_tmb_02.environment	tomb_kings_desert
wh2_dlc09_siege_city_h_tmb	siege	false	terrain\battles\city_h_tmb\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_lahmia.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:tmb	weather/battle/wh_tmb_03.environment	tomb_kings_desert
wh2_dlc09_siege_city_p_tmb	siege	false	terrain\battles\city_p_tmb\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_khemri.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:tmb	weather/battle/wh_tmb_04.environment	tomb_kings_desert
wh2_dlc09_siege_city_q_tmb	siege	false	terrain\battles\city_q_tmb\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_lybaras.png		4	4	true	true	true		0	0.7	false	false	0	0	false	true	false		faction:tmb	weather/battle/wh_tmb_05.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_01_01	classic	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_tomb_of_the_shifting_sands.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_tmb_06.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_01_02	classic	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_vulture_ridge.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_tmb_02.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_01_03	classic	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_lost_crater.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_tmb_03.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_01_04	classic	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_valley_of_thieves.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false	catchment_04		weather/battle/wh_tmb_04.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_01_04_ambush	ambush	false	terrain\battles\tmb_desert_infield_01\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_valley_of_thieves.png		1	1	true	true	true		0	0	false	false	0	0	false	false	false	catchment_04		weather/battle/wh_tmb_05.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_02_01	classic	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_deserts_bounty.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false	catchment_01		weather/battle/wh_tmb_01.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_02_01_ambush	ambush	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_deserts_bounty.png		1	1	true	true	true		0	0	false	false	0	0	false	false	false	catchment_01		weather/battle/wh_tmb_01.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_02_02	classic	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_ash_plains.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false	catchment_02		weather/battle/wh_tmb_02.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_02_03	classic	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_mortis_wastes.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_03		weather/battle/wh_tmb_03.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_02_04	classic	false	terrain\battles\tmb_desert_infield_02\	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_spice_dunes.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_04		weather/battle/wh_tmb_04.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_03_01	classic	false	terrain/battles/tmb_desert_infield_03/	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_plains_of_the_dead.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_01		weather/battle/wh_tmb_05.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_03_02	classic	false	terrain/battles/tmb_desert_infield_03/	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_plateau_of_the_dead.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false	catchment_02		weather/battle/wh_tmb_06.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_04_01	classic	false	terrain/battles/tmb_desert_infield_04/	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_bitter_dunes.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false	catchment_01		weather/battle/wh_tmb_07.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_04_02	classic	false	terrain/battles/tmb_desert_infield_04/	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_the_silver_plains.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false	catchment_02		weather/battle/wh_tmb_02.environment	tomb_kings_desert
wh2_dlc09_tmb_desert_infield_04_03	classic	false	terrain/battles/tmb_desert_infield_04/	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_city_of_bones.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false	catchment_03		weather/battle/wh_tmb_03.environment	tomb_kings_desert
wh2_dlc09_unfortified_tmb_a	unfortified_settlement	false	terrain/battles/unfortified_tmb_a/	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_city_of_the_mighty_flame.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_tmb_03.environment	tomb_kings_desert
wh2_dlc09_unfortified_tmb_b	unfortified_settlement	false	terrain/battles/unfortified_tmb_b/	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_palace_of_the_golden_skull.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_tmb_04.environment	tomb_kings_desert
wh2_dlc09_unfortified_tmb_c	unfortified_settlement	false	terrain/battles/unfortified_tmb_c/	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_unfortified_city_c.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_tmb_05.environment	tomb_kings_desert
wh2_dlc09_unfortified_tmb_d	unfortified_settlement	false	terrain/battles/unfortified_tmb_d/	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_unfortified_city_d.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_tmb_06.environment	tomb_kings_desert
wh2_dlc09_unfortified_tmb_e	unfortified_settlement	false	terrain/battles/unfortified_tmb_e/	UI/Frontend UI/battle_map_images/wh2_dlc09_tmb_unfortified_city_e.png		4	4	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_tmb_07.environment	tomb_kings_desert
wh2_dlc10_qb_alarielle_star_of_avelorn	classic	false	terrain\battles\qb_wh2_dlc10_star_of_avelorn\	UI/Frontend UI/battle_map_images/star_of_avelorn.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_star_of_avelorn.environment	dlc10_high_elves_qb_star_of_avelorn
wh2_dlc10_qb_alith_anar_the_moon_bow	classic	false	terrain\battles\qb_wh2_the_moon_bow\	UI/Frontend UI/battle_map_images/the_moon_bow.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_moon_bow.environment	dlc10_dark_elves_qb_the_moonbow
wh2_dlc10_shadow_forest	underground_intercept	false	terrain\battles\wh2_dlc10_shadow_forest\	ui/frontend ui/battle_map_images/shadow_realm.png		1	1	true	true	true		0	0	false	false	0	0	false	false	true			weather/battle/wh_shadow_pass.environment	dlc10_high_elves_qb_shadow_realm
wh2_dlc11_cst_island_1	classic	false	terrain/battles/cst_island_1/	UI/Frontend UI/battle_map_images/the_glass_isles_grassy.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_cst_island_circle_01.environment	dlc11_coast_desert_island
wh2_dlc11_cst_island_1_desert	classic	false	terrain/battles/cst_island_1_desert/	UI/Frontend UI/battle_map_images/the_glass_isles_desert.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_cst_island_pit.environment	dlc11_coast_desert_island
wh2_dlc11_cst_island_1_rocky	classic	false	terrain/battles/cst_island_1_rocky/	UI/Frontend UI/battle_map_images/the_maruka_isles.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false			weather/battle/wh_cst_island_circle_01_rocky.environment	dlc11_coast_rocky_island
wh2_dlc11_cst_island_1_snowy	classic	false	terrain/battles/cst_island_1_snowy/	UI/Frontend UI/battle_map_images/the_glass_isles_snowy.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_skjold.environment	dlc11_coast_snowy_island
wh2_dlc11_cst_island_2	classic	false	terrain/battles/cst_island_2/	UI/Frontend UI/battle_map_images/ironfrost_isles_desert.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_cst_island_pit.environment	dlc11_coast_desert_island
wh2_dlc11_cst_island_2_grassy	classic	false	terrain/battles/cst_island_2_grass/	UI/Frontend UI/battle_map_images/ironfrost_isles_grassy.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_cst_island_pit_grass.environment	dlc11_coast_desert_island
wh2_dlc11_cst_island_2_rocky	classic	false	terrain/battles/cst_island_2_rocky/	UI/Frontend UI/battle_map_images/ironfrost_isles_rocky.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_cst_island_pit_rocky.environment	dlc11_coast_rocky_island
wh2_dlc11_cst_island_2_snowy	classic	false	terrain/battles/cst_island_2_snowy/	UI/Frontend UI/battle_map_images/the_marthenil_archipelago.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false			weather/battle/wh_cst_island_pit_snowy.environment	dlc11_coast_snowy_island
wh2_dlc11_cst_island_3	classic	false	terrain/battles/cst_island_3/	UI/Frontend UI/battle_map_images/the_dragon_isles_grassy.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_cst_island_yi.environment	dlc11_coast_desert_island
wh2_dlc11_cst_island_3_desert	classic	false	terrain/battles/cst_island_3_desert/	UI/Frontend UI/battle_map_images/the_dragon_isles.png		4	4	true	true	true		0	0	false	true	0	0	false	false	false			weather/battle/wh_cst_island_yi_desert.environment	dlc11_coast_desert_island
wh2_dlc11_cst_island_3_rocky	classic	false	terrain/battles/cst_island_3_rocky/	UI/Frontend UI/battle_map_images/the_dragon_isles_rocky.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_cst_island_yi_rocky.environment	dlc11_coast_rocky_island
wh2_dlc11_cst_island_3_snowy	classic	false	terrain/battles/cst_island_3_snowy/	UI/Frontend UI/battle_map_images/the_dragon_isles_snowy.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_cst_island_yi_snow.environment	dlc11_coast_snowy_island
wh2_dlc11_cst_island_3_tombking	classic	false	terrain\battles\cst_island_3_desert_tomb\	UI/Frontend UI/battle_map_images/the_dragon_isles_tomb.png		4	4	false	true	true		0	0	false	false	0	0	false	false	false			weather/battle/wh_cst_island_yi_desert_tomb.environment	tomb_kings_desert
wh2_dlc11_cst_island_galleons_graveyard_0	classic	false	terrain/battles/cst_island_galleons_graveyard/	UI/Frontend UI/battle_map_images/the_galleons_graveyard_03.png		2	2	true	true	true		0	0	false	false	0	0	false	false	false	catchment_01		weather/battle/wh_galleons_grave_01.environment	dlc11_coast_galleons_graveyard
wh2_dlc11_cst_island_galleons_graveyard_1	classic	false	terrain/battles/cst_island_galleons_graveyard/	UI/Frontend UI/battle_map_images/the_galleons_graveyard_02.png		2	2	false	true	true		0	0	false	false	0	0	false	false	false	catchment_02		weather/battle/wh_galleons_grave_01.environment	dlc11_coast_galleons_graveyard
