audio_metadata_tags_tables	8
key	sound_event_battle_start	sound_event_battle_stop	sound_event_campaign_start	sound_event_campaign_stop	limitation_scale	entity_type_switch	melee_hit_category	melee_hit_type_override	rtpc_1_name	rtpc_1_assignment	rtpc_2_name	rtpc_2_assignment	scaled_sound_upsize	scaled_max_delay	scaled_sound_next	requires_cinematic	max_probability	min_probability	is_vocalisation	play_at_bone	play_at_position	play_at_base	require_ground_type_limited	require_ground_type	require_armour_type	require_melee_weapon_type	require_shield_type	triggers_blood	is_tracked	require_reverb	require_obstruction	can_play_under_splice	ignore_if_headless	play_on_looping_sound	cinematic_only	doppler_rtpc_name	flip_direction	blood_enabled_only	use_limitation_type_override	limitation_type_override	culling_distance_override	ignore_alpha_check	override_vo
Bodyfall_Heavy_Dragon_Large	Battle_Individual_bodyfall_Heavy_Dragon_Large		Campaign_Individual_bodyfall_Heavy_Dragon_Large		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Dragon_Ogre	Battle_Individual_Bodyfall_Heavy_Dragon_Ogre		Campaign_Individual_Bodyfall_Heavy_Dragon_Orge		0.5	Generic_Entity_Type_Bodyfall_Dragon_Ogre							0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Dragon_Small	Battle_Individual_bodyfall_Heavy_Dragon_Small		Campaign_Individual_bodyfall_Heavy_Dragon_Small		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Dryad	Battle_Individual_Bodyfall_Heavy_Dryad		Campaign_Individual_Bodyfall_Heavy_Dryad		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Fell_Bat	Battle_Individual_Bodyfall_Heavy_Fell_Bat		Campaign_Individual_Bodyfall_Heavy_Fell_Bat		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Fimir	Battle_Individual_Bodyfall_Heavy_Fimir				0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Giant	Battle_Individual_bodyfall_Heavy_Giant		Campaign_Individual_bodyfall_Heavy_Giant		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Gor	Battle_Individual_Bodyfall_Heavy_Gor		Campaign_Individual_Bodyfall_Heavy_Gor		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Gorebeast	Battle_Individual_Bodyfall_Heavy_Gorebeast		Campaign_Individual_Bodyfall_Heavy_Gorebeast		0.5								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Griffin	Battle_Individual_bodyfall_Heavy_Griffin		Campaign_Individual_bodyfall_Heavy_Griffin		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Hell_Pit_Abomination	Battle_Individual_Bodyfall_Heavy_Hell_Pit_Abomination_Large		Campaign_Individual_Bodyfall_Hell_Pit_Abomination_Large		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Hippogryph	Battle_Individual_bodyfall_Heavy_Hippogryph		Campaign_Individual_bodyfall_Heavy_Hippogryph		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Horse	Battle_Individual_bodyfall_Heavy_Horse		Campaign_Individual_bodyfall_Heavy_Horse		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Humanoid	Battle_Individual_bodyfall_Heavy_Humanoid		Campaign_Individual_bodyfall_Heavy_Humanoid		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Hybrid_Creature	Battle_Individual_Bodyfall_Heavy_Hybrid_Creature		Campaign_Individual_Bodyfall_Heavy_Hybrid_Creature		0.5	Generic_Entity_Type_Bodyfall_Hybrid_Creature							0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Kroxigor	Battle_Individual_Bodyfall_Heavy_Kroxigor		Campaign_Individual_Bodyfall_Heavy_Kroxigor		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Lord_Mazdamundi	Battle_Individual_Bodyfall_Heavy_Lord_Mazdamundi		Campaign_Individual_Bodyfall_Heavy_Lord_Mazdamundi		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Lord_Of_Change	Battle_Individual_Bodyfall_Heavy_Lord_Of_Change		Campaign_Individual_Bodyfall_Heavy_Lord_Of_Change		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Mammoth	Battle_Individual_Bodyfall_Heavy_Lord_Of_Change		Campaign_Individual_Bodyfall_Heavy_Mammoth		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Manticore	Battle_Individual_bodyfall_Heavy_Manticore		Campaign_Individual_bodyfall_Heavy_Manticore		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Medium_Bird	Battle_Individual_Bodyfall_Heavy_Medium_Bird		Campaign_Individual_Bodyfall_Heavy_Medium_Bird		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Minotaur	Battle_Individual_Bodyfall_Heavy_Minotaur		Campaign_Individual_Bodyfall_Heavy_Minotaur		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Mourngul	Battle_Individual_Bodyfall_Heavy_Mourngul		Campaign_Individual_Bodyfall_Heavy_Mourngul		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Necro_Serpent	Battle_Individual_Bodyfall_Heavy_Necro_Serpent				0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Orion	Battle_Individual_Bodyfall_Heavy_Orion		Campaign_Individual_Bodyfall_Heavy_Orion		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Rat_Ogre	Battle_Individual_Bodyfall_Heavy_Rat_Ogre		Campaign_Individual_Bodyfall_Heavy_Rat_Ogre		0.5								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Salamander	Battle_Individual_Bodyfall_Heavy_Salamander				0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Saurus	Battle_Individual_Bodyfall_Heavy_Saurus		Campaign_Individual_Bodyfall_Heavy_Saurus		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Skarsnik_Goblin	Battle_Individual_Bodyfall_Heavy_Skarsnik_Goblin		Campaign_Individual_Bodyfall_Heavy_Skarsnik_Goblin		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Skarsnik_Squig	Battle_Individual_Bodyfall_Heavy_Skarsnik_Squig		Campaign_Individual_Bodyfall_Heavy_Skarsnik_Squig		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Skaven	Battle_Individual_Bodyfall_Heavy_Skaven		Campaign_Individual_Bodyfall_Heavy_Skaven		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Skinks	Battle_Individual_Bodyfall_Heavy_Skinks		Campaign_Individual_Bodyfall_Heavy_Skinks		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Spider_Large	Battle_Individual_bodyfall_Heavy_Spider_Large		Campaign_Individual_bodyfall_Heavy_Spider_Large		0.5								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Spider_Small	Battle_Individual_bodyfall_Heavy_Spider_Small		Campaign_Individual_bodyfall_Heavy_Spider_Small		0.5								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Squig	Battle_Individual_Bodyfall_Heavy_Squig		Campaign_Individual_Bodyfall_Heavy_Squig		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Stag	Battle_Individual_Bodyfall_Heavy_Stag		Campaign_Individual_Bodyfall_Heavy_Stag		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Stegadon	Battle_Individual_Bodyfall_Heavy_Carnosaur				0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Terradon	Battle_Individual_Bodyfall_Heavy_Terradon				0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Treemen	Battle_Individual_Bodyfall_Heavy_Treemen		Campaign_Individual_Bodyfall_Heavy_Treemen		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Troll	Battle_Individual_bodyfall_Heavy_Troll		Campaign_Individual_bodyfall_Heavy_Troll		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Ungor	Battle_Individual_Bodyfall_Heavy_Ungor		Campaign_Individual_Bodyfall_Heavy_Ungor		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Heavy_Var_Creatures	Battle_Individual_bodyfall_Heavy_Var_Creatures		Campaign_Individual_bodyfall_Heavy_Var_Creatures		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Landing_Impact_Creature_Extra_Large	Battle_Individual_Bodyfall_Landing_Impact_Creature_Extra_Large		Campaign_Individual_Bodyfall_Landing_Impact_Creature_Extra_Large		1								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Landing_Impact_Creature_Huge	Battle_Individual_Bodyfall_Landing_Impact_Creature_Huge		Campaign_Individual_Bodyfall_Landing_Impact_Creature_Huge		1								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Landing_Impact_Creature_Large	Battle_Individual_Bodyfall_Landing_Impact_Creature_Large		Campaign_Individual_Bodyfall_Landing_Impact_Creature_Large		1								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Landing_Impact_Creature_Medium	Battle_Individual_Bodyfall_Landing_Impact_Creature_Medium		Campaign_Individual_Bodyfall_Landing_Impact_Creature_Medium		0.6								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Boar	Battle_Individual_bodyfall_Light_Boar		Campaign_Individual_bodyfall_Light_Boar		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Carnosaur	Battle_Individual_Bodyfall_Light_Carnosaur				0.5								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Centigor	Battle_Individual_Bodyfall_Light_Centigor		Campaign_Individual_Bodyfall_Light_Centigor		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Cold_One	Battle_Individual_bodyfall_Light_Boar		Campaign_Individual_bodyfall_Light_Boar		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Crypt_Ghoul	Battle_Individual_bodyfall_Light_Crypt_Ghoul		Campaign_Individual_bodyfall_Light_Crypt_Ghoul		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Crypt_Horror	Battle_Individual_bodyfall_Light_Crypt_Horror		Campaign_Individual_bodyfall_Light_Crypt_Horror		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Cygor	Battle_Individual_Bodyfall_Light_Cygor		Campaign_Individual_Bodyfall_Light_Cygor		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Dire_Wolves	Battle_Individual_bodyfall_Light_Dire_Wolves		Campaign_Individual_bodyfall_Light_Dire_Wolves		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Dragon_Large	Battle_Individual_bodyfall_Light_Dragon_Large		Campaign_Individual_bodyfall_Light_Dragon_Large		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Dragon_Ogre	Battle_Individual_Bodyfall_Light_Dragon_Ogre		Campaign_Individual_Bodyfall_Light_Dragon_Orge		0.5	Generic_Entity_Type_Bodyfall_Dragon_Ogre							0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Dragon_Small	Battle_Individual_bodyfall_Light_Dragon_Small		Campaign_Individual_bodyfall_Light_Dragon_Small		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Dryad	Battle_Individual_Bodyfall_Light_Dryad		Campaign_Individual_Bodyfall_Light_Dryad		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Fell_Bat	Battle_Individual_Bodyfall_Light_Fell_Bat		Campaign_Individual_Bodyfall_Light_Fell_Bat		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Fimir	Battle_Individual_Bodyfall_Light_Fimir				0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Giant	Battle_Individual_bodyfall_Light_Giant		Campaign_Individual_bodyfall_Light_Giant		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Gor	Battle_Individual_Bodyfall_Light_Gor		Campaign_Individual_Bodyfall_Light_Gor		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Gorebeast	Battle_Individual_Bodyfall_Light_Gorebeast		Campaign_Individual_Bodyfall_Light_Gorebeast		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Griffin	Battle_Individual_bodyfall_Light_Griffin		Campaign_Individual_bodyfall_Light_Griffin		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Hell_Pit_Abomination	Battle_Individual_Bodyfall_Light_Hell_Pit_Abomination		Campaign_Individual_Bodyfall_Hell_Pit_Abomination_light		0.5								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Hippogryph	Battle_Individual_bodyfall_Light_Hippogryph		Campaign_Individual_bodyfall_Light_Hippogryph		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Horse	Battle_Individual_bodyfall_Light_Horse		Campaign_Individual_bodyfall_Light_Horse		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Humanoid	Battle_Individual_bodyfall_Light_Humanoid		Campaign_Individual_bodyfall_Light_Humanoid		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Hybrid_Creature	Battle_Individual_Bodyfall_Light_Hybrid_Creature		Campaign_Individual_Bodyfall_Light_Hybrid_Creature		0.5	Generic_Entity_Type_Bodyfall_Hybrid_Creature							0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Kroxigor	Battle_Individual_Bodyfall_Light_Kroxigor		Campaign_Individual_Bodyfall_Light_Kroxigor		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Lord_Mazdamundi	Battle_Individual_Bodyfall_Light_Lord_Mazdamundi		Campaign_Individual_Bodyfall_Light_Lord_Mazdamundi		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Lord_Of_Change	Battle_Individual_Bodyfall_Light_Lord_Of_Change		Campaign_Individual_Bodyfall_Light_Lord_Of_Change		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Mammoth	Battle_Individual_Bodyfall_Light_Lord_Of_Change		Campaign_Individual_Bodyfall_Light_Mammoth		0.5								0	0		false	100	100	false	true	false	false	true	false	true	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Manticore	Battle_Individual_bodyfall_Light_Manticore		Campaign_Individual_bodyfall_Light_Manticore		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Medium_Bird	Battle_Individual_Bodyfall_Light_Medium_Bird		Campaign_Individual_Bodyfall_Light_Medium_Bird		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Minotaur	Battle_Individual_Bodyfall_Light_Minotaur		Campaign_Individual_Bodyfall_Light_Minotaur		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Necro_Serpent	Battle_Individual_Bodyfall_Light_Necro_Serpent				0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Orion	Battle_Individual_Bodyfall_Light_Orion		Campaign_Individual_Bodyfall_Light_Orion		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Rat_Ogre	Battle_Individual_Bodyfall_Light_Rat_Ogre		Campaign_Individual_Bodyfall_Light_Rat_Ogre		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Salamander	Battle_Individual_Bodyfall_Light_Salamander				0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Saurus	Battle_Individual_Bodyfall_Light_Saurus		Campaign_Individual_Bodyfall_Light_Saurus		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Skarsnik_Goblin	Battle_Individual_Bodyfall_Light_Skarsnik_Goblin		Campaign_Individual_Bodyfall_Light_Skarsnik_Goblin		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Skarsnik_Squig	Battle_Individual_Bodyfall_Light_Skarsnik_Squig		Campaign_Individual_Bodyfall_Light_Skarsnik_Squig		0.5								0	0		false	100	100	false	false	false	true	true	false	false	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Skaven	Battle_Individual_Bodyfall_Light_Skaven		Campaign_Individual_Bodyfall_Light_Skaven		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Skinks	Battle_Individual_Bodyfall_Light_Skinks		Campaign_Individual_Bodyfall_Light_Skinks		0.5								0	0		false	100	100	false	false	false	true	true	false	true	false	false	false	true	false	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
Bodyfall_Light_Spider_Large	Battle_Individual_bodyfall_Light_Spider_Large		Campaign_Individual_bodyfall_Light_Spider_Large		0.5								0	0		false	100	100	false	true	false	false	true	false	false	false	false	false	true	true	false	true	false	false	false		false	false	false	Lord_Hero	0	false	false
