frontend_faction_leaders_tables	19
uniform	x_offset	y_offset	key	character_image	prelude_battle	video	loading_screen_image	loading_screen_intro_video	override_force_location_x	override_force_location_y	voiceover	show_full_intro_option	difficulty	startpos_map
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc11_political_party_cst_noctilus_ruler	UI\Portraits\Faction_leaders\wh2_dlc11_cst_noctilus.png		Front_end_selection_movies/cst_count_noctilus	ui/loading_ui/load_images/campaign_17.png		-1	-1	wh2_dlc11_vo_actor_VampireCoast_Count_Noctuilus	false	easy	wh2_dlc11_political_party_cst_noctilus_ruler
composite_scene/front_end_selection/khazrak_selection.csc	0	0	wh2_dlc11_political_party_cst_sartosa_ruler	UI\Portraits\Faction_leaders\wh2_dlc11_cst_Aranessa.png		Front_end_selection_movies/cst_arenessa_saltspite	ui/loading_ui/load_images/campaign_17.png		-1	-1	wh2_dlc11_vo_actor_VampireCoast_Aranessa_Saltspite	false	normal	wh2_dlc11_political_party_cst_sartosa_ruler
composite_scene/front_end_selection/khazrak_selection.csc	0	0	wh2_dlc11_political_party_cst_the_drowned_ruler	UI\Portraits\Faction_leaders\wh2_dlc11_cst_cylostra.png		Front_end_selection_movies/cst_cylostra_direfin	ui/loading_ui/load_images/campaign_17.png		-1	-1	wh2_dlc11_vo_actor_VampireCoast_Cylostra_Direfin	false	hard	wh2_dlc11_political_party_cst_the_drowned_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc11_political_party_def_lokhir_fellheart_ruler	UI\Portraits\Faction_leaders\wh2_dlc11_def_lokhir_fellheart.png		Front_end_selection_movies/def_lokhir_fellheart	ui/loading_ui/load_images/campaign_11.png		-1	-1	wh2_dlc11_vo_actor_Dark_Elves_Lokhir_Fellheart	false	hard	wh2_dlc11_political_party_def_lokhir_fellheart_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc11_political_party_vampire_coast_ruler	UI\Portraits\Faction_leaders\wh2_dlc11_cst_harkon.png		Front_end_selection_movies/cst_luthor_harkon	ui/loading_ui/load_images/campaign_18.png		-1	-1	wh2_dlc11_vo_actor_VampireCoast_Luthor_Harkon	false	normal	wh2_dlc11_political_party_vampire_coast_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc11_political_party_vor_cst_noctilus_ruler	UI\Portraits\Faction_leaders\wh2_dlc11_cst_noctilus.png		Front_end_selection_movies/cst_count_noctilus	ui/loading_ui/load_images/campaign_17.png	warhammer2/cst/cst_intro_noctilus	-1	-1	wh2_dlc11_vo_actor_VampireCoast_Count_Noctuilus	false	easy	wh2_dlc11_political_party_vor_cst_noctilus_ruler
composite_scene/front_end_selection/khazrak_selection.csc	0	0	wh2_dlc11_political_party_vor_cst_sartosa_ruler	UI\Portraits\Faction_leaders\wh2_dlc11_cst_Aranessa.png		Front_end_selection_movies/cst_arenessa_saltspite	ui/loading_ui/load_images/campaign_17.png	warhammer2/cst/cst_intro_aranessa	-1	-1	wh2_dlc11_vo_actor_VampireCoast_Aranessa_Saltspite	false	easy	wh2_dlc11_political_party_vor_cst_sartosa_ruler
composite_scene/front_end_selection/khazrak_selection.csc	0	0	wh2_dlc11_political_party_vor_cst_the_drowned_ruler	UI\Portraits\Faction_leaders\wh2_dlc11_cst_cylostra.png		Front_end_selection_movies/cst_cylostra_direfin	ui/loading_ui/load_images/campaign_17.png	warhammer2/cst/cst_intro_cylostra	-1	-1	wh2_dlc11_vo_actor_VampireCoast_Cylostra_Direfin	false	hard	wh2_dlc11_political_party_vor_cst_the_drowned_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc11_political_party_vor_def_lokhir_fellheart_ruler	UI\Portraits\Faction_leaders\wh2_dlc11_def_lokhir_fellheart.png		Front_end_selection_movies/def_lokhir_fellheart	ui/loading_ui/load_images/campaign_11.png	warhammer2/def/def_intro	-1	-1	wh2_dlc11_vo_actor_Dark_Elves_Lokhir_Fellheart	false	normal	wh2_dlc11_political_party_vor_def_lokhir_fellheart_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc11_political_party_vor_vampire_coast_ruler	UI\Portraits\Faction_leaders\wh2_dlc11_cst_harkon.png		Front_end_selection_movies/cst_luthor_harkon	ui/loading_ui/load_images/campaign_18.png	warhammer2/cst/cst_intro_harkon	-1	-1	wh2_dlc11_vo_actor_VampireCoast_Luthor_Harkon	false	normal	wh2_dlc11_political_party_vor_vampire_coast_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc12_political_party_lzd_tehenhauin	UI\Portraits\Faction_leaders\wh2_dlc12_lzd_tehenhauin.png		Front_end_selection_movies/lzd_tehenhauin	ui/loading_ui/load_images/campaign_9.png		-1	-1	wh2_dlc12_vo_actor_Lizardmen_Tehenhauin	false	very_hard	wh2_dlc12_political_party_lzd_tehenhauin
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc12_political_party_lzd_tiktaqto	UI\Portraits\Faction_leaders\wh2_dlc12_lzd_tiktaqto.png		Front_end_selection_movies/lzd_tiktaqto	ui/loading_ui/load_images/campaign_9.png		-1	-1	wh2_dlc12_vo_actor_Lizardmen_Tiktaqto	false	normal	wh2_dlc12_political_party_lzd_tiktaqto
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc12_political_party_skv_ikit_claw	UI\Portraits\Faction_leaders\wh2_dlc12_skv_ikit_claw.png		Front_end_selection_movies/skv_ikit	ui/loading_ui/load_images/campaign_12.png		-1	-1	wh2_dlc12_vo_actor_Skaven_Ikit_Claw	false	hard	wh2_dlc12_political_party_skv_ikit_claw
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc12_political_party_vor_lzd_tehenhauin	UI\Portraits\Faction_leaders\wh2_dlc12_lzd_tehenhauin.png		Front_end_selection_movies/lzd_tehenhauin	ui/loading_ui/load_images/campaign_9.png	warhammer2/lzd/lzd_intro	-1	-1	wh2_dlc12_vo_actor_Lizardmen_Tehenhauin	false	very_hard	wh2_dlc12_political_party_vor_lzd_tehenhauin
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc12_political_party_vor_lzd_tiktaqto	UI\Portraits\Faction_leaders\wh2_dlc12_lzd_tiktaqto.png		Front_end_selection_movies/lzd_tiktaqto	ui/loading_ui/load_images/campaign_9.png	warhammer2/lzd/lzd_intro	-1	-1	wh2_dlc12_vo_actor_Lizardmen_Tiktaqto	false	normal	wh2_dlc12_political_party_vor_lzd_tiktaqto
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_dlc12_political_party_vor_skv_ikit_claw	UI\Portraits\Faction_leaders\wh2_dlc12_skv_ikit_claw.png		Front_end_selection_movies/skv_ikit	ui/loading_ui/load_images/campaign_12.png	warhammer2/skv/skv_intro	-1	-1	wh2_dlc12_vo_actor_Skaven_Ikit_Claw	false	hard	wh2_dlc12_political_party_vor_skv_ikit_claw
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_def_malekith	UI\Portraits\Faction_leaders\wh2_main_def_malekith.png		Front_end_selection_movies/def_malekith	ui/loading_ui/load_images/campaign_11.png		-1	-1	wh2_main_vo_actor_Dark_Elves_Malekith	false	hard	wh2_main_political_party_def_malekith
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_def_morathi	UI\Portraits\Faction_leaders\wh2_main_def_morathi.png		Front_end_selection_movies/def_morathi	ui/loading_ui/load_images/campaign_11.png		-1	-1	wh2_main_vo_actor_Dark_Elves_Morathi	false	hard	wh2_main_political_party_def_morathi
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_hef_teclis	UI\Portraits\Faction_leaders\wh2_main_hef_teclis.png		Front_end_selection_movies/hef_teclis	ui/loading_ui/load_images/campaign_10.png		-1	-1	wh2_main_vo_actor_High_Elves_Teclis	false	hard	wh2_main_political_party_hef_teclis
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_hef_tyrion	UI\Portraits\Faction_leaders\wh2_main_hef_tyrion.png		Front_end_selection_movies/hef_tyrion	ui/loading_ui/load_images/campaign_10.png		-1	-1	wh2_main_vo_actor_High_Elves_Tyrion	false	normal	wh2_main_political_party_hef_tyrion
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_lzd_kroq_gar	UI\Portraits\Faction_leaders\wh2_main_lzd_kroq_gar.png		Front_end_selection_movies/lzd_kroqgar	ui/loading_ui/load_images/campaign_9.png		-1	-1	wh2_main_vo_actor_Lizardmen_Kroq_Gar_Saurus	false	hard	wh2_main_political_party_lzd_kroq_gar
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_lzd_lord_mazdamundi	UI\Portraits\Faction_leaders\wh2_main_lzd_lord_mazdamundi.png		Front_end_selection_movies/lzd_mazdamundi	ui/loading_ui/load_images/campaign_9.png		-1	-1	wh2_main_vo_actor_Lizardmen_Lord_Mazdamundi	false	normal	wh2_main_political_party_lzd_lord_mazdamundi
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_skv_lord_skrolk	UI\Portraits\Faction_leaders\wh2_main_skv_lord_skrolk.png		Front_end_selection_movies/skv_skrolk	ui/loading_ui/load_images/campaign_12.png		-1	-1	wh2_main_vo_actor_Skaven_Lord_Skrolk	false	normal	wh2_main_political_party_skv_lord_skrolk
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_skv_queek_headtaker	UI\Portraits\Faction_leaders\wh2_main_skv_queek_headtaker.png		Front_end_selection_movies/skv_queek	ui/loading_ui/load_images/campaign_12.png		-1	-1	wh2_main_vo_actor_Skaven_Queek_Headtaker	false	very_hard	wh2_main_political_party_skv_queek_headtaker
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_vor_def_malekith	UI\Portraits\Faction_leaders\wh2_main_def_malekith.png		Front_end_selection_movies/def_malekith	ui/loading_ui/load_images/campaign_11.png	warhammer2/def/def_intro	-1	-1	wh2_main_vo_actor_Dark_Elves_Malekith	true	normal	wh2_main_political_party_vor_def_malekith
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_vor_def_morathi	UI\Portraits\Faction_leaders\wh2_main_def_morathi.png		Front_end_selection_movies/def_morathi	ui/loading_ui/load_images/campaign_11.png	warhammer2/def/def_intro	-1	-1	wh2_main_vo_actor_Dark_Elves_Morathi	false	hard	wh2_main_political_party_vor_def_morathi
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_vor_hef_teclis	UI\Portraits\Faction_leaders\wh2_main_hef_teclis.png		Front_end_selection_movies/hef_teclis	ui/loading_ui/load_images/campaign_10.png	warhammer2/hef/hef_intro	-1	-1	wh2_main_vo_actor_High_Elves_Teclis	false	hard	wh2_main_political_party_vor_hef_teclis
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_vor_hef_tyrion	UI\Portraits\Faction_leaders\wh2_main_hef_tyrion.png		Front_end_selection_movies/hef_tyrion	ui/loading_ui/load_images/campaign_10.png	warhammer2/hef/hef_intro	-1	-1	wh2_main_vo_actor_High_Elves_Tyrion	true	easy	wh2_main_political_party_vor_hef_tyrion
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_vor_lzd_kroq_gar	UI\Portraits\Faction_leaders\wh2_main_lzd_kroq_gar.png		Front_end_selection_movies/lzd_kroqgar	ui/loading_ui/load_images/campaign_9.png	warhammer2/lzd/lzd_intro	-1	-1	wh2_main_vo_actor_Lizardmen_Kroq_Gar_Saurus	false	normal	wh2_main_political_party_vor_lzd_kroq_gar
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_vor_lzd_lord_mazdamundi	UI\Portraits\Faction_leaders\wh2_main_lzd_lord_mazdamundi.png		Front_end_selection_movies/lzd_mazdamundi	ui/loading_ui/load_images/campaign_9.png	warhammer2/lzd/lzd_intro	-1	-1	wh2_main_vo_actor_Lizardmen_Lord_Mazdamundi	true	easy	wh2_main_political_party_vor_lzd_lord_mazdamundi
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_vor_skv_lord_skrolk	UI\Portraits\Faction_leaders\wh2_main_skv_lord_skrolk.png		Front_end_selection_movies/skv_skrolk	ui/loading_ui/load_images/campaign_12.png	warhammer2/skv/skv_intro	-1	-1	wh2_main_vo_actor_Skaven_Lord_Skrolk	false	normal	wh2_main_political_party_vor_skv_lord_skrolk
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh2_main_political_party_vor_skv_queek_headtaker	UI\Portraits\Faction_leaders\wh2_main_skv_queek_headtaker.png		Front_end_selection_movies/skv_queek	ui/loading_ui/load_images/campaign_12.png	warhammer2/skv/skv_intro	-1	-1	wh2_main_vo_actor_Skaven_Queek_Headtaker	true	hard	wh2_main_political_party_vor_skv_queek_headtaker
composite_scene/front_end_selection/malagor_selection.csc	0	0	wh_dlc03_political_party_beastmen_malagor	UI\Portraits\Faction_leaders\beastmen_malagor.png		Front_end_selection_movies/malagor_front_end	ui/loading_ui/load_images/campaign_6.png		0.65	0.26	wh_dlc03_vo_actor_Beastmen_Malagor_the_Dark_Omen	false	normal	wh_dlc03_political_party_beastmen_malagor
composite_scene/front_end_selection/malagor_selection.csc	0	0	wh_dlc03_political_party_beastmen_morghur	UI\Portraits\Faction_leaders\wood_elves_morghur.png		Front_end_selection_movies/morghur_front_end	ui/loading_ui/load_images/campaign_6.png		0.5199999	0.8	wh_dlc05_vo_actor_Beastmen_Morghur	false	normal	wh_dlc03_political_party_beastmen_morghur
composite_scene/front_end_selection/khazrak_selection.csc	0	0	wh_dlc03_political_party_beastmen_ruler	UI\Portraits\Faction_leaders\beastmen_khazrak.png		Front_end_selection_movies/khazrak_front_end	ui/loading_ui/load_images/campaign_6.png		0.4	0.36	wh_dlc03_vo_actor_Beastmen_Khazrak_One_Eye	false	normal	wh_dlc03_political_party_beastmen_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc04_political_party_empire_volkmar	UI\Portraits\Faction_leaders\empire_volkmar.png		Front_end_selection_movies/volkmar_front_end	ui/loading_ui/load_images/campaign_3.png		-1	-1	wh_dlc04_vo_actor_Empire_Volkmar_The_Grim	false	easy	wh_dlc04_political_party_empire_volkmar
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc04_political_party_vampire_helman	UI\Portraits\Faction_leaders\vampire_helman.png		Front_end_selection_movies/helman_front_end	ui/loading_ui/load_images/campaign_2.png		-1	-1	wh_dlc04_vo_actor_Vampire_Helman_Ghorst	false	easy	wh_dlc04_political_party_vampire_helman
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc05_political_party_wood_elves_durthu	UI\Portraits\Faction_leaders\wood_elves_durthu.png		Front_end_selection_movies/durthu_front_end	ui/loading_ui/load_images/campaign_7.png		-1	-1	wh_dlc05_vo_actor_Wood_Elves_Durthu	false	hard	wh_dlc05_political_party_wood_elves_durthu
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc05_political_party_wood_elves_ruler	UI\Portraits\Faction_leaders\wood_elves_orion.png		Front_end_selection_movies/orion_front_end	ui/loading_ui/load_images/campaign_7.png		-1	-1	wh_dlc05_vo_actor_Wood_Elves_Orion	false	hard	wh_dlc05_political_party_wood_elves_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc06_political_party_belegar_ruler	UI\Portraits\Faction_leaders\dwarf_belegar.png		Front_end_selection_movies/belegar_front_end	ui/loading_ui/load_images/campaign_1.png		-1	-1	wh_dlc06_vo_actor_Dwarf_Belegar_Ironhammer	false	hard	wh_dlc06_political_party_belegar_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc06_political_party_skarsnik_ruler	UI\Portraits\Faction_leaders\greenskin_skarsnik.png		Front_end_selection_movies/skarsnik_front_end	ui/loading_ui/load_images/campaign_4.png		-1	-1	wh_dlc06_vo_actor_Goblin_Skarsnik	false	hard	wh_dlc06_political_party_skarsnik_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc06_political_party_wurrzag_ruler	UI\Portraits\Faction_leaders\greenskin_wurrzag.png		Front_end_selection_movies/wurrzag_front_end	ui/loading_ui/load_images/campaign_4.png		-1	-1	wh_dlc06_vo_actor_Orc_Wurrzag	false	normal	wh_dlc06_political_party_wurrzag_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc07_political_party_bretonnia_alberic	UI\Portraits\Faction_leaders\bretonnia_alberic.png		Front_end_selection_movies/alberic_front_end	ui/loading_ui/load_images/campaign_8.png		-1	-1	wh_dlc07_vo_actor_Bretonnian_Alberic	false	hard	wh_dlc07_political_party_bretonnia_alberic
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc07_political_party_bretonnia_fay	UI\Portraits\Faction_leaders\bretonnia_fay.png		Front_end_selection_movies/fay_front_end	ui/loading_ui/load_images/campaign_8.png		-1	-1	wh_dlc07_vo_actor_Bretonnian_Fay_Enchantress	false	normal	wh_dlc07_political_party_bretonnia_fay
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc07_political_party_bretonnia_ruler	UI\Portraits\Faction_leaders\bretonnia_louen.png		Front_end_selection_movies/louen_front_end	ui/loading_ui/load_images/campaign_8.png		-1	-1	wh_main_vo_actor_Bretonnian_King_Louen	false	normal	wh_dlc07_political_party_bretonnia_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc08_political_party_norsca_ruler	UI\Portraits\Faction_leaders\norsca_wulfrik.png		Front_end_selection_movies/wulfric_front_end	ui/loading_ui/load_images/campaign_16.png		-1	-1	wh_dlc08_vo_actor_Norsca_Wulfrik	false	normal	wh_dlc08_political_party_norsca_ruler
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_dlc08_political_party_norsca_throgg	UI\Portraits\Faction_leaders\norsca_throgg.png		Front_end_selection_movies/throgg_front_end	ui/loading_ui/load_images/campaign_16.png		-1	-1	wh_dlc08_vo_actor_Norsca_Throgg	false	hard	wh_dlc08_political_party_norsca_throgg
composite_scene/front_end_selection/kholek_suneater_selection.csc	0	0	wh_main_political_party_chaos_kholek	UI\Portraits\Faction_leaders\chaos_kholek.png		Front_end_selection_movies/kholek_front_end	ui/loading_ui/load_images/campaign_5.png		-1	-1	wh_dlc01_vo_actor_Chaos_KholekSuneater	false	hard	wh_main_political_party_chaos_kholek
composite_scene/front_end_selection/archaon_the_everchosen_selection.csc	0	0	wh_main_political_party_chaos_ruler	UI\Portraits\Faction_leaders\chaos_archaon.png		Front_end_selection_movies/archaon_front_end	ui/loading_ui/load_images/campaign_5.png		-1	-1	wh_dlc01_vo_actor_Chaos_ArchaonTheEverchosen	false	hard	wh_main_political_party_chaos_ruler
composite_scene/front_end_selection/prince_sigvald_the_magnificent_selection.csc	0	0	wh_main_political_party_chaos_sigvald	UI\Portraits\Faction_leaders\chaos_sigvald.png		Front_end_selection_movies/sigvald_front_end	ui/loading_ui/load_images/campaign_5.png		-1	-1	wh_dlc01_vo_actor_Chaos_SigvaldTheMagnificent	false	hard	wh_main_political_party_chaos_sigvald
composite_scene/front_end_selection/grombrindal_selection.csc	0	0	wh_main_political_party_dwarf_grombrindal	UI\Portraits\Faction_leaders\dwarf_grombrindal.png		Front_end_selection_movies/grombrindal_front_end	ui/loading_ui/load_images/campaign_1.png		-1	-1	wh_pro01_vo_actor_Dwarf_Grombrindal	false	easy	wh_main_political_party_dwarf_grombrindal
composite_scene/front_end_selection/thorgrim_grudgebearer_selection.csc	0	0	wh_main_political_party_dwarf_ruler	UI\Portraits\Faction_leaders\dwarf_thorgrim.png	wh_main_dwarfs_intro	Front_end_selection_movies/thorgrim_front_end	ui/loading_ui/load_images/campaign_1.png		-1	-1	wh_main_vo_actor_Dwarf_ThorGrimGrudgebearer	false	easy	wh_main_political_party_dwarf_ruler
composite_scene/front_end_selection/ungrim_ironfist_selection.csc	0	0	wh_main_political_party_dwarf_ungrim	UI\Portraits\Faction_leaders\dwarf_ungrim.png		Front_end_selection_movies/ungrim_front_end	ui/loading_ui/load_images/campaign_1.png		-1	-1	wh_main_vo_actor_Dwarf_UngrimIronfist	false	normal	wh_main_political_party_dwarf_ungrim
composite_scene/front_end_selection/balthasar_gelt_selection.csc	0	0	wh_main_political_party_empire_balthasar	UI\Portraits\Faction_leaders\empire_balth.png		Front_end_selection_movies/balthazar_front_end	ui/loading_ui/load_images/campaign_3.png		-1	-1	wh_main_vo_actor_Empire_BalthasarGelt	false	easy	wh_main_political_party_empire_balthasar
composite_scene/front_end_selection/karl_franz_selection.csc	0	0	wh_main_political_party_empire_ruler	UI\Portraits\Faction_leaders\empire_franz.png	wh_main_empire_intro	Front_end_selection_movies/franz_front_end	ui/loading_ui/load_images/campaign_3.png		-1	-1	wh_main_vo_actor_Empire_KarlFranz	false	easy	wh_main_political_party_empire_ruler
