advice_levels_tables	3
key	advice_thread	advice_thread_level	points_needed	game_area	category	sub_category	max_repeat_count	repeat_interval	pause_battle	advice_item_title	priority_level	high_verbosity_only	parameter	on_display_script	on_click_script	suppressible	uninhibitable	audio_clip	advisor_name	for_loading_screen	movie_link
103620200	wh2.camp.advice.plagues.002	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1037329003	wh2.camp.vortex.mazdamundi.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1037459941	dlc08.camp.advice.nor.outposts_black_crag.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1043695353	wh2.camp.malekith.intro.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1044581348	wh2.camp.vortex.skrolk.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1045040160	wh2_dlc11.camp.advice.quest.aranessa.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1045662481	dlc12.camp.me.flyby.skv.ikit.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1045911796	wh2.camp.vortex.kroqgar.early_game.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1048058674	dlc09.camp.arkhan.intro.005	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1048906539	dlc10.camp.advice.def.sword_of_khaine.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
10496947	wh2.camp.vortex.advice.early_game.ritual_settlements.071	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
106389932	dlc09.camp.vortex.khatep.intro.003	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	faction_leader	false	
1064826399	wh2_dlc12.camp.advice.brt.vows.004	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1065475264	wh2.camp.morathi.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1067259794	wh2_dlc10.camp.vortex.alarielle.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1070313870	wh2.camp.advice.skaven_corruption.001	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
107039269	dlc08.battle.speech.nor.battle_shaggoth.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1080733262	wh2.camp.vortex.advice.early_game.ritual_settlements_lokhir.0110	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1085760202	war.camp.advice.race.vampire_coast.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1086838998	dlc08.camp.advice.nor.confederation.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
108708228	wh2_dlc12.camp.advice.skv.under_empire.010	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1089991496	wh2.camp.vortex.advice.early_game.ritual_settlements.061	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1090022808	dlc10.camp.advice.hef.protector_of_ulthuan.002	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1094799890	wh2.camp.prelude.ft.020.def	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
109748763	dlc08.battle.speech.nor.battle_arachnarok.002	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1100617781	wh2_dlc10.camp.hellebron.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1102251077	wh2.camp.prelude.ft.150.def	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1104870115	wh2.camp.prelude.ft.003.skv	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1108749761	wh2_dlc11.camp.vortex.CountNoctilus.early_game.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
110892793	dlc08.battle.speech.nor.battle_giant.002	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1109905499	wh2_dlc11.camp.advice.cst.pirate_coves.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1111967415	wh2_dlc11.camp.aranessa.intro.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
111636	wh2.dlc12.lzd.lordkroak.qb.pt.02.krokgar	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1118419890	wh2_dlc11.camp.advice.cst.treasure_hunts.004	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1121021642	dlc09.camp.advice.quest.settra.the_crown_of_nehekhara.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1121460725	wh2_dlc11.camp.advice.cst.treasure_hunts.005	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1121644705	wh2.camp.vortex.advice.early_game.recruit_hero.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1121762091	war.camp.advice.race.tomb_kings.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1123043236	dlc09.camp.khatep.intro.005	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1123618823	war.camp.advice.quest.kroqgar.revered_spear_of_tlanxla.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1129017451	war.camp.advice.quest.skrolk.liber_bubonicus.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1130425126	wh2.camp.vortex.advice.early_game.ritual_settlements.070	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1132954538	wh2.camp.prelude.ft.001.lzd	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1134648660	wh2.battle.intro.521	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1135831239	wh2.camp.vortex.advice.early_game.ritual_settlements.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1141752065	wh2.camp.prelude.ft.003.def	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1143993449	dlc08.camp.flyby.nor.wulfrik.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1144307709	dlc09.camp.vortex.advice.early_game.ritual_settlements.080	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1145215735	wh2_dlc12.camp.advice.skv.under_empire.013	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1149636452	wh2.camp.vortex.advice.early_game.trade_agreements.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
115052114	dlc09.camp.vortex.arkhan.book_of_nagash.006	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	faction_leader	false	
1150753379	wh2.camp.morathi.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1152202716	wh2_dlc10.camp.vortex.alarielle.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1156042853	war.camp.advice.quest.queek.dwarfgouger.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1156650562	dlc08.camp.advice.nor.mon_hunt.003	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1158945647	wh2.camp.vortex.advice.early_game.tech_buildings.020	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1164160684	dlc08.camp.advice.nor.gods_tzeentch.003	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1169402942	wh2_dlc11.camp.kemmler.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1176554168	dlc08.battle.speech.nor.battle_arachnarok.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1179002925	war.camp.advice.quest.mazdamundi.cobra_mace_of_mazdamundi.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1186773487	wh2_dlc10.camp.vortex.hellebron.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1186811253	wh2_dlc11.camp.vortex.LuthorHarkon.early_game.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1188890065	dlc09.camp.vortex.arkhan.intro.002	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	faction_leader	false	
1191670786	dlc12.camp.vortex.flyby.lzd.tehenhauin.006	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1192075328	dlc08.camp.advice.nor.gods_tzeentch.002	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1193637493	wh2.camp.prelude.ft.011.skv	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1196816282	wh2.camp.advice.skills.legendary.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1197657421	wh2.battle.advice.final_battle_intro.001	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1197893058	dlc08.battle.speech.nor.battle_arachnarok.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1199187028	dlc08.battle.speech.nor.battle_forestdragon.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1199381868	wh2_dlc12.camp.advice.lzd.prophecy_of_sotek.003	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1201766662	wh2_dlc11.camp.advice.cst.shanty.005	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1202184491	wh2_dlc12.camp.vortex.tiktaqto.early_game.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
120238544	dlc10.camp.advice.mortal_worlds_torment.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1202415589	dlc09.camp.vortex.arkhan.book_of_nagash.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	faction_leader	false	
1202810405	dlc08.camp.advice.nor.outposts_karaz_a_karak.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1203950980	wh2_dlc11.camp.noctilus.intro.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1204944980	wh2_dlc10.camp.vortex.hellebron.early_game.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1205160620	dlc10.camp.advice.def.death_night.010	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1208564992	dlc09.camp.vortex.arkhan.early_game.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	faction_leader	false	
1209266566	wh2.camp.advice.untainted_corruption.001	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1210151292	wh2_dlc12.camp.advice.skv.under_empire.012	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1211683230	wh2_dlc10.camp.alith_anar.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1214312680	wh2.dlc12.lzd.lordkroak.qb.pt.02.mazdamundi	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1217107518	war.camp.advice.quest.kroqgar.hand_of_gods.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
121735204	dlc10.camp.advice.def.death_night.009	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1221857106	dlc08.battle.speech.nor.battle_cygor.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1222055129	dlc09.camp.vortex.khatep.intro.004	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	faction_leader	false	
1222823947	wh2_dlc10.battle.speech.nor.battle_phoenix.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
122464715	wh2.camp.prelude.ft.002.def	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1230618316	wh2.camp.prelude.ft.022.def	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1233719957	wh2_dlc11.camp.vortex.lokhirfellheart.intro.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1237404650	wh2.camp.vortex.teclis.early_game.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1237664650	wh2_dlc11.camp.noctilus.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1238012994	dlc09.camp.vortex.khatep.intro.005	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	faction_leader	false	
1239116644	wh2_dlc11.camp.lokhir.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1239374840	wh2_dlc11.camp.vortex.CountNoctilus.early_game.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1239558993	wh2_main.camp.ungrim.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1239938283	wh2.camp.prelude.ft.030.skv	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1242366289	wh2.camp.vortex.advice.early_game.non_aggression_pacts.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1246431825	dlc10.camp.advice.def.death_night.004	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1246856598	dlc08.battle.speech.nor.battle_shaggoth.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1250419572	wh2_dlc11.camp.harkon.intro.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1255400792	wh2.battle.advice.final_battle_mid.005	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1256279682	dlc10.camp.advice.hef.protector_of_ulthuan.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1258052244	wh2_dlc10.camp.alarielle.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1264982431	wh2_dlc12.camp.advice.skv.ikit_workshop.003	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1271073751	war.camp.advice.race.wood_elves.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1272061346	wh2_dlc10.camp.vortex.alarielle.intro.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1273026514	dlc08.camp.advice.nor.wintertooth.002	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1273587657	wh2.camp.vortex.kroqgar.early_game.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1277106483	dlc09.camp.vortex.arkhan.intro.004	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	faction_leader	false	
12788321	war.camp.advice.race.bretonnia.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1279289497	dlc08.battle.speech.nor.battle_giant.003	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1284429311	dlc09.camp.vortex.khalida.book_of_nagash.005	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	faction_leader	false	
128837092	wh2.camp.prelude.ft.002.lzd	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
128886462	wh2.camp.vortex.kroqgar.intro.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1289671237	wh2.camp.vortex.malekith.early_game.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1289958565	wh2.dlc12.lzd.lordkroak.qb.pt.03	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1294864382	wh2.camp.teclis.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
129519309	dlc10.camp.advice.def.death_night.005	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
129526122	wh2.camp.vortex.advice.early_game.ritual_settlements.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
129539807	dlc09.camp.vortex.tretch.early_game.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1298191441	war.camp.advice.race.dark_elves.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1300335079	wh2_dlc11.camp.vortex.Lokhir_Fellheart.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1302035794	wh2.camp.vortex.advice.early_game.ritual_settlements.030	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1306059761	wh2_dlc12.camp.vortex.tiktaqto.early_game.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1307525487	wh2_dlc10.camp.alarielle.intro.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1307559367	wh2.camp.advice.vortex_ritual.011	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1307875030	wh2.camp.prelude.ft.002.skv	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1309086770	wh2.camp.advice.horned_rat.001	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1309420903	wh2_dlc11.camp.advice.cst.treasure_hunts.006	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1312497558	wh2_dlc10.camp.vortex.alith_anar.early_game.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1324713895	dlc08.camp.flyby.nor.wulfrik.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1329304131	wh2.camp.advice.final_battle.003	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1329391371	wh2.camp.vortex.skrolk.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1329649696	war.camp.advice.race.wood_elves.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1330023099	dlc09.camp.khatep.intro.004	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1330714723	wh2_dlc11.camp.advice.cst.loyalty.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1336881044	dlc08.battle.speech.nor.battle_mammoth.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1336976141	wh2.camp.vortex.tyrion.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1340208705	wh2_dlc12.camp.vortex.ikit.early_game.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1343430914	wh2_dlc11.camp.advice.cst.treasure_hunts.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1344848191	wh2_dlc11.camp.vortex.Cylosta_Direfin.intro.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1345031771	wh2.battle.advice.final_battle_mid.002	1	1	Scripted	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1346079817	wh2.camp.prelude.ft.170.lzd	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
134715114	wh2_dlc11.camp.advice.cst.infamy.002	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1350297530	wh2.camp.vortex.tyrion.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
1350336399	wh2_dlc11.camp.advice.cst.puzzle_clock.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1351119436	wh2.camp.tyrion.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1356028347	dlc09.camp.vortex.settra.early_game.001	1	1	Scripted	Scripted	Scripted	0	0	false		0	false	none			false	false	n	faction_leader	false	
1359717335	wh2.camp.malekith.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	standard_advisor	false	
1364928433	dlc08.camp.advice.nor.outposts_couronne.001	1	1	Campaign	Advice	Scripted	0	0	false		0	false	none			false	false	n	standard_advisor	false	
136763561	wh2_dlc12.camp.vortex.tehenhauin.early_game.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	false		0	false	none			false	false	n	faction_leader	false	
