character_skill_level_details_tables	0
campaign_key	faction_key	image_path	level	skill_key	subculture_key	unlocked_at_rank
		x	1	wh2_main_skill_hef_noble_unique_2		9
		x	1	wh2_main_skill_hef_noble_unique_3		9
		x	1	wh2_main_skill_hef_prince_alastar_mount_great_eagle		11
		x	1	wh2_main_skill_hef_prince_alastar_mount_star_dragon		19
		x	1	wh2_main_skill_hef_prince_alastar_mount_sun_dragon		15
		x	1	wh2_main_skill_hef_prince_mount_barded_ithilmar_steed		6
		x	1	wh2_main_skill_hef_prince_mount_great_eagle		11
		x	1	wh2_main_skill_hef_prince_mount_star_dragon		19
		x	1	wh2_main_skill_hef_prince_mount_sun_dragon		15
		x	1	wh2_main_skill_hef_princess_mount_elven_steed		3
		x	1	wh2_main_skill_hef_princess_mount_great_eagle		11
		x	1	wh2_main_skill_hef_princess_mount_moon_dragon		15
		x	1	wh2_main_skill_hef_princess_mount_star_dragon		19
		x	1	wh2_main_skill_hef_teclis_charoi		7
		x	1	wh2_main_skill_hef_teclis_mount_barded_ithilmar_steed		10
		x	1	wh2_main_skill_hef_teclis_sublime_focus		6
		x	1	wh2_main_skill_hef_tyrion_mount_malhandhir		6
		x	1	wh2_main_skill_hef_tyrion_unique_0		11
		x	1	wh2_main_skill_hef_tyrion_unique_2		11
		x	1	wh2_main_skill_lzd_blessing_chotec		9
		x	1	wh2_main_skill_lzd_blessing_huanchi		9
		x	1	wh2_main_skill_lzd_blessing_itzl		9
		x	1	wh2_main_skill_lzd_blessing_quetzl		9
		x	1	wh2_main_skill_lzd_blessing_tepok		9
		x	1	wh2_main_skill_lzd_blessing_tlazcotl		9
		x	1	wh2_main_skill_lzd_disciplines_arcane_convergence		11
		x	1	wh2_main_skill_lzd_disciplines_becalming_cogitation		7
		x	1	wh2_main_skill_lzd_disciplines_focus_of_mysteries		15
		x	1	wh2_main_skill_lzd_disciplines_harrowing_scruteny		11
		x	1	wh2_main_skill_lzd_disciplines_higher_state_of_consciousness		19
		x	1	wh2_main_skill_lzd_disciplines_reservoir		3
		x	1	wh2_main_skill_lzd_disciplines_soul_of_stone		7
		x	1	wh2_main_skill_lzd_disciplines_transcendent_healing		15
		x	1	wh2_main_skill_lzd_disciplines_unfathomable_presence		3
		x	1	wh2_main_skill_lzd_generic_honoured_elder_hero		19
		x	1	wh2_main_skill_lzd_generic_honoured_elder_lord		19
		x	1	wh2_main_skill_lzd_generic_obey		3
		x	1	wh2_main_skill_lzd_kroq_gar_annihilate		9
		x	1	wh2_main_skill_lzd_kroq_gar_destroy		9
		x	1	wh2_main_skill_lzd_kroq_gar_exterminate		9
		x	1	wh2_main_skill_lzd_kroq_gar_extinguish		9
		x	1	wh2_main_skill_lzd_kroq_gar_kill		9
		x	1	wh2_main_skill_lzd_kroq_gar_mount_1		6
