mp_force_gen_template_junctions_tables	7
template_key	config_key	is_defender	battle_type	composition
wh_mp_force_gen_greenskins	WH_mp_Greenskins_siege_defence	true	settlement_standard	default
wh_mp_force_gen_greenskins	WH_mp_Greenskins_land	true	settlement_unfortified	default
wh_mp_force_gen_greenskins	WH_mp_Greenskins_land	true	underground_intercept	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	false	land_ambush	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	false	land_bridge	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	false	land_normal	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_siege_attack	false	settlement_standard	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	false	settlement_unfortified	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	false	underground_intercept	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	true	land_ambush	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	true	land_bridge	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	true	land_normal	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_siege_defence	true	settlement_standard	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	true	settlement_unfortified	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	true	underground_intercept	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	false	land_ambush	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	false	land_bridge	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	false	land_normal	default
wh_mp_force_gen_kislev	WH_mp_Kislev_siege_attack	false	settlement_standard	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	false	settlement_unfortified	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	false	underground_intercept	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	true	land_ambush	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	true	land_bridge	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	true	land_normal	default
wh_mp_force_gen_kislev	WH_mp_Kislev_siege_defence	true	settlement_standard	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	true	settlement_unfortified	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	true	underground_intercept	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	false	land_ambush	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	false	land_bridge	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	false	land_normal	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_siege_attack	false	settlement_standard	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	false	settlement_unfortified	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	false	underground_intercept	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	true	land_ambush	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	true	land_bridge	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	true	land_normal	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_siege_defence	true	settlement_standard	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	true	settlement_unfortified	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	true	underground_intercept	default
wh_mp_force_gen_norsca	WH_mp_Norsca_land	false	land_ambush	default
wh_mp_force_gen_norsca	WH_mp_Norsca_land	false	land_bridge	default
wh_mp_force_gen_norsca	WH_mp_Norsca_land	false	land_normal	default
wh_mp_force_gen_norsca	WH_mp_Norsca_siege_attack	false	settlement_standard	default
wh_mp_force_gen_norsca	WH_mp_Norsca_land	false	settlement_unfortified	default
wh_mp_force_gen_norsca	WH_mp_Norsca_land	false	underground_intercept	default
wh_mp_force_gen_norsca	WH_mp_Norsca_land	true	land_ambush	default
wh_mp_force_gen_norsca	WH_mp_Norsca_land	true	land_bridge	default
wh_mp_force_gen_norsca	WH_mp_Norsca_land	true	land_normal	default
wh_mp_force_gen_norsca	WH_mp_Norsca_siege_defence	true	settlement_standard	default
wh_mp_force_gen_norsca	WH_mp_Norsca_land	true	settlement_unfortified	default
wh_mp_force_gen_norsca	WH_mp_Norsca_land	true	underground_intercept	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	false	land_ambush	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	false	land_bridge	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	false	land_normal	default
wh_mp_force_gen_skaven	WH_mp_Skaven_siege_attack	false	settlement_standard	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	false	settlement_unfortified	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	false	underground_intercept	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	true	land_ambush	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	true	land_bridge	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	true	land_normal	default
wh_mp_force_gen_skaven	WH_mp_Skaven_siege_defence	true	settlement_standard	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	true	settlement_unfortified	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	true	underground_intercept	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	false	land_ambush	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	false	land_bridge	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	false	land_normal	default
wh_mp_force_gen_tilea	WH_mp_TEB_siege_attack	false	settlement_standard	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	false	settlement_unfortified	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	false	underground_intercept	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	true	land_ambush	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	true	land_bridge	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	true	land_normal	default
wh_mp_force_gen_tilea	WH_mp_TEB_siege_defence	true	settlement_standard	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	true	settlement_unfortified	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	true	underground_intercept	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_land	false	land_ambush	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_land	false	land_bridge	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_land	false	land_normal	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_siege_attack	false	settlement_standard	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_land	false	settlement_unfortified	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_land	false	underground_intercept	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_land	true	land_ambush	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_land	true	land_bridge	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_land	true	land_normal	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_siege_defence	true	settlement_standard	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_land	true	settlement_unfortified	default
wh_mp_force_gen_tomb_kings	WH_mp_Tomb_Kings_land	true	underground_intercept	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	false	land_ambush	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	false	land_bridge	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	false	land_normal	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	false	settlement_standard	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	false	settlement_unfortified	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	false	underground_intercept	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	true	land_ambush	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	true	land_bridge	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	true	land_normal	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	true	settlement_standard	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	true	settlement_unfortified	default
wh_mp_force_gen_vampire_coast	WH_Vampire_Coast_land	true	underground_intercept	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	false	land_ambush	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	false	land_bridge	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	false	land_normal	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_siege_attack	false	settlement_standard	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	false	settlement_unfortified	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	false	underground_intercept	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	true	land_ambush	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	true	land_bridge	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	true	land_normal	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_siege_defence	true	settlement_standard	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	true	settlement_unfortified	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	true	underground_intercept	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	false	land_ambush	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	false	land_bridge	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	false	land_normal	default
wh_mp_force_gen_varg	WH_mp_Norsca_siege_attack	false	settlement_standard	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	false	settlement_unfortified	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	false	underground_intercept	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	true	land_ambush	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	true	land_bridge	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	true	land_normal	default
wh_mp_force_gen_varg	WH_mp_Norsca_siege_defence	true	settlement_standard	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	true	settlement_unfortified	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	true	underground_intercept	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	false	land_ambush	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	false	land_bridge	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	false	land_normal	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_siege_attack	false	settlement_standard	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	false	settlement_unfortified	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	false	underground_intercept	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	true	land_ambush	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	true	land_bridge	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	true	land_normal	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_siege_defence	true	settlement_standard	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	true	settlement_unfortified	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	true	underground_intercept	default
