campaign_map_attrition_unit_immunities_tables	0
chaos_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
chaos_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
chaos_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
chaos_territory	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
chaos_territory	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
chaos_territory	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
chaos_territory	wh_dlc01_chs_cha_exalted_hero_10
chaos_territory	wh_dlc01_chs_cha_kholek
chaos_territory	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
chaos_territory	wh_dlc01_chs_cha_qb_lord_of_change_0
chaos_territory	wh_dlc01_chs_inf_chaos_warriors_2
chaos_territory	wh_dlc01_chs_inf_chosen_2
chaos_territory	wh_dlc01_chs_inf_forsaken_0
chaos_territory	wh_dlc01_chs_mon_dragon_ogre
chaos_territory	wh_dlc01_chs_mon_dragon_ogre_shaggoth
chaos_territory	wh_dlc01_chs_mon_trolls_1
chaos_territory	wh_dlc01_nor_cha_chaos_sorcerer_lord_0
chaos_territory	wh_dlc01_nor_cha_chaos_sorcerer_lord_1
chaos_territory	wh_dlc03_bst_cav_razorgor_chariot_0
chaos_territory	wh_dlc03_bst_cha_beastlord_0
chaos_territory	wh_dlc03_bst_cha_bray_shaman_beasts_0
chaos_territory	wh_dlc03_bst_cha_bray_shaman_beasts_1
chaos_territory	wh_dlc03_bst_cha_bray_shaman_death_0
chaos_territory	wh_dlc03_bst_cha_bray_shaman_death_1
chaos_territory	wh_dlc03_bst_cha_bray_shaman_shadows_0
chaos_territory	wh_dlc03_bst_cha_bray_shaman_shadows_1
chaos_territory	wh_dlc03_bst_cha_bray_shaman_wild_0
chaos_territory	wh_dlc03_bst_cha_bray_shaman_wild_1
chaos_territory	wh_dlc03_bst_cha_gorebull_0
chaos_territory	wh_dlc03_bst_cha_khazrak_one_eye_0
chaos_territory	wh_dlc03_bst_feral_manticore
chaos_territory	wh_dlc03_bst_inf_bestigor_herd_0
chaos_territory	wh_dlc03_bst_inf_centigors_0
chaos_territory	wh_dlc03_bst_inf_centigors_1
chaos_territory	wh_dlc03_bst_inf_centigors_2
chaos_territory	wh_dlc03_bst_inf_chaos_warhounds_0
chaos_territory	wh_dlc03_bst_inf_chaos_warhounds_1
chaos_territory	wh_dlc03_bst_inf_cygor_0
chaos_territory	wh_dlc03_bst_inf_gor_herd_0
chaos_territory	wh_dlc03_bst_inf_gor_herd_1
chaos_territory	wh_dlc03_bst_inf_minotaurs_0
chaos_territory	wh_dlc03_bst_inf_minotaurs_1
chaos_territory	wh_dlc03_bst_inf_minotaurs_2
chaos_territory	wh_dlc03_bst_inf_razorgor_herd_0
chaos_territory	wh_dlc03_bst_inf_ungor_herd_1
chaos_territory	wh_dlc03_bst_inf_ungor_raiders_0
chaos_territory	wh_dlc03_bst_inf_ungor_spearmen_0
chaos_territory	wh_dlc03_bst_inf_ungor_spearmen_1
chaos_territory	wh_dlc03_bst_mon_chaos_spawn_0
chaos_territory	wh_dlc03_bst_mon_giant_0
chaos_territory	wh_dlc05_bst_cha_morghur_0
chaos_territory	wh_dlc08_nor_art_hellcannon_battery
chaos_territory	wh_dlc08_nor_cav_marauder_horsemasters_0
chaos_territory	wh_dlc08_nor_cha_arzik_0
chaos_territory	wh_dlc08_nor_cha_fimir_balefiend_fire_0
chaos_territory	wh_dlc08_nor_cha_fimir_balefiend_shadow_0
chaos_territory	wh_dlc08_nor_cha_kihar_0
chaos_territory	wh_dlc08_nor_cha_shaman_sorcerer_death_0
chaos_territory	wh_dlc08_nor_cha_shaman_sorcerer_death_1
chaos_territory	wh_dlc08_nor_cha_shaman_sorcerer_death_2
chaos_territory	wh_dlc08_nor_cha_shaman_sorcerer_fire_0
chaos_territory	wh_dlc08_nor_cha_shaman_sorcerer_fire_1
chaos_territory	wh_dlc08_nor_cha_shaman_sorcerer_fire_2
chaos_territory	wh_dlc08_nor_cha_shaman_sorcerer_metal_0
chaos_territory	wh_dlc08_nor_cha_shaman_sorcerer_metal_1
chaos_territory	wh_dlc08_nor_cha_shaman_sorcerer_metal_2
chaos_territory	wh_dlc08_nor_cha_skin_wolf_werekin_0
chaos_territory	wh_dlc08_nor_cha_throgg_0
chaos_territory	wh_dlc08_nor_cha_wulfrik_0
chaos_territory	wh_dlc08_nor_cha_wulfrik_1
chaos_territory	wh_dlc08_nor_cha_wulfrik_2
chaos_territory	wh_dlc08_nor_cha_wulfrik_3
chaos_territory	wh_dlc08_nor_feral_manticore
chaos_territory	wh_dlc08_nor_inf_marauder_berserkers_0
chaos_territory	wh_dlc08_nor_inf_marauder_champions_0
chaos_territory	wh_dlc08_nor_inf_marauder_champions_1
chaos_territory	wh_dlc08_nor_inf_marauder_hunters_0
chaos_territory	wh_dlc08_nor_inf_marauder_hunters_1
chaos_territory	wh_dlc08_nor_inf_marauder_spearman_0
chaos_territory	wh_dlc08_nor_mon_fimir_0
chaos_territory	wh_dlc08_nor_mon_fimir_1
chaos_territory	wh_dlc08_nor_mon_frost_wyrm_0
chaos_territory	wh_dlc08_nor_mon_frost_wyrm_boss
chaos_territory	wh_dlc08_nor_mon_frost_wyrm_ror_0
chaos_territory	wh_dlc08_nor_mon_norscan_giant_0
chaos_territory	wh_dlc08_nor_mon_norscan_ice_trolls_0
chaos_territory	wh_dlc08_nor_mon_skinwolves_0
chaos_territory	wh_dlc08_nor_mon_skinwolves_1
chaos_territory	wh_dlc08_nor_mon_war_mammoth_0
chaos_territory	wh_dlc08_nor_mon_war_mammoth_1
chaos_territory	wh_dlc08_nor_mon_war_mammoth_2
chaos_territory	wh_dlc08_nor_mon_war_mammoth_boss
chaos_territory	wh_dlc08_nor_mon_war_mammoth_ror_1
chaos_territory	wh_dlc08_nor_mon_warwolves_0
chaos_territory	wh_dlc08_nor_veh_marauder_warwolves_chariot_0
chaos_territory	wh_main_chs_art_hellcannon
chaos_territory	wh_main_chs_cav_chaos_chariot
chaos_territory	wh_main_chs_cav_chaos_knights_0
chaos_territory	wh_main_chs_cav_chaos_knights_1
chaos_territory	wh_main_chs_cav_marauder_horsemen_0
chaos_territory	wh_main_chs_cav_marauder_horsemen_1
chaos_territory	wh_main_chs_cha_archaon_the_everchosen_0
chaos_territory	wh_main_chs_cha_archaon_the_everchosen_1
chaos_territory	wh_main_chs_cha_chaos_lord_0
chaos_territory	wh_main_chs_cha_chaos_lord_11
chaos_territory	wh_main_chs_cha_chaos_lord_12
chaos_territory	wh_main_chs_cha_chaos_sorcerer_death_0
chaos_territory	wh_main_chs_cha_chaos_sorcerer_death_10
chaos_territory	wh_main_chs_cha_chaos_sorcerer_death_11
chaos_territory	wh_main_chs_cha_chaos_sorcerer_fire_0
chaos_territory	wh_main_chs_cha_chaos_sorcerer_fire_10
chaos_territory	wh_main_chs_cha_chaos_sorcerer_fire_11
chaos_territory	wh_main_chs_cha_chaos_sorcerer_metal_0
chaos_territory	wh_main_chs_cha_chaos_sorcerer_metal_10
chaos_territory	wh_main_chs_cha_chaos_sorcerer_metal_11
chaos_territory	wh_main_chs_cha_exalted_hero_0
chaos_territory	wh_main_chs_cha_exalted_hero_12
chaos_territory	wh_main_chs_cha_exalted_hero_13
chaos_territory	wh_main_chs_cha_lord_of_change_0
chaos_territory	wh_main_chs_inf_chaos_marauders_0
chaos_territory	wh_main_chs_inf_chaos_marauders_1
chaos_territory	wh_main_chs_inf_chaos_warriors_0
chaos_territory	wh_main_chs_inf_chaos_warriors_1
chaos_territory	wh_main_chs_inf_chosen_0
chaos_territory	wh_main_chs_inf_chosen_1
chaos_territory	wh_main_chs_mon_chaos_spawn
chaos_territory	wh_main_chs_mon_chaos_warhounds_0
chaos_territory	wh_main_chs_mon_chaos_warhounds_1
chaos_territory	wh_main_chs_mon_giant
chaos_territory	wh_main_chs_mon_trolls
chaos_territory	wh_main_chs_shp_bloodship
chaos_territory	wh_main_chs_shp_bloodship_general
chaos_territory	wh_main_chs_shp_deathgalley
chaos_territory	wh_main_chs_shp_norscan_longship
chaos_territory	wh_main_nor_cav_chaos_chariot
chaos_territory	wh_main_nor_cav_marauder_horsemen_0
chaos_territory	wh_main_nor_cav_marauder_horsemen_1
chaos_territory	wh_main_nor_cha_chaos_sorcerer_0
chaos_territory	wh_main_nor_cha_chaos_sorcerer_1
chaos_territory	wh_main_nor_cha_marauder_chieftan_0
chaos_territory	wh_main_nor_cha_marauder_chieftan_1
chaos_territory	wh_main_nor_cha_marauder_chieftan_2
chaos_territory	wh_main_nor_cha_marauder_chieftan_3
chaos_territory	wh_main_nor_inf_chaos_marauders_0
chaos_territory	wh_main_nor_inf_chaos_marauders_1
chaos_territory	wh_main_nor_mon_chaos_trolls
chaos_territory	wh_main_nor_mon_chaos_warhounds_0
chaos_territory	wh_main_nor_mon_chaos_warhounds_1
chaos_territory	wh_main_nor_shp_bloodship
chaos_territory	wh_main_nor_shp_bloodship_general
chaos_territory	wh_main_nor_shp_deathgalley
chaos_territory	wh_main_nor_shp_norscan_longship
chaos_territory	wh_pro04_bst_inf_bestigor_herd_ror_0
chaos_territory	wh_pro04_bst_inf_centigors_ror_0
chaos_territory	wh_pro04_bst_inf_cygor_ror_0
chaos_territory	wh_pro04_bst_inf_gor_herd_ror_0
chaos_territory	wh_pro04_bst_inf_minotaurs_ror_0
chaos_territory	wh_pro04_bst_inf_ungor_spearmen_ror_0
chaos_territory	wh_pro04_chs_art_hellcannon_ror_0
chaos_territory	wh_pro04_chs_cav_chaos_knights_ror_0
chaos_territory	wh_pro04_chs_inf_chaos_warriors_ror_0
chaos_territory	wh_pro04_chs_inf_forsaken_ror_0
chaos_territory	wh_pro04_chs_mon_chaos_spawn_ror_0
chaos_territory	wh_pro04_chs_mon_dragon_ogre_ror_0
chaos_territory	wh_pro04_nor_inf_chaos_marauders_ror_0
chaos_territory	wh_pro04_nor_inf_marauder_berserkers_ror_0
chaos_territory	wh_pro04_nor_mon_fimir_ror_0
chaos_territory	wh_pro04_nor_mon_marauder_warwolves_ror_0
chaos_territory	wh_pro04_nor_mon_skinwolves_ror_0
chaos_territory	wh_pro04_nor_mon_war_mammoth_ror_0
desert	wh2_dlc09_tmb_art_casket_of_souls_0
desert	wh2_dlc09_tmb_art_screaming_skull_catapult_0
desert	wh2_dlc09_tmb_cav_hexwraiths
desert	wh2_dlc09_tmb_cav_necropolis_knights_0
desert	wh2_dlc09_tmb_cav_necropolis_knights_1
desert	wh2_dlc09_tmb_cav_necropolis_knights_ror
desert	wh2_dlc09_tmb_cav_nehekhara_horsemen_0
desert	wh2_dlc09_tmb_cav_nehekhara_horsemen_ror
desert	wh2_dlc09_tmb_cav_skeleton_horsemen_0
desert	wh2_dlc09_tmb_cav_skeleton_horsemen_archers_0
desert	wh2_dlc09_tmb_cha_arkhan_0
desert	wh2_dlc09_tmb_cha_arkhan_1
desert	wh2_dlc09_tmb_cha_arkhan_2
desert	wh2_dlc09_tmb_cha_khalida_0
desert	wh2_dlc09_tmb_cha_khalida_1
desert	wh2_dlc09_tmb_cha_khalida_2
desert	wh2_dlc09_tmb_cha_khatep_0
desert	wh2_dlc09_tmb_cha_khatep_1
desert	wh2_dlc09_tmb_cha_khatep_2
desert	wh2_dlc09_tmb_cha_liche_priest_death_0
desert	wh2_dlc09_tmb_cha_liche_priest_death_1
desert	wh2_dlc09_tmb_cha_liche_priest_light_0
desert	wh2_dlc09_tmb_cha_liche_priest_light_1
desert	wh2_dlc09_tmb_cha_liche_priest_nehekhara_0
desert	wh2_dlc09_tmb_cha_liche_priest_nehekhara_1
desert	wh2_dlc09_tmb_cha_liche_priest_shadow_0
desert	wh2_dlc09_tmb_cha_liche_priest_shadow_1
desert	wh2_dlc09_tmb_cha_necrotect_0
desert	wh2_dlc09_tmb_cha_necrotect_1
desert	wh2_dlc09_tmb_cha_settra_0
desert	wh2_dlc09_tmb_cha_settra_1
desert	wh2_dlc09_tmb_cha_settra_2
desert	wh2_dlc09_tmb_cha_settra_3
desert	wh2_dlc09_tmb_cha_tomb_king_0
desert	wh2_dlc09_tmb_cha_tomb_king_1
desert	wh2_dlc09_tmb_cha_tomb_king_2
desert	wh2_dlc09_tmb_cha_tomb_king_3
desert	wh2_dlc09_tmb_cha_tomb_prince_0
desert	wh2_dlc09_tmb_cha_tomb_prince_1
desert	wh2_dlc09_tmb_cha_tomb_prince_2
desert	wh2_dlc09_tmb_inf_crypt_ghouls
desert	wh2_dlc09_tmb_inf_nehekhara_warriors_0
desert	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
desert	wh2_dlc09_tmb_inf_skeleton_archers_0
desert	wh2_dlc09_tmb_inf_skeleton_archers_ror
desert	wh2_dlc09_tmb_inf_skeleton_spearmen_0
desert	wh2_dlc09_tmb_inf_skeleton_spearmen_ror
desert	wh2_dlc09_tmb_inf_skeleton_warriors_0
desert	wh2_dlc09_tmb_inf_tomb_guard_0
desert	wh2_dlc09_tmb_inf_tomb_guard_1
desert	wh2_dlc09_tmb_inf_tomb_guard_ror
desert	wh2_dlc09_tmb_mon_carrion_0
desert	wh2_dlc09_tmb_mon_carrion_ror
desert	wh2_dlc09_tmb_mon_dire_wolves
desert	wh2_dlc09_tmb_mon_fell_bats
desert	wh2_dlc09_tmb_mon_heirotitan_0
desert	wh2_dlc09_tmb_mon_necrosphinx_0
desert	wh2_dlc09_tmb_mon_necrosphinx_ror
desert	wh2_dlc09_tmb_mon_sepulchral_stalkers_0
desert	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror
desert	wh2_dlc09_tmb_mon_tomb_scorpion_0
desert	wh2_dlc09_tmb_mon_ushabti_0
desert	wh2_dlc09_tmb_mon_ushabti_0_summoned
desert	wh2_dlc09_tmb_mon_ushabti_1
desert	wh2_dlc09_tmb_mon_ushabti_ror
desert	wh2_dlc09_tmb_veh_khemrian_warsphinx_0
desert	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0
desert	wh2_dlc09_tmb_veh_skeleton_chariot_0
desert	wh2_main_lzd_cav_cold_one_spearmen_1
desert	wh2_main_lzd_cav_cold_one_spearriders_blessed_0
desert	wh2_main_lzd_cav_cold_ones_1
desert	wh2_main_lzd_cav_cold_ones_feral_0
desert	wh2_main_lzd_cav_cold_ones_feral_0_summoned
desert	wh2_main_lzd_cav_horned_ones_0
desert	wh2_main_lzd_cav_horned_ones_blessed_0
desert	wh2_main_lzd_cav_terradon_riders_0
desert	wh2_main_lzd_cav_terradon_riders_1
desert	wh2_main_lzd_cav_terradon_riders_blessed_1
desert	wh2_main_lzd_cha_kroq_gar_0
desert	wh2_main_lzd_cha_kroq_gar_1
desert	wh2_main_lzd_cha_kroq_gar_2
desert	wh2_main_lzd_cha_kroq_gar_3
desert	wh2_main_lzd_cha_lord_mazdamundi_0
desert	wh2_main_lzd_cha_lord_mazdamundi_1
desert	wh2_main_lzd_cha_saurus_old_blood_0
desert	wh2_main_lzd_cha_saurus_old_blood_1
desert	wh2_main_lzd_cha_saurus_old_blood_2
desert	wh2_main_lzd_cha_saurus_scar_veteran_0
desert	wh2_main_lzd_cha_saurus_scar_veteran_1
desert	wh2_main_lzd_cha_saurus_scar_veteran_2
desert	wh2_main_lzd_cha_skink_chief_0
desert	wh2_main_lzd_cha_skink_chief_1
desert	wh2_main_lzd_cha_skink_chief_2
desert	wh2_main_lzd_cha_skink_chief_3
desert	wh2_main_lzd_cha_skink_priest_0_summoned
desert	wh2_main_lzd_cha_skink_priest_beasts_0
desert	wh2_main_lzd_cha_skink_priest_beasts_1
desert	wh2_main_lzd_cha_skink_priest_beasts_2
desert	wh2_main_lzd_cha_skink_priest_beasts_3
desert	wh2_main_lzd_cha_skink_priest_heavens_0
desert	wh2_main_lzd_cha_skink_priest_heavens_1
desert	wh2_main_lzd_cha_skink_priest_heavens_2
desert	wh2_main_lzd_cha_skink_priest_heavens_3
desert	wh2_main_lzd_cha_slann_mage_priest_campaign_0
desert	wh2_main_lzd_cha_slann_mage_priest_heavens_0
desert	wh2_main_lzd_cha_slann_mage_priest_high_0
desert	wh2_main_lzd_cha_slann_mage_priest_light_0
desert	wh2_main_lzd_inf_chameleon_skinks_0
desert	wh2_main_lzd_inf_chameleon_skinks_blessed_0
desert	wh2_main_lzd_inf_saurus_spearmen_0
desert	wh2_main_lzd_inf_saurus_spearmen_1
desert	wh2_main_lzd_inf_saurus_spearmen_blessed_1
desert	wh2_main_lzd_inf_saurus_warriors_0
desert	wh2_main_lzd_inf_saurus_warriors_1
desert	wh2_main_lzd_inf_saurus_warriors_blessed_1
desert	wh2_main_lzd_inf_skink_cohort_0
desert	wh2_main_lzd_inf_skink_cohort_1
desert	wh2_main_lzd_inf_skink_skirmishers_0
desert	wh2_main_lzd_inf_skink_skirmishers_blessed_0
desert	wh2_main_lzd_inf_temple_guards
desert	wh2_main_lzd_inf_temple_guards_blessed
desert	wh2_main_lzd_mon_ancient_stegadon
desert	wh2_main_lzd_mon_bastiladon_0
desert	wh2_main_lzd_mon_bastiladon_1
desert	wh2_main_lzd_mon_bastiladon_2
desert	wh2_main_lzd_mon_bastiladon_blessed_2
desert	wh2_main_lzd_mon_carnosaur_0
desert	wh2_main_lzd_mon_carnosaur_blessed_0
desert	wh2_main_lzd_mon_kroxigors
desert	wh2_main_lzd_mon_kroxigors_blessed
desert	wh2_main_lzd_mon_stegadon_0
desert	wh2_main_lzd_mon_stegadon_1
desert	wh2_main_lzd_mon_stegadon_blessed_1
desert	wh2_pro06_tmb_mon_bone_giant_0
desert	wh_dlc06_grn_art_hammer_of_gork_0
desert	wh_dlc06_grn_cav_broken_tusks_mob_0
desert	wh_dlc06_grn_cav_deff_creepers_0
desert	wh_dlc06_grn_cav_durkits_squigs_0
desert	wh_dlc06_grn_cav_mogrubbs_marauders_0
desert	wh_dlc06_grn_cav_moon_howlers_0
desert	wh_dlc06_grn_cav_squig_hoppers_0
desert	wh_dlc06_grn_cav_teef_robbers_0
desert	wh_dlc06_grn_cha_night_goblin_warboss_0
desert	wh_dlc06_grn_cha_night_goblin_warboss_1
desert	wh_dlc06_grn_cha_skarsnik_0
desert	wh_dlc06_grn_cha_wurrzag_0
desert	wh_dlc06_grn_cha_wurrzag_1
desert	wh_dlc06_grn_inf_da_eight_peaks_loonies_0
desert	wh_dlc06_grn_inf_da_rusty_arrers_0
desert	wh_dlc06_grn_inf_da_warlords_boyz_0
desert	wh_dlc06_grn_inf_krimson_killerz_0
desert	wh_dlc06_grn_inf_nasty_skulkers_0
desert	wh_dlc06_grn_inf_squig_herd_0
desert	wh_main_grn_art_doom_diver_catapult
desert	wh_main_grn_art_goblin_rock_lobber
desert	wh_main_grn_cav_forest_goblin_spider_riders_0
desert	wh_main_grn_cav_forest_goblin_spider_riders_1
desert	wh_main_grn_cav_goblin_wolf_chariot
desert	wh_main_grn_cav_goblin_wolf_riders_0
desert	wh_main_grn_cav_goblin_wolf_riders_1
desert	wh_main_grn_cav_orc_boar_boy_big_uns
desert	wh_main_grn_cav_orc_boar_boyz
desert	wh_main_grn_cav_orc_boar_chariot
desert	wh_main_grn_cav_savage_orc_boar_boy_big_uns
desert	wh_main_grn_cav_savage_orc_boar_boyz
desert	wh_main_grn_cha_azhag_the_slaughterer_0
desert	wh_main_grn_cha_azhag_the_slaughterer_1
desert	wh_main_grn_cha_goblin_big_boss_0
desert	wh_main_grn_cha_goblin_big_boss_1
desert	wh_main_grn_cha_goblin_big_boss_2
desert	wh_main_grn_cha_goblin_great_shaman_0
desert	wh_main_grn_cha_goblin_great_shaman_1
desert	wh_main_grn_cha_grimgor_ironhide
desert	wh_main_grn_cha_night_goblin_shaman
desert	wh_main_grn_cha_orc_shaman_0
desert	wh_main_grn_cha_orc_shaman_1
desert	wh_main_grn_cha_orc_warboss_0
desert	wh_main_grn_cha_orc_warboss_1
desert	wh_main_grn_cha_orc_warboss_2
desert	wh_main_grn_inf_black_orcs
desert	wh_main_grn_inf_goblin_archers
desert	wh_main_grn_inf_goblin_spearmen
desert	wh_main_grn_inf_night_goblin_archers
desert	wh_main_grn_inf_night_goblin_fanatics
desert	wh_main_grn_inf_night_goblin_fanatics_1
desert	wh_main_grn_inf_night_goblins
desert	wh_main_grn_inf_orc_arrer_boyz
desert	wh_main_grn_inf_orc_big_uns
desert	wh_main_grn_inf_orc_boyz
desert	wh_main_grn_inf_savage_orc_arrer_boyz
desert	wh_main_grn_inf_savage_orc_big_uns
desert	wh_main_grn_inf_savage_orcs
desert	wh_main_grn_mon_arachnarok_spider_0
desert	wh_main_grn_mon_giant
desert	wh_main_grn_mon_giant_qb_tall_roff
desert	wh_main_grn_mon_trolls
disease	wh2_dlc10_nor_mon_phoenix_flamespyre_boss
disease	wh_dlc01_chs_cha_chaos_lord_10
disease	wh_dlc01_chs_cha_chaos_lord_2
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
disease	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
disease	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
disease	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
disease	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
disease	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3
disease	wh_dlc01_chs_cha_exalted_hero_10
disease	wh_dlc01_chs_cha_kholek
disease	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
disease	wh_dlc01_chs_inf_chaos_warriors_2
disease	wh_dlc01_chs_inf_chosen_2
disease	wh_dlc01_chs_inf_forsaken_0
disease	wh_dlc01_chs_mon_dragon_ogre
