armed_citizenry_units_to_unit_groups_junctions_tables	0
id	priority	unit	unit_group
11095	86	wh_main_grn_inf_orc_boyz	wh_main_grn_inf_orc_boyz
11101	82	wh_main_grn_inf_savage_orc_arrer_boyz	wh_main_grn_inf_savage_orc_arrer_boyz
11109	68	wh_main_grn_inf_savage_orc_big_uns	wh_main_grn_inf_savage_orc_big_uns
11113	82	wh_main_grn_inf_savage_orcs	wh_main_grn_inf_savage_orcs
11117	28	wh_main_grn_mon_arachnarok_spider_0	wh_main_grn_mon_arachnarok_spider_0
11122	40	wh_main_grn_mon_giant	wh_main_grn_mon_giant
11130	72	wh_main_grn_mon_trolls	wh_main_grn_mon_trolls
11186	111	wh_main_nor_cav_chaos_chariot	wh_main_nor_cav_chaos_chariot
11190	111	wh_main_nor_cav_marauder_horsemen_0	wh_main_nor_cav_marauder_horsemen_0
11193	111	wh_main_nor_cav_marauder_horsemen_1	wh_main_nor_cav_marauder_horsemen_1
11199	87	wh_main_nor_inf_chaos_marauders_0	wh_main_nor_inf_chaos_marauders_0
11206	82	wh_main_nor_inf_chaos_marauders_1	wh_main_nor_inf_chaos_marauders_1
11209	72	wh_main_nor_mon_chaos_trolls	wh_main_nor_mon_chaos_trolls
11215	88	wh_main_nor_mon_chaos_warhounds_0	wh_main_nor_mon_chaos_warhounds_0
11221	85	wh_main_nor_mon_chaos_warhounds_1	wh_main_nor_mon_chaos_warhounds_1
11287	111	wh_main_vmp_cav_black_knights_0	wh_main_vmp_cav_black_knights_0
11295	111	wh_main_vmp_cav_black_knights_3	wh_main_vmp_cav_black_knights_3
11297	111	wh_main_vmp_cav_hexwraiths	wh_main_vmp_cav_hexwraiths
11304	70	wh_main_vmp_inf_cairn_wraiths	wh_main_vmp_inf_cairn_wraiths
11306	84	wh_main_vmp_inf_crypt_ghouls	wh_main_vmp_inf_crypt_ghouls
11310	74	wh_main_vmp_inf_grave_guard_0	wh_main_vmp_inf_grave_guard_0
11320	66	wh_main_vmp_inf_grave_guard_1	wh_main_vmp_inf_grave_guard_1
11325	92	wh_main_vmp_inf_skeleton_warriors_0	wh_main_vmp_inf_skeleton_warriors_0
11330	89	wh_main_vmp_inf_skeleton_warriors_1	wh_main_vmp_inf_skeleton_warriors_1
11333	98	wh_main_vmp_inf_zombie	wh_main_vmp_inf_zombie
11343	72	wh_main_grn_inf_orc_big_uns	wh_main_grn_inf_orc_big_uns
11351	72	wh_main_vmp_mon_crypt_horrors	wh_main_vmp_mon_crypt_horrors
11354	84	wh_main_vmp_mon_dire_wolves	wh_main_vmp_mon_dire_wolves
11364	90	wh_main_vmp_mon_fell_bats	wh_main_vmp_mon_fell_bats
11372	24	wh_main_vmp_mon_terrorgheist	wh_main_vmp_mon_terrorgheist
11378	64	wh_main_vmp_mon_vargheists	wh_main_vmp_mon_vargheists
11381	46	wh_main_vmp_mon_varghulf	wh_main_vmp_mon_varghulf
11382	60	wh_main_vmp_veh_black_coach	wh_main_vmp_veh_black_coach
11386	72	wh_main_emp_shp_greatship	test_boats
11395	88	wh_main_brt_shp_corsair	test_boats
11399	96	wh_main_chs_shp_deathgalley	test_boats
11409	88	wh_main_chs_shp_norscan_longship	test_boats
11410	72	wh_main_dwf_shp_dreadnaught	test_boats
11417	88	wh_main_grn_shp_bigchukka	test_boats
11435	72	wh_main_vmp_shp_griefship	test_boats
11442	96	wh_main_nor_shp_deathgalley	test_boats
11447	122	wh_main_grn_art_goblin_rock_lobber	wh_main_grn_art_goblin_rock_lobber
11484	68	wh_main_dwf_inf_irondrakes_2	wh_main_dwf_inf_irondrakes_2
1154680718	88	wh2_dlc11_cst_inf_zombie_deckhands_mob_1	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
1167903383	76	wh2_dlc11_cst_inf_deck_gunners_ror_0	wh2_dlc11_cst_inf_deck_gunners_ror_0
1188050176	111	wh_dlc07_brt_cav_knights_errant_0	wh_dlc07_brt_cav_knights_errant_0
11912	96	wh_main_brt_shp_buccaneer	wh_main_brt_shp_buccaneer
11915	88	wh_main_brt_shp_corsair	wh_main_brt_shp_corsair
11917	72	wh_main_brt_shp_galleon	wh_main_brt_shp_galleon
11919	72	wh_main_chs_shp_bloodship	wh_main_chs_shp_bloodship
11923	96	wh_main_chs_shp_deathgalley	wh_main_chs_shp_deathgalley
11931	88	wh_main_chs_shp_norscan_longship	wh_main_chs_shp_norscan_longship
11935	72	wh_main_dwf_shp_dreadnaught	wh_main_dwf_shp_dreadnaught
11938	88	wh_main_dwf_shp_ironclad	wh_main_dwf_shp_ironclad
11946	96	wh_main_dwf_shp_monitor	wh_main_dwf_shp_monitor
11949	72	wh_main_emp_shp_greatship	wh_main_emp_shp_greatship
11955	96	wh_main_emp_shp_wargalley	wh_main_emp_shp_wargalley
1195651410	88	wh_dlc03_bst_inf_ungor_herd_1	wh_dlc03_bst_inf_ungor_herd_1
11965	88	wh_main_emp_shp_wolfship	wh_main_emp_shp_wolfship
11967	88	wh_main_grn_shp_bigchukka	wh_main_grn_shp_bigchukka
11968	96	wh_main_grn_shp_drillakilla	wh_main_grn_shp_drillakilla
11971	72	wh_main_grn_shp_hulk	wh_main_grn_shp_hulk
1197753371	74	wh_dlc08_nor_inf_marauder_berserkers_0	wh_dlc08_nor_inf_marauder_berserkers_0
11993	72	wh_main_nor_shp_bloodship	wh_main_nor_shp_bloodship
11998	96	wh_main_nor_shp_deathgalley	wh_main_nor_shp_deathgalley
12001	88	wh_main_nor_shp_norscan_longship	wh_main_nor_shp_norscan_longship
12026	88	wh_main_vmp_shp_direwolf_ship	wh_main_vmp_shp_direwolf_ship
12032	72	wh_main_vmp_shp_griefship	wh_main_vmp_shp_griefship
12033	96	wh_main_vmp_shp_vargalley	wh_main_vmp_shp_vargalley
12040	78	wh_main_dwf_inf_longbeards	wh_main_dwf_inf_longbeards
12048	111	wh_main_emp_cav_empire_knights	wh_main_emp_cav_empire_knights
120557676	1	wh2_dlc11_cst_cha_damned_paladin_0	wh2_dlc11_cst_cha_damned_paladin_0
12060	111	wh_dlc04_emp_cav_knights_blazing_sun_0	wh_dlc04_emp_cav_knights_blazing_sun_0
12064	80	wh_dlc04_emp_inf_flagellants_0	wh_dlc04_emp_inf_flagellants_0
12070	86	wh_dlc04_emp_inf_free_company_militia_0	wh_dlc04_emp_inf_free_company_militia_0
12079	94	wh_dlc04_vmp_veh_corpse_cart_0	wh_dlc04_vmp_veh_corpse_cart_0
12084	87	wh_dlc04_vmp_veh_corpse_cart_1	wh_dlc04_vmp_veh_corpse_cart_1
12088	84	wh_dlc04_vmp_veh_corpse_cart_2	wh_dlc04_vmp_veh_corpse_cart_2
12090	48	wh_dlc04_vmp_veh_mortis_engine_0	wh_dlc04_vmp_veh_mortis_engine_0
120995384	111	wh_dlc07_brt_cav_questing_knights_0	wh_dlc07_brt_cav_questing_knights_0
12100	122	wh_dlc06_dwf_art_bolt_thrower_0	wh_dlc06_dwf_art_bolt_thrower_0
12110	84	wh_dlc06_dwf_inf_rangers_0	wh_dlc06_dwf_inf_rangers_0
12115	111	wh_dlc06_grn_cav_squig_hoppers_0	wh_dlc06_grn_cav_squig_hoppers_0
12120	84	wh_dlc06_grn_inf_nasty_skulkers_0	wh_dlc06_grn_inf_nasty_skukers_0
12132	84	wh_dlc06_grn_inf_squig_herd_0	wh_dlc06_grn_inf_squig_herd_0
12137	78	wh_dlc06_dwf_inf_rangers_1	wh_dlc06_dwf_inf_rangers_1
12142	85	wh_dlc05_wef_inf_eternal_guard_0	wh_dlc05_wef_eternal_guard
12149	82	wh_dlc05_wef_inf_glade_guard_0	wh_dlc05_wef_inf_glade_guard_0
121490432	1	wh_main_brt_cha_paladin_0	wh_main_brt_cha_paladin_0
12158	82	wh_dlc05_wef_inf_dryads_0	wh_dlc05_wef_dryads
12164	72	wh_dlc05_wef_inf_wardancers_0	wh_dlc05_wef_inf_wardancers_0
12165	76	wh_dlc05_wef_inf_deepwood_scouts_0	wh_dlc05_wef_inf_deepwood_scouts_0
12171	111	wh2_main_hef_cav_ellyrian_reavers_0	wh2_main_hef_cav_ellyrian_reavers_0
12172	62	wh_dlc05_wef_inf_wildwood_rangers_0	wh_dlc05_wef_wildwood_rangers
12173	111	wh2_main_hef_cav_ellyrian_reavers_1	wh2_main_hef_cav_ellyrian_reavers_1
12177	44	wh_dlc05_wef_mon_treeman_0	wh_dlc05_wef_treeman
12183	111	wh_dlc05_wef_cav_wild_riders_0	wh_dlc05_wef_cav_wild_riders_0
12184	83	wh2_main_hef_inf_archers_1	wh2_main_hef_inf_archers_1
12192	111	wh_dlc05_wef_cav_wild_riders_1	wh_dlc05_wef_cav_wild_riders_1
12194	84	wh2_main_hef_inf_spearmen_0	wh2_main_hef_inf_spearmen_0
12197	78	wh2_main_hef_inf_lothern_sea_guard_0	wh2_main_hef_inf_lothern_sea_guard_0
12204	74	wh2_main_hef_inf_lothern_sea_guard_1	wh2_main_hef_inf_lothern_sea_guard_1
12211	111	wh2_main_hef_cav_silver_helms_0	wh2_main_hef_cav_silver_helms_0
12216	68	wh_dlc05_wef_mon_treekin_0	wh_dlc05_wef_mon_treekin_0
12222	72	wh2_main_hef_inf_white_lions_of_chrace_0	wh2_main_hef_inf_white_lions_of_thrace_0
12230	111	wh2_main_hef_cav_silver_helms_1	wh2_main_hef_cav_silver_helms_1
12238	52	wh2_main_hef_inf_swordmasters_of_hoeth_0	wh2_main_hef_inf_swordmasters_of_hoeth_0
12241	62	wh_dlc05_wef_inf_wildwood_rangers_0	wh_dlc05_wef_inf_wildwood_rangers_0
12250	82	wh_dlc05_wef_inf_eternal_guard_1	wh_dlc05_wef_inf_eternal_guard_1
12251	111	wh2_main_def_cav_dark_riders_0	wh2_main_def_cav_dark_riders_0
12256	111	wh2_main_def_cav_dark_riders_1	wh2_main_def_cav_dark_riders_1
12260	111	wh_dlc05_wef_cav_sisters_thorn_0	wh_dlc05_wef_cav_sisters_thorn_0
12266	111	wh2_main_def_cav_dark_riders_2	wh2_main_def_cav_dark_riders_2
12276	78	wh2_main_def_inf_black_ark_corsairs_0	wh2_main_def_inf_black_ark_corsairs_0
1227729647	72	wh2_dlc11_cst_mon_mournguls_ror_0	wh2_dlc11_cst_mon_mournguls_ror_0
12278	74	wh2_main_def_inf_black_ark_corsairs_1	wh2_main_def_inf_black_ark_corsairs_1
12287	52	wh2_main_def_inf_black_guard_0	wh2_main_def_inf_black_guard_0
1229183952	60	wh2_main_hef_cav_tiranoc_chariot	wh2_main_hef_cav_tiranoc_chariot
12297	86	wh2_main_def_inf_bleakswords_0	wh2_main_def_inf_bleakswords_0
12306	80	wh2_main_def_inf_darkshards_0	wh2_main_def_inf_darkshards_0
12311	78	wh2_main_def_inf_darkshards_1	wh2_main_def_inf_darkshards_1
12321	86	wh2_main_def_inf_dreadspears_0	wh2_main_def_inf_dreadspears_0
12328	66	wh2_main_def_inf_shades_0	wh2_main_def_inf_shades_0
12329	60	wh2_main_def_inf_shades_1	wh2_main_def_inf_shades_1
12333	111	wh_dlc05_wef_cav_glade_riders_1	wh_dlc05_wef_cav_glade_riders_1
12334	56	wh2_main_def_inf_shades_2	wh2_main_def_inf_shades_2
12339	72	wh2_main_def_inf_witch_elves_0	wh2_main_def_inf_witch_elves_0
12351	111	wh2_main_lzd_cav_cold_one_spearmen_1	wh2_main_lzd_cav_cold_one_spearmen_1
12357	111	wh2_main_lzd_cav_cold_ones_1	wh2_main_lzd_cav_cold_ones_1
12365	111	wh_dlc05_wef_cav_glade_riders_0	wh_dlc05_wef_cav_glade_riders
12369	80	wh2_main_lzd_inf_chameleon_skinks_0	wh2_main_lzd_inf_chameleon_skinks_0
12377	74	wh2_main_lzd_inf_saurus_spearmen_0	wh2_main_lzd_inf_saurus_spearmen_0
12383	111	wh_dlc05_wef_cav_hawk_riders_0	wh_dlc05_wef_cav_hawk_riders_0
12387	72	wh2_main_lzd_inf_saurus_spearmen_1	wh2_main_lzd_inf_saurus_spearmen_1
12388	60	wh_dlc05_wef_inf_waywatchers_0	wh_dlc05_wef_inf_waywatchers_0
12393	74	wh2_main_lzd_inf_saurus_warriors_0	wh2_main_lzd_inf_saurus_warriors_0
12398	72	wh_dlc05_wef_mon_great_eagle_0	wh_dlc05_wef_mon_great_eagle_0
12401	72	wh2_main_lzd_inf_saurus_warriors_1	wh2_main_lzd_inf_saurus_warriors_1
12405	78	wh_dlc05_wef_inf_glade_guard_1	wh_dlc05_wef_inf_glade_guard_1
12410	92	wh2_main_lzd_inf_skink_cohort_0	wh2_main_lzd_inf_skink_cohort_0
12411	88	wh2_main_lzd_inf_skink_cohort_1	wh2_main_lzd_inf_skink_cohort_1
12414	88	wh2_main_lzd_inf_skink_skirmishers_0	wh2_main_lzd_inf_skink_skirmishers_0
12415	111	wh_dlc05_wef_cav_glade_riders_1	wh_dlc05_wef_cav_glade_riders_1
12427	70	wh_dlc05_wef_inf_deepwood_scouts_1	wh_dlc05_wef_inf_deepwood_scouts_1
1243540073	1	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0	wh2_dlc11_cst_cha_vampire_fleet_captain_deeps_0
12436	66	wh_dlc05_wef_inf_wardancers_1	wh_dlc05_wef_inf_wardancers_1
12447	32	wh_dlc05_wef_forest_dragon_0	wh_dlc05_wef_forest_dragon_0
12460	122	wh2_main_def_art_reaper_bolt_thrower	wh2_main_def_art_reaper_bolt_thrower
12469	54	wh2_main_hef_art_eagle_claw_bolt_thrower	wh2_main_hef_art_eagle_claw_bolt_thrower
12474	20	wh2_main_def_mon_black_dragon	wh2_main_def_mon_black_dragon
12478	24	wh2_main_hef_mon_moon_dragon	wh2_main_hef_mon_moon_dragon
12486	8	wh2_main_hef_mon_star_dragon	wh2_main_hef_mon_star_dragon
12488	32	wh2_main_hef_mon_sun_dragon	wh2_main_hef_mon_sun_dragon
12500	80	wh2_main_def_inf_harpies	wh2_main_def_inf_harpies
12514	32	wh2_main_def_mon_war_hydra	wh2_main_def_mon_war_hydra
12520	111	wh2_main_def_cav_cold_one_knights_1	wh2_main_def_cav_cold_one_knights_1
12529	56	wh2_main_def_inf_har_ganeth_executioners_0	wh2_main_def_inf_har_ganeth_executioners_0
12550	72	wh2_main_hef_mon_great_eagle	wh2_main_hef_mon_great_eagle
12556	40	wh2_main_hef_cav_dragon_princes	wh2_main_hef_cav_dragon_princes
12618	76	wh2_main_lzd_mon_bastiladon_0	wh2_main_lzd_mon_bastiladon_0
12623	64	wh2_main_lzd_mon_bastiladon_1	wh2_main_lzd_mon_bastiladon_1
1262494103	88	wh2_dlc11_cst_inf_zombie_gunnery_mob_0	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
12631	60	wh2_main_lzd_mon_bastiladon_2	wh2_main_lzd_mon_bastiladon_2
12641	40	wh2_main_lzd_mon_carnosaur_0	wh2_main_lzd_mon_carnosaur_0
12647	111	wh2_main_lzd_cav_terradon_riders_0	wh2_main_lzd_mon_terradon_0
12650	111	wh2_main_lzd_cav_terradon_riders_1	wh2_main_lzd_mon_terradon_1
1265612817	1	wh2_dlc11_cst_cha_vampire_fleet_captain_0	wh2_dlc11_cst_cha_vampire_fleet_captain_0
12660	24	wh2_main_lzd_mon_ancient_stegadon	wh2_main_lzd_mon_ancient_stegadon
12662	54	wh2_main_lzd_mon_stegadon_0	wh2_main_lzd_mon_stegadon_0
12665	36	wh2_main_lzd_mon_stegadon_1	wh2_main_lzd_mon_stegadon_1
12667	56	wh2_main_lzd_inf_temple_guards	wh2_main_lzd_inf_temple_guards
12671	111	wh2_main_lzd_cav_horned_ones_0	wh2_main_lzd_cav_horned_ones_0
12672	64	wh2_main_lzd_mon_kroxigors	wh2_main_lzd_mon_kroxigors
1274821798	28	wh2_dlc11_cst_mon_rotting_leviathan_0	wh2_dlc11_cst_mon_rotting_leviathan_0
12807	122	wh2_main_skv_art_plagueclaw_catapult	wh2_main_skv_art_plagueclaw_catapult
12817	122	wh2_main_skv_art_warp_lightning_cannon	wh2_main_skv_art_warp_lightning_cannon
12819	90	wh2_main_skv_inf_clanrat_spearmen_0	wh2_main_skv_inf_clanrat_spearmen_0
12828	88	wh2_main_skv_inf_clanrat_spearmen_1	wh2_main_skv_inf_clanrat_spearmen_1
12829	91	wh2_main_skv_inf_clanrats_0	wh2_main_skv_inf_clanrats_0
12838	89	wh2_main_skv_inf_clanrats_1	wh2_main_skv_inf_clanrats_1
12848	68	wh2_main_skv_inf_death_globe_bombardiers	wh2_main_skv_inf_death_globe_bombardiers
12854	66	wh2_main_skv_inf_death_runners_0	wh2_main_skv_inf_death_runners_0
12863	74	wh2_main_skv_inf_gutter_runner_slingers_0	wh2_main_skv_inf_gutter_runner_slingers_0
12867	70	wh2_main_skv_inf_gutter_runner_slingers_1	wh2_main_skv_inf_gutter_runner_slingers_1
12877	74	wh2_main_skv_inf_gutter_runners_0	wh2_main_skv_inf_gutter_runners_0
12884	70	wh2_main_skv_inf_gutter_runners_1	wh2_main_skv_inf_gutter_runners_1
12892	84	wh2_main_skv_inf_night_runners_0	wh2_main_skv_inf_night_runners_0
12893	84	wh2_main_skv_inf_night_runners_1	wh2_main_skv_inf_night_runners_1
12896	60	wh2_main_skv_inf_plague_monk_censer_bearer	wh2_main_skv_inf_plague_monk_censer_bearer
12904	74	wh2_main_skv_inf_plague_monks	wh2_main_skv_inf_plague_monks
12906	78	wh2_main_skv_inf_poison_wind_globadiers	wh2_main_skv_inf_poison_wind_globadiers
12913	96	wh2_main_skv_inf_skavenslave_slingers_0	wh2_main_skv_inf_skavenslave_slingers_0
12919	98	wh2_main_skv_inf_skavenslave_spearmen_0	wh2_main_skv_inf_skavenslave_spearmen_0
12926	99	wh2_main_skv_inf_skavenslaves_0	wh2_main_skv_inf_skavenslaves_0
12928	64	wh2_main_skv_inf_stormvermin_0	wh2_main_skv_inf_stormvermin_0
12932	62	wh2_main_skv_inf_stormvermin_1	wh2_main_skv_inf_stormvermin_1
12934	80	wh2_main_skv_inf_warpfire_thrower	wh2_main_skv_inf_warpfire_thrower
12938	32	wh2_main_skv_mon_hell_pit_abomination	wh2_main_skv_mon_hell_pit_abomination
12947	72	wh2_main_skv_mon_rat_ogres	wh2_main_skv_mon_rat_ogres
12955	46	wh2_main_skv_veh_doomwheel	wh2_main_skv_veh_doomwheel
12957	111	wh_dlc02_vmp_cav_blood_knights_0	wh2_main_vmp_cav_blood_knights
12969	70	wh2_main_hef_inf_gate_guard	wh2_main_hef_inf_gate_guard
12970	85	wh2_main_hef_inf_archers_0	wh2_main_hef_inf_archers_0
12976	111	wh2_main_def_cav_cold_one_knights_0	wh2_main_def_cav_cold_one_knights_0
1322733488	111	wh_main_chs_cav_marauder_horsemen_1	wh_main_chs_cav_marauder_horsemen_1
133540744	84	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0	wh2_dlc11_cst_inf_zombie_gunnery_mob_ror_0
1349665487	46	wh2_dlc11_cst_mon_rotting_prometheans_0	wh2_dlc11_cst_mon_rotting_prometheans_0
1367904163	1	wh_main_dwf_cha_master_engineer_0	wh_main_dwf_cha_master_engineer_0
1379050927	1	wh2_dlc11_cst_cha_gunnery_wight_1	wh2_dlc11_cst_cha_gunnery_wight_1
1386377604	78	wh_dlc07_brt_inf_grail_reliquae_0	wh_dlc07_brt_inf_grail_reliquae_0
1402237718	92	wh2_dlc11_cst_inf_zombie_deckhands_mob_0	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
1405609203	1	wh2_dlc09_tmb_cha_tomb_prince_0	wh2_dlc09_tmb_cha_tomb_prince_0
1418129737	80	wh_dlc05_wef_inf_glade_guard_2	wh_dlc05_wef_inf_glade_guard_2
1418809883	85	wh2_dlc09_tmb_inf_skeleton_archers_0	wh2_dlc09_tmb_inf_skeleton_archers_0
1435244633	86	wh2_dlc11_cst_inf_sartosa_free_company_0	wh2_dlc11_cst_inf_sartosa_free_company_0
1442492134	84	wh2_dlc11_cst_inf_zombie_gunnery_mob_1	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
1443278814	1	wh2_dlc11_cst_cha_mourngul_haunter	wh2_dlc11_cst_cha_mourngul_haunter
1470393434	1	wh2_main_skv_cha_plague_priest_0	wh2_main_skv_cha_plague_priest_0
1506648484	122	wh2_dlc09_tmb_art_casket_of_souls_0	wh2_dlc09_tmb_art_casket_of_souls_0
1507615341	76	wh_dlc07_brt_inf_foot_squires_0	wh_dlc07_brt_inf_foot_squires_0
1518287610	64	wh2_dlc11_cst_mon_animated_hulks_0	wh2_dlc11_cst_mon_animated_hulks_0
153149916	24	wh_dlc01_chs_mon_dragon_ogre_shaggoth	wh_dlc01_chs_mon_dragon_ogre_shaggoth
1560943500	66	wh_dlc08_nor_mon_norscan_ice_trolls_0	wh_dlc08_nor_mon_chaos_ice_trolls
1587434197	1	wh2_main_hef_cha_noble_0	wh2_main_hef_cha_noble_0
